N,Mbar_prime,normalized_pivotal_H4,pivotal_H4_scaled,pivotal_H4_scaled_se,coefficient_ratio,coefficient_ratio_se,thermal_mass_scaled,thermal_mass_scaled_se
65,8.379517789265561,0.0011815169937516644,1.0433359619695313,0.05438299780295396,4.494726354605291,1.1069684597683682,1.7513644039876137,0.0001370169613348426
85,9.2580795479435,0.0008601270043145299,1.1745414212289738,0.06734998197709519,3.756405478282213,0.8794642545003624,1.7498016063953992,0.0001811533554770336
130,10.841612607485125,0.0005677809603127148,1.546460289446232,0.18164922087598814,3.4426410944497,1.4995786689185493,1.7472905492146484,0.00016809263023792568
145,11.292246869011088,0.0004322406040073831,1.4058810110434976,0.1509732042886837,2.590058067407876,0.6794878983041369,1.7468972582572302,0.00016895617486339324
170,11.981515637715127,0.0004209562409978207,1.7730314937378617,0.25189898115716286,2.3034522817249057,0.5994859629708843,1.7461977061866505,0.0001652132807853388
