label,n,a,b,radius,batch,counter_first,counter_last_exclusive,samples,primal_pivotal,matching_pivotal,primal_h4,matching_h4,h4_plus,h4_minus
n425_first,425,16,13,8,42,15000042000,15000043000,1000,25,18,-7,-3,-10,-4
n425_second,425,19,8,2,42,15000042000,15000043000,1000,19,24,0,-2,-2,2
n425_second,425,19,8,4,42,15000042000,15000043000,1000,19,24,0,4,4,-4
n425_second,425,19,8,7,42,15000042000,15000043000,1000,19,24,1,1,2,0
n425_second,425,19,8,8,42,15000042000,15000043000,1000,19,24,0,1,1,-1
n325_first,325,17,6,2,43,15000043000,15000044000,1000,31,33,-3,-5,-8,2
n325_first,325,17,6,4,43,15000043000,15000044000,1000,31,33,1,-2,-1,3
n325_first,325,17,6,7,43,15000043000,15000044000,1000,31,33,1,-1,0,2
n325_first,325,17,6,8,43,15000043000,15000044000,1000,31,33,2,-12,-10,14
n325_second,325,18,1,2,43,15000043000,15000044000,1000,16,22,1,-2,-1,3
n325_second,325,18,1,4,43,15000043000,15000044000,1000,16,22,3,4,7,-1
n325_second,325,18,1,7,43,15000043000,15000044000,1000,16,22,1,4,5,-3
n325_second,325,18,1,8,43,15000043000,15000044000,1000,16,22,1,-2,-1,3
n425_first,425,16,13,2,43,15000043000,15000044000,1000,24,18,3,-1,2,4
n425_first,425,16,13,4,43,15000043000,15000044000,1000,24,18,3,0,3,3
n425_first,425,16,13,7,43,15000043000,15000044000,1000,24,18,-2,-1,-3,-1
n425_first,425,16,13,8,43,15000043000,15000044000,1000,24,18,-9,-2,-11,-7
n425_second,425,19,8,2,43,15000043000,15000044000,1000,20,28,-2,-1,-3,-1
n425_second,425,19,8,4,43,15000043000,15000044000,1000,20,28,2,8,10,-6
n425_second,425,19,8,7,43,15000043000,15000044000,1000,20,28,-1,4,3,-5
n425_second,425,19,8,8,43,15000043000,15000044000,1000,20,28,-5,-6,-11,1
n325_first,325,17,6,2,44,15000044000,15000045000,1000,20,19,-3,-2,-5,-1
n325_first,325,17,6,4,44,15000044000,15000045000,1000,20,19,9,5,14,4
n325_first,325,17,6,7,44,15000044000,15000045000,1000,20,19,1,0,1,1
n325_first,325,17,6,8,44,15000044000,15000045000,1000,20,19,-2,-4,-6,2
n325_second,325,18,1,2,44,15000044000,15000045000,1000,30,19,-1,0,-1,-1
n325_second,325,18,1,4,44,15000044000,15000045000,1000,30,19,9,2,11,7
n325_second,325,18,1,7,44,15000044000,15000045000,1000,30,19,3,2,5,1
n325_second,325,18,1,8,44,15000044000,15000045000,1000,30,19,-3,-2,-5,-1
n425_first,425,16,13,2,44,15000044000,15000045000,1000,19,16,-1,-1,-2,0
n425_first,425,16,13,4,44,15000044000,15000045000,1000,19,16,2,0,2,2
n425_first,425,16,13,7,44,15000044000,15000045000,1000,19,16,-3,-3,-6,0
n425_first,425,16,13,8,44,15000044000,15000045000,1000,19,16,-4,-5,-9,1
n425_second,425,19,8,2,44,15000044000,15000045000,1000,12,18,-3,-2,-5,-1
n425_second,425,19,8,4,44,15000044000,15000045000,1000,12,18,1,3,4,-2
n425_second,425,19,8,7,44,15000044000,15000045000,1000,12,18,5,-1,4,6
n425_second,425,19,8,8,44,15000044000,15000045000,1000,12,18,1,0,1,1
n325_first,325,17,6,2,45,15000045000,15000046000,1000,16,20,-4,-3,-7,-1
n325_first,325,17,6,4,45,15000045000,15000046000,1000,16,20,0,4,4,-4
n325_first,325,17,6,7,45,15000045000,15000046000,1000,16,20,1,2,3,-1
n325_first,325,17,6,8,45,15000045000,15000046000,1000,16,20,-6,3,-3,-9
n325_second,325,18,1,2,45,15000045000,15000046000,1000,15,31,-1,-1,-2,0
n325_second,325,18,1,4,45,15000045000,15000046000,1000,15,31,5,6,11,-1
n325_second,325,18,1,7,45,15000045000,15000046000,1000,15,31,0,8,8,-8
n325_second,325,18,1,8,45,15000045000,15000046000,1000,15,31,-2,-1,-3,-1
n425_first,425,16,13,2,45,15000045000,15000046000,1000,24,22,-3,-2,-5,-1
n425_first,425,16,13,4,45,15000045000,15000046000,1000,24,22,1,7,8,-6
n425_first,425,16,13,7,45,15000045000,15000046000,1000,24,22,1,-2,-1,3
n425_first,425,16,13,8,45,15000045000,15000046000,1000,24,22,-4,-9,-13,5
n425_second,425,19,8,2,45,15000045000,15000046000,1000,20,17,-2,-1,-3,-1
n425_second,425,19,8,4,45,15000045000,15000046000,1000,20,17,2,0,2,2
n425_second,425,19,8,7,45,15000045000,15000046000,1000,20,17,4,4,8,0
n425_second,425,19,8,8,45,15000045000,15000046000,1000,20,17,-1,-4,-5,3
n325_first,325,17,6,2,46,15000046000,15000047000,1000,29,22,-5,-5,-10,0
n325_first,325,17,6,4,46,15000046000,15000047000,1000,29,22,8,1,9,7
n325_first,325,17,6,7,46,15000046000,15000047000,1000,29,22,3,4,7,-1
n325_first,325,17,6,8,46,15000046000,15000047000,1000,29,22,6,-7,-1,13
n325_second,325,18,1,2,46,15000046000,15000047000,1000,21,25,-4,-2,-6,-2
n325_second,325,18,1,4,46,15000046000,15000047000,1000,21,25,8,5,13,3
n325_second,325,18,1,7,46,15000046000,15000047000,1000,21,25,5,4,9,1
n325_second,325,18,1,8,46,15000046000,15000047000,1000,21,25,-1,0,-1,-1
n425_first,425,16,13,2,46,15000046000,15000047000,1000,22,26,-1,-1,-2,0
n425_first,425,16,13,4,46,15000046000,15000047000,1000,22,26,3,8,11,-5
n425_first,425,16,13,7,46,15000046000,15000047000,1000,22,26,3,8,11,-5
n425_first,425,16,13,8,46,15000046000,15000047000,1000,22,26,-3,3,0,-6
n425_second,425,19,8,2,46,15000046000,15000047000,1000,16,19,-2,-2,-4,0
n425_second,425,19,8,4,46,15000046000,15000047000,1000,16,19,6,7,13,-1
n425_second,425,19,8,7,46,15000046000,15000047000,1000,16,19,-2,7,5,-9
n425_second,425,19,8,8,46,15000046000,15000047000,1000,16,19,-6,-1,-7,-5
n325_first,325,17,6,2,47,15000047000,15000048000,1000,21,31,-7,-9,-16,2
n325_first,325,17,6,4,47,15000047000,15000048000,1000,21,31,9,5,14,4
n325_first,325,17,6,7,47,15000047000,15000048000,1000,21,31,-3,5,2,-8
n325_first,325,17,6,8,47,15000047000,15000048000,1000,21,31,0,-3,-3,3
n325_second,325,18,1,2,47,15000047000,15000048000,1000,23,25,0,-6,-6,6
n325_second,325,18,1,4,47,15000047000,15000048000,1000,23,25,6,9,15,-3
n325_second,325,18,1,7,47,15000047000,15000048000,1000,23,25,-2,-1,-3,-1
n325_second,325,18,1,8,47,15000047000,15000048000,1000,23,25,-3,-3,-6,0
n425_first,425,16,13,2,47,15000047000,15000048000,1000,22,21,2,-2,0,4
n425_first,425,16,13,4,47,15000047000,15000048000,1000,22,21,7,4,11,3
n425_first,425,16,13,7,47,15000047000,15000048000,1000,22,21,7,-4,3,11
n425_first,425,16,13,8,47,15000047000,15000048000,1000,22,21,-1,-7,-8,6
n425_second,425,19,8,2,47,15000047000,15000048000,1000,24,22,-2,-3,-5,1
n425_second,425,19,8,4,47,15000047000,15000048000,1000,24,22,-1,5,4,-6
n425_second,425,19,8,7,47,15000047000,15000048000,1000,24,22,-1,3,2,-4
n425_second,425,19,8,8,47,15000047000,15000048000,1000,24,22,-4,-1,-5,-3
n325_first,325,17,6,2,48,15000048000,15000049000,1000,23,27,-5,-1,-6,-4
n325_first,325,17,6,4,48,15000048000,15000049000,1000,23,27,2,9,11,-7
n325_first,325,17,6,7,48,15000048000,15000049000,1000,23,27,-1,-1,-2,0
n325_first,325,17,6,8,48,15000048000,15000049000,1000,23,27,-4,-8,-12,4
n325_second,325,18,1,2,48,15000048000,15000049000,1000,21,24,-4,-6,-10,2
n325_second,325,18,1,4,48,15000048000,15000049000,1000,21,24,9,5,14,4
n325_second,325,18,1,7,48,15000048000,15000049000,1000,21,24,-1,3,2,-4
n325_second,325,18,1,8,48,15000048000,15000049000,1000,21,24,-2,-3,-5,1
n425_first,425,16,13,2,48,15000048000,15000049000,1000,23,18,-2,-2,-4,0
n425_first,425,16,13,4,48,15000048000,15000049000,1000,23,18,5,-1,4,6
n425_first,425,16,13,7,48,15000048000,15000049000,1000,23,18,-1,-3,-4,2
n425_first,425,16,13,8,48,15000048000,15000049000,1000,23,18,1,-4,-3,5
n425_second,425,19,8,2,48,15000048000,15000049000,1000,19,11,1,-2,-1,3
n425_second,425,19,8,4,48,15000048000,15000049000,1000,19,11,6,0,6,6
n425_second,425,19,8,7,48,15000048000,15000049000,1000,19,11,-4,-3,-7,-1
n425_second,425,19,8,8,48,15000048000,15000049000,1000,19,11,0,-2,-2,2
n325_first,325,17,6,2,49,15000049000,15000050000,1000,17,29,2,-4,-2,6
n325_first,325,17,6,4,49,15000049000,15000050000,1000,17,29,6,5,11,1
n325_first,325,17,6,7,49,15000049000,15000050000,1000,17,29,4,9,13,-5
n325_first,325,17,6,8,49,15000049000,15000050000,1000,17,29,-4,2,-2,-6
n325_second,325,18,1,2,49,15000049000,15000050000,1000,27,20,-4,-4,-8,0
n325_second,325,18,1,4,49,15000049000,15000050000,1000,27,20,8,4,12,4
n325_second,325,18,1,7,49,15000049000,15000050000,1000,27,20,3,4,7,-1
n325_second,325,18,1,8,49,15000049000,15000050000,1000,27,20,5,1,6,4
n425_first,425,16,13,2,49,15000049000,15000050000,1000,13,17,-3,0,-3,-3
n425_first,425,16,13,4,49,15000049000,15000050000,1000,13,17,-1,4,3,-5
n425_first,425,16,13,7,49,15000049000,15000050000,1000,13,17,2,4,6,-2
n425_first,425,16,13,8,49,15000049000,15000050000,1000,13,17,-2,-3,-5,1
n425_second,425,19,8,2,49,15000049000,15000050000,1000,23,27,-3,1,-2,-4
n425_second,425,19,8,4,49,15000049000,15000050000,1000,23,27,4,9,13,-5
n425_second,425,19,8,7,49,15000049000,15000050000,1000,23,27,3,2,5,1
n425_second,425,19,8,8,49,15000049000,15000050000,1000,23,27,-2,-4,-6,2
n325_first,325,17,6,2,50,15000050000,15000051000,1000,29,25,-4,1,-3,-5
n325_first,325,17,6,4,50,15000050000,15000051000,1000,29,25,5,3,8,2
n325_first,325,17,6,7,50,15000050000,15000051000,1000,29,25,7,5,12,2
n325_first,325,17,6,8,50,15000050000,15000051000,1000,29,25,-3,1,-2,-4
n325_second,325,18,1,2,50,15000050000,15000051000,1000,25,25,-3,-3,-6,0
n325_second,325,18,1,4,50,15000050000,15000051000,1000,25,25,9,1,10,8
n325_second,325,18,1,7,50,15000050000,15000051000,1000,25,25,3,5,8,-2
n325_second,325,18,1,8,50,15000050000,15000051000,1000,25,25,0,4,4,-4
n425_first,425,16,13,2,50,15000050000,15000051000,1000,23,21,-4,1,-3,-5
n425_first,425,16,13,4,50,15000050000,15000051000,1000,23,21,6,-1,5,7
n425_first,425,16,13,7,50,15000050000,15000051000,1000,23,21,3,0,3,3
n425_first,425,16,13,8,50,15000050000,15000051000,1000,23,21,-6,-4,-10,-2
n425_second,425,19,8,2,50,15000050000,15000051000,1000,24,18,-3,-5,-8,2
n425_second,425,19,8,4,50,15000050000,15000051000,1000,24,18,5,-2,3,7
n425_second,425,19,8,7,50,15000050000,15000051000,1000,24,18,0,-2,-2,2
n425_second,425,19,8,8,50,15000050000,15000051000,1000,24,18,0,-5,-5,5
n325_first,325,17,6,2,51,15000051000,15000052000,1000,23,23,0,-1,-1,1
n325_first,325,17,6,4,51,15000051000,15000052000,1000,23,23,8,2,10,6
n325_first,325,17,6,7,51,15000051000,15000052000,1000,23,23,0,6,6,-6
n325_first,325,17,6,8,51,15000051000,15000052000,1000,23,23,-1,0,-1,-1
n325_second,325,18,1,2,51,15000051000,15000052000,1000,27,21,-3,2,-1,-5
n325_second,325,18,1,4,51,15000051000,15000052000,1000,27,21,2,5,7,-3
n325_second,325,18,1,7,51,15000051000,15000052000,1000,27,21,5,5,10,0
n325_second,325,18,1,8,51,15000051000,15000052000,1000,27,21,5,0,5,5
n425_first,425,16,13,2,51,15000051000,15000052000,1000,16,18,-4,-8,-12,4
n425_first,425,16,13,4,51,15000051000,15000052000,1000,16,18,7,-1,6,8
n425_first,425,16,13,7,51,15000051000,15000052000,1000,16,18,2,0,2,2
n425_first,425,16,13,8,51,15000051000,15000052000,1000,16,18,1,-1,0,2
n425_second,425,19,8,2,51,15000051000,15000052000,1000,17,20,-5,-4,-9,-1
n425_second,425,19,8,4,51,15000051000,15000052000,1000,17,20,1,7,8,-6
n425_second,425,19,8,7,51,15000051000,15000052000,1000,17,20,4,-2,2,6
n425_second,425,19,8,8,51,15000051000,15000052000,1000,17,20,-2,-4,-6,2
n325_first,325,17,6,2,52,15000052000,15000053000,1000,26,25,-4,-3,-7,-1
n325_first,325,17,6,4,52,15000052000,15000053000,1000,26,25,9,7,16,2
n325_first,325,17,6,7,52,15000052000,15000053000,1000,26,25,3,-3,0,6
n325_first,325,17,6,8,52,15000052000,15000053000,1000,26,25,-3,-8,-11,5
n325_second,325,18,1,2,52,15000052000,15000053000,1000,21,28,-5,-11,-16,6
n325_second,325,18,1,4,52,15000052000,15000053000,1000,21,28,6,7,13,-1
n325_second,325,18,1,7,52,15000052000,15000053000,1000,21,28,7,6,13,1
n325_second,325,18,1,8,52,15000052000,15000053000,1000,21,28,0,-1,-1,1
n425_first,425,16,13,2,52,15000052000,15000053000,1000,20,13,-3,-2,-5,-1
n425_first,425,16,13,4,52,15000052000,15000053000,1000,20,13,0,1,1,-1
n425_first,425,16,13,7,52,15000052000,15000053000,1000,20,13,1,1,2,0
n425_first,425,16,13,8,52,15000052000,15000053000,1000,20,13,0,-1,-1,1
n425_second,425,19,8,2,52,15000052000,15000053000,1000,20,25,-3,-1,-4,-2
n425_second,425,19,8,4,52,15000052000,15000053000,1000,20,25,2,1,3,1
n425_second,425,19,8,7,52,15000052000,15000053000,1000,20,25,2,4,6,-2
n425_second,425,19,8,8,52,15000052000,15000053000,1000,20,25,-4,-2,-6,-2
n325_first,325,17,6,2,53,15000053000,15000054000,1000,28,20,-4,-9,-13,5
n325_first,325,17,6,4,53,15000053000,15000054000,1000,28,20,6,1,7,5
n325_first,325,17,6,7,53,15000053000,15000054000,1000,28,20,-1,5,4,-6
n325_first,325,17,6,8,53,15000053000,15000054000,1000,28,20,-5,-3,-8,-2
n325_second,325,18,1,2,53,15000053000,15000054000,1000,20,19,-7,-6,-13,-1
n325_second,325,18,1,4,53,15000053000,15000054000,1000,20,19,4,2,6,2
n325_second,325,18,1,7,53,15000053000,15000054000,1000,20,19,1,3,4,-2
n325_second,325,18,1,8,53,15000053000,15000054000,1000,20,19,-2,1,-1,-3
n425_first,425,16,13,2,53,15000053000,15000054000,1000,18,18,-3,3,0,-6
n425_first,425,16,13,4,53,15000053000,15000054000,1000,18,18,10,5,15,5
n425_first,425,16,13,7,53,15000053000,15000054000,1000,18,18,0,1,1,-1
n425_first,425,16,13,8,53,15000053000,15000054000,1000,18,18,-9,-2,-11,-7
n425_second,425,19,8,2,53,15000053000,15000054000,1000,7,18,-1,-5,-6,4
n425_second,425,19,8,4,53,15000053000,15000054000,1000,7,18,2,6,8,-4
n425_second,425,19,8,7,53,15000053000,15000054000,1000,7,18,3,1,4,2
n425_second,425,19,8,8,53,15000053000,15000054000,1000,7,18,2,0,2,2
n325_first,325,17,6,2,54,15000054000,15000055000,1000,24,29,-6,-5,-11,-1
n325_first,325,17,6,4,54,15000054000,15000055000,1000,24,29,1,1,2,0
n325_first,325,17,6,7,54,15000054000,15000055000,1000,24,29,2,6,8,-4
n325_first,325,17,6,8,54,15000054000,15000055000,1000,24,29,-3,-4,-7,1
n325_second,325,18,1,2,54,15000054000,15000055000,1000,26,17,-2,-3,-5,1
n325_second,325,18,1,4,54,15000054000,15000055000,1000,26,17,7,6,13,1
n325_second,325,18,1,7,54,15000054000,15000055000,1000,26,17,8,0,8,8
n325_second,325,18,1,8,54,15000054000,15000055000,1000,26,17,2,-5,-3,7
n425_first,425,16,13,2,54,15000054000,15000055000,1000,25,19,-2,0,-2,-2
n425_first,425,16,13,4,54,15000054000,15000055000,1000,25,19,4,4,8,0
n425_first,425,16,13,7,54,15000054000,15000055000,1000,25,19,-2,-1,-3,-1
n425_first,425,16,13,8,54,15000054000,15000055000,1000,25,19,-4,-4,-8,0
n425_second,425,19,8,2,54,15000054000,15000055000,1000,20,23,-4,-4,-8,0
n425_second,425,19,8,4,54,15000054000,15000055000,1000,20,23,5,9,14,-4
n425_second,425,19,8,7,54,15000054000,15000055000,1000,20,23,0,4,4,-4
n425_second,425,19,8,8,54,15000054000,15000055000,1000,20,23,-5,0,-5,-5
n325_first,325,17,6,2,55,15000055000,15000056000,1000,21,23,-3,-4,-7,1
n325_first,325,17,6,4,55,15000055000,15000056000,1000,21,23,3,6,9,-3
n325_first,325,17,6,7,55,15000055000,15000056000,1000,21,23,4,5,9,-1
n325_first,325,17,6,8,55,15000055000,15000056000,1000,21,23,-1,-3,-4,2
n325_second,325,18,1,2,55,15000055000,15000056000,1000,30,22,0,0,0,0
n325_second,325,18,1,4,55,15000055000,15000056000,1000,30,22,9,8,17,1
n325_second,325,18,1,7,55,15000055000,15000056000,1000,30,22,5,3,8,2
n325_second,325,18,1,8,55,15000055000,15000056000,1000,30,22,-4,0,-4,-4
n425_first,425,16,13,2,55,15000055000,15000056000,1000,20,18,-5,1,-4,-6
n425_first,425,16,13,4,55,15000055000,15000056000,1000,20,18,5,4,9,1
n425_first,425,16,13,7,55,15000055000,15000056000,1000,20,18,-1,2,1,-3
n425_first,425,16,13,8,55,15000055000,15000056000,1000,20,18,-7,0,-7,-7
n425_second,425,19,8,2,55,15000055000,15000056000,1000,29,18,-6,0,-6,-6
n425_second,425,19,8,4,55,15000055000,15000056000,1000,29,18,8,5,13,3
n425_second,425,19,8,7,55,15000055000,15000056000,1000,29,18,5,2,7,3
n425_second,425,19,8,8,55,15000055000,15000056000,1000,29,18,-4,0,-4,-4
n325_first,325,17,6,2,56,15000056000,15000057000,1000,21,27,-6,-3,-9,-3
n325_first,325,17,6,4,56,15000056000,15000057000,1000,21,27,3,9,12,-6
n325_first,325,17,6,7,56,15000056000,15000057000,1000,21,27,5,-3,2,8
n325_first,325,17,6,8,56,15000056000,15000057000,1000,21,27,-4,-7,-11,3
n325_second,325,18,1,2,56,15000056000,15000057000,1000,17,27,0,-3,-3,3
n325_second,325,18,1,4,56,15000056000,15000057000,1000,17,27,9,11,20,-2
n325_second,325,18,1,7,56,15000056000,15000057000,1000,17,27,7,1,8,6
n325_second,325,18,1,8,56,15000056000,15000057000,1000,17,27,3,-6,-3,9
n425_first,425,16,13,2,56,15000056000,15000057000,1000,21,15,-1,-2,-3,1
n425_first,425,16,13,4,56,15000056000,15000057000,1000,21,15,0,4,4,-4
n425_first,425,16,13,7,56,15000056000,15000057000,1000,21,15,-3,2,-1,-5
n425_first,425,16,13,8,56,15000056000,15000057000,1000,21,15,-5,1,-4,-6
n425_second,425,19,8,2,56,15000056000,15000057000,1000,17,18,0,1,1,-1
n425_second,425,19,8,4,56,15000056000,15000057000,1000,17,18,3,-1,2,4
n425_second,425,19,8,7,56,15000056000,15000057000,1000,17,18,1,-1,0,2
n425_second,425,19,8,8,56,15000056000,15000057000,1000,17,18,-1,-2,-3,1
n325_first,325,17,6,2,57,15000057000,15000058000,1000,21,23,-1,0,-1,-1
n325_first,325,17,6,4,57,15000057000,15000058000,1000,21,23,4,4,8,0
n325_first,325,17,6,7,57,15000057000,15000058000,1000,21,23,1,-2,-1,3
n325_first,325,17,6,8,57,15000057000,15000058000,1000,21,23,-1,-3,-4,2
n325_second,325,18,1,2,57,15000057000,15000058000,1000,31,30,-8,-7,-15,-1
n325_second,325,18,1,4,57,15000057000,15000058000,1000,31,30,9,6,15,3
n325_second,325,18,1,7,57,15000057000,15000058000,1000,31,30,10,3,13,7
n325_second,325,18,1,8,57,15000057000,15000058000,1000,31,30,4,0,4,4
n425_first,425,16,13,2,57,15000057000,15000058000,1000,18,24,-2,-1,-3,-1
n425_first,425,16,13,4,57,15000057000,15000058000,1000,18,24,4,9,13,-5
n425_first,425,16,13,7,57,15000057000,15000058000,1000,18,24,3,1,4,2
n425_first,425,16,13,8,57,15000057000,15000058000,1000,18,24,-7,2,-5,-9
n425_second,425,19,8,2,57,15000057000,15000058000,1000,11,29,-1,-3,-4,2
n425_second,425,19,8,4,57,15000057000,15000058000,1000,11,29,1,5,6,-4
n425_second,425,19,8,7,57,15000057000,15000058000,1000,11,29,3,4,7,-1
n425_second,425,19,8,8,57,15000057000,15000058000,1000,11,29,-1,-8,-9,7
n325_first,325,17,6,2,58,15000058000,15000059000,1000,21,23,-3,-1,-4,-2
n325_first,325,17,6,4,58,15000058000,15000059000,1000,21,23,1,1,2,0
n325_first,325,17,6,7,58,15000058000,15000059000,1000,21,23,4,-2,2,6
n325_first,325,17,6,8,58,15000058000,15000059000,1000,21,23,-4,-5,-9,1
n325_second,325,18,1,2,58,15000058000,15000059000,1000,22,25,-1,4,3,-5
n325_second,325,18,1,4,58,15000058000,15000059000,1000,22,25,4,3,7,1
n325_second,325,18,1,7,58,15000058000,15000059000,1000,22,25,0,4,4,-4
n325_second,325,18,1,8,58,15000058000,15000059000,1000,22,25,-3,0,-3,-3
n425_first,425,16,13,2,58,15000058000,15000059000,1000,17,22,-1,1,0,-2
n425_first,425,16,13,4,58,15000058000,15000059000,1000,17,22,2,1,3,1
n425_first,425,16,13,7,58,15000058000,15000059000,1000,17,22,-1,2,1,-3
n425_first,425,16,13,8,58,15000058000,15000059000,1000,17,22,-8,4,-4,-12
n425_second,425,19,8,2,58,15000058000,15000059000,1000,25,19,-3,-1,-4,-2
n425_second,425,19,8,4,58,15000058000,15000059000,1000,25,19,2,6,8,-4
n425_second,425,19,8,7,58,15000058000,15000059000,1000,25,19,3,0,3,3
n425_second,425,19,8,8,58,15000058000,15000059000,1000,25,19,-2,-1,-3,-1
n325_first,325,17,6,2,59,15000059000,15000060000,1000,21,18,0,-1,-1,1
n325_first,325,17,6,4,59,15000059000,15000060000,1000,21,18,3,4,7,-1
n325_first,325,17,6,7,59,15000059000,15000060000,1000,21,18,-1,5,4,-6
n325_first,325,17,6,8,59,15000059000,15000060000,1000,21,18,-3,4,1,-7
n325_second,325,18,1,2,59,15000059000,15000060000,1000,21,27,-2,-1,-3,-1
n325_second,325,18,1,4,59,15000059000,15000060000,1000,21,27,5,7,12,-2
n325_second,325,18,1,7,59,15000059000,15000060000,1000,21,27,0,-4,-4,4
n325_second,325,18,1,8,59,15000059000,15000060000,1000,21,27,1,-5,-4,6
n425_first,425,16,13,2,59,15000059000,15000060000,1000,14,28,-1,-9,-10,8
n425_first,425,16,13,4,59,15000059000,15000060000,1000,14,28,6,5,11,1
n425_first,425,16,13,7,59,15000059000,15000060000,1000,14,28,4,3,7,1
n425_first,425,16,13,8,59,15000059000,15000060000,1000,14,28,2,3,5,-1
n425_second,425,19,8,2,59,15000059000,15000060000,1000,15,20,-2,-2,-4,0
n425_second,425,19,8,4,59,15000059000,15000060000,1000,15,20,3,5,8,-2
n425_second,425,19,8,7,59,15000059000,15000060000,1000,15,20,1,3,4,-2
n425_second,425,19,8,8,59,15000059000,15000060000,1000,15,20,-4,-5,-9,1
n325_first,325,17,6,2,60,15000060000,15000061000,1000,23,27,-3,-6,-9,3
n325_first,325,17,6,4,60,15000060000,15000061000,1000,23,27,8,8,16,0
n325_first,325,17,6,7,60,15000060000,15000061000,1000,23,27,0,0,0,0
n325_first,325,17,6,8,60,15000060000,15000061000,1000,23,27,0,-3,-3,3
n325_second,325,18,1,2,60,15000060000,15000061000,1000,21,26,-1,0,-1,-1
n325_second,325,18,1,4,60,15000060000,15000061000,1000,21,26,6,8,14,-2
n325_second,325,18,1,7,60,15000060000,15000061000,1000,21,26,-1,0,-1,-1
n325_second,325,18,1,8,60,15000060000,15000061000,1000,21,26,5,-3,2,8
n425_first,425,16,13,2,60,15000060000,15000061000,1000,22,25,-1,3,2,-4
n425_first,425,16,13,4,60,15000060000,15000061000,1000,22,25,4,5,9,-1
n425_first,425,16,13,7,60,15000060000,15000061000,1000,22,25,-3,3,0,-6
n425_first,425,16,13,8,60,15000060000,15000061000,1000,22,25,-2,-3,-5,1
n425_second,425,19,8,2,60,15000060000,15000061000,1000,21,26,-8,0,-8,-8
n425_second,425,19,8,4,60,15000060000,15000061000,1000,21,26,4,6,10,-2
n425_second,425,19,8,7,60,15000060000,15000061000,1000,21,26,1,5,6,-4
n425_second,425,19,8,8,60,15000060000,15000061000,1000,21,26,-7,0,-7,-7
n325_first,325,17,6,2,61,15000061000,15000062000,1000,29,36,-3,-6,-9,3
n325_first,325,17,6,4,61,15000061000,15000062000,1000,29,36,5,7,12,-2
n325_first,325,17,6,7,61,15000061000,15000062000,1000,29,36,1,7,8,-6
n325_first,325,17,6,8,61,15000061000,15000062000,1000,29,36,-4,-2,-6,-2
n325_second,325,18,1,2,61,15000061000,15000062000,1000,24,24,2,-5,-3,7
n325_second,325,18,1,4,61,15000061000,15000062000,1000,24,24,4,5,9,-1
n325_second,325,18,1,7,61,15000061000,15000062000,1000,24,24,4,-1,3,5
n325_second,325,18,1,8,61,15000061000,15000062000,1000,24,24,1,-6,-5,7
n425_first,425,16,13,2,61,15000061000,15000062000,1000,21,20,-5,-1,-6,-4
n425_first,425,16,13,4,61,15000061000,15000062000,1000,21,20,6,4,10,2
n425_first,425,16,13,7,61,15000061000,15000062000,1000,21,20,4,5,9,-1
n425_first,425,16,13,8,61,15000061000,15000062000,1000,21,20,0,-3,-3,3
n425_second,425,19,8,2,61,15000061000,15000062000,1000,23,20,-5,-1,-6,-4
n425_second,425,19,8,4,61,15000061000,15000062000,1000,23,20,1,7,8,-6
n425_second,425,19,8,7,61,15000061000,15000062000,1000,23,20,2,7,9,-5
n425_second,425,19,8,8,61,15000061000,15000062000,1000,23,20,-3,-3,-6,0
n325_first,325,17,6,2,62,15000062000,15000063000,1000,22,28,-2,-8,-10,6
n325_first,325,17,6,4,62,15000062000,15000063000,1000,22,28,6,-3,3,9
n325_first,325,17,6,7,62,15000062000,15000063000,1000,22,28,2,-1,1,3
n325_first,325,17,6,8,62,15000062000,15000063000,1000,22,28,4,-7,-3,11
n325_second,325,18,1,2,62,15000062000,15000063000,1000,18,31,-3,-6,-9,3
n325_second,325,18,1,4,62,15000062000,15000063000,1000,18,31,6,5,11,1
n325_second,325,18,1,7,62,15000062000,15000063000,1000,18,31,5,4,9,1
n325_second,325,18,1,8,62,15000062000,15000063000,1000,18,31,-1,3,2,-4
n425_first,425,16,13,2,62,15000062000,15000063000,1000,27,16,-2,-3,-5,1
n425_first,425,16,13,4,62,15000062000,15000063000,1000,27,16,2,5,7,-3
n425_first,425,16,13,7,62,15000062000,15000063000,1000,27,16,1,1,2,0
n425_first,425,16,13,8,62,15000062000,15000063000,1000,27,16,-4,-5,-9,1
n425_second,425,19,8,2,62,15000062000,15000063000,1000,18,25,-1,-5,-6,4
n425_second,425,19,8,4,62,15000062000,15000063000,1000,18,25,5,-4,1,9
n425_second,425,19,8,7,62,15000062000,15000063000,1000,18,25,1,4,5,-3
n425_second,425,19,8,8,62,15000062000,15000063000,1000,18,25,2,-5,-3,7
n325_first,325,17,6,2,63,15000063000,15000064000,1000,26,28,1,-1,0,2
n325_first,325,17,6,4,63,15000063000,15000064000,1000,26,28,6,11,17,-5
n325_first,325,17,6,7,63,15000063000,15000064000,1000,26,28,1,6,7,-5
n325_first,325,17,6,8,63,15000063000,15000064000,1000,26,28,-6,-4,-10,-2
n325_second,325,18,1,2,63,15000063000,15000064000,1000,23,18,0,-3,-3,3
n325_second,325,18,1,4,63,15000063000,15000064000,1000,23,18,3,4,7,-1
n325_second,325,18,1,7,63,15000063000,15000064000,1000,23,18,-4,3,-1,-7
