label,n,a,b,radius,batch,counter_first,counter_last_exclusive,samples,primal_pivotal,matching_pivotal,primal_h4,matching_h4,h4_plus,h4_minus
n325_first,325,17,6,2,0,15000000000,15000001000,1000,29,16,-2,-5,-7,3
n325_first,325,17,6,4,0,15000000000,15000001000,1000,29,16,10,0,10,10
n325_first,325,17,6,7,0,15000000000,15000001000,1000,29,16,7,3,10,4
n325_first,325,17,6,8,0,15000000000,15000001000,1000,29,16,2,0,2,2
n325_second,325,18,1,2,0,15000000000,15000001000,1000,19,20,-5,-4,-9,-1
n325_second,325,18,1,4,0,15000000000,15000001000,1000,19,20,10,5,15,5
n325_second,325,18,1,7,0,15000000000,15000001000,1000,19,20,6,5,11,1
n325_second,325,18,1,8,0,15000000000,15000001000,1000,19,20,3,1,4,2
n425_first,425,16,13,2,0,15000000000,15000001000,1000,26,23,-7,-7,-14,0
n425_first,425,16,13,4,0,15000000000,15000001000,1000,26,23,6,10,16,-4
n425_first,425,16,13,7,0,15000000000,15000001000,1000,26,23,2,5,7,-3
n425_first,425,16,13,8,0,15000000000,15000001000,1000,26,23,-5,1,-4,-6
n425_second,425,19,8,2,0,15000000000,15000001000,1000,24,22,-1,-5,-6,4
n425_second,425,19,8,4,0,15000000000,15000001000,1000,24,22,5,1,6,4
n425_second,425,19,8,7,0,15000000000,15000001000,1000,24,22,1,0,1,1
n425_second,425,19,8,8,0,15000000000,15000001000,1000,24,22,-5,-7,-12,2
n325_first,325,17,6,2,1,15000001000,15000002000,1000,23,32,2,-6,-4,8
n325_first,325,17,6,4,1,15000001000,15000002000,1000,23,32,8,8,16,0
n325_first,325,17,6,7,1,15000001000,15000002000,1000,23,32,1,3,4,-2
n325_first,325,17,6,8,1,15000001000,15000002000,1000,23,32,-3,-4,-7,1
n325_second,325,18,1,2,1,15000001000,15000002000,1000,27,18,-2,-3,-5,1
n325_second,325,18,1,4,1,15000001000,15000002000,1000,27,18,6,4,10,2
n325_second,325,18,1,7,1,15000001000,15000002000,1000,27,18,7,6,13,1
n325_second,325,18,1,8,1,15000001000,15000002000,1000,27,18,2,2,4,0
n425_first,425,16,13,2,1,15000001000,15000002000,1000,15,21,-5,0,-5,-5
n425_first,425,16,13,4,1,15000001000,15000002000,1000,15,21,1,4,5,-3
n425_first,425,16,13,7,1,15000001000,15000002000,1000,15,21,-2,-3,-5,1
n425_first,425,16,13,8,1,15000001000,15000002000,1000,15,21,-7,-1,-8,-6
n425_second,425,19,8,2,1,15000001000,15000002000,1000,15,17,1,-6,-5,7
n425_second,425,19,8,4,1,15000001000,15000002000,1000,15,17,2,6,8,-4
n425_second,425,19,8,7,1,15000001000,15000002000,1000,15,17,5,3,8,2
n425_second,425,19,8,8,1,15000001000,15000002000,1000,15,17,0,-1,-1,1
n325_first,325,17,6,2,2,15000002000,15000003000,1000,24,31,-5,-9,-14,4
n325_first,325,17,6,4,2,15000002000,15000003000,1000,24,31,4,6,10,-2
n325_first,325,17,6,7,2,15000002000,15000003000,1000,24,31,0,5,5,-5
n325_first,325,17,6,8,2,15000002000,15000003000,1000,24,31,-1,-3,-4,2
n325_second,325,18,1,2,2,15000002000,15000003000,1000,26,26,-1,-1,-2,0
n325_second,325,18,1,4,2,15000002000,15000003000,1000,26,26,4,3,7,1
n325_second,325,18,1,7,2,15000002000,15000003000,1000,26,26,3,3,6,0
n325_second,325,18,1,8,2,15000002000,15000003000,1000,26,26,-1,-1,-2,0
n425_first,425,16,13,2,2,15000002000,15000003000,1000,19,16,0,1,1,-1
n425_first,425,16,13,4,2,15000002000,15000003000,1000,19,16,5,3,8,2
n425_first,425,16,13,7,2,15000002000,15000003000,1000,19,16,3,-2,1,5
n425_first,425,16,13,8,2,15000002000,15000003000,1000,19,16,-1,-6,-7,5
n425_second,425,19,8,2,2,15000002000,15000003000,1000,29,20,-4,-4,-8,0
n425_second,425,19,8,4,2,15000002000,15000003000,1000,29,20,6,6,12,0
n425_second,425,19,8,7,2,15000002000,15000003000,1000,29,20,1,0,1,1
n425_second,425,19,8,8,2,15000002000,15000003000,1000,29,20,-2,-3,-5,1
n325_first,325,17,6,2,3,15000003000,15000004000,1000,28,26,-7,-8,-15,1
n325_first,325,17,6,4,3,15000003000,15000004000,1000,28,26,3,3,6,0
n325_first,325,17,6,7,3,15000003000,15000004000,1000,28,26,2,0,2,2
n325_first,325,17,6,8,3,15000003000,15000004000,1000,28,26,-8,-1,-9,-7
n325_second,325,18,1,2,3,15000003000,15000004000,1000,26,23,0,-4,-4,4
n325_second,325,18,1,4,3,15000003000,15000004000,1000,26,23,3,6,9,-3
n325_second,325,18,1,7,3,15000003000,15000004000,1000,26,23,0,-3,-3,3
n325_second,325,18,1,8,3,15000003000,15000004000,1000,26,23,3,-5,-2,8
n425_first,425,16,13,2,3,15000003000,15000004000,1000,17,24,-2,-1,-3,-1
n425_first,425,16,13,4,3,15000003000,15000004000,1000,17,24,4,10,14,-6
n425_first,425,16,13,7,3,15000003000,15000004000,1000,17,24,0,1,1,-1
n425_first,425,16,13,8,3,15000003000,15000004000,1000,17,24,-3,-2,-5,-1
n425_second,425,19,8,2,3,15000003000,15000004000,1000,17,29,-2,-4,-6,2
n425_second,425,19,8,4,3,15000003000,15000004000,1000,17,29,2,9,11,-7
n425_second,425,19,8,7,3,15000003000,15000004000,1000,17,29,1,2,3,-1
n425_second,425,19,8,8,3,15000003000,15000004000,1000,17,29,-6,-4,-10,-2
n325_first,325,17,6,2,4,15000004000,15000005000,1000,13,23,-1,-4,-5,3
n325_first,325,17,6,4,4,15000004000,15000005000,1000,13,23,6,6,12,0
n325_first,325,17,6,7,4,15000004000,15000005000,1000,13,23,4,0,4,4
n325_first,325,17,6,8,4,15000004000,15000005000,1000,13,23,4,-2,2,6
n325_second,325,18,1,2,4,15000004000,15000005000,1000,31,24,-1,-2,-3,1
n325_second,325,18,1,4,4,15000004000,15000005000,1000,31,24,4,7,11,-3
n325_second,325,18,1,7,4,15000004000,15000005000,1000,31,24,3,7,10,-4
n325_second,325,18,1,8,4,15000004000,15000005000,1000,31,24,3,3,6,0
n425_first,425,16,13,2,4,15000004000,15000005000,1000,27,23,-4,-8,-12,4
n425_first,425,16,13,4,4,15000004000,15000005000,1000,27,23,4,-3,1,7
n425_first,425,16,13,7,4,15000004000,15000005000,1000,27,23,1,6,7,-5
n425_first,425,16,13,8,4,15000004000,15000005000,1000,27,23,3,1,4,2
n425_second,425,19,8,2,4,15000004000,15000005000,1000,15,26,-3,-6,-9,3
n425_second,425,19,8,4,4,15000004000,15000005000,1000,15,26,2,4,6,-2
n425_second,425,19,8,7,4,15000004000,15000005000,1000,15,26,2,5,7,-3
n425_second,425,19,8,8,4,15000004000,15000005000,1000,15,26,1,-1,0,2
n325_first,325,17,6,2,5,15000005000,15000006000,1000,29,23,-4,0,-4,-4
n325_first,325,17,6,4,5,15000005000,15000006000,1000,29,23,4,6,10,-2
n325_first,325,17,6,7,5,15000005000,15000006000,1000,29,23,3,0,3,3
n325_first,325,17,6,8,5,15000005000,15000006000,1000,29,23,-4,-5,-9,1
n325_second,325,18,1,2,5,15000005000,15000006000,1000,24,15,-3,-1,-4,-2
n325_second,325,18,1,4,5,15000005000,15000006000,1000,24,15,4,7,11,-3
n325_second,325,18,1,7,5,15000005000,15000006000,1000,24,15,1,2,3,-1
n325_second,325,18,1,8,5,15000005000,15000006000,1000,24,15,-4,2,-2,-6
n425_first,425,16,13,2,5,15000005000,15000006000,1000,14,28,-1,-6,-7,5
n425_first,425,16,13,4,5,15000005000,15000006000,1000,14,28,-2,8,6,-10
n425_first,425,16,13,7,5,15000005000,15000006000,1000,14,28,4,1,5,3
n425_first,425,16,13,8,5,15000005000,15000006000,1000,14,28,-5,-2,-7,-3
n425_second,425,19,8,2,5,15000005000,15000006000,1000,19,20,-3,-1,-4,-2
n425_second,425,19,8,4,5,15000005000,15000006000,1000,19,20,0,-1,-1,1
n425_second,425,19,8,7,5,15000005000,15000006000,1000,19,20,1,5,6,-4
n425_second,425,19,8,8,5,15000005000,15000006000,1000,19,20,0,-1,-1,1
n325_first,325,17,6,2,6,15000006000,15000007000,1000,20,33,3,-8,-5,11
n325_first,325,17,6,4,6,15000006000,15000007000,1000,20,33,-2,12,10,-14
n325_first,325,17,6,7,6,15000006000,15000007000,1000,20,33,6,4,10,2
n325_first,325,17,6,8,6,15000006000,15000007000,1000,20,33,-4,2,-2,-6
n325_second,325,18,1,2,6,15000006000,15000007000,1000,17,27,-7,1,-6,-8
n325_second,325,18,1,4,6,15000006000,15000007000,1000,17,27,-2,11,9,-13
n325_second,325,18,1,7,6,15000006000,15000007000,1000,17,27,4,1,5,3
n325_second,325,18,1,8,6,15000006000,15000007000,1000,17,27,0,-3,-3,3
n425_first,425,16,13,2,6,15000006000,15000007000,1000,14,11,-2,-3,-5,1
n425_first,425,16,13,4,6,15000006000,15000007000,1000,14,11,2,3,5,-1
n425_first,425,16,13,7,6,15000006000,15000007000,1000,14,11,0,-2,-2,2
n425_first,425,16,13,8,6,15000006000,15000007000,1000,14,11,-1,-3,-4,2
n425_second,425,19,8,2,6,15000006000,15000007000,1000,24,15,-3,-4,-7,1
n425_second,425,19,8,4,6,15000006000,15000007000,1000,24,15,5,1,6,4
n425_second,425,19,8,7,6,15000006000,15000007000,1000,24,15,6,-2,4,8
n425_second,425,19,8,8,6,15000006000,15000007000,1000,24,15,-1,-1,-2,0
n325_first,325,17,6,2,7,15000007000,15000008000,1000,18,24,-2,-2,-4,0
n325_first,325,17,6,4,7,15000007000,15000008000,1000,18,24,7,5,12,2
n325_first,325,17,6,7,7,15000007000,15000008000,1000,18,24,0,2,2,-2
n325_first,325,17,6,8,7,15000007000,15000008000,1000,18,24,-1,-5,-6,4
n325_second,325,18,1,2,7,15000007000,15000008000,1000,25,22,-2,-5,-7,3
n325_second,325,18,1,4,7,15000007000,15000008000,1000,25,22,6,7,13,-1
n325_second,325,18,1,7,7,15000007000,15000008000,1000,25,22,4,4,8,0
n325_second,325,18,1,8,7,15000007000,15000008000,1000,25,22,2,5,7,-3
n425_first,425,16,13,2,7,15000007000,15000008000,1000,24,19,-5,-3,-8,-2
n425_first,425,16,13,4,7,15000007000,15000008000,1000,24,19,3,3,6,0
n425_first,425,16,13,7,7,15000007000,15000008000,1000,24,19,1,-5,-4,6
n425_first,425,16,13,8,7,15000007000,15000008000,1000,24,19,-3,-2,-5,-1
n425_second,425,19,8,2,7,15000007000,15000008000,1000,14,19,-1,-2,-3,1
n425_second,425,19,8,4,7,15000007000,15000008000,1000,14,19,3,-1,2,4
n425_second,425,19,8,7,7,15000007000,15000008000,1000,14,19,1,4,5,-3
n425_second,425,19,8,8,7,15000007000,15000008000,1000,14,19,-2,7,5,-9
n325_first,325,17,6,2,8,15000008000,15000009000,1000,19,20,-3,-5,-8,2
n325_first,325,17,6,4,8,15000008000,15000009000,1000,19,20,8,-1,7,9
n325_first,325,17,6,7,8,15000008000,15000009000,1000,19,20,1,4,5,-3
n325_first,325,17,6,8,8,15000008000,15000009000,1000,19,20,-5,-2,-7,-3
n325_second,325,18,1,2,8,15000008000,15000009000,1000,30,24,-4,0,-4,-4
n325_second,325,18,1,4,8,15000008000,15000009000,1000,30,24,8,5,13,3
n325_second,325,18,1,7,8,15000008000,15000009000,1000,30,24,-1,0,-1,-1
n325_second,325,18,1,8,8,15000008000,15000009000,1000,30,24,-3,-6,-9,3
n425_first,425,16,13,2,8,15000008000,15000009000,1000,18,22,0,-1,-1,1
n425_first,425,16,13,4,8,15000008000,15000009000,1000,18,22,-2,1,-1,-3
n425_first,425,16,13,7,8,15000008000,15000009000,1000,18,22,0,2,2,-2
n425_first,425,16,13,8,8,15000008000,15000009000,1000,18,22,-1,-7,-8,6
n425_second,425,19,8,2,8,15000008000,15000009000,1000,17,14,-3,-2,-5,-1
n425_second,425,19,8,4,8,15000008000,15000009000,1000,17,14,1,-1,0,2
n425_second,425,19,8,7,8,15000008000,15000009000,1000,17,14,5,1,6,4
n425_second,425,19,8,8,8,15000008000,15000009000,1000,17,14,0,-3,-3,3
n325_first,325,17,6,2,9,15000009000,15000010000,1000,21,19,-2,-4,-6,2
n325_first,325,17,6,4,9,15000009000,15000010000,1000,21,19,2,1,3,1
n325_first,325,17,6,7,9,15000009000,15000010000,1000,21,19,1,-2,-1,3
n325_first,325,17,6,8,9,15000009000,15000010000,1000,21,19,-3,-4,-7,1
n325_second,325,18,1,2,9,15000009000,15000010000,1000,29,23,-7,-6,-13,-1
n325_second,325,18,1,4,9,15000009000,15000010000,1000,29,23,6,8,14,-2
n325_second,325,18,1,7,9,15000009000,15000010000,1000,29,23,4,1,5,3
n325_second,325,18,1,8,9,15000009000,15000010000,1000,29,23,-1,1,0,-2
n425_first,425,16,13,2,9,15000009000,15000010000,1000,18,18,-3,-2,-5,-1
n425_first,425,16,13,4,9,15000009000,15000010000,1000,18,18,4,3,7,1
n425_first,425,16,13,7,9,15000009000,15000010000,1000,18,18,0,0,0,0
n425_first,425,16,13,8,9,15000009000,15000010000,1000,18,18,-2,1,-1,-3
n425_second,425,19,8,2,9,15000009000,15000010000,1000,23,23,-5,0,-5,-5
n425_second,425,19,8,4,9,15000009000,15000010000,1000,23,23,6,5,11,1
n425_second,425,19,8,7,9,15000009000,15000010000,1000,23,23,-1,1,0,-2
n425_second,425,19,8,8,9,15000009000,15000010000,1000,23,23,-2,-3,-5,1
n325_first,325,17,6,2,10,15000010000,15000011000,1000,35,24,-2,-2,-4,0
n325_first,325,17,6,4,10,15000010000,15000011000,1000,35,24,1,-1,0,2
n325_first,325,17,6,7,10,15000010000,15000011000,1000,35,24,2,5,7,-3
n325_first,325,17,6,8,10,15000010000,15000011000,1000,35,24,-10,0,-10,-10
n325_second,325,18,1,2,10,15000010000,15000011000,1000,22,30,1,-6,-5,7
n325_second,325,18,1,4,10,15000010000,15000011000,1000,22,30,5,4,9,1
n325_second,325,18,1,7,10,15000010000,15000011000,1000,22,30,-2,1,-1,-3
n325_second,325,18,1,8,10,15000010000,15000011000,1000,22,30,-2,1,-1,-3
n425_first,425,16,13,2,10,15000010000,15000011000,1000,8,16,-5,-3,-8,-2
n425_first,425,16,13,4,10,15000010000,15000011000,1000,8,16,3,3,6,0
n425_first,425,16,13,7,10,15000010000,15000011000,1000,8,16,1,-1,0,2
n425_first,425,16,13,8,10,15000010000,15000011000,1000,8,16,-3,0,-3,-3
n425_second,425,19,8,2,10,15000010000,15000011000,1000,23,19,0,-2,-2,2
n425_second,425,19,8,4,10,15000010000,15000011000,1000,23,19,3,6,9,-3
n425_second,425,19,8,7,10,15000010000,15000011000,1000,23,19,-1,-2,-3,1
n425_second,425,19,8,8,10,15000010000,15000011000,1000,23,19,-4,-4,-8,0
n325_first,325,17,6,2,11,15000011000,15000012000,1000,20,23,-6,-6,-12,0
n325_first,325,17,6,4,11,15000011000,15000012000,1000,20,23,5,2,7,3
n325_first,325,17,6,7,11,15000011000,15000012000,1000,20,23,4,5,9,-1
n325_first,325,17,6,8,11,15000011000,15000012000,1000,20,23,-2,0,-2,-2
n325_second,325,18,1,2,11,15000011000,15000012000,1000,21,26,-6,-3,-9,-3
n325_second,325,18,1,4,11,15000011000,15000012000,1000,21,26,11,7,18,4
n325_second,325,18,1,7,11,15000011000,15000012000,1000,21,26,3,6,9,-3
n325_second,325,18,1,8,11,15000011000,15000012000,1000,21,26,1,-2,-1,3
n425_first,425,16,13,2,11,15000011000,15000012000,1000,23,13,-4,-2,-6,-2
n425_first,425,16,13,4,11,15000011000,15000012000,1000,23,13,1,1,2,0
n425_first,425,16,13,7,11,15000011000,15000012000,1000,23,13,1,-2,-1,3
n425_first,425,16,13,8,11,15000011000,15000012000,1000,23,13,-1,-4,-5,3
n425_second,425,19,8,2,11,15000011000,15000012000,1000,25,22,-4,4,0,-8
n425_second,425,19,8,4,11,15000011000,15000012000,1000,25,22,9,4,13,5
n425_second,425,19,8,7,11,15000011000,15000012000,1000,25,22,2,0,2,2
n425_second,425,19,8,8,11,15000011000,15000012000,1000,25,22,-4,1,-3,-5
n325_first,325,17,6,2,12,15000012000,15000013000,1000,29,16,-1,0,-1,-1
n325_first,325,17,6,4,12,15000012000,15000013000,1000,29,16,7,3,10,4
n325_first,325,17,6,7,12,15000012000,15000013000,1000,29,16,2,-4,-2,6
n325_first,325,17,6,8,12,15000012000,15000013000,1000,29,16,-2,-1,-3,-1
n325_second,325,18,1,2,12,15000012000,15000013000,1000,20,20,-3,-1,-4,-2
n325_second,325,18,1,4,12,15000012000,15000013000,1000,20,20,3,5,8,-2
n325_second,325,18,1,7,12,15000012000,15000013000,1000,20,20,2,0,2,2
n325_second,325,18,1,8,12,15000012000,15000013000,1000,20,20,-2,-3,-5,1
n425_first,425,16,13,2,12,15000012000,15000013000,1000,23,24,-1,-3,-4,2
n425_first,425,16,13,4,12,15000012000,15000013000,1000,23,24,5,6,11,-1
n425_first,425,16,13,7,12,15000012000,15000013000,1000,23,24,5,-4,1,9
n425_first,425,16,13,8,12,15000012000,15000013000,1000,23,24,-1,-6,-7,5
n425_second,425,19,8,2,12,15000012000,15000013000,1000,22,16,0,0,0,0
n425_second,425,19,8,4,12,15000012000,15000013000,1000,22,16,0,4,4,-4
n425_second,425,19,8,7,12,15000012000,15000013000,1000,22,16,7,6,13,1
n425_second,425,19,8,8,12,15000012000,15000013000,1000,22,16,1,-3,-2,4
n325_first,325,17,6,2,13,15000013000,15000014000,1000,26,28,-1,-4,-5,3
n325_first,325,17,6,4,13,15000013000,15000014000,1000,26,28,7,5,12,2
n325_first,325,17,6,7,13,15000013000,15000014000,1000,26,28,6,6,12,0
n325_first,325,17,6,8,13,15000013000,15000014000,1000,26,28,2,1,3,1
n325_second,325,18,1,2,13,15000013000,15000014000,1000,28,33,-1,-4,-5,3
n325_second,325,18,1,4,13,15000013000,15000014000,1000,28,33,3,7,10,-4
n325_second,325,18,1,7,13,15000013000,15000014000,1000,28,33,4,10,14,-6
n325_second,325,18,1,8,13,15000013000,15000014000,1000,28,33,0,-3,-3,3
n425_first,425,16,13,2,13,15000013000,15000014000,1000,14,18,-1,-3,-4,2
n425_first,425,16,13,4,13,15000013000,15000014000,1000,14,18,1,-1,0,2
n425_first,425,16,13,7,13,15000013000,15000014000,1000,14,18,-2,-1,-3,-1
n425_first,425,16,13,8,13,15000013000,15000014000,1000,14,18,-1,-2,-3,1
n425_second,425,19,8,2,13,15000013000,15000014000,1000,19,20,-4,-4,-8,0
n425_second,425,19,8,4,13,15000013000,15000014000,1000,19,20,5,4,9,1
n425_second,425,19,8,7,13,15000013000,15000014000,1000,19,20,0,1,1,-1
n425_second,425,19,8,8,13,15000013000,15000014000,1000,19,20,-3,-6,-9,3
n325_first,325,17,6,2,14,15000014000,15000015000,1000,25,15,-4,0,-4,-4
n325_first,325,17,6,4,14,15000014000,15000015000,1000,25,15,0,2,2,-2
n325_first,325,17,6,7,14,15000014000,15000015000,1000,25,15,5,1,6,4
n325_first,325,17,6,8,14,15000014000,15000015000,1000,25,15,-5,0,-5,-5
n325_second,325,18,1,2,14,15000014000,15000015000,1000,23,19,-6,2,-4,-8
n325_second,325,18,1,4,14,15000014000,15000015000,1000,23,19,1,3,4,-2
n325_second,325,18,1,7,14,15000014000,15000015000,1000,23,19,4,3,7,1
n325_second,325,18,1,8,14,15000014000,15000015000,1000,23,19,1,-1,0,2
n425_first,425,16,13,2,14,15000014000,15000015000,1000,18,23,1,-4,-3,5
n425_first,425,16,13,4,14,15000014000,15000015000,1000,18,23,5,-1,4,6
n425_first,425,16,13,7,14,15000014000,15000015000,1000,18,23,-5,1,-4,-6
n425_first,425,16,13,8,14,15000014000,15000015000,1000,18,23,-1,-4,-5,3
n425_second,425,19,8,2,14,15000014000,15000015000,1000,23,20,-2,-1,-3,-1
n425_second,425,19,8,4,14,15000014000,15000015000,1000,23,20,-1,9,8,-10
n425_second,425,19,8,7,14,15000014000,15000015000,1000,23,20,3,3,6,0
n425_second,425,19,8,8,14,15000014000,15000015000,1000,23,20,4,-5,-1,9
n325_first,325,17,6,2,15,15000015000,15000016000,1000,24,22,-2,-1,-3,-1
n325_first,325,17,6,4,15,15000015000,15000016000,1000,24,22,-2,5,3,-7
n325_first,325,17,6,7,15,15000015000,15000016000,1000,24,22,-2,-1,-3,-1
n325_first,325,17,6,8,15,15000015000,15000016000,1000,24,22,-8,-3,-11,-5
n325_second,325,18,1,2,15,15000015000,15000016000,1000,20,27,-5,-8,-13,3
n325_second,325,18,1,4,15,15000015000,15000016000,1000,20,27,3,7,10,-4
n325_second,325,18,1,7,15,15000015000,15000016000,1000,20,27,-3,3,0,-6
n325_second,325,18,1,8,15,15000015000,15000016000,1000,20,27,-3,-3,-6,0
n425_first,425,16,13,2,15,15000015000,15000016000,1000,20,12,-4,-2,-6,-2
n425_first,425,16,13,4,15,15000015000,15000016000,1000,20,12,3,4,7,-1
n425_first,425,16,13,7,15,15000015000,15000016000,1000,20,12,-4,-1,-5,-3
n425_first,425,16,13,8,15,15000015000,15000016000,1000,20,12,-4,1,-3,-5
n425_second,425,19,8,2,15,15000015000,15000016000,1000,25,15,-3,0,-3,-3
n425_second,425,19,8,4,15,15000015000,15000016000,1000,25,15,7,7,14,0
n425_second,425,19,8,7,15,15000015000,15000016000,1000,25,15,2,3,5,-1
n425_second,425,19,8,8,15,15000015000,15000016000,1000,25,15,-5,-2,-7,-3
n325_first,325,17,6,2,16,15000016000,15000017000,1000,29,24,1,-5,-4,6
n325_first,325,17,6,4,16,15000016000,15000017000,1000,29,24,12,7,19,5
n325_first,325,17,6,7,16,15000016000,15000017000,1000,29,24,7,-4,3,11
n325_first,325,17,6,8,16,15000016000,15000017000,1000,29,24,-1,-6,-7,5
n325_second,325,18,1,2,16,15000016000,15000017000,1000,19,22,-3,-3,-6,0
n325_second,325,18,1,4,16,15000016000,15000017000,1000,19,22,2,6,8,-4
n325_second,325,18,1,7,16,15000016000,15000017000,1000,19,22,5,3,8,2
n325_second,325,18,1,8,16,15000016000,15000017000,1000,19,22,-1,-3,-4,2
n425_first,425,16,13,2,16,15000016000,15000017000,1000,21,18,-3,-2,-5,-1
n425_first,425,16,13,4,16,15000016000,15000017000,1000,21,18,2,3,5,-1
n425_first,425,16,13,7,16,15000016000,15000017000,1000,21,18,-6,-1,-7,-5
n425_first,425,16,13,8,16,15000016000,15000017000,1000,21,18,-5,-3,-8,-2
n425_second,425,19,8,2,16,15000016000,15000017000,1000,17,20,-3,-1,-4,-2
n425_second,425,19,8,4,16,15000016000,15000017000,1000,17,20,4,1,5,3
n425_second,425,19,8,7,16,15000016000,15000017000,1000,17,20,0,-1,-1,1
n425_second,425,19,8,8,16,15000016000,15000017000,1000,17,20,-3,0,-3,-3
n325_first,325,17,6,2,17,15000017000,15000018000,1000,19,23,2,-2,0,4
n325_first,325,17,6,4,17,15000017000,15000018000,1000,19,23,3,5,8,-2
n325_first,325,17,6,7,17,15000017000,15000018000,1000,19,23,5,0,5,5
n325_first,325,17,6,8,17,15000017000,15000018000,1000,19,23,-1,-3,-4,2
n325_second,325,18,1,2,17,15000017000,15000018000,1000,26,21,0,0,0,0
n325_second,325,18,1,4,17,15000017000,15000018000,1000,26,21,3,7,10,-4
n325_second,325,18,1,7,17,15000017000,15000018000,1000,26,21,4,-5,-1,9
n325_second,325,18,1,8,17,15000017000,15000018000,1000,26,21,1,-1,0,2
n425_first,425,16,13,2,17,15000017000,15000018000,1000,25,20,-3,1,-2,-4
n425_first,425,16,13,4,17,15000017000,15000018000,1000,25,20,6,3,9,3
n425_first,425,16,13,7,17,15000017000,15000018000,1000,25,20,2,-3,-1,5
n425_first,425,16,13,8,17,15000017000,15000018000,1000,25,20,-8,-6,-14,-2
n425_second,425,19,8,2,17,15000017000,15000018000,1000,13,20,-4,-4,-8,0
n425_second,425,19,8,4,17,15000017000,15000018000,1000,13,20,-1,5,4,-6
n425_second,425,19,8,7,17,15000017000,15000018000,1000,13,20,-1,2,1,-3
n425_second,425,19,8,8,17,15000017000,15000018000,1000,13,20,2,-1,1,3
n325_first,325,17,6,2,18,15000018000,15000019000,1000,14,16,-1,-4,-5,3
n325_first,325,17,6,4,18,15000018000,15000019000,1000,14,16,2,3,5,-1
n325_first,325,17,6,7,18,15000018000,15000019000,1000,14,16,4,2,6,2
n325_first,325,17,6,8,18,15000018000,15000019000,1000,14,16,0,-3,-3,3
n325_second,325,18,1,2,18,15000018000,15000019000,1000,24,16,-2,-5,-7,3
n325_second,325,18,1,4,18,15000018000,15000019000,1000,24,16,4,-3,1,7
n325_second,325,18,1,7,18,15000018000,15000019000,1000,24,16,2,3,5,-1
n325_second,325,18,1,8,18,15000018000,15000019000,1000,24,16,0,-4,-4,4
n425_first,425,16,13,2,18,15000018000,15000019000,1000,26,13,1,-2,-1,3
n425_first,425,16,13,4,18,15000018000,15000019000,1000,26,13,5,4,9,1
n425_first,425,16,13,7,18,15000018000,15000019000,1000,26,13,-2,5,3,-7
n425_first,425,16,13,8,18,15000018000,15000019000,1000,26,13,-6,1,-5,-7
n425_second,425,19,8,2,18,15000018000,15000019000,1000,23,15,-7,-3,-10,-4
n425_second,425,19,8,4,18,15000018000,15000019000,1000,23,15,3,2,5,1
n425_second,425,19,8,7,18,15000018000,15000019000,1000,23,15,-2,-3,-5,1
n425_second,425,19,8,8,18,15000018000,15000019000,1000,23,15,-3,-7,-10,4
n325_first,325,17,6,2,19,15000019000,15000020000,1000,22,18,-1,-3,-4,2
n325_first,325,17,6,4,19,15000019000,15000020000,1000,22,18,5,2,7,3
n325_first,325,17,6,7,19,15000019000,15000020000,1000,22,18,1,0,1,1
n325_first,325,17,6,8,19,15000019000,15000020000,1000,22,18,-4,-5,-9,1
n325_second,325,18,1,2,19,15000019000,15000020000,1000,27,20,-3,-5,-8,2
n325_second,325,18,1,4,19,15000019000,15000020000,1000,27,20,3,5,8,-2
n325_second,325,18,1,7,19,15000019000,15000020000,1000,27,20,-1,2,1,-3
n325_second,325,18,1,8,19,15000019000,15000020000,1000,27,20,-4,-3,-7,-1
n425_first,425,16,13,2,19,15000019000,15000020000,1000,23,10,-6,0,-6,-6
n425_first,425,16,13,4,19,15000019000,15000020000,1000,23,10,4,0,4,4
n425_first,425,16,13,7,19,15000019000,15000020000,1000,23,10,1,-2,-1,3
n425_first,425,16,13,8,19,15000019000,15000020000,1000,23,10,2,-8,-6,10
n425_second,425,19,8,2,19,15000019000,15000020000,1000,19,18,-3,-3,-6,0
n425_second,425,19,8,4,19,15000019000,15000020000,1000,19,18,2,6,8,-4
n425_second,425,19,8,7,19,15000019000,15000020000,1000,19,18,2,1,3,1
n425_second,425,19,8,8,19,15000019000,15000020000,1000,19,18,-1,-3,-4,2
n325_first,325,17,6,2,20,15000020000,15000021000,1000,23,22,-6,-6,-12,0
n325_first,325,17,6,4,20,15000020000,15000021000,1000,23,22,7,5,12,2
n325_first,325,17,6,7,20,15000020000,15000021000,1000,23,22,6,4,10,2
n325_first,325,17,6,8,20,15000020000,15000021000,1000,23,22,1,0,1,1
n325_second,325,18,1,2,20,15000020000,15000021000,1000,23,26,1,-4,-3,5
n325_second,325,18,1,4,20,15000020000,15000021000,1000,23,26,4,2,6,2
n325_second,325,18,1,7,20,15000020000,15000021000,1000,23,26,8,-6,2,14
n325_second,325,18,1,8,20,15000020000,15000021000,1000,23,26,3,-4,-1,7
n425_first,425,16,13,2,20,15000020000,15000021000,1000,23,17,-4,-2,-6,-2
n425_first,425,16,13,4,20,15000020000,15000021000,1000,23,17,5,3,8,2
n425_first,425,16,13,7,20,15000020000,15000021000,1000,23,17,9,6,15,3
n425_first,425,16,13,8,20,15000020000,15000021000,1000,23,17,-1,-5,-6,4
