batch,replica_first,samples,field_sha256,translation_sha256,conjugacy_max_abs,C113_plus_re,C113_plus_im,C113_minus_re,C113_minus_im,C122_plus_re,C122_plus_im,C122_minus_re,C122_minus_im,C244_plus_re,C244_plus_im,C244_minus_re,C244_minus_im,C334_plus_re,C334_plus_im,C334_minus_re,C334_minus_im,C111_plus_re,C111_plus_im,C111_minus_re,C111_minus_im,C112_plus_re,C112_plus_im,C112_minus_re,C112_minus_im
0,0,10000,98193a90dc06852617a8a3d50a84b4e34fc529e3f1ad8410403d04df5f09dcfa,7d301247aaf902c04b060eca2214ddee762acd7e3b6b625f8907a6fca89c9a6c,1.6365348541700844e-17,0.007055728090000818,-0.06736601096754796,-0.007639320225002098,0.014106846055019353,0.019416407864998732,-0.038728314352421384,0.0013049516849970664,0.02282535639108369,0.007055728090000872,0.06736601096754795,-0.007639320225002102,-0.014106846055019344,0.019416407864998767,0.038728314352421384,0.0013049516849970456,-0.02282535639108369,-0.02188854381999831,0.03693220244610306,0.03316718427000251,-0.034026032334081614,0.07177708763999664,0.012310734148701001,-0.025527864045000397,0.050352994800507166
1,10000,10000,1e21d2b5541161b72486e82ff940c5f55587284d513ea3ff31c85fce70e7ee7f,0f72221f9522d954bd56dda193f55ff9f40cb606c54db2baac9f18c438a51344,1.3548623466035522e-17,0.012944271909999154,-0.009404564036679577,-0.01999999999999999,0.031119862222060167,-0.0015278640450004273,-0.004702282018339781,-0.0544721359549996,0.001110058205703127,0.012944271909999161,0.009404564036679563,-0.020000000000000018,-0.031119862222060146,-0.001527864045000417,0.004702282018339785,-0.05447213595499959,-0.0011100582057030836,-0.05730495168499706,-0.02282535639108365,-0.02894427190999916,-0.015216904260722459,0.03847213595499958,-0.0011100582057031252,0.026832815729997475,0.02171529818538056
2,20000,10000,b63f7146c799c9d56d7c282100114eeaca283eff6c0c4f2fd201e977433c591d,285adbcdaef14ed4b80e4d220fd75ba87c9a86522f6bc7fdd02892a61298a2b9,1.8440363494407353e-17,0.02530495168499706,0.00760845213036122,0.030249223594996214,-0.007608452130361242,0.019777087639996634,-0.009404564036679573,0.034472135954999594,-0.011200675942997923,0.025304951684997058,-0.007608452130361243,0.030249223594996218,0.0076084521303612105,0.01977708763999664,0.00940456403667957,0.0344721359549996,0.011200675942997906,-0.013888543819998324,-0.027527638409423478,-0.04683281572999748,0.007184447625273397,-0.027055728090000848,-0.028213692110038692,-0.011055728090000846,0.018809128073359136
3,30000,10000,3fa25450be938444d373cabeae456bd0b2540296f9c4302a989372b24b608400,3d7f9bf6e8e32fdbad8de12fae0efe92b4197e949e57fdc58eda6d666b212d36,1.734723475976807e-17,-0.017665631459994946,0.027527638409423485,-0.04377708763999664,-0.024621468297402006,0.012583592135001273,0.03513609053978469,-0.013527864045000426,0.007608452130361231,-0.017665631459994974,-0.027527638409423467,-0.04377708763999663,0.02462146829740205,0.01258359213500125,-0.035136090539784705,-0.013527864045000414,-0.007608452130361222,0.026249223594996242,0.0655698990612296,0.03541640786499876,0.004702282018339764,0.00494427190999914,-0.02102924448476534,-0.01905572809000084,0.005812340224042898
4,40000,10000,bce21a7192a8b2df7e7f63f18148f593065d4e301fb0ba4729a5ed415cbc993e,ff974bf2a00add0130915b9dd4dd49405fcb3d011aa9e58c8cefbfeb5293e469,1.8683543625880677e-17,0.011416407864998729,-0.014106846055019356,-0.039777087639996656,-0.018123074372743887,0.00588854381999833,0.015902957961337692,-0.02400000000000001,-0.00940456403667956,0.01141640786499875,0.01410684605501936,-0.03977708763999663,0.018123074372743925,0.00588854381999831,-0.015902957961337703,-0.023999999999999997,0.009404564036679584,-0.02988854381999833,-0.021715298185380573,-0.021888543819998326,0.02752763840942349,-0.0043606797749979,0.007608452130361225,0.0049442719099991785,0.04924293659480406
5,50000,10000,a4e5d14362260522853d9d79459b43bcae44e2d06606cf5f0c5920cd1af6d083,c4ec3cec6919e93104bcb4f9a18e8ebdffd747ffd5606d51cd1234d2cdc046eb,2.023017827855918e-17,0.007416407864998743,-0.022825356391083695,0.021888543819998295,-0.0521491067068255,0.012944271909999167,0.01521690426072245,-0.02152786404500041,0.007608452130361227,0.00741640786499875,0.022825356391083688,0.021888543819998347,0.0521491067068255,0.01294427190999915,-0.015216904260722468,-0.02152786404500043,-0.007608452130361212,-0.024944271909999156,-0.021715298185380573,0.0005835921350012697,0.035822144240399936,0.03424922359499622,0.010514622242382662,-0.030472135954999594,-0.01991918627906223
6,60000,10000,f9d5f8ac25ad659966fbe9d29c8cb2c08d49dc08416d9b99db7026adcef471e3,55693979fded9b546498e8b532d3112b70ffc1c1abb536680d74132c10761646,2.0816681711721685e-17,-0.029304951684997062,0.004702282018339794,-0.046832815729997486,-0.0058123402240428754,0.000944271909999165,0.012310734148701014,-0.02341640786499876,-0.03222992042776324,-0.029304951684997062,-0.004702282018339776,-0.04683281572999747,0.00581234022404291,0.0009442719099991542,-0.012310734148701024,-0.02341640786499872,0.03222992042776326,0.00647213595499958,-0.0011100582057031027,-0.0034164078649987425,0.0047022820183397936,0.02436067977499791,0.02932375031574179,-0.011055728090000825,0.02821369211003872
7,70000,10000,f78ec955d27a4b57cb5712f8b135e767c693acacda462e38b98853398aa75234,ae7be89bff5d8124c7a08d23f6aac5f414e8d845e57e7059225e2c94079887da,1.8440363494407353e-17,-0.016944271909999187,-0.07899069141563371,0.01199999999999999,-0.015902957961337703,-0.02377708763999664,-0.012310734148701007,-0.014832815729997454,0.043430596370761174,-0.016944271909999125,0.07899069141563375,0.012000000000000005,0.0159029579613377,-0.023777087639996627,0.012310734148701027,-0.0148328157299975,-0.04343059637076116,0.020944271909999174,0.009404564036679554,-0.002472135954999572,0.017013016167040797,0.0009442719099991576,-0.014530850560107219,0.015416407864998727,-0.0532591649125286
8,80000,10000,5e431db6ef5d411942f2b63be04d0f38c25b64f4c4e37e6883f9a6576193c62c,8c6e849a967bdbe62d22d9cdad5e7d8ff6df29055cc72554b52389f7360947a6,1.6296247535484087e-17,0.021527864045000428,0.005388335718955029,-0.011999999999999983,0.027527638409423467,0.015999999999999993,-0.024621468297402027,-0.02988854381999831,0.021715298185380594,0.021527864045000428,-0.005388335718955029,-0.012000000000000021,-0.027527638409423467,0.016000000000000014,0.02462146829740203,-0.029888543819998337,-0.021715298185380576,0.059416407864998744,0.010514622242382657,-0.012000000000000004,-0.008718510336064337,0.039416407864998754,-0.0017961119063183509,-0.047777087639996635,0.0029061701120214603
9,90000,10000,e2c74348d17d508a5875a97c1df2179e3f5c4f23864abae4e137766ac2aa0815,00ee43ccf70272b835ecbacf83f856750ef64d5d2ff960eb9cb1dca725d19ba0,2.359479019930958e-17,0.012944271909999151,-0.02462146829740203,-0.013527864045000414,0.001796111906318352,-0.0015278640450004074,0.014106846055019355,-0.04588854381999835,-0.012310734148700991,0.012944271909999167,0.024621468297402024,-0.013527864045000417,-0.001796111906318339,-0.0015278640450004342,-0.014106846055019351,-0.04588854381999831,0.012310734148701027,-0.0015278640450004078,0.01410684605501936,0.000944271909999149,-0.006498393924658127,0.027416407864998736,-0.010514622242382686,-0.022472135954999597,-0.014106846055019353
10,100000,10000,70b3e678d7ca5777ace28c2e1fd7650689562f520626ec2dcc3145a76e281603,a89c2983e2c15b7ae9886a432e98ac66fba0edb857412dbfb4cf3dfdfbcc171f,1.474514954580286e-17,0.02530495168499705,0.004016228317724531,0.0055278640450004204,-0.0017961119063183376,0.025304951684997065,0.013420792354404102,0.01788854381999833,0.024621468297402024,0.025304951684997058,-0.004016228317724563,0.005527864045000424,0.0017961119063183454,0.025304951684997048,-0.013420792354404128,0.01788854381999831,-0.024621468297402034,-0.0015278640450004195,0.004702282018339787,0.01788854381999832,0.003592223812636684,-0.02283281572999747,0.011624680448085786,0.04000000000000001,0.00940456403667956
11,110000,10000,dbce00fa0bc8d62725fbea7eb90f8ba2fa06ccdb4816eb86ce566cbdd87443c7,79afb29f00ea9d77d88d0f80e6bc390dded83d57b5716d9707f6c07cf49daec1,1.3548623466035522e-17,0.01600000000000001,-0.03043380852144493,0.006832815729997492,0.015216904260722454,0.013888543819998314,-0.0029061701120214516,-0.0034164078649987204,0.04454065457646427,0.015999999999999997,0.03043380852144492,0.006832815729997465,-0.015216904260722456,0.01388854381999832,0.002906170112021429,-0.0034164078649987634,-0.04454065457646427,0.03388854381999831,-0.024621468297402048,-0.008944271909999173,-0.018123074372743894,0.0015278640450004325,0.03154386672714802,-0.005527864045000424,-0.011200675942997907
12,120000,10000,d3d0defec8ac372758c62c14a725d0968a6964a28542890d345116377a51c8a6,3f25e0c27830f2ba8492027916c10bb5f089dc68acf31ecc446c5b903823ed5c,1.474514954580286e-17,-0.0005835921350012792,-0.04163448446444283,0.030832815729997468,-9.540979117872439e-18,-0.05083281572999747,0.027527638409423495,-0.01600000000000001,-0.009404564036679566,-0.0005835921350012593,0.04163448446444283,0.030832815729997482,-1.8214596497756474e-17,-0.050832815729997496,-0.027527638409423447,-0.015999999999999997,0.00940456403667957,-0.0005835921350012653,-0.017013016167040797,0.02188854381999833,0.018123074372743884,0.02494427190999917,0.021715298185380573,0.0018885438199983144,0.005812340224042885
13,130000,10000,298cdc6986984cfc40666f804c7d2aa42394eb3f0d063010c73d7d80811cf81b,27b6545ce6ba34dc0755250e992ecd8861c9cb299a176287b1909368f7eb18e3,1.8683543625880677e-17,-0.02188854381999832,0.008718510336064338,-0.019416407864998732,0.010514622242382688,0.007055728090000851,0.036932202446103034,0.010832815729997489,0.012310734148701007,-0.021888543819998326,-0.008718510336064324,-0.019416407864998743,-0.010514622242382667,0.0070557280900008235,-0.03693220244610304,0.010832815729997471,-0.012310734148701014,0.01388854381999832,-0.002906170112021454,0.032944271909999163,0.0463367664827826,-0.036360679774997885,0.013420792354404134,-0.019416407864998746,-0.014106846055019346
14,140000,10000,34394c560145b059293a2d6dd964d35bbe2acb1a63fe0c2884601b410507b532,3f75d848d1381e6dc55e36b23ae31fc5d7910afc8a0a46fd60d2a31a01f1f729,1.6457031883953286e-17,-0.020944271909999156,0.01521690426072246,-0.027416407864998747,-0.004702282018339776,-0.015416407864998725,0.032229920427763264,-0.00952786404500041,0.03513609053978471,-0.020944271909999167,-0.015216904260722457,-0.027416407864998733,0.004702282018339797,-0.015416407864998748,-0.03222992042776326,-0.009527864045000434,-0.0351360905397847,-0.006472135954999569,0.029323750315741824,-0.0074164078649987435,-0.011200675942997892,0.016944271909999156,0.00649839392465812,0.050472135954999595,0.03582214424039992
15,150000,10000,e382bacc1e4d17fe11c5610cb3f646f611528c0b00643dfd4fe495eddbbe66d3,466a1fa0c525559d2319bb97960c149803d3265fb066bcea78bcc80e8f795ed8,1.8440363494407353e-17,-0.01847213595499959,-0.017013016167040797,-0.031416407864998726,0.026417580203720377,-0.02188854381999832,-0.012310734148701005,-0.008000000000000005,-0.024621468297402034,-0.018472135954999566,0.017013016167040804,-0.03141640786499876,-0.026417580203720356,-0.02188854381999832,0.01231073414870103,-0.007999999999999998,0.02462146829740203,-0.03636067977499788,0.04744682468848573,-0.03483281572999751,-0.07677057500422754,-0.029527864045000424,-0.022825356391083674,-0.012721359549995773,0.01812307437274389
16,160000,10000,eee161551b18124f94d68b8e7210d5bced85c25f056ccaba7635a74d644a6ef1,c06cb599a170ee8ad0d9dd6592e400174134ff51f0c69ac07b4e6436d5b0c591,1.474514954580286e-17,0.028,-0.0029061701120214637,0.00799999999999999,-0.009404564036679573,-0.0043606797749979,0.007608452130361236,0.016944271909999146,-0.02752763840942348,0.028,0.00290617011202143,0.007999999999999998,0.009404564036679572,-0.004360679774997896,-0.007608452130361236,0.01694427190999917,0.02752763840942346,-0.01883281572999746,0.014530850560107228,-0.01541640786499873,0.017013016167040807,0.011416407864998743,0.029323750315741814,0.04930495168499706,0.0017961119063183229
