N,first_rep,second_rep,samples,p0,p0_se,delta_cos4,P4_S,P4_S_se,P4_D,P4_D_se,P4_S_prime,P4_S_prime_se,P4_D_prime,P4_D_prime_se,A_S_N1,A_D_N13_8,A_Dprime_N5_8,A_Sprime_N5_4
260,"16,2","14,8",1000000,0.592709449504296104965512486172,2.73396565480362e-5,1.36331360946745562130177514793,-0.000116543262235439894155521805071,0.000176912506318416,0.0000391477136494624774530683456545,0.000239431811630597,0.0029685959432564087034734936145,0.00343623887375723,-0.00527549151473755148874482008056,0.00380568588510941,-0.0303012481812143724804356693183,0.328880476811112419418097640326,-0.170459523984495378705052228866,3.09932967563706461615479560543
