N,first_rep,second_rep,samples,p0,p0_se,delta_cos4,P4_S,P4_S_se,P4_D,P4_D_se,P4_S_prime,P4_S_prime_se,P4_D_prime,P4_D_prime_se,A_S_N1,A_D_N13_8,A_Dprime_N5_8,A_Sprime_N5_4
340,"18,4","14,12",1000000,0.592777496606043611048848738708,2.77496739039355e-5,1.59446366782006920415224913495,0.000224857621614235853341250213255,0.000136970096295841,-0.00000665153220670060928576752994062,0.000228246721772056,-0.00068219338129472095368805705842,0.00325348053655681,0.00526730718953317314130920788443,0.00375487371847549,0.0764515913488401901360250725067,-0.0864121753932507139498211429952,0.201262549726138224307310489826,-0.995992682795565169537928924297
