batch,samples,sum_L1,sum_L2,sum_D1,sum_D2,sum_product_LL,sum_product_L1D2,sum_product_D1L2,sum_product_DD,sum_four_LL,sum_four_L1D2,sum_four_D1L2,sum_four_DD
0,1000,2005077,2005077,1417773,1417773,4026462157,2858375943,2858375943,2074717997,437734,308609,308609,221302
1,1000,2003146,2003146,1415236,1415236,4019218814,2851332903,2851332903,2064728688,435750,307478,307478,219510
2,1000,2002000,2002000,1412128,1412128,4014316946,2843000626,2843000626,2056650796,434852,308066,308066,217974
3,1000,1998744,1998744,1406482,1406482,4001320784,2827600632,2827600632,2043183574,433722,305675,305675,216774
4,1000,2004626,2004626,1426491,1426491,4025636340,2877220847,2877220847,2100170107,435762,311163,311163,224608
5,1000,2003025,2003025,1418714,1418714,4018438473,2857771557,2857771557,2076788704,434858,308995,308995,220546
6,1000,2001264,2001264,1416272,1416272,4011275676,2850149419,2850149419,2070348294,433362,308189,308189,220810
7,1000,2003298,2003298,1415269,1415269,4019592186,2851074719,2851074719,2064853103,436138,308016,308016,221642
8,1000,2003198,2003198,1411563,1411563,4019142928,2843510038,2843510038,2054831287,434806,306864,306864,216468
9,1000,2004216,2004216,1423194,1423194,4023606724,2868954910,2868954910,2087576320,438116,309445,309445,222490
10,1000,2004895,2004895,1420872,1420872,4026275029,2865202180,2865202180,2082702046,437428,308980,308980,220974
11,1000,2001120,2001120,1421185,1421185,4011423420,2861002385,2861002385,2083478245,435890,309418,309418,221724
12,1000,2005342,2005342,1422777,1422777,4027626822,2869071281,2869071281,2087738083,437940,309489,309489,222756
13,1000,2002158,2002158,1410019,1410019,4014843356,2838725737,2838725737,2048470233,433504,307191,307191,217560
14,1000,2000889,2000889,1408784,1408784,4010356227,2835225718,2835225718,2046719140,434200,306330,306330,218128
15,1000,2001801,2001801,1418605,1418605,4013062523,2854367071,2854367071,2072926413,434980,307778,307778,221532
16,1000,2003658,2003658,1411396,1411396,4020727166,2843458625,2843458625,2053139404,436484,305978,305978,217808
17,1000,2002891,2002891,1409443,1409443,4017588685,2838164897,2838164897,2047547179,435368,306659,306659,218014
18,1000,2001458,2001458,1415237,1415237,4012263312,2848736864,2848736864,2065932131,434092,306855,306855,220042
19,1000,2000523,2000523,1413638,1413638,4008462691,2843833743,2843833743,2059528526,435546,306831,306831,219272
20,1000,2003456,2003456,1422670,1422670,4021035420,2868023031,2868023031,2090001288,434792,310585,310585,222030
21,1000,2000074,2000074,1407449,1407449,4006757414,2831633913,2831633913,2046943657,434848,305096,305096,218806
22,1000,2002626,2002626,1411383,1411383,4017122576,2843443118,2843443118,2057727957,434654,306324,306324,220136
23,1000,2001150,2001150,1412298,1412298,4010609748,2841844250,2841844250,2057284616,434380,307130,307130,218578
24,1000,2003069,2003069,1419046,1419046,4018311365,2858105706,2858105706,2076151622,435768,308334,308334,220304
25,1000,2002757,2002757,1414384,1414384,4017129501,2848238887,2848238887,2060587034,435902,308455,308455,219276
26,1000,2004421,2004421,1424698,1424698,4023926287,2870996202,2870996202,2088657248,434874,310050,310050,221586
27,1000,2005260,2005260,1424702,1424702,4027551578,2873509613,2873509613,2093979836,435620,310625,310625,221648
28,1000,2004354,2004354,1414552,1414552,4023725088,2850995259,2850995259,2062506638,436690,306177,306177,219344
29,1000,1998264,1998264,1414099,1414099,3999584926,2841549978,2841549978,2059875371,434206,306667,306667,220952
30,1000,2005330,2005330,1425703,1425703,4027378924,2874149889,2874149889,2092517861,436758,310433,310433,222870
31,1000,2007289,2007289,1431552,1431552,4035787929,2890366606,2890366606,2114842950,435812,312302,312302,224736
32,1000,2001683,2001683,1411306,1411306,4013209067,2840988790,2840988790,2052743032,433134,307160,307160,217402
33,1000,2003471,2003471,1407809,1407809,4020397063,2837413011,2837413011,2047443027,436552,306360,306360,217346
34,1000,2002585,2002585,1419622,1419622,4017025651,2859646320,2859646320,2078653984,435100,309006,309006,220922
35,1000,2000873,2000873,1405939,1405939,4009824363,2829002231,2829002231,2038398929,434822,305165,305165,216382
36,1000,2003626,2003626,1416226,1416226,4020753018,2853070452,2853070452,2066034406,434436,308910,308910,218488
37,1000,2004889,2004889,1415457,1415457,4026013731,2853917363,2853917363,2065631817,436444,308145,308145,219794
38,1000,2001105,2001105,1416033,1416033,4010773127,2849736268,2849736268,2068801351,435898,306978,306978,220916
39,1000,2002643,2002643,1410378,1410378,4017072717,2840500947,2840500947,2050447966,435370,307631,307631,218422
40,1000,2002924,2002924,1418543,1418543,4018316532,2857168451,2857168451,2072529885,436180,308896,308896,219854
41,1000,2005569,2005569,1416227,1416227,4028948749,2856947766,2856947766,2070471847,436238,308277,308277,220438
42,1000,2002097,2002097,1419651,1419651,4014402859,2856986410,2856986410,2072047413,434918,310199,310199,221330
43,1000,2007015,2007015,1431658,1431658,4034305799,2889194963,2889194963,2111947508,437184,311881,311881,225056
44,1000,2006131,2006131,1427840,1427840,4031029817,2880168643,2880168643,2099557484,435622,311351,311351,223160
45,1000,1997375,1997375,1384196,1384196,3996664311,2782870452,2782870452,1984364168,434180,300718,300718,211842
46,1000,2004541,2004541,1421635,1421635,4024946159,2867084791,2867084791,2088011185,434930,308890,308890,221548
47,1000,2002184,2002184,1416425,1416425,4015904760,2853665335,2853665335,2071924687,434794,308131,308131,218896
48,1000,2002039,2002039,1418287,1418287,4014270391,2854777139,2854777139,2072582303,434312,307278,307278,219564
49,1000,2003017,2003017,1422171,1422171,4018677621,2865246567,2865246567,2085824033,435344,309761,309761,220698
50,1000,1997039,1997039,1401686,1401686,3994880249,2816482939,2816482939,2030851680,431796,304437,304437,214834
51,1000,1999785,1999785,1412690,1412690,4005613201,2841800756,2841800756,2059627884,434544,307147,307147,218642
52,1000,2006625,2006625,1417392,1417392,4032965131,2860171425,2860171425,2070975086,437772,308672,308672,220410
53,1000,2001049,2001049,1412300,1412300,4010959589,2842790149,2842790149,2057514934,434522,308680,308680,218016
54,1000,2006645,2006645,1423635,1423635,4033261009,2873034742,2873034742,2088965215,436262,310269,310269,222976
55,1000,2005814,2005814,1424497,1424497,4029767718,2873439837,2873439837,2090670267,436672,309917,309917,222826
56,1000,1997396,1997396,1399843,1399843,3995776468,2811957257,2811957257,2022262529,432636,303310,303310,215580
57,1000,2002985,2002985,1416494,1416494,4018452197,2854182820,2854182820,2070770458,434812,307745,307745,219926
58,1000,2005910,2005910,1430178,1430178,4030113140,2884737815,2884737815,2106505622,437036,310951,310951,224092
59,1000,2004176,2004176,1413387,1413387,4022397612,2847127783,2847127783,2059199789,437092,306778,306778,218564
60,1000,2003468,2003468,1426281,1426281,4020134074,2873115465,2873115465,2095240707,435272,310158,310158,223348
61,1000,2006167,2006167,1424144,1424144,4031646013,2874705758,2874705758,2093485790,437746,310894,310894,225020
62,1000,2004364,2004364,1413318,1413318,4024505164,2850061484,2850061484,2060725224,435474,307148,307148,217150
63,1000,2005475,2005475,1416007,1416007,4028548033,2856246396,2856246396,2067681041,435732,308785,308785,221256
64,1000,2001418,2001418,1410197,1410197,4012352574,2839423466,2839423466,2053081383,433234,306132,306132,217314
65,1000,2000574,2000574,1411127,1411127,4009061970,2840173261,2840173261,2055461265,433682,306477,306477,218750
66,1000,2004313,2004313,1420752,1420752,4023914005,2865017285,2865017285,2085115180,435798,309760,309760,221944
67,1000,1997871,1997871,1398351,1398351,3997832267,2809606544,2809606544,2016509919,431576,303356,303356,215652
68,1000,2000466,2000466,1401795,1401795,4008612646,2821316567,2821316567,2031895461,435472,305015,305015,215310
69,1000,2001144,2001144,1414777,1414777,4010615140,2846757508,2846757508,2062310561,433778,307907,307907,220154
70,1000,1999084,1999084,1402842,1402842,4002653958,2820402097,2820402097,2030074506,432962,305045,305045,215398
71,1000,2005100,2005100,1420370,1420370,4027170614,2864898209,2864898209,2081860308,437186,310170,310170,223238
72,1000,2006519,2006519,1426574,1426574,4032733951,2879040142,2879040142,2097826952,437296,310854,310854,224062
73,1000,2005502,2005502,1421778,1421778,4028816160,2868662850,2868662850,2087334980,437106,310390,310390,223010
74,1000,2003294,2003294,1418919,1418919,4019723194,2860094876,2860094876,2081947187,435932,308828,308828,222194
75,1000,2002092,2002092,1407303,1407303,4014632316,2833539789,2833539789,2045177729,435922,306192,306192,219146
76,1000,2002505,2002505,1415040,1415040,4016870627,2851273482,2851273482,2071081834,435562,307841,307841,220778
77,1000,2002060,2002060,1409638,1409638,4014436480,2837975547,2837975547,2050469936,435752,307273,307273,217978
78,1000,2001817,2001817,1415072,1415072,4013985231,2849667817,2849667817,2066694808,434658,307256,307256,219794
79,1000,2001809,2001809,1416796,1416796,4013555007,2851641458,2851641458,2067688460,435074,308009,308009,218928
80,1000,2002673,2002673,1422182,1422182,4017545739,2865138804,2865138804,2086295884,436790,309792,309792,221352
81,1000,2004115,2004115,1420964,1420964,4022615559,2862977517,2862977517,2079930970,436414,308854,308854,223560
82,1000,2008343,2008343,1423114,1423114,4039603555,2873487838,2873487838,2084646102,437326,310236,310236,220368
83,1000,2005544,2005544,1419072,1419072,4028272256,2861064369,2861064369,2073691400,435726,308595,308595,220348
84,1000,2001756,2001756,1407563,1407563,4013111414,2833077392,2833077392,2043943909,433942,306272,306272,216096
