batch,samples,sum_L1,sum_L2,sum_D1,sum_D2,sum_product_LL,sum_product_L1D2,sum_product_D1L2,sum_product_DD,sum_four_LL,sum_four_L1D2,sum_four_D1L2,sum_four_DD
85,1000,1998685,1998685,1409147,1409147,4000988551,2832454963,2832454963,2049179495,433250,305358,305358,218328
86,1000,2002039,2002039,1412209,1412209,4014421281,2843362634,2843362634,2058863011,434118,306214,306214,219056
87,1000,2000425,2000425,1412244,1412244,4008261871,2841729350,2841729350,2057297714,435648,306842,306842,218764
88,1000,2000701,2000701,1412163,1412163,4009143047,2841381710,2841381710,2056043855,434994,306769,306769,218282
89,1000,2000920,2000920,1419090,1419090,4010109282,2855493523,2855493523,2077042552,433362,308541,308541,221284
90,1000,2004382,2004382,1423967,1423967,4024001936,2869904041,2869904041,2085882399,436218,309390,309390,222340
91,1000,2001609,2001609,1415437,1415437,4012520971,2848687282,2848687282,2064384127,434718,307659,307659,219284
92,1000,2001457,2001457,1408719,1408719,4011839885,2835422816,2835422816,2048487567,435686,306553,306553,219432
93,1000,2002250,2002250,1413032,1413032,4015466032,2844861869,2844861869,2056668282,433990,307290,307290,217176
94,1000,2004827,2004827,1424630,1424630,4025763081,2872607958,2872607958,2093835134,435566,310872,310872,222574
95,1000,2003341,2003341,1414392,1414392,4019766833,2850194499,2850194499,2064209626,436226,307626,307626,219374
96,1000,2001682,2001682,1422030,1422030,4013127202,2862374936,2862374936,2082045518,433826,310113,310113,220254
97,1000,2006446,2006446,1423552,1423552,4032010130,2871638573,2871638573,2087185686,434494,309473,309473,221568
98,1000,1999261,1999261,1399623,1399623,4003467459,2814755563,2814755563,2023165521,433888,303929,303929,216274
99,1000,2004019,2004019,1417753,1417753,4022334455,2856469730,2856469730,2069415869,436774,308672,308672,220412
