batch,samples,sum_L1,sum_L2,sum_D1,sum_D2,sum_product_LL,sum_product_L1D2,sum_product_D1L2,sum_product_DD,sum_four_LL,sum_four_L1D2,sum_four_D1L2,sum_four_DD
64,1000,2003881,2003881,1529381,1529381,4021665281,3077592636,3077592636,2376707181,435840,332672,332672,254444
65,1000,2003055,2003055,1513787,1513787,4018993991,3046049905,3046049905,2330143707,434864,329034,329034,250274
66,1000,2005549,2005549,1523933,1523933,4028753017,3069528570,3069528570,2360323999,436282,331594,331594,253358
67,1000,1995421,1995421,1505761,1505761,3988535751,3018973067,3018973067,2308676457,431386,325770,325770,247214
68,1000,2006655,2006655,1524942,1524942,4033626789,3074435928,3074435928,2365501164,437724,333021,333021,254506
69,1000,2001136,2001136,1512479,1512479,4011084472,3040806189,3040806189,2329253645,435000,327845,327845,248966
70,1000,2001681,2001681,1520621,1520621,4012733267,3055895796,3055895796,2347870187,433996,330267,330267,250494
71,1000,1997758,1997758,1512446,1512446,3997956438,3035384137,3035384137,2326386696,433350,328669,328669,249304
72,1000,1997908,1997908,1514414,1514414,3998318132,3039108316,3039108316,2330797760,433818,328882,328882,249654
73,1000,2006334,2006334,1525348,1525348,4031372678,3072848888,3072848888,2363275954,435708,332511,332511,253026
74,1000,2005723,2005723,1530470,1530470,4029639333,3083548162,3083548162,2381326950,436178,333716,333716,255496
75,1000,2001989,2001989,1521625,1521625,4014529087,3060019224,3060019224,2355106325,435074,331192,331192,252596
76,1000,2005365,2005365,1532116,1532116,4028051989,3085945815,3085945815,2386720500,436314,334374,334374,256132
77,1000,2002156,2002156,1524271,1524271,4015381936,3065829650,3065829650,2363757393,434680,330800,330800,253294
78,1000,2005826,2005826,1524263,1524263,4029845868,3070996853,3070996853,2363190329,437230,331712,331712,253732
79,1000,1999895,1999895,1518634,1518634,4006031843,3050813178,3050813178,2345793190,433102,330877,330877,250614
80,1000,2003228,2003228,1520203,1520203,4018872894,3058141011,3058141011,2350138473,435670,331281,331281,251714
81,1000,2003117,2003117,1522081,1522081,4019194741,3062677091,3062677091,2355060715,435654,331234,331234,252750
82,1000,2000770,2000770,1514251,1514251,4009597144,3043402511,3043402511,2332057449,435024,328801,328801,251062
83,1000,2001809,2001809,1520972,1520972,4013995933,3058474736,3058474736,2351878390,434278,330782,330782,251242
84,1000,2002172,2002172,1524967,1524967,4015085278,3066663448,3066663448,2364597727,435520,332867,332867,254330
85,1000,2000050,2000050,1522736,1522736,4006665876,3058645080,3058645080,2355696830,433432,329315,329315,251412
86,1000,2005513,2005513,1528717,1528717,4028645149,3079401912,3079401912,2375771905,435468,333331,333331,254372
87,1000,2003230,2003230,1528263,1528263,4019263972,3074625619,3074625619,2374588301,433758,332058,332058,255028
88,1000,2004032,2004032,1529262,1529262,4022052754,3076530152,3076530152,2374159382,435154,332639,332639,253918
89,1000,2008858,2008858,1536133,1536133,4041755314,3098631936,3098631936,2396550661,438134,335355,335355,257536
90,1000,2001889,2001889,1525173,1525173,4014171497,3066987506,3066987506,2365583421,434638,330908,330908,254486
91,1000,2007095,2007095,1532170,1532170,4035156699,3089676048,3089676048,2389686054,436320,333880,333880,254900
92,1000,2004926,2004926,1524549,1524549,4026299100,3069956093,3069956093,2361661725,436020,331804,331804,252490
93,1000,2006114,2006114,1529754,1529754,4031157954,3082370677,3082370677,2378315970,435750,333019,333019,254654
94,1000,2003928,2003928,1526065,1526065,4022116760,3071526396,3071526396,2368786467,436212,331557,331557,253398
95,1000,2002508,2002508,1520684,1520684,4016551746,3059024837,3059024837,2352259404,435412,330503,330503,252170
96,1000,2001020,2001020,1520520,1520520,4010863392,3056768047,3056768047,2352221374,435124,331278,331278,253484
97,1000,2001965,2001965,1522673,1522673,4014314649,3061724656,3061724656,2357280407,434940,331573,331573,253700
98,1000,2000535,2000535,1516095,1516095,4008074449,3045375800,3045375800,2335764623,434010,329051,329051,251346
99,1000,2004182,2004182,1528042,1528042,4023592548,3076609814,3076609814,2375984496,436046,332213,332213,254980
