batch,samples,sum_L1,sum_L2,sum_D1,sum_D2,sum_product_LL,sum_product_L1D2,sum_product_D1L2,sum_product_DD,sum_four_LL,sum_four_L1D2,sum_four_D1L2,sum_four_DD
0,1000,2000104,2000104,1517687,1517687,4007142984,3049748754,3049748754,2345620253,433696,330044,330044,250396
1,1000,2003517,2003517,1524350,1524350,4020318705,3066909549,3066909549,2360622790,435216,331393,331393,252166
2,1000,2009950,2009950,1536547,1536547,4046173026,3101508872,3101508872,2400031253,439584,335124,335124,258472
3,1000,1998096,1998096,1509139,1509139,3999175888,3030296397,3030296397,2321502615,434050,329118,329118,249698
4,1000,2002599,2002599,1519941,1519941,4016771037,3056740200,3056740200,2347103923,436372,332122,332122,252208
5,1000,2002105,2002105,1519035,1519035,4014898419,3054962966,3054962966,2347550467,434846,330913,330913,251334
6,1000,2004830,2004830,1531949,1531949,4025161988,3083190171,3083190171,2381466953,435794,333498,333498,255956
7,1000,2001237,2001237,1521372,1521372,4011175891,3057807533,3057807533,2353005384,435182,330346,330346,252670
8,1000,2003553,2003553,1528575,1528575,4020784695,3076513854,3076513854,2376942807,435706,331589,331589,254520
9,1000,2002014,2002014,1519044,1519044,4014532114,3054943353,3054943353,2347953612,435522,329380,329380,252130
10,1000,2003114,2003114,1521769,1521769,4019299038,3062359174,3062359174,2355535663,436022,331573,331573,252260
11,1000,2001330,2001330,1520032,1520032,4011756530,3055486343,3055486343,2349084852,434494,330815,330815,251692
12,1000,2002530,2002530,1528830,1528830,4015947504,3073272926,3073272926,2372474618,435514,332166,332166,254818
13,1000,2003180,2003180,1521059,1521059,4018761944,3059875234,3059875234,2351980535,433978,330004,330004,252222
14,1000,2001730,2001730,1519537,1519537,4013253716,3054642322,3054642322,2345533341,433292,330396,330396,251924
15,1000,2003799,2003799,1525323,1525323,4021715145,3069498957,3069498957,2362670577,434702,332395,332395,252718
16,1000,2000487,2000487,1520232,1520232,4008893233,3055387654,3055387654,2350084572,434102,329802,329802,250274
17,1000,2005652,2005652,1524984,1524984,4029063404,3072281689,3072281689,2365987180,436260,332411,332411,253542
18,1000,2002285,2002285,1518766,1518766,4015377845,3054105193,3054105193,2344867724,434882,330662,330662,252930
19,1000,1997369,1997369,1514057,1514057,3995999979,3038010503,3038010503,2332608625,433106,328192,328192,250160
20,1000,2005758,2005758,1528221,1528221,4029646152,3079151563,3079151563,2375674775,436440,332640,332640,254338
21,1000,1999931,1999931,1517740,1517740,4006573679,3049854602,3049854602,2345325908,433978,330600,330600,251272
22,1000,2002773,2002773,1520024,1520024,4017430373,3057833403,3057833403,2351030816,435964,330390,330390,252464
23,1000,2003410,2003410,1528006,1528006,4020458460,3075518581,3075518581,2375578650,437052,332202,332202,255864
24,1000,1997930,1997930,1507673,1507673,3997711226,3024729739,3024729739,2309840579,433398,327032,327032,247598
25,1000,2002331,2002331,1521132,1521132,4016343525,3060410011,3060410011,2355268992,436482,332088,332088,253260
26,1000,2008230,2008230,1537510,1537510,4039290772,3100849525,3100849525,2402046794,438086,335279,335279,258442
27,1000,2003652,2003652,1530172,1530172,4021642618,3080004980,3080004980,2380767346,435000,332934,332934,255172
28,1000,1999314,1999314,1516678,1516678,4003597850,3045399719,3045399719,2338017828,434084,328957,328957,250848
29,1000,2004246,2004246,1522971,1522971,4023665678,3066310910,3066310910,2359823989,434428,330186,330186,252748
30,1000,2007783,2007783,1533060,1533060,4038051339,3092212437,3092212437,2390570120,435594,333383,333383,255546
31,1000,1999870,1999870,1515980,1515980,4006141402,3045610966,3045610966,2337806994,433358,329844,329844,251520
32,1000,2001710,2001710,1519208,1519208,4013022264,3053458330,3053458330,2343899010,435094,330292,330292,248664
33,1000,2003938,2003938,1520356,1520356,4022129042,3060133594,3060133594,2350614528,436704,330827,330827,252198
34,1000,2005006,2005006,1534935,1534935,4026509868,3091259851,3091259851,2395876589,436444,333974,333974,256614
35,1000,2002644,2002644,1517207,1517207,4016404606,3050464300,3050464300,2337923779,435246,329919,329919,251758
36,1000,2004118,2004118,1528784,1528784,4022974968,3077412931,3077412931,2376972924,436340,332293,332293,253648
37,1000,2003307,2003307,1522522,1522522,4019837975,3064156141,3064156141,2358496804,435942,332337,332337,253704
38,1000,2005136,2005136,1526002,1526002,4027022892,3073588780,3073588780,2368852204,437140,331926,331926,254466
39,1000,2000875,2000875,1513272,1513272,4010585669,3042394933,3042394933,2331319572,435472,328378,328378,250066
40,1000,2003667,2003667,1521113,1521113,4021546697,3062581111,3062581111,2356509677,434522,331493,331493,252344
41,1000,1999779,1999779,1515918,1515918,4005985473,3045964689,3045964689,2339404004,432608,328592,328592,249688
42,1000,2005416,2005416,1528552,1528552,4028353540,3079406929,3079406929,2376668778,436738,333749,333749,255598
43,1000,2003270,2003270,1527566,1527566,4019036002,3072988943,3072988943,2372169464,435250,332324,332324,253918
44,1000,1998704,1998704,1511318,1511318,4001305820,3034200533,3034200533,2323025924,433070,328541,328541,248898
45,1000,2000379,2000379,1520306,1520306,4007904839,3054844600,3054844600,2351029324,433950,331032,331032,253070
46,1000,2001665,2001665,1517895,1517895,4012956027,3051306257,3051306257,2342224345,434012,328480,328480,251152
47,1000,2001655,2001655,1521430,1521430,4012966043,3058446552,3058446552,2352502478,434770,330898,330898,251484
48,1000,2003035,2003035,1523703,1523703,4018832999,3065783953,3065783953,2361239113,434964,331627,331627,252764
49,1000,2005230,2005230,1528759,1528759,4027525774,3079233763,3079233763,2375603829,436264,331950,331950,253976
50,1000,2004106,2004106,1530101,1530101,4022497900,3079277701,3079277701,2379069785,435530,333416,333416,255394
51,1000,2002578,2002578,1525204,1525204,4016840492,3067716288,3067716288,2364907092,434510,331003,331003,254132
52,1000,2008747,2008747,1539658,1539658,4041146183,3105250506,3105250506,2407492312,437626,335606,335606,258912
53,1000,2002923,2002923,1522224,1522224,4018134189,3062136307,3062136307,2356353018,434266,332197,332197,252418
54,1000,2005469,2005469,1530554,1530554,4028661227,3083226787,3083226787,2380456250,436638,333120,333120,255334
55,1000,2002277,2002277,1523577,1523577,4015824461,3064050547,3064050547,2358734003,434882,330874,330874,252316
56,1000,1998574,1998574,1513935,1513935,4001024624,3039459653,3039459653,2331081143,433470,328662,328662,249742
57,1000,2005577,2005577,1525289,1525289,4029419193,3073655105,3073655105,2366863721,435196,332558,332558,252974
58,1000,2002358,2002358,1518010,1518010,4016629422,3054537819,3054537819,2347223360,437564,329854,329854,252310
59,1000,2003343,2003343,1523879,1523879,4020196605,3067173652,3067173652,2363450907,435852,331052,331052,252274
60,1000,2002660,2002660,1526360,1526360,4017088204,3069899204,3069899204,2367532362,436524,331938,331938,254716
61,1000,2009648,2009648,1537557,1537557,4044616638,3102190411,3102190411,2399962085,438382,335835,335835,258546
62,1000,2005567,2005567,1528647,1528647,4028636145,3078863229,3078863229,2374430687,436338,333208,333208,255480
63,1000,2001652,2001652,1520027,1520027,4013456110,3056521167,3056521167,2349819307,436188,329193,329193,250880
