batch,samples,sum_L1,sum_L2,sum_D1,sum_D2,sum_product_LL,sum_product_L1D2,sum_product_D1L2,sum_product_DD,sum_four_LL,sum_four_L1D2,sum_four_D1L2,sum_four_DD
45,1000,3553883,3553883,2350479,2350479,12642925807,8392944603,8392944603,5720335671,770962,509979,509979,342804
46,1000,3558237,3558237,2363556,2363556,12672653709,8444066845,8444066845,5749289556,773750,513435,513435,345686
47,1000,3563467,3563467,2390812,2390812,12710394441,8555849742,8555849742,5891918792,776116,520288,520288,353654
48,1000,3561020,3561020,2372276,2372276,12691766594,8480463134,8480463134,5794269426,774478,514537,514537,347944
49,1000,3560659,3560659,2355981,2355981,12689901857,8422635717,8422635717,5718609459,772774,510815,510815,343468
50,1000,3559861,3559861,2378924,2378924,12684524757,8505692830,8505692830,5839819662,775148,517704,517704,350464
51,1000,3556148,3556148,2361810,2361810,12656731366,8430194502,8430194502,5747238304,773684,513993,513993,345424
52,1000,3556639,3556639,2393566,2393566,12661347695,8546413742,8546413742,5891837688,774138,519804,519804,353910
53,1000,3558081,3558081,2372914,2372914,12671252999,8477841744,8477841744,5809578798,772948,515788,515788,348406
54,1000,3563545,3563545,2370779,2370779,12710090945,8480913825,8480913825,5787666875,774714,515607,515607,346194
55,1000,3556023,3556023,2376282,2376282,12657280919,8484311671,8484311671,5821779890,769918,516316,516316,348236
56,1000,3558142,3558142,2354992,2354992,12671945242,8415464292,8415464292,5723862970,772250,511648,511648,343100
57,1000,3560716,3560716,2373066,2373066,12690195002,8483927068,8483927068,5800320940,774158,515286,515286,347924
58,1000,3559622,3559622,2378020,2378020,12682528564,8500135704,8500135704,5832533288,772988,518288,518288,349990
59,1000,3562814,3562814,2381629,2381629,12705890630,8521881135,8521881135,5848787639,774844,517098,517098,349404
60,1000,3562346,3562346,2393470,2393470,12702432322,8561031853,8561031853,5899434582,773902,520137,520137,353688
61,1000,3555459,3555459,2348962,2348962,12652838199,8386400359,8386400359,5694147894,772094,509740,509740,340704
62,1000,3557740,3557740,2385633,2385633,12668937326,8521149661,8521149661,5863105467,773816,519077,519077,350338
63,1000,3560213,3560213,2363725,2363725,12687222903,8451128487,8451128487,5759675379,773504,513625,513625,342974
64,1000,3551576,3551576,2345162,2345162,12626098446,8365009209,8365009209,5675376610,769698,508151,508151,339638
65,1000,3565122,3565122,2385506,2385506,12722112034,8541052970,8541052970,5867676630,777386,519123,519123,351622
66,1000,3560334,3560334,2379156,2379156,12688085146,8506119313,8506119313,5834414086,773346,518501,518501,350686
67,1000,3557790,3557790,2377310,2377310,12669761412,8493515372,8493515372,5828559890,771960,516844,516844,350018
68,1000,3561732,3561732,2387127,2387127,12697994852,8538894871,8538894871,5876017447,775242,518805,518805,350700
69,1000,3558252,3558252,2359323,2359323,12673314416,8431133359,8431133359,5744953975,772338,513536,513536,345638
70,1000,3558063,3558063,2361063,2361063,12671571907,8436818145,8436818145,5754397745,774138,512927,512927,345244
71,1000,3558452,3558452,2363281,2363281,12674361580,8444359229,8444359229,5754521979,775296,513472,513472,345952
72,1000,3553401,3553401,2368431,2368431,12637909105,8450922103,8450922103,5786577143,770698,513094,513094,346642
73,1000,3561630,3561630,2385634,2385634,12696705900,8532069944,8532069944,5867263060,774504,518180,518180,350518
74,1000,3558431,3558431,2377218,2377218,12673625427,8492137588,8492137588,5815823488,772712,516731,516731,349046
75,1000,3560850,3560850,2387435,2387435,12692445832,8538797877,8538797877,5880791103,773492,519343,519343,353224
76,1000,3557483,3557483,2372471,2372471,12666137759,8471560184,8471560184,5790039223,771852,514891,514891,345884
77,1000,3560766,3560766,2375745,2375745,12690408860,8494659809,8494659809,5819081643,775688,517132,517132,349788
78,1000,3554639,3554639,2361562,2361562,12646689123,8428633883,8428633883,5753043896,770968,512374,512374,345106
79,1000,3560706,3560706,2385916,2385916,12689904068,8529882438,8529882438,5861674316,773836,518001,518001,352790
80,1000,3557892,3557892,2358150,2358150,12670289992,8424715361,8424715361,5734409284,771638,512289,512289,344170
81,1000,3560357,3560357,2374897,2374897,12687479143,8488320232,8488320232,5801514979,774306,515718,515718,348386
82,1000,3556856,3556856,2377474,2377474,12662906762,8490249583,8490249583,5818484346,772918,516118,516118,349162
83,1000,3559137,3559137,2373597,2373597,12679271509,8483732347,8483732347,5808733893,774914,516102,516102,347578
84,1000,3561738,3561738,2361642,2361642,12697932076,8448923233,8448923233,5762182630,774592,515376,515376,347542
85,1000,3558027,3558027,2366346,2366346,12672145535,8456771060,8456771060,5781582664,773702,514500,514500,345664
86,1000,3564768,3564768,2377742,2377742,12718996352,8510444948,8510444948,5825498464,777426,518194,518194,349858
87,1000,3557195,3557195,2370978,2370978,12664357003,8465246462,8465246462,5784348014,771868,514412,514412,345104
88,1000,3552555,3552555,2358464,2358464,12631861917,8412175540,8412175540,5738878974,770216,511140,511140,341706
89,1000,3559942,3559942,2380054,2380054,12684799064,8508413350,8508413350,5837941730,772634,517517,517517,349416
90,1000,3555961,3555961,2366174,2366174,12656538847,8448746443,8448746443,5769371724,772742,515023,515023,344730
91,1000,3560147,3560147,2366045,2366045,12687247877,8460855938,8460855938,5781462377,773776,516867,516867,346152
92,1000,3559710,3559710,2377138,2377138,12683239936,8498361924,8498361924,5834419730,776488,516682,516682,349368
93,1000,3561378,3561378,2375295,2375295,12695165046,8494913407,8494913407,5820227921,773832,518399,518399,350086
94,1000,3559254,3559254,2367699,2367699,12679025786,8458366167,8458366167,5772546567,772328,514188,514188,345126
95,1000,3563564,3563564,2389141,2389141,12710933172,8549359598,8549359598,5882508679,775528,521290,521290,353580
96,1000,3557683,3557683,2372055,2372055,12669238331,8476531016,8476531016,5814118503,772694,515272,515272,348256
97,1000,3558322,3558322,2384743,2384743,12673046068,8520452282,8520452282,5859130359,772278,519952,519952,350202
98,1000,3565305,3565305,2385537,2385537,12723866811,8544559687,8544559687,5879728135,776960,519316,519316,352274
99,1000,3557226,3557226,2371712,2371712,12665751640,8472932823,8472932823,5805736062,775370,515650,515650,349046
