batch,samples,sum_L1,sum_L2,sum_D1,sum_D2,sum_product_LL,sum_product_L1D2,sum_product_D1L2,sum_product_DD,sum_four_LL,sum_four_L1D2,sum_four_D1L2,sum_four_DD
0,1000,3562232,3562232,2382853,2382853,12700730108,8521456416,8521456416,5838195473,775928,518444,518444,348886
1,1000,3556897,3556897,2365285,2365285,12663392023,8448590867,8448590867,5774454193,772530,513822,513822,344038
2,1000,3554701,3554701,2355141,2355141,12647364705,8405447383,8405447383,5717917127,771344,510319,510319,340892
3,1000,3559179,3559179,2380653,2380653,12679339197,8506782617,8506782617,5832490285,773422,516631,516631,350054
4,1000,3555477,3555477,2367061,2367061,12652920263,8451281348,8451281348,5775580795,771758,514061,514061,346524
5,1000,3563411,3563411,2396201,2396201,12709806777,8574057011,8574057011,5914612767,773764,521276,521276,354740
6,1000,3555500,3555500,2360939,2360939,12652671310,8427468848,8427468848,5741165953,773006,512548,512548,343132
7,1000,3550380,3550380,2354252,2354252,12617537050,8395820978,8395820978,5725390908,769042,510524,510524,342762
8,1000,3560176,3560176,2366689,2366689,12686670936,8462620762,8462620762,5788666025,774628,515084,515084,345334
9,1000,3556466,3556466,2368780,2368780,12660549380,8460273374,8460273374,5793827920,771800,514345,514345,346320
10,1000,3560209,3560209,2384163,2384163,12686614131,8521513162,8521513162,5847446571,772396,516702,516702,349006
11,1000,3562271,3562271,2380501,2380501,12701472385,8513962737,8513962737,5838351059,774070,517705,517705,349252
12,1000,3557585,3557585,2378464,2378464,12667703837,8495016294,8495016294,5826152796,771640,517928,517928,349216
13,1000,3554881,3554881,2360501,2360501,12649084705,8426983433,8426983433,5748455919,768976,512340,512340,343354
14,1000,3555611,3555611,2361834,2361834,12653801969,8432811743,8432811743,5755909888,770592,513996,513996,344850
15,1000,3561543,3561543,2370909,2370909,12695806785,8479807841,8479807841,5805718721,774906,515593,515593,346140
16,1000,3553851,3553851,2350669,2350669,12642212983,8390999386,8390999386,5703156511,773152,510311,510311,340832
17,1000,3557819,3557819,2359587,2359587,12669476025,8430217184,8430217184,5748071805,770916,512375,512375,344690
18,1000,3553441,3553441,2346101,2346101,12638743707,8372796948,8372796948,5678518099,770528,508799,508799,340022
19,1000,3563945,3563945,2385626,2385626,12713412161,8537898095,8537898095,5870352824,772920,519351,519351,351036
20,1000,3556852,3556852,2359017,2359017,12662670972,8424682074,8424682074,5733305155,770424,512202,512202,343226
21,1000,3564930,3564930,2389627,2389627,12720171304,8553042851,8553042851,5883791557,774104,519594,519594,353436
22,1000,3562232,3562232,2378788,2378788,12701802880,8510627259,8510627259,5840248548,774978,518201,518201,350934
23,1000,3560872,3560872,2390474,2390474,12691670028,8548190731,8548190731,5894157894,773320,520638,520638,353684
24,1000,3558245,3558245,2373342,2373342,12673119113,8481481984,8481481984,5815218564,774488,516148,516148,349326
25,1000,3556044,3556044,2376028,2376028,12657042512,8483486700,8483486700,5812086164,771876,515232,515232,346890
26,1000,3559476,3559476,2372051,2372051,12682077196,8479610230,8479610230,5802120225,773232,517268,517268,347292
27,1000,3566444,3566444,2395203,2395203,12731000186,8574249036,8574249036,5893414509,778204,520799,520799,351380
28,1000,3561323,3561323,2391722,2391722,12695319315,8553435963,8553435963,5895750654,775734,521837,521837,352064
29,1000,3556248,3556248,2356994,2356994,12658569530,8417878447,8417878447,5733175054,772152,512566,512566,344592
30,1000,3558068,3558068,2375862,2375862,12670962274,8488208043,8488208043,5821932262,773116,515038,515038,347362
31,1000,3555173,3555173,2364998,2364998,12651066985,8443783416,8443783416,5771302300,770790,513879,513879,346660
32,1000,3563851,3563851,2391432,2391432,12712616899,8557363400,8557363400,5892107238,774942,519644,519644,351872
33,1000,3555971,3555971,2351450,2351450,12657080367,8398178914,8398178914,5708502740,771116,511888,511888,342006
34,1000,3552159,3552159,2348730,2348730,12629286665,8377714554,8377714554,5688022916,767336,508573,508573,339958
35,1000,3558593,3558593,2371870,2371870,12674921363,8474322946,8474322946,5795374316,772378,516669,516669,347448
36,1000,3558625,3558625,2382494,2382494,12675587951,8512488025,8512488025,5843981130,775498,517749,517749,348460
37,1000,3562617,3562617,2387890,2387890,12703107081,8539563186,8539563186,5868592312,775218,518895,518895,352220
38,1000,3551424,3551424,2346089,2346089,12625428098,8370402300,8370402300,5688437667,770274,508399,508399,338446
39,1000,3567164,3567164,2389625,2389625,12736374850,8558320719,8558320719,5884979863,776162,520181,520181,352612
40,1000,3559138,3559138,2355282,2355282,12679428060,8418995999,8418995999,5724406110,771608,512134,512134,342434
41,1000,3563155,3563155,2376908,2376908,12707802237,8503333395,8503333395,5813026156,774636,516963,516963,346276
42,1000,3551518,3551518,2349575,2349575,12624903148,8379787721,8379787721,5697375307,771514,509763,509763,339922
43,1000,3562223,3562223,2382606,2382606,12701574575,8522905059,8522905059,5846085474,773410,518277,518277,348904
44,1000,3567888,3567888,2387019,2387019,12741789734,8553624867,8553624867,5874701533,776996,519707,519707,351396
