batch,samples,sum_L1,sum_L2,sum_D1,sum_D2,sum_product_LL,sum_product_L1D2,sum_product_D1L2,sum_product_DD,sum_four_LL,sum_four_L1D2,sum_four_D1L2,sum_four_DD
0,1000,8008177,8008177,5023867,5023867,64158568011,40335301478,40335301478,25896797441,1739960,1090234,1090234,687646
1,1000,7997649,7997649,4949177,4949177,63990267395,39683648055,39683648055,25145038173,1733390,1074525,1074525,670630
2,1000,8003995,8003995,5013153,5013153,64091561999,40225799428,40225799428,25765554323,1739746,1089597,1089597,685936
3,1000,8005037,8005037,4981490,4981490,64106788873,39972389797,39972389797,25484130976,1739736,1082481,1082481,679758
4,1000,8003883,8003883,4953809,4953809,64088212079,39745794185,39745794185,25184311021,1734354,1075803,1075803,669786
5,1000,8006424,8006424,5011973,5011973,64129098218,40218823565,40218823565,25739248829,1740214,1088847,1088847,687160
6,1000,8003534,8003534,4985810,4985810,64084382856,40008175988,40008175988,25518660874,1740218,1083613,1083613,683834
7,1000,8003759,8003759,4993846,4993846,64086354393,40064611646,40064611646,25621548566,1738446,1084014,1084014,684618
8,1000,8003595,8003595,4994123,4994123,64082102045,40059181911,40059181911,25562392393,1741374,1083566,1083566,680320
9,1000,8003537,8003537,4992890,4992890,64083419599,40055997735,40055997735,25568174920,1737376,1083430,1083430,681864
10,1000,8001483,8001483,4987583,4987583,64049256197,40001354814,40001354814,25534724137,1741972,1084207,1084207,682182
11,1000,8007803,8007803,5020109,5020109,64151629037,40298602376,40298602376,25853759849,1732760,1090897,1090897,690940
12,1000,8002350,8002350,4962217,4962217,64063469016,39803969147,39803969147,25257561967,1736872,1075157,1075157,672046
13,1000,8001472,8001472,4984208,4984208,64050431964,39975417175,39975417175,25503127076,1734256,1081243,1081243,679052
14,1000,8003893,8003893,4977181,4977181,64087322179,39935485396,39935485396,25473721051,1735372,1081149,1081149,677882
15,1000,8003076,8003076,4963047,4963047,64075979524,39817348007,39817348007,25312821357,1739068,1079062,1079062,677362
16,1000,7994073,7994073,4931193,4931193,63932115771,39522028298,39522028298,25011766853,1732376,1071628,1071628,667590
17,1000,8007328,8007328,4971967,4971967,64144511778,39913096836,39913096836,25373994955,1737548,1081731,1081731,677652
18,1000,7998678,7998678,4976535,4976535,64007272686,39906834910,39906834910,25440857947,1734406,1083052,1083052,682300
19,1000,8003263,8003263,4980752,4980752,64078131443,39957270317,39957270317,25466163910,1736546,1082451,1082451,678618
20,1000,8001835,8001835,4960413,4960413,64057103673,39800414497,39800414497,25313506415,1737852,1077511,1077511,671820
21,1000,7999878,7999878,4986807,4986807,64027441698,39998041398,39998041398,25547857563,1738146,1083204,1083204,682472
22,1000,7996712,7996712,4948036,4948036,63972322994,39662608283,39662608283,25141235796,1731968,1073805,1073805,669528
23,1000,8012068,8012068,5013725,5013725,64220144740,40270252452,40270252452,25797885765,1743990,1091692,1091692,688580
24,1000,8004989,8004989,5008128,5008128,64107627855,40189967052,40189967052,25745594852,1737398,1086402,1086402,686468
25,1000,8011226,8011226,4989218,4989218,64208062416,40077093553,40077093553,25607405528,1740846,1085587,1085587,683426
26,1000,8000243,8000243,4957334,4957334,64030185541,39761057663,39761057663,25268661950,1732932,1076857,1076857,674840
27,1000,8003181,8003181,4933151,4933151,64077578767,39574824677,39574824677,24971073255,1738666,1071971,1071971,665462
28,1000,8007563,8007563,5008081,5008081,64150490101,40209269944,40209269944,25781489785,1741962,1088723,1088723,691050
29,1000,8008227,8008227,4988753,4988753,64159127055,40048371268,40048371268,25524912895,1738566,1085866,1085866,678592
30,1000,8001639,8001639,4971854,4971854,64053464551,39885347092,39885347092,25395695308,1735768,1077513,1077513,673852
31,1000,8008962,8008962,5019662,5019662,64169691846,40300981559,40300981559,25844098134,1741936,1091036,1091036,691370
32,1000,8002620,8002620,4975159,4975159,64070157396,39921334385,39921334385,25450526393,1738764,1080829,1080829,679634
33,1000,8005569,8005569,5003201,5003201,64113980627,40142179699,40142179699,25670416093,1739296,1087712,1087712,685864
34,1000,8001447,8001447,4989899,4989899,64049775173,40023631410,40023631410,25561532085,1736810,1082902,1082902,679656
35,1000,8001039,8001039,4949143,4949143,64046038333,39705588749,39705588749,25221901595,1735416,1076907,1076907,671996
36,1000,8005449,8005449,4994867,4994867,64114997055,40085951509,40085951509,25606351829,1739076,1086180,1086180,679840
37,1000,8009177,8009177,5006923,5006923,64174737047,40204818659,40204818659,25762554095,1741712,1089803,1089803,690982
38,1000,8003343,8003343,4982465,4982465,64080367813,39971938477,39971938477,25462889649,1740436,1082494,1082494,677766
39,1000,8002191,8002191,4986290,4986290,64063207063,40009120934,40009120934,25562635042,1740562,1083424,1083424,684748
40,1000,8007139,8007139,4987743,4987743,64139939631,40035322441,40035322441,25561176377,1738248,1083196,1083196,680052
41,1000,8001001,8001001,4942126,4942126,64043903879,39638391858,39638391858,25086595106,1737764,1072778,1072778,668652
42,1000,8003634,8003634,4978215,4978215,64085311292,39941847629,39941847629,25446102709,1739148,1083537,1083537,679480
43,1000,7996506,7996506,4948718,4948718,63971151372,39674365939,39674365939,25168683998,1733704,1073319,1073319,670576
44,1000,8006122,8006122,4990451,4990451,64124979528,40053921609,40053921609,25596005687,1739242,1083373,1083373,680024
45,1000,7995008,7995008,4944763,4944763,63948094648,39636074554,39636074554,25112832405,1735456,1071800,1071800,669280
46,1000,8002699,8002699,4946325,4946325,64070512631,39685280228,39685280228,25143206491,1737066,1074802,1074802,669562
47,1000,8007058,8007058,4985213,4985213,64140417360,40017433175,40017433175,25527383345,1739748,1081562,1081562,683508
48,1000,8006508,8006508,5010432,5010432,64132292748,40218883360,40218883360,25769894330,1739900,1087642,1087642,685512
49,1000,8000630,8000630,4973955,4973955,64037899322,39900326538,39900326538,25424832791,1735836,1079570,1079570,677782
50,1000,8009525,8009525,5006397,5006397,64179135725,40196546804,40196546804,25722803797,1741414,1089880,1089880,688470
51,1000,8002839,8002839,4970606,4970606,64071178521,39870205454,39870205454,25335045904,1737788,1081036,1081036,677810
52,1000,8006902,8006902,4994748,4994748,64139742594,40103048575,40103048575,25654181682,1739400,1087574,1087574,685382
53,1000,8003792,8003792,4966446,4966446,64086303110,39843372256,39843372256,25314129268,1736828,1079328,1079328,673794
54,1000,8009565,8009565,4998822,4998822,64180865649,40143585350,40143585350,25703508870,1738798,1088103,1088103,686828
55,1000,8008416,8008416,4961945,4961945,64163228470,39847419775,39847419775,25328556235,1742936,1078381,1078381,676114
56,1000,7999768,7999768,4956630,4956630,64023619332,39750548939,39750548939,25228469526,1736128,1074475,1074475,672230
57,1000,8004775,8004775,4967540,4967540,64102197333,39860816804,39860816804,25333839194,1735744,1080092,1080092,675892
58,1000,8000585,8000585,4933696,4933696,64037305315,39579436888,39579436888,25050313640,1737418,1071362,1071362,665190
59,1000,7998031,7998031,4983996,4983996,63996720357,39965223402,39965223402,25517535598,1734942,1083650,1083650,684874
60,1000,8006412,8006412,4995269,4995269,64127060210,40084101126,40084101126,25588948069,1738078,1085267,1085267,682960
61,1000,7996430,7996430,4972374,4972374,63970606710,39863928141,39863928141,25381369728,1732996,1077821,1077821,676366
62,1000,8011059,8011059,5003498,5003498,64203720911,40181066306,40181066306,25680811246,1741126,1085829,1085829,684266
63,1000,7997491,7997491,4967240,4967240,63987631869,39827446079,39827446079,25336135722,1734352,1078609,1078609,673820
64,1000,8005541,8005541,4957872,4957872,64114577585,39785300182,39785300182,25241273458,1737516,1077509,1077509,670684
65,1000,8001878,8001878,4988298,4988298,64058088432,40018119070,40018119070,25556647062,1735340,1084839,1084839,681810
66,1000,8005080,8005080,4990294,4990294,64107425000,40042340017,40042340017,25536032218,1741012,1082911,1082911,680828
67,1000,7997452,7997452,4944677,4944677,63985984832,39639651766,39639651766,25095915635,1733520,1073691,1073691,668190
68,1000,8002297,8002297,4954132,4954132,64063621211,39743556044,39743556044,25209070160,1738922,1075686,1075686,674012
69,1000,7999387,7999387,4988185,4988185,64016415361,39999270591,39999270591,25533378225,1734590,1082199,1082199,681538
70,1000,7994887,7994887,4948782,4948782,63944228483,39657959259,39657959259,25108146644,1734606,1071901,1071901,667560
71,1000,8006885,8006885,4987663,4987663,64136616587,40033055104,40033055104,25517414113,1738926,1083597,1083597,679888
72,1000,8003141,8003141,4992852,4992852,64078742201,40061298011,40061298011,25603301398,1741428,1085668,1085668,685592
