batch,samples,sum_L1,sum_L2,sum_D1,sum_D2,sum_product_LL,sum_product_L1D2,sum_product_D1L2,sum_product_DD,sum_four_LL,sum_four_L1D2,sum_four_D1L2,sum_four_DD
73,1000,8001006,8001006,4990922,4990922,64042847184,40031193730,40031193730,25553908742,1736068,1084630,1084630,683062
74,1000,8005017,8005017,4944386,4944386,64107655809,39681673694,39681673694,25109619200,1737240,1075746,1075746,669362
75,1000,7994635,7994635,4962155,4962155,63938594969,39759939337,39759939337,25250113031,1736718,1077879,1077879,676668
76,1000,7995141,7995141,4957677,4957677,63949466691,39735480198,39735480198,25244137025,1733006,1074328,1074328,672686
77,1000,7999281,7999281,4979947,4979947,64013568487,39928999850,39928999850,25452494849,1736832,1082488,1082488,681360
78,1000,8002998,8002998,4964861,4964861,64077766604,39839173762,39839173762,25321752707,1740062,1077340,1077340,675310
79,1000,7995442,7995442,4974381,4974381,63952462128,39866954940,39866954940,25386434965,1737288,1079390,1079390,679374
80,1000,8007411,8007411,4991400,4991400,64145747841,40071226109,40071226109,25606566606,1738716,1083983,1083983,682320
81,1000,8007582,8007582,4977974,4977974,64149093014,39959161968,39959161968,25420106660,1737666,1082746,1082746,676576
82,1000,8004526,8004526,4969123,4969123,64099792520,39872653061,39872653061,25356033281,1736002,1080416,1080416,676596
83,1000,8006855,8006855,5003246,5003246,64136644215,40159829210,40159829210,25733098248,1737108,1086944,1086944,685798
84,1000,7998781,7998781,4993017,4993017,64006775257,40034068594,40034068594,25572221067,1735072,1085010,1085010,684544
85,1000,8015163,8015163,5013067,5013067,64269357363,40278046503,40278046503,25785079443,1741322,1089249,1089249,687096
86,1000,8007631,8007631,4978907,4978907,64150174229,39975480922,39975480922,25501452863,1738592,1081910,1081910,678444
87,1000,8011727,8011727,5029737,5029737,64213687907,40393048162,40393048162,25925319609,1740702,1095482,1095482,692256
88,1000,8014792,8014792,5013160,5013160,64264799670,40289614573,40289614573,25866466272,1744354,1091560,1091560,694396
89,1000,8007556,8007556,5003584,5003584,64148378154,40166848092,40166848092,25731202518,1738746,1086871,1086871,686478
90,1000,8004646,8004646,4993194,4993194,64099756424,40060862923,40060862923,25583684096,1737698,1086026,1086026,684502
91,1000,7999969,7999969,4950540,4950540,64027166211,39706402129,39706402129,25181913562,1736536,1071967,1071967,671160
92,1000,8011067,8011067,5008893,5008893,64203123907,40219291085,40219291085,25721182881,1743978,1087576,1087576,686152
93,1000,8008948,8008948,5006745,5006745,64170662480,40203765155,40203765155,25768453335,1741378,1090241,1090241,688066
94,1000,8009168,8009168,5017436,5017436,64174478496,40285469396,40285469396,25830739384,1740076,1089066,1089066,689100
95,1000,8001711,8001711,4995963,4995963,64054713345,40073560284,40073560284,25601484695,1738786,1085801,1085801,684134
96,1000,8002964,8002964,4981703,4981703,64075235402,39970158108,39970158108,25488058947,1737762,1084357,1084357,679950
97,1000,8001327,8001327,4947833,4947833,64048916171,39689257576,39689257576,25143855191,1735220,1075626,1075626,670578
98,1000,8004567,8004567,4960449,4960449,64100187193,39808457820,39808457820,25293686585,1737442,1077166,1077166,671586
99,1000,7998125,7998125,4995399,4995399,63996534295,40054616373,40054616373,25635535089,1735318,1084992,1084992,684376
