n,batch,samples,p_ref,channel,a1,b1,a2,b2,first_primal_sum,first_matching_sum,second_primal_sum,second_matching_sum
65,0,10000,0.59274605078999998,cross,8,1,7,4,3161,3121,3217,3148
65,0,10000,0.59274605078999998,both,8,1,7,4,3575,3535,3573,3504
65,0,10000,0.59274605078999998,either,8,1,7,4,6879,6839,6852,6783
65,0,10000,0.59274605078999998,direction_0,8,1,7,4,5259,5219,5235,5166
65,0,10000,0.59274605078999998,direction_1,8,1,7,4,5195,5155,5190,5121
65,1,10000,0.59274605078999998,cross,8,1,7,4,3104,3182,3154,3244
65,1,10000,0.59274605078999998,both,8,1,7,4,3488,3566,3505,3595
65,1,10000,0.59274605078999998,either,8,1,7,4,6818,6896,6756,6846
65,1,10000,0.59274605078999998,direction_0,8,1,7,4,5134,5212,5121,5211
65,1,10000,0.59274605078999998,direction_1,8,1,7,4,5172,5250,5140,5230
65,2,10000,0.59274605078999998,cross,8,1,7,4,3141,3141,3180,3176
65,2,10000,0.59274605078999998,both,8,1,7,4,3528,3528,3536,3532
65,2,10000,0.59274605078999998,either,8,1,7,4,6859,6859,6824,6820
65,2,10000,0.59274605078999998,direction_0,8,1,7,4,5228,5228,5205,5201
65,2,10000,0.59274605078999998,direction_1,8,1,7,4,5159,5159,5155,5151
65,3,10000,0.59274605078999998,cross,8,1,7,4,3073,3153,3103,3147
65,3,10000,0.59274605078999998,both,8,1,7,4,3475,3555,3438,3482
65,3,10000,0.59274605078999998,either,8,1,7,4,6847,6927,6853,6897
65,3,10000,0.59274605078999998,direction_0,8,1,7,4,5217,5297,5134,5178
65,3,10000,0.59274605078999998,direction_1,8,1,7,4,5105,5185,5157,5201
65,4,10000,0.59274605078999998,cross,8,1,7,4,3124,3133,3091,3115
65,4,10000,0.59274605078999998,both,8,1,7,4,3516,3525,3450,3474
65,4,10000,0.59274605078999998,either,8,1,7,4,6867,6876,6885,6909
65,4,10000,0.59274605078999998,direction_0,8,1,7,4,5219,5228,5199,5223
65,4,10000,0.59274605078999998,direction_1,8,1,7,4,5164,5173,5136,5160
65,5,10000,0.59274605078999998,cross,8,1,7,4,2984,3175,3124,3124
65,5,10000,0.59274605078999998,both,8,1,7,4,3357,3548,3519,3519
65,5,10000,0.59274605078999998,either,8,1,7,4,6825,7016,6876,6876
65,5,10000,0.59274605078999998,direction_0,8,1,7,4,5090,5281,5188,5188
65,5,10000,0.59274605078999998,direction_1,8,1,7,4,5092,5283,5207,5207
65,6,10000,0.59274605078999998,cross,8,1,7,4,3054,3162,3073,3241
65,6,10000,0.59274605078999998,both,8,1,7,4,3433,3541,3440,3608
65,6,10000,0.59274605078999998,either,8,1,7,4,6838,6946,6759,6927
65,6,10000,0.59274605078999998,direction_0,8,1,7,4,5145,5253,5098,5266
65,6,10000,0.59274605078999998,direction_1,8,1,7,4,5126,5234,5101,5269
65,7,10000,0.59274605078999998,cross,8,1,7,4,3086,3188,3139,3175
65,7,10000,0.59274605078999998,both,8,1,7,4,3456,3558,3513,3549
65,7,10000,0.59274605078999998,either,8,1,7,4,6812,6914,6825,6861
65,7,10000,0.59274605078999998,direction_0,8,1,7,4,5079,5181,5164,5200
65,7,10000,0.59274605078999998,direction_1,8,1,7,4,5189,5291,5174,5210
65,8,10000,0.59274605078999998,cross,8,1,7,4,3127,3255,3120,3086
65,8,10000,0.59274605078999998,both,8,1,7,4,3483,3611,3473,3439
65,8,10000,0.59274605078999998,either,8,1,7,4,6745,6873,6914,6880
65,8,10000,0.59274605078999998,direction_0,8,1,7,4,5105,5233,5221,5187
65,8,10000,0.59274605078999998,direction_1,8,1,7,4,5123,5251,5166,5132
65,9,10000,0.59274605078999998,cross,8,1,7,4,3164,3173,3147,3186
65,9,10000,0.59274605078999998,both,8,1,7,4,3535,3544,3529,3568
65,9,10000,0.59274605078999998,either,8,1,7,4,6827,6836,6814,6853
