N,source,mbar_prime,slope_scale,rho_I,rho_T,I_S,I_Du,T_D,T_Su,S_scaled,Dp_scaled,D_scaled,Sp_scaled
65,n65.hist.csv+n85.hist.csv+n130.hist.csv+n170.hist.csv,8.379157434039005,1.75128908780207,1.6367395054208633,3.1114941979175796,-0.009174223586454637,-0.015015814175514182,0.36806637667352454,1.1452363954682179,-0.009174223586454637,-0.026297031510041622,0.36806637667352454,2.005640002337266
85,n65.hist.csv+n85.hist.csv+n130.hist.csv+n170.hist.csv,9.256815842345809,1.7495627626834394,1.3109019740466763,3.4886923315001055,-0.009238900892763652,-0.012111293418345473,0.3454934282122455,1.205320273587743,-0.009238900892763652,-0.02118946797267026,0.3454934282122455,2.1087834677765307
130,n65.hist.csv+n85.hist.csv+n130.hist.csv+n170.hist.csv,10.842491563759225,1.7474322063690324,1.1592204570344025,3.524190099892498,-0.00868496237151534,-0.010067786049634599,0.3947530776277984,1.3911848880779818,-0.00868496237151534,-0.01759277358996435,0.3947530776277984,2.431001278441363
170,n65.hist.csv+n85.hist.csv+n130.hist.csv+n170.hist.csv,11.981814832961861,1.746241311192006,0.872383532046193,2.9088642651854517,-0.009055590658351575,-0.007899948163297256,0.5550539473144346,1.614576592593087,-0.009055590658351575,-0.013795215839025082,0.5550539473144346,2.819440346069674
185,n185.hist.csv,12.36712157410278,1.7461406868500218,1.4217953447855456,5.264695074695384,-0.009549018390697469,-0.013576749895165224,0.28061965975173864,1.4773769405576729,-0.009549018390697469,-0.023706915387134764,0.28061965975173864,2.579707985721759
265,n265.hist.csv,14.143188983908548,1.7451394728025444,1.2015748123779266,5.123014972046422,-0.010807660431042037,-0.012986212554673677,0.3197224855785104,1.6379430805186053,-0.010807660431042037,-0.022662752131365007,0.3197224855785104,2.8584391240168143
