batch,samples,sum_L1,sum_L2,sum_D1,sum_D2,sum_product_LL,sum_product_L1D2,sum_product_D1L2,sum_product_DD,sum_four_LL,sum_four_L1D2,sum_four_D1L2,sum_four_DD
0,10,2256,2256,1855,1855,516182,426405,426405,357273,478,387,387,346
1,10,2308,2308,1973,1973,539300,467441,467441,419349,556,482,482,388
2,10,2119,2119,1633,1633,454807,354321,354321,282399,454,353,353,242
3,10,2267,2267,1828,1828,523997,432073,432073,369004,482,407,407,362
