label,n,m00,m01,m10,m11,radius,batch,counter_first,counter_last_exclusive,samples,sum_score_t,sum_score_lambda,sum_score_t2,sum_score_lambda2,sum_score_cross,sum_global_twice,global_twice_score_t,global_twice_score_lambda,sum_epsilon_sign,epsilon_sign_score_t,epsilon_sign_score_lambda,sum_local_twice,local_twice_score_t,local_twice_score_lambda
N260_16_2,260,16,-2,2,16,2,30,15500006000,15500006200,200,-128,176,232672,228960,-352,12,2868,1252,-12,1600,1168,-3,-24,-32
N260_16_2,260,16,-2,2,16,4,30,15500006000,15500006200,200,-128,176,232672,228960,-352,12,2868,1252,-12,1600,1168,-1,-72,64
N260_16_2,260,16,-2,2,16,8,30,15500006000,15500006200,200,-128,176,232672,228960,-352,12,2868,1252,-12,1600,1168,0,32,40
N340_18_4,340,18,-4,4,18,2,30,15500006000,15500006200,200,4,12,291152,271504,-32624,3,3096,1376,-12,1696,944,0,-24,96
N340_18_4,340,18,-4,4,18,4,30,15500006000,15500006200,200,4,12,291152,271504,-32624,3,3096,1376,-12,1696,944,1,88,8
N340_18_4,340,18,-4,4,18,8,30,15500006000,15500006200,200,4,12,291152,271504,-32624,3,3096,1376,-12,1696,944,2,20,100
N260_16_2,260,16,-2,2,16,2,31,15500006200,15500006400,200,-852,1020,226512,213776,6064,6,1876,2300,4,528,-512,2,-64,16
N260_16_2,260,16,-2,2,16,4,31,15500006200,15500006400,200,-852,1020,226512,213776,6064,6,1876,2300,4,528,-512,2,-32,48
N260_16_2,260,16,-2,2,16,8,31,15500006200,15500006400,200,-852,1020,226512,213776,6064,6,1876,2300,4,528,-512,-4,152,-56
N340_18_4,340,18,-4,4,18,2,31,15500006200,15500006400,200,-752,992,260928,285440,17248,2,2504,2240,4,152,136,1,-88,-40
N340_18_4,340,18,-4,4,18,4,31,15500006200,15500006400,200,-752,992,260928,285440,17248,2,2504,2240,4,152,136,0,120,88
N340_18_4,340,18,-4,4,18,8,31,15500006200,15500006400,200,-752,992,260928,285440,17248,2,2504,2240,4,152,136,-6,-48,-16
N260_16_2,260,16,-2,2,16,2,32,15500006400,15500006600,200,524,-388,228048,212688,28944,16,3076,2484,24,1784,1144,3,-40,32
N260_16_2,260,16,-2,2,16,4,32,15500006400,15500006600,200,524,-388,228048,212688,28944,16,3076,2484,24,1784,1144,-1,-4,212
N260_16_2,260,16,-2,2,16,8,32,15500006400,15500006600,200,524,-388,228048,212688,28944,16,3076,2484,24,1784,1144,-1,36,-116
N340_18_4,340,18,-4,4,18,2,32,15500006400,15500006600,200,164,4,295024,242928,42800,4,3692,2196,24,1944,792,4,52,-132
N340_18_4,340,18,-4,4,18,4,32,15500006400,15500006600,200,164,4,295024,242928,42800,4,3692,2196,24,1944,792,0,108,-36
N340_18_4,340,18,-4,4,18,8,32,15500006400,15500006600,200,164,4,295024,242928,42800,4,3692,2196,24,1944,792,-6,-180,84
N260_16_2,260,16,-2,2,16,2,33,15500006600,15500006800,200,132,-452,206768,222512,-4592,-6,2664,1584,-20,-136,664,1,52,44
N260_16_2,260,16,-2,2,16,4,33,15500006600,15500006800,200,132,-452,206768,222512,-4592,-6,2664,1584,-20,-136,664,1,64,16
N260_16_2,260,16,-2,2,16,8,33,15500006600,15500006800,200,132,-452,206768,222512,-4592,-6,2664,1584,-20,-136,664,1,92,44
N340_18_4,340,18,-4,4,18,2,33,15500006600,15500006800,200,152,-104,279040,247424,22528,-4,2768,1896,-20,0,1136,2,-40,24
N340_18_4,340,18,-4,4,18,4,33,15500006600,15500006800,200,152,-104,279040,247424,22528,-4,2768,1896,-20,0,1136,2,-68,196
N340_18_4,340,18,-4,4,18,8,33,15500006600,15500006800,200,152,-104,279040,247424,22528,-4,2768,1896,-20,0,1136,-1,-16,0
N260_16_2,260,16,-2,2,16,2,34,15500006800,15500007000,200,-8,8,214112,219488,-32160,6,1980,1468,0,1192,-376,1,-36,44
N260_16_2,260,16,-2,2,16,4,34,15500006800,15500007000,200,-8,8,214112,219488,-32160,6,1980,1468,0,1192,-376,-3,8,200
N260_16_2,260,16,-2,2,16,8,34,15500006800,15500007000,200,-8,8,214112,219488,-32160,6,1980,1468,0,1192,-376,2,-40,264
N340_18_4,340,18,-4,4,18,2,34,15500006800,15500007000,200,-172,204,248208,341584,-30000,3,1560,2632,0,1328,-704,-3,-20,12
N340_18_4,340,18,-4,4,18,4,34,15500006800,15500007000,200,-172,204,248208,341584,-30000,3,1560,2632,0,1328,-704,-3,-44,68
N340_18_4,340,18,-4,4,18,8,34,15500006800,15500007000,200,-172,204,248208,341584,-30000,3,1560,2632,0,1328,-704,0,-16,16
N260_16_2,260,16,-2,2,16,2,35,15500007000,15500007200,200,104,920,184000,222464,-8928,2,2144,1240,-10,832,-224,-3,-16,-24
N260_16_2,260,16,-2,2,16,4,35,15500007000,15500007200,200,104,920,184000,222464,-8928,2,2144,1240,-10,832,-224,-2,24,-16
N260_16_2,260,16,-2,2,16,8,35,15500007000,15500007200,200,104,920,184000,222464,-8928,2,2144,1240,-10,832,-224,-4,104,-48
N340_18_4,340,18,-4,4,18,2,35,15500007000,15500007200,200,60,604,274000,255888,-21328,9,2616,1872,-10,1080,-72,2,12,20
N340_18_4,340,18,-4,4,18,4,35,15500007000,15500007200,200,60,604,274000,255888,-21328,9,2616,1872,-10,1080,-72,4,160,8
N340_18_4,340,18,-4,4,18,8,35,15500007000,15500007200,200,60,604,274000,255888,-21328,9,2616,1872,-10,1080,-72,-1,52,-60
N260_16_2,260,16,-2,2,16,2,36,15500007200,15500007400,200,-364,-900,247984,217648,-28272,-13,2540,1740,-26,1656,1304,-5,148,-108
N260_16_2,260,16,-2,2,16,4,36,15500007200,15500007400,200,-364,-900,247984,217648,-28272,-13,2540,1740,-26,1656,1304,-1,64,8
N260_16_2,260,16,-2,2,16,8,36,15500007200,15500007400,200,-364,-900,247984,217648,-28272,-13,2540,1740,-26,1656,1304,0,112,-128
N340_18_4,340,18,-4,4,18,2,36,15500007200,15500007400,200,-632,-664,323008,293376,-1056,-17,2744,1976,-26,1672,1864,1,-64,104
N340_18_4,340,18,-4,4,18,4,36,15500007200,15500007400,200,-632,-664,323008,293376,-1056,-17,2744,1976,-26,1672,1864,-3,-132,100
N340_18_4,340,18,-4,4,18,8,36,15500007200,15500007400,200,-632,-664,323008,293376,-1056,-17,2744,1976,-26,1672,1864,3,-20,36
N260_16_2,260,16,-2,2,16,2,37,15500007400,15500007600,200,-456,376,204096,195520,-5376,12,2292,1388,-10,392,-1128,3,0,-64
N260_16_2,260,16,-2,2,16,4,37,15500007400,15500007600,200,-456,376,204096,195520,-5376,12,2292,1388,-10,392,-1128,-1,40,-56
N260_16_2,260,16,-2,2,16,8,37,15500007400,15500007600,200,-456,376,204096,195520,-5376,12,2292,1388,-10,392,-1128,-3,-4,-60
N340_18_4,340,18,-4,4,18,2,37,15500007400,15500007600,200,-188,244,274672,260656,-23664,-3,3296,1544,-10,112,-1072,-2,8,-32
N340_18_4,340,18,-4,4,18,4,37,15500007400,15500007600,200,-188,244,274672,260656,-23664,-3,3296,1544,-10,112,-1072,5,68,-20
N340_18_4,340,18,-4,4,18,8,37,15500007400,15500007600,200,-188,244,274672,260656,-23664,-3,3296,1544,-10,112,-1072,-1,-68,-36
N260_16_2,260,16,-2,2,16,2,38,15500007600,15500007800,200,-464,80,225216,191232,-15520,-11,2320,1440,16,848,208,0,72,24
N260_16_2,260,16,-2,2,16,4,38,15500007600,15500007800,200,-464,80,225216,191232,-15520,-11,2320,1440,16,848,208,2,148,36
N260_16_2,260,16,-2,2,16,8,38,15500007600,15500007800,200,-464,80,225216,191232,-15520,-11,2320,1440,16,848,208,-1,56,-24
N340_18_4,340,18,-4,4,18,2,38,15500007600,15500007800,200,-344,-56,295232,272704,-1408,-1,2784,1344,16,992,1008,-2,48,24
N340_18_4,340,18,-4,4,18,4,38,15500007600,15500007800,200,-344,-56,295232,272704,-1408,-1,2784,1344,16,992,1008,2,-84,-12
N340_18_4,340,18,-4,4,18,8,38,15500007600,15500007800,200,-344,-56,295232,272704,-1408,-1,2784,1344,16,992,1008,-5,28,-20
N260_16_2,260,16,-2,2,16,2,39,15500007800,15500008000,200,148,-740,214256,249712,-29104,-2,2292,1516,-34,1088,-160,-5,-140,20
N260_16_2,260,16,-2,2,16,4,39,15500007800,15500008000,200,148,-740,214256,249712,-29104,-2,2292,1516,-34,1088,-160,3,48,-16
N260_16_2,260,16,-2,2,16,8,39,15500007800,15500008000,200,148,-740,214256,249712,-29104,-2,2292,1516,-34,1088,-160,-3,72,-40
N340_18_4,340,18,-4,4,18,2,39,15500007800,15500008000,200,512,-440,273760,294816,-14944,-25,2732,2404,-34,744,-56,4,4,140
N340_18_4,340,18,-4,4,18,4,39,15500007800,15500008000,200,512,-440,273760,294816,-14944,-25,2732,2404,-34,744,-56,3,-44,76
N340_18_4,340,18,-4,4,18,8,39,15500007800,15500008000,200,512,-440,273760,294816,-14944,-25,2732,2404,-34,744,-56,-4,-188,-28
N260_16_2,260,16,-2,2,16,2,40,15500008000,15500008200,200,-180,-188,181424,235824,24144,2,2516,2156,-30,632,456,3,20,-36
N260_16_2,260,16,-2,2,16,4,40,15500008000,15500008200,200,-180,-188,181424,235824,24144,2,2516,2156,-30,632,456,-1,-52,20
N260_16_2,260,16,-2,2,16,8,40,15500008000,15500008200,200,-180,-188,181424,235824,24144,2,2516,2156,-30,632,456,5,64,-120
N340_18_4,340,18,-4,4,18,2,40,15500008000,15500008200,200,-492,140,261488,325296,32432,7,3416,2392,-30,1136,256,-3,0,-96
N340_18_4,340,18,-4,4,18,4,40,15500008000,15500008200,200,-492,140,261488,325296,32432,7,3416,2392,-30,1136,256,-2,-76,12
N340_18_4,340,18,-4,4,18,8,40,15500008000,15500008200,200,-492,140,261488,325296,32432,7,3416,2392,-30,1136,256,0,0,0
N260_16_2,260,16,-2,2,16,2,41,15500008200,15500008400,200,-348,100,224432,254768,13744,10,2932,2460,-22,80,-512,0,-8,-8
N260_16_2,260,16,-2,2,16,4,41,15500008200,15500008400,200,-348,100,224432,254768,13744,10,2932,2460,-22,80,-512,0,-28,52
N260_16_2,260,16,-2,2,16,8,41,15500008200,15500008400,200,-348,100,224432,254768,13744,10,2932,2460,-22,80,-512,1,76,-68
N340_18_4,340,18,-4,4,18,2,41,15500008200,15500008400,200,-464,-376,289440,288160,32960,2,3288,1360,-22,136,-1416,4,152,-80
N340_18_4,340,18,-4,4,18,4,41,15500008200,15500008400,200,-464,-376,289440,288160,32960,2,3288,1360,-22,136,-1416,3,-44,12
N340_18_4,340,18,-4,4,18,8,41,15500008200,15500008400,200,-464,-376,289440,288160,32960,2,3288,1360,-22,136,-1416,-1,52,-36
N260_16_2,260,16,-2,2,16,2,42,15500008400,15500008600,200,212,-124,199888,214544,-3664,10,2376,1432,22,968,568,1,-12,-4
N260_16_2,260,16,-2,2,16,4,42,15500008400,15500008600,200,212,-124,199888,214544,-3664,10,2376,1432,22,968,568,-2,4,92
N260_16_2,260,16,-2,2,16,8,42,15500008400,15500008600,200,212,-124,199888,214544,-3664,10,2376,1432,22,968,568,2,0,-8
N340_18_4,340,18,-4,4,18,2,42,15500008400,15500008600,200,180,-140,266192,289616,-2480,6,2468,2044,22,1712,-1104,0,72,-40
N340_18_4,340,18,-4,4,18,4,42,15500008400,15500008600,200,180,-140,266192,289616,-2480,6,2468,2044,22,1712,-1104,0,-20,52
N340_18_4,340,18,-4,4,18,8,42,15500008400,15500008600,200,180,-140,266192,289616,-2480,6,2468,2044,22,1712,-1104,-4,-32,-88
N260_16_2,260,16,-2,2,16,2,43,15500008600,15500008800,200,100,-196,261968,217744,7888,-1,3244,1420,-12,1464,-344,4,92,-36
N260_16_2,260,16,-2,2,16,4,43,15500008600,15500008800,200,100,-196,261968,217744,7888,-1,3244,1420,-12,1464,-344,-2,56,-32
N260_16_2,260,16,-2,2,16,8,43,15500008600,15500008800,200,100,-196,261968,217744,7888,-1,3244,1420,-12,1464,-344,1,56,48
N340_18_4,340,18,-4,4,18,2,43,15500008600,15500008800,200,204,-68,345904,285168,11472,5,3580,1676,-12,1944,168,3,-88,-184
N340_18_4,340,18,-4,4,18,4,43,15500008600,15500008800,200,204,-68,345904,285168,11472,5,3580,1676,-12,1944,168,0,20,116
N340_18_4,340,18,-4,4,18,8,43,15500008600,15500008800,200,204,-68,345904,285168,11472,5,3580,1676,-12,1944,168,-1,20,-52
N260_16_2,260,16,-2,2,16,2,44,15500008800,15500009000,200,136,-208,202688,172672,-10304,-3,2556,1300,10,2208,-576,0,-100,-12
N260_16_2,260,16,-2,2,16,4,44,15500008800,15500009000,200,136,-208,202688,172672,-10304,-3,2556,1300,10,2208,-576,4,0,136
N260_16_2,260,16,-2,2,16,8,44,15500008800,15500009000,200,136,-208,202688,172672,-10304,-3,2556,1300,10,2208,-576,1,52,124
N340_18_4,340,18,-4,4,18,2,44,15500008800,15500009000,200,192,-616,242912,228832,-13760,0,2580,1180,10,2392,-312,-1,44,-44
N340_18_4,340,18,-4,4,18,4,44,15500008800,15500009000,200,192,-616,242912,228832,-13760,0,2580,1180,10,2392,-312,-1,20,-84
N340_18_4,340,18,-4,4,18,8,44,15500008800,15500009000,200,192,-616,242912,228832,-13760,0,2580,1180,10,2392,-312,-5,-48,-16
N260_16_2,260,16,-2,2,16,2,45,15500009000,15500009200,200,-232,248,223680,248960,24864,-3,3012,2508,-2,704,-1008,-5,-124,-84
N260_16_2,260,16,-2,2,16,4,45,15500009000,15500009200,200,-232,248,223680,248960,24864,-3,3012,2508,-2,704,-1008,3,56,112
N260_16_2,260,16,-2,2,16,8,45,15500009000,15500009200,200,-232,248,223680,248960,24864,-3,3012,2508,-2,704,-1008,-2,-84,4
N340_18_4,340,18,-4,4,18,2,45,15500009000,15500009200,200,-184,-408,294720,278784,23840,-5,2984,1976,-2,536,-616,0,36,-132
N340_18_4,340,18,-4,4,18,4,45,15500009000,15500009200,200,-184,-408,294720,278784,23840,-5,2984,1976,-2,536,-616,4,-36,-76
N340_18_4,340,18,-4,4,18,8,45,15500009000,15500009200,200,-184,-408,294720,278784,23840,-5,2984,1976,-2,536,-616,-3,92,84
N260_16_2,260,16,-2,2,16,2,46,15500009200,15500009400,200,-756,68,179184,170864,3024,-13,2412,1660,-4,1800,296,3,-64,168
N260_16_2,260,16,-2,2,16,4,46,15500009200,15500009400,200,-756,68,179184,170864,3024,-13,2412,1660,-4,1800,296,-1,96,-88
N260_16_2,260,16,-2,2,16,8,46,15500009200,15500009400,200,-756,68,179184,170864,3024,-13,2412,1660,-4,1800,296,2,20,-52
N340_18_4,340,18,-4,4,18,2,46,15500009200,15500009400,200,-928,16,213984,214048,-7808,-10,2144,1344,-4,1272,-136,0,12,-36
N340_18_4,340,18,-4,4,18,4,46,15500009200,15500009400,200,-928,16,213984,214048,-7808,-10,2144,1344,-4,1272,-136,-1,20,12
N340_18_4,340,18,-4,4,18,8,46,15500009200,15500009400,200,-928,16,213984,214048,-7808,-10,2144,1344,-4,1272,-136,3,-108,52
N260_16_2,260,16,-2,2,16,2,47,15500009400,15500009600,200,696,1264,174752,220320,-6144,31,2100,1500,2,848,-672,-2,-68,-36
N260_16_2,260,16,-2,2,16,4,47,15500009400,15500009600,200,696,1264,174752,220320,-6144,31,2100,1500,2,848,-672,2,-112,8
N260_16_2,260,16,-2,2,16,8,47,15500009400,15500009600,200,696,1264,174752,220320,-6144,31,2100,1500,2,848,-672,0,60,84
N340_18_4,340,18,-4,4,18,2,47,15500009400,15500009600,200,372,1292,238352,278096,6672,0,2768,1864,2,376,-920,0,-128,-64
N340_18_4,340,18,-4,4,18,4,47,15500009400,15500009600,200,372,1292,238352,278096,6672,0,2768,1864,2,376,-920,-6,64,64
N340_18_4,340,18,-4,4,18,8,47,15500009400,15500009600,200,372,1292,238352,278096,6672,0,2768,1864,2,376,-920,-3,-76,-52
N260_16_2,260,16,-2,2,16,2,48,15500009600,15500009800,200,112,256,198944,233568,13888,-5,2136,1448,6,264,296,2,44,36
N260_16_2,260,16,-2,2,16,4,48,15500009600,15500009800,200,112,256,198944,233568,13888,-5,2136,1448,6,264,296,5,-24,128
N260_16_2,260,16,-2,2,16,8,48,15500009600,15500009800,200,112,256,198944,233568,13888,-5,2136,1448,6,264,296,2,-76,20
N340_18_4,340,18,-4,4,18,2,48,15500009600,15500009800,200,440,64,262240,257504,15872,11,2784,1888,6,216,664,-2,-72,16
N340_18_4,340,18,-4,4,18,4,48,15500009600,15500009800,200,440,64,262240,257504,15872,11,2784,1888,6,216,664,1,32,104
N340_18_4,340,18,-4,4,18,8,48,15500009600,15500009800,200,440,64,262240,257504,15872,11,2784,1888,6,216,664,0,68,-68
N260_16_2,260,16,-2,2,16,2,49,15500009800,15500010000,200,-200,224,242944,207680,9728,5,3304,1648,12,752,-960,-2,44,132
N260_16_2,260,16,-2,2,16,4,49,15500009800,15500010000,200,-200,224,242944,207680,9728,5,3304,1648,12,752,-960,0,32,48
N260_16_2,260,16,-2,2,16,8,49,15500009800,15500010000,200,-200,224,242944,207680,9728,5,3304,1648,12,752,-960,4,-12,-28
N340_18_4,340,18,-4,4,18,2,49,15500009800,15500010000,200,-228,428,324688,250384,12976,-1,3212,1572,12,1128,-840,-4,-104,104
N340_18_4,340,18,-4,4,18,4,49,15500009800,15500010000,200,-228,428,324688,250384,12976,-1,3212,1572,12,1128,-840,-2,72,-16
N340_18_4,340,18,-4,4,18,8,49,15500009800,15500010000,200,-228,428,324688,250384,12976,-1,3212,1572,12,1128,-840,-1,28,-60
N260_16_2,260,16,-2,2,16,2,50,15500010000,15500010200,200,64,-56,204000,225696,-13600,-16,2020,1772,-4,336,784,0,40,24
N260_16_2,260,16,-2,2,16,4,50,15500010000,15500010200,200,64,-56,204000,225696,-13600,-16,2020,1772,-4,336,784,1,36,-68
N260_16_2,260,16,-2,2,16,8,50,15500010000,15500010200,200,64,-56,204000,225696,-13600,-16,2020,1772,-4,336,784,-3,212,28
N340_18_4,340,18,-4,4,18,2,50,15500010000,15500010200,200,112,-808,270400,258304,-16192,-16,2156,1708,-4,664,616,1,-128,-40
N340_18_4,340,18,-4,4,18,4,50,15500010000,15500010200,200,112,-808,270400,258304,-16192,-16,2156,1708,-4,664,616,-1,-52,-100
N340_18_4,340,18,-4,4,18,8,50,15500010000,15500010200,200,112,-808,270400,258304,-16192,-16,2156,1708,-4,664,616,-1,40,-8
N260_16_2,260,16,-2,2,16,2,51,15500010200,15500010400,200,432,-32,198080,196544,-15232,9,2208,1168,-22,456,248,-2,-8,32
N260_16_2,260,16,-2,2,16,4,51,15500010200,15500010400,200,432,-32,198080,196544,-15232,9,2208,1168,-22,456,248,-5,-48,56
N260_16_2,260,16,-2,2,16,8,51,15500010200,15500010400,200,432,-32,198080,196544,-15232,9,2208,1168,-22,456,248,2,180,-196
N340_18_4,340,18,-4,4,18,2,51,15500010200,15500010400,200,480,744,224288,295712,-39296,23,1644,1780,-22,392,248,3,12,68
N340_18_4,340,18,-4,4,18,4,51,15500010200,15500010400,200,480,744,224288,295712,-39296,23,1644,1780,-22,392,248,-1,48,88
N340_18_4,340,18,-4,4,18,8,51,15500010200,15500010400,200,480,744,224288,295712,-39296,23,1644,1780,-22,392,248,-2,-40,8
N260_16_2,260,16,-2,2,16,2,52,15500010400,15500010600,200,-112,-512,200992,179488,-21728,-19,2200,1544,28,256,624,-2,16,-112
N260_16_2,260,16,-2,2,16,4,52,15500010400,15500010600,200,-112,-512,200992,179488,-21728,-19,2200,1544,28,256,624,-3,-8,0
N260_16_2,260,16,-2,2,16,8,52,15500010400,15500010600,200,-112,-512,200992,179488,-21728,-19,2200,1544,28,256,624,-5,56,-24
N340_18_4,340,18,-4,4,18,2,52,15500010400,15500010600,200,-160,192,287200,283296,-37504,13,2872,1640,28,512,608,2,-68,60
N340_18_4,340,18,-4,4,18,4,52,15500010400,15500010600,200,-160,192,287200,283296,-37504,13,2872,1640,28,512,608,1,104,-80
N340_18_4,340,18,-4,4,18,8,52,15500010400,15500010600,200,-160,192,287200,283296,-37504,13,2872,1640,28,512,608,3,92,-28
N260_16_2,260,16,-2,2,16,2,53,15500010600,15500010800,200,-12,188,231376,212880,-12144,5,2356,1252,-44,1312,672,-1,-60,20
N260_16_2,260,16,-2,2,16,4,53,15500010600,15500010800,200,-12,188,231376,212880,-12144,5,2356,1252,-44,1312,672,3,-56,40
N260_16_2,260,16,-2,2,16,8,53,15500010600,15500010800,200,-12,188,231376,212880,-12144,5,2356,1252,-44,1312,672,1,-96,-64
N340_18_4,340,18,-4,4,18,2,53,15500010600,15500010800,200,192,96,279200,304608,-36416,-6,2576,1568,-44,1144,120,-2,12,68
N340_18_4,340,18,-4,4,18,4,53,15500010600,15500010800,200,192,96,279200,304608,-36416,-6,2576,1568,-44,1144,120,1,132,-84
N340_18_4,340,18,-4,4,18,8,53,15500010600,15500010800,200,192,96,279200,304608,-36416,-6,2576,1568,-44,1144,120,-2,-108,100
N260_16_2,260,16,-2,2,16,2,54,15500010800,15500011000,200,-36,140,255440,177168,12208,0,2960,1912,-16,608,-144,2,-24,-8
N260_16_2,260,16,-2,2,16,4,54,15500010800,15500011000,200,-36,140,255440,177168,12208,0,2960,1912,-16,608,-144,-4,148,-84
N260_16_2,260,16,-2,2,16,8,54,15500010800,15500011000,200,-36,140,255440,177168,12208,0,2960,1912,-16,608,-144,2,192,72
N340_18_4,340,18,-4,4,18,2,54,15500010800,15500011000,200,-60,-4,284880,243856,-1392,-13,2892,1756,-16,1256,-472,-2,-4,36
N340_18_4,340,18,-4,4,18,4,54,15500010800,15500011000,200,-60,-4,284880,243856,-1392,-13,2892,1756,-16,1256,-472,-3,32,-96
N340_18_4,340,18,-4,4,18,8,54,15500010800,15500011000,200,-60,-4,284880,243856,-1392,-13,2892,1756,-16,1256,-472,3,-8,-16
N260_16_2,260,16,-2,2,16,2,55,15500011000,15500011200,200,292,-548,204400,196144,-32528,-6,2452,1068,-6,1136,-32,-2,52,-84
N260_16_2,260,16,-2,2,16,4,55,15500011000,15500011200,200,292,-548,204400,196144,-32528,-6,2452,1068,-6,1136,-32,-1,68,36
N260_16_2,260,16,-2,2,16,8,55,15500011000,15500011200,200,292,-548,204400,196144,-32528,-6,2452,1068,-6,1136,-32,3,-60,244
N340_18_4,340,18,-4,4,18,2,55,15500011000,15500011200,200,392,-200,249600,285760,-48608,-2,1976,1752,-6,1176,-920,-3,16,-96
N340_18_4,340,18,-4,4,18,4,55,15500011000,15500011200,200,392,-200,249600,285760,-48608,-2,1976,1752,-6,1176,-920,-1,56,8
N340_18_4,340,18,-4,4,18,8,55,15500011000,15500011200,200,392,-200,249600,285760,-48608,-2,1976,1752,-6,1176,-920,1,36,52
N260_16_2,260,16,-2,2,16,2,56,15500011200,15500011400,200,76,-44,198352,258128,-5328,-1,2388,1988,28,-528,208,3,-100,-52
N260_16_2,260,16,-2,2,16,4,56,15500011200,15500011400,200,76,-44,198352,258128,-5328,-1,2388,1988,28,-528,208,-2,44,52
N260_16_2,260,16,-2,2,16,8,56,15500011200,15500011400,200,76,-44,198352,258128,-5328,-1,2388,1988,28,-528,208,1,116,52
N340_18_4,340,18,-4,4,18,2,56,15500011200,15500011400,200,260,-396,260528,325296,8176,-13,2316,2540,28,-496,1040,-2,28,-36
N340_18_4,340,18,-4,4,18,4,56,15500011200,15500011400,200,260,-396,260528,325296,8176,-13,2316,2540,28,-496,1040,0,212,156
N340_18_4,340,18,-4,4,18,8,56,15500011200,15500011400,200,260,-396,260528,325296,8176,-13,2316,2540,28,-496,1040,-3,-80,-216
N260_16_2,260,16,-2,2,16,2,57,15500011400,15500011600,200,352,608,225792,212928,5408,-10,2372,2084,-6,248,408,1,24,-104
N260_16_2,260,16,-2,2,16,4,57,15500011400,15500011600,200,352,608,225792,212928,5408,-10,2372,2084,-6,248,408,-2,56,-40
N260_16_2,260,16,-2,2,16,8,57,15500011400,15500011600,200,352,608,225792,212928,5408,-10,2372,2084,-6,248,408,2,156,-28
N340_18_4,340,18,-4,4,18,2,57,15500011400,15500011600,200,348,204,271952,289232,-11056,4,2284,2196,-6,208,880,0,160,72
N340_18_4,340,18,-4,4,18,4,57,15500011400,15500011600,200,348,204,271952,289232,-11056,4,2284,2196,-6,208,880,1,124,20
N340_18_4,340,18,-4,4,18,8,57,15500011400,15500011600,200,348,204,271952,289232,-11056,4,2284,2196,-6,208,880,0,24,32
N260_16_2,260,16,-2,2,16,2,58,15500011600,15500011800,200,180,204,176240,210864,752,16,2100,1396,8,952,488,2,0,-104
N260_16_2,260,16,-2,2,16,4,58,15500011600,15500011800,200,180,204,176240,210864,752,16,2100,1396,8,952,488,-1,-28,4
N260_16_2,260,16,-2,2,16,8,58,15500011600,15500011800,200,180,204,176240,210864,752,16,2100,1396,8,952,488,-1,4,84
N340_18_4,340,18,-4,4,18,2,58,15500011600,15500011800,200,204,-244,256048,280304,-9776,8,2488,1352,8,704,1008,1,-32,16
N340_18_4,340,18,-4,4,18,4,58,15500011600,15500011800,200,204,-244,256048,280304,-9776,8,2488,1352,8,704,1008,1,-60,156
N340_18_4,340,18,-4,4,18,8,58,15500011600,15500011800,200,204,-244,256048,280304,-9776,8,2488,1352,8,704,1008,-2,108,84
N260_16_2,260,16,-2,2,16,2,59,15500011800,15500012000,200,-304,-72,217888,205472,-896,-13,2420,2020,18,264,-888,0,40,64
N260_16_2,260,16,-2,2,16,4,59,15500011800,15500012000,200,-304,-72,217888,205472,-896,-13,2420,2020,18,264,-888,8,-40,8
N260_16_2,260,16,-2,2,16,8,59,15500011800,15500012000,200,-304,-72,217888,205472,-896,-13,2420,2020,18,264,-888,-1,36,60
N340_18_4,340,18,-4,4,18,2,59,15500011800,15500012000,200,-352,-720,256736,291488,-9728,-11,2168,2512,18,528,-672,0,-104,-56
N340_18_4,340,18,-4,4,18,4,59,15500011800,15500012000,200,-352,-720,256736,291488,-9728,-11,2168,2512,18,528,-672,-2,104,-16
N340_18_4,340,18,-4,4,18,8,59,15500011800,15500012000,200,-352,-720,256736,291488,-9728,-11,2168,2512,18,528,-672,2,-92,180
N260_16_2,260,16,-2,2,16,2,60,15500012000,15500012200,200,-124,804,178288,200816,7664,2,2044,1620,-6,1168,-1088,-1,76,44
N260_16_2,260,16,-2,2,16,4,60,15500012000,15500012200,200,-124,804,178288,200816,7664,2,2044,1620,-6,1168,-1088,0,-32,72
N260_16_2,260,16,-2,2,16,8,60,15500012000,15500012200,200,-124,804,178288,200816,7664,2,2044,1620,-6,1168,-1088,-2,8,-40
N340_18_4,340,18,-4,4,18,2,60,15500012000,15500012200,200,-392,-360,246720,253760,9728,-2,2480,2032,-6,848,-1280,0,-16,-8
N340_18_4,340,18,-4,4,18,4,60,15500012000,15500012200,200,-392,-360,246720,253760,9728,-2,2480,2032,-6,848,-1280,-2,120,8
N340_18_4,340,18,-4,4,18,8,60,15500012000,15500012200,200,-392,-360,246720,253760,9728,-2,2480,2032,-6,848,-1280,0,108,68
N260_16_2,260,16,-2,2,16,2,61,15500012200,15500012400,200,-156,-204,271920,213360,-8112,-11,2864,1792,8,8,88,2,-32,24
N260_16_2,260,16,-2,2,16,4,61,15500012200,15500012400,200,-156,-204,271920,213360,-8112,-11,2864,1792,8,8,88,1,44,-84
N260_16_2,260,16,-2,2,16,8,61,15500012200,15500012400,200,-156,-204,271920,213360,-8112,-11,2864,1792,8,8,88,-2,-100,44
N340_18_4,340,18,-4,4,18,2,61,15500012200,15500012400,200,28,-420,326160,260176,-3088,2,2612,1388,8,584,472,1,-44,-4
N340_18_4,340,18,-4,4,18,4,61,15500012200,15500012400,200,28,-420,326160,260176,-3088,2,2612,1388,8,584,472,-1,-56,-56
