label,n,m00,m01,m10,m11,radius,batch,counter_first,counter_last_exclusive,samples,sum_score_t,sum_score_lambda,sum_score_t2,sum_score_lambda2,sum_score_cross,sum_global_twice,global_twice_score_t,global_twice_score_lambda,sum_epsilon_sign,epsilon_sign_score_t,epsilon_sign_score_lambda,sum_local_twice,local_twice_score_t,local_twice_score_lambda
N340_18_4,340,18,-4,4,18,8,61,15500012200,15500012400,200,28,-420,326160,260176,-3088,2,2612,1388,8,584,472,-2,-32,8
N260_16_2,260,16,-2,2,16,2,62,15500012400,15500012600,200,472,160,153184,192544,160,3,1884,1116,24,472,-56,3,56,-16
N260_16_2,260,16,-2,2,16,4,62,15500012400,15500012600,200,472,160,153184,192544,160,3,1884,1116,24,472,-56,-1,-52,20
N260_16_2,260,16,-2,2,16,8,62,15500012400,15500012600,200,472,160,153184,192544,160,3,1884,1116,24,472,-56,0,44,-44
N340_18_4,340,18,-4,4,18,2,62,15500012400,15500012600,200,584,632,215264,244192,28320,13,2872,1384,24,1208,776,0,28,-28
N340_18_4,340,18,-4,4,18,4,62,15500012400,15500012600,200,584,632,215264,244192,28320,13,2872,1384,24,1208,776,2,-56,-16
N340_18_4,340,18,-4,4,18,8,62,15500012400,15500012600,200,584,632,215264,244192,28320,13,2872,1384,24,1208,776,2,8,-152
N260_16_2,260,16,-2,2,16,2,63,15500012600,15500012800,200,-20,796,225168,193296,10384,5,2600,1840,6,1832,-376,-2,-68,-84
N260_16_2,260,16,-2,2,16,4,63,15500012600,15500012800,200,-20,796,225168,193296,10384,5,2600,1840,6,1832,-376,1,-16,0
N260_16_2,260,16,-2,2,16,8,63,15500012600,15500012800,200,-20,796,225168,193296,10384,5,2600,1840,6,1832,-376,1,-68,20
N340_18_4,340,18,-4,4,18,2,63,15500012600,15500012800,200,0,960,273728,284416,-10400,5,2500,1972,6,1192,-904,3,92,164
N340_18_4,340,18,-4,4,18,4,63,15500012600,15500012800,200,0,960,273728,284416,-10400,5,2500,1972,6,1192,-904,1,36,108
N340_18_4,340,18,-4,4,18,8,63,15500012600,15500012800,200,0,960,273728,284416,-10400,5,2500,1972,6,1192,-904,4,16,128
N260_16_2,260,16,-2,2,16,2,64,15500012800,15500013000,200,-116,-364,211664,199312,-22192,-18,1816,1408,12,864,384,1,-20,-60
N260_16_2,260,16,-2,2,16,4,64,15500012800,15500013000,200,-116,-364,211664,199312,-22192,-18,1816,1408,12,864,384,-2,-72,80
N260_16_2,260,16,-2,2,16,8,64,15500012800,15500013000,200,-116,-364,211664,199312,-22192,-18,1816,1408,12,864,384,-1,120,72
N340_18_4,340,18,-4,4,18,2,64,15500012800,15500013000,200,-88,-208,253536,245536,-45856,-13,2340,1108,12,424,120,1,-84,36
N340_18_4,340,18,-4,4,18,4,64,15500012800,15500013000,200,-88,-208,253536,245536,-45856,-13,2340,1108,12,424,120,2,-60,44
N340_18_4,340,18,-4,4,18,8,64,15500012800,15500013000,200,-88,-208,253536,245536,-45856,-13,2340,1108,12,424,120,2,-140,84
N260_16_2,260,16,-2,2,16,2,65,15500013000,15500013200,200,-288,16,192512,218752,22272,4,2572,1628,-12,552,-200,4,-48,80
N260_16_2,260,16,-2,2,16,4,65,15500013000,15500013200,200,-288,16,192512,218752,22272,4,2572,1628,-12,552,-200,-1,44,108
N260_16_2,260,16,-2,2,16,8,65,15500013000,15500013200,200,-288,16,192512,218752,22272,4,2572,1628,-12,552,-200,-1,44,76
N340_18_4,340,18,-4,4,18,2,65,15500013000,15500013200,200,-72,-424,244416,306240,-8192,6,3000,1784,-12,480,-640,0,-40,-64
N340_18_4,340,18,-4,4,18,4,65,15500013000,15500013200,200,-72,-424,244416,306240,-8192,6,3000,1784,-12,480,-640,-1,0,-104
N340_18_4,340,18,-4,4,18,8,65,15500013000,15500013200,200,-72,-424,244416,306240,-8192,6,3000,1784,-12,480,-640,6,40,-312
N260_16_2,260,16,-2,2,16,2,66,15500013200,15500013400,200,16,696,178112,194944,64,-8,2084,1612,36,712,-840,-2,4,-60
N260_16_2,260,16,-2,2,16,4,66,15500013200,15500013400,200,16,696,178112,194944,64,-8,2084,1612,36,712,-840,4,72,8
N260_16_2,260,16,-2,2,16,8,66,15500013200,15500013400,200,16,696,178112,194944,64,-8,2084,1612,36,712,-840,-4,-8,16
N340_18_4,340,18,-4,4,18,2,66,15500013200,15500013400,200,-532,772,221968,248656,-18992,7,2176,1704,36,736,-304,2,20,-116
N340_18_4,340,18,-4,4,18,4,66,15500013200,15500013400,200,-532,772,221968,248656,-18992,7,2176,1704,36,736,-304,2,64,-80
N340_18_4,340,18,-4,4,18,8,66,15500013200,15500013400,200,-532,772,221968,248656,-18992,7,2176,1704,36,736,-304,0,84,-156
N260_16_2,260,16,-2,2,16,2,67,15500013400,15500013600,200,296,64,235840,189888,-3744,5,2712,1576,-10,360,-600,2,-44,20
N260_16_2,260,16,-2,2,16,4,67,15500013400,15500013600,200,296,64,235840,189888,-3744,5,2712,1576,-10,360,-600,-1,-20,52
N260_16_2,260,16,-2,2,16,8,67,15500013400,15500013600,200,296,64,235840,189888,-3744,5,2712,1576,-10,360,-600,-3,40,136
N340_18_4,340,18,-4,4,18,2,67,15500013400,15500013600,200,204,-308,289392,264624,-7344,-12,2356,2356,-10,304,288,-1,80,-32
N340_18_4,340,18,-4,4,18,4,67,15500013400,15500013600,200,204,-308,289392,264624,-7344,-12,2356,2356,-10,304,288,6,4,68
N340_18_4,340,18,-4,4,18,8,67,15500013400,15500013600,200,204,-308,289392,264624,-7344,-12,2356,2356,-10,304,288,3,-212,12
N260_16_2,260,16,-2,2,16,2,68,15500013600,15500013800,200,-88,-64,186624,169472,-25568,1,1956,1068,-16,1016,-8,4,-8,0
N260_16_2,260,16,-2,2,16,4,68,15500013600,15500013800,200,-88,-64,186624,169472,-25568,1,1956,1068,-16,1016,-8,-3,192,-8
N260_16_2,260,16,-2,2,16,8,68,15500013600,15500013800,200,-88,-64,186624,169472,-25568,1,1956,1068,-16,1016,-8,3,112,-152
N340_18_4,340,18,-4,4,18,2,68,15500013600,15500013800,200,-96,-16,276320,237664,-32096,-18,2572,1556,-16,904,232,2,28,12
N340_18_4,340,18,-4,4,18,4,68,15500013600,15500013800,200,-96,-16,276320,237664,-32096,-18,2572,1556,-16,904,232,1,-28,108
N340_18_4,340,18,-4,4,18,8,68,15500013600,15500013800,200,-96,-16,276320,237664,-32096,-18,2572,1556,-16,904,232,4,0,80
N260_16_2,260,16,-2,2,16,2,69,15500013800,15500014000,200,1144,200,207584,210464,-10240,16,2416,1888,18,1120,1104,2,56,112
N260_16_2,260,16,-2,2,16,4,69,15500013800,15500014000,200,1144,200,207584,210464,-10240,16,2416,1888,18,1120,1104,-2,8,-40
N260_16_2,260,16,-2,2,16,8,69,15500013800,15500014000,200,1144,200,207584,210464,-10240,16,2416,1888,18,1120,1104,0,20,-100
N340_18_4,340,18,-4,4,18,2,69,15500013800,15500014000,200,792,-208,277184,206592,-320,1,2224,1104,18,1056,1408,-3,28,-84
N340_18_4,340,18,-4,4,18,4,69,15500013800,15500014000,200,792,-208,277184,206592,-320,1,2224,1104,18,1056,1408,-1,92,148
N340_18_4,340,18,-4,4,18,8,69,15500013800,15500014000,200,792,-208,277184,206592,-320,1,2224,1104,18,1056,1408,-1,-12,60
N260_16_2,260,16,-2,2,16,2,70,15500014000,15500014200,200,-268,-132,199152,268208,-28304,14,2432,1896,8,-72,-840,-1,-68,-140
N260_16_2,260,16,-2,2,16,4,70,15500014000,15500014200,200,-268,-132,199152,268208,-28304,14,2432,1896,8,-72,-840,6,160,-48
N260_16_2,260,16,-2,2,16,8,70,15500014000,15500014200,200,-268,-132,199152,268208,-28304,14,2432,1896,8,-72,-840,1,-112,8
N340_18_4,340,18,-4,4,18,2,70,15500014000,15500014200,200,-392,-832,252160,300352,-2944,-8,2848,1512,8,-176,-496,0,-36,44
N340_18_4,340,18,-4,4,18,4,70,15500014000,15500014200,200,-392,-832,252160,300352,-2944,-8,2848,1512,8,-176,-496,2,80,-64
N340_18_4,340,18,-4,4,18,8,70,15500014000,15500014200,200,-392,-832,252160,300352,-2944,-8,2848,1512,8,-176,-496,3,116,-44
N260_16_2,260,16,-2,2,16,2,71,15500014200,15500014400,200,-28,292,193392,204912,-9424,-10,2252,1820,-4,1432,-1672,2,12,92
N260_16_2,260,16,-2,2,16,4,71,15500014200,15500014400,200,-28,292,193392,204912,-9424,-10,2252,1820,-4,1432,-1672,-5,52,-28
N260_16_2,260,16,-2,2,16,8,71,15500014200,15500014400,200,-28,292,193392,204912,-9424,-10,2252,1820,-4,1432,-1672,2,-52,-12
N340_18_4,340,18,-4,4,18,2,71,15500014200,15500014400,200,224,80,272992,288288,6464,-1,3136,1776,-4,1312,-1024,0,-40,-96
N340_18_4,340,18,-4,4,18,4,71,15500014200,15500014400,200,224,80,272992,288288,6464,-1,3136,1776,-4,1312,-1024,-3,40,72
N340_18_4,340,18,-4,4,18,8,71,15500014200,15500014400,200,224,80,272992,288288,6464,-1,3136,1776,-4,1312,-1024,0,-60,164
N260_16_2,260,16,-2,2,16,2,72,15500014400,15500014600,200,-676,524,225584,210544,-16368,-11,2540,1180,22,2096,-288,0,-12,20
N260_16_2,260,16,-2,2,16,4,72,15500014400,15500014600,200,-676,524,225584,210544,-16368,-11,2540,1180,22,2096,-288,3,44,140
N260_16_2,260,16,-2,2,16,8,72,15500014400,15500014600,200,-676,524,225584,210544,-16368,-11,2540,1180,22,2096,-288,1,100,-4
N340_18_4,340,18,-4,4,18,2,72,15500014400,15500014600,200,-852,740,308880,233616,-784,-2,3216,2016,22,1992,760,-4,72,-96
N340_18_4,340,18,-4,4,18,4,72,15500014400,15500014600,200,-852,740,308880,233616,-784,-2,3216,2016,22,1992,760,-1,180,-4
N340_18_4,340,18,-4,4,18,8,72,15500014400,15500014600,200,-852,740,308880,233616,-784,-2,3216,2016,22,1992,760,4,56,104
N260_16_2,260,16,-2,2,16,2,73,15500014600,15500014800,200,-400,-1048,188736,190208,-3456,-8,2264,1568,10,1536,864,-1,-4,-12
N260_16_2,260,16,-2,2,16,4,73,15500014600,15500014800,200,-400,-1048,188736,190208,-3456,-8,2264,1568,10,1536,864,5,52,60
N260_16_2,260,16,-2,2,16,8,73,15500014600,15500014800,200,-400,-1048,188736,190208,-3456,-8,2264,1568,10,1536,864,-3,-44,-28
N340_18_4,340,18,-4,4,18,2,73,15500014600,15500014800,200,-384,-528,255712,276384,-1856,4,2316,2004,10,1600,208,-3,-68,-28
N340_18_4,340,18,-4,4,18,4,73,15500014600,15500014800,200,-384,-528,255712,276384,-1856,4,2316,2004,10,1600,208,-1,36,4
N340_18_4,340,18,-4,4,18,8,73,15500014600,15500014800,200,-384,-528,255712,276384,-1856,4,2316,2004,10,1600,208,0,32,-32
N260_16_2,260,16,-2,2,16,2,74,15500014800,15500015000,200,-76,-276,195184,184304,1232,1,2384,1848,18,896,-1120,1,56,32
N260_16_2,260,16,-2,2,16,4,74,15500014800,15500015000,200,-76,-276,195184,184304,1232,1,2384,1848,18,896,-1120,2,16,40
N260_16_2,260,16,-2,2,16,8,74,15500014800,15500015000,200,-76,-276,195184,184304,1232,1,2384,1848,18,896,-1120,4,-44,-4
N340_18_4,340,18,-4,4,18,2,74,15500014800,15500015000,200,260,-580,243344,233296,-10416,16,2068,1148,18,1328,-544,0,96,8
N340_18_4,340,18,-4,4,18,4,74,15500014800,15500015000,200,260,-580,243344,233296,-10416,16,2068,1148,18,1328,-544,1,60,84
N340_18_4,340,18,-4,4,18,8,74,15500014800,15500015000,200,260,-580,243344,233296,-10416,16,2068,1148,18,1328,-544,-1,60,28
N260_16_2,260,16,-2,2,16,2,75,15500015000,15500015200,200,-608,-800,216128,226176,12448,-13,2588,1772,24,-528,128,1,48,-232
N260_16_2,260,16,-2,2,16,4,75,15500015000,15500015200,200,-608,-800,216128,226176,12448,-13,2588,1772,24,-528,128,2,100,20
N260_16_2,260,16,-2,2,16,8,75,15500015000,15500015200,200,-608,-800,216128,226176,12448,-13,2588,1772,24,-528,128,-3,24,-64
N340_18_4,340,18,-4,4,18,2,75,15500015000,15500015200,200,-216,-608,245824,250816,50400,-1,3324,2076,24,-376,-888,0,68,-20
N340_18_4,340,18,-4,4,18,4,75,15500015000,15500015200,200,-216,-608,245824,250816,50400,-1,3324,2076,24,-376,-888,-3,60,52
N340_18_4,340,18,-4,4,18,8,75,15500015000,15500015200,200,-216,-608,245824,250816,50400,-1,3324,2076,24,-376,-888,-1,-16,16
N260_16_2,260,16,-2,2,16,2,76,15500015200,15500015400,200,972,116,217328,183920,17360,13,2420,1772,22,1024,-448,0,-48,56
N260_16_2,260,16,-2,2,16,4,76,15500015200,15500015400,200,972,116,217328,183920,17360,13,2420,1772,22,1024,-448,-1,28,20
N260_16_2,260,16,-2,2,16,8,76,15500015200,15500015400,200,972,116,217328,183920,17360,13,2420,1772,22,1024,-448,4,24,8
N340_18_4,340,18,-4,4,18,2,76,15500015200,15500015400,200,1264,40,272800,227936,15968,1,2968,1680,22,856,-8,-1,-8,-8
N340_18_4,340,18,-4,4,18,4,76,15500015200,15500015400,200,1264,40,272800,227936,15968,1,2968,1680,22,856,-8,-1,20,-20
N340_18_4,340,18,-4,4,18,8,76,15500015200,15500015400,200,1264,40,272800,227936,15968,1,2968,1680,22,856,-8,3,164,20
N260_16_2,260,16,-2,2,16,2,77,15500015400,15500015600,200,-372,-292,202480,205552,-3600,-12,3000,1384,-48,576,-368,0,100,-60
N260_16_2,260,16,-2,2,16,4,77,15500015400,15500015600,200,-372,-292,202480,205552,-3600,-12,3000,1384,-48,576,-368,1,-4,12
N260_16_2,260,16,-2,2,16,8,77,15500015400,15500015600,200,-372,-292,202480,205552,-3600,-12,3000,1384,-48,576,-368,1,-8,-48
N340_18_4,340,18,-4,4,18,2,77,15500015400,15500015600,200,-372,-228,272464,289552,24944,-11,2900,1732,-48,752,-80,0,40,-56
N340_18_4,340,18,-4,4,18,4,77,15500015400,15500015600,200,-372,-228,272464,289552,24944,-11,2900,1732,-48,752,-80,1,112,-152
N340_18_4,340,18,-4,4,18,8,77,15500015400,15500015600,200,-372,-228,272464,289552,24944,-11,2900,1732,-48,752,-80,-2,-12,84
N260_16_2,260,16,-2,2,16,2,78,15500015600,15500015800,200,280,24,226784,199008,-4832,18,2744,1336,-6,144,224,0,-8,136
N260_16_2,260,16,-2,2,16,4,78,15500015600,15500015800,200,280,24,226784,199008,-4832,18,2744,1336,-6,144,224,1,24,-24
N260_16_2,260,16,-2,2,16,8,78,15500015600,15500015800,200,280,24,226784,199008,-4832,18,2744,1336,-6,144,224,2,64,-136
N340_18_4,340,18,-4,4,18,2,78,15500015600,15500015800,200,364,-860,269264,227152,3056,-6,2968,1688,-6,432,672,-3,68,-44
N340_18_4,340,18,-4,4,18,4,78,15500015600,15500015800,200,364,-860,269264,227152,3056,-6,2968,1688,-6,432,672,1,48,-56
N340_18_4,340,18,-4,4,18,8,78,15500015600,15500015800,200,364,-860,269264,227152,3056,-6,2968,1688,-6,432,672,-2,76,-100
N260_16_2,260,16,-2,2,16,2,79,15500015800,15500016000,200,-444,556,186320,200208,-7216,3,2432,1104,6,584,88,-1,-92,36
N260_16_2,260,16,-2,2,16,4,79,15500015800,15500016000,200,-444,556,186320,200208,-7216,3,2432,1104,6,584,88,1,-36,20
N260_16_2,260,16,-2,2,16,8,79,15500015800,15500016000,200,-444,556,186320,200208,-7216,3,2432,1104,6,584,88,-2,32,48
N340_18_4,340,18,-4,4,18,2,79,15500015800,15500016000,200,-136,960,268384,252960,-23136,1,2996,1012,6,40,408,3,88,-120
N340_18_4,340,18,-4,4,18,4,79,15500015800,15500016000,200,-136,960,268384,252960,-23136,1,2996,1012,6,40,408,-1,92,-36
N340_18_4,340,18,-4,4,18,8,79,15500015800,15500016000,200,-136,960,268384,252960,-23136,1,2996,1012,6,40,408,0,12,92
N260_16_2,260,16,-2,2,16,2,80,15500016000,15500016200,200,900,316,193904,224112,-24176,19,2680,1184,14,344,952,-5,-124,108
N260_16_2,260,16,-2,2,16,4,80,15500016000,15500016200,200,900,316,193904,224112,-24176,19,2680,1184,14,344,952,-2,-16,104
N260_16_2,260,16,-2,2,16,8,80,15500016000,15500016200,200,900,316,193904,224112,-24176,19,2680,1184,14,344,952,-4,60,-100
N340_18_4,340,18,-4,4,18,2,80,15500016000,15500016200,200,596,364,244880,265680,-27184,-3,1928,1904,14,224,256,-4,-40,-112
N340_18_4,340,18,-4,4,18,4,80,15500016000,15500016200,200,596,364,244880,265680,-27184,-3,1928,1904,14,224,256,4,36,-44
N340_18_4,340,18,-4,4,18,8,80,15500016000,15500016200,200,596,364,244880,265680,-27184,-3,1928,1904,14,224,256,-1,-204,-20
N260_16_2,260,16,-2,2,16,2,81,15500016200,15500016400,200,160,-264,220384,220512,2432,-12,2456,1800,-2,1464,-296,0,-24,-48
N260_16_2,260,16,-2,2,16,4,81,15500016200,15500016400,200,160,-264,220384,220512,2432,-12,2456,1800,-2,1464,-296,0,-48,80
N260_16_2,260,16,-2,2,16,8,81,15500016200,15500016400,200,160,-264,220384,220512,2432,-12,2456,1800,-2,1464,-296,0,40,24
N340_18_4,340,18,-4,4,18,2,81,15500016200,15500016400,200,376,-192,284288,269440,8160,-15,2360,1776,-2,1248,192,-2,16,64
N340_18_4,340,18,-4,4,18,4,81,15500016200,15500016400,200,376,-192,284288,269440,8160,-15,2360,1776,-2,1248,192,2,180,-4
N340_18_4,340,18,-4,4,18,8,81,15500016200,15500016400,200,376,-192,284288,269440,8160,-15,2360,1776,-2,1248,192,-1,-128,-56
N260_16_2,260,16,-2,2,16,2,82,15500016400,15500016600,200,-132,-204,212464,201200,20176,-6,2512,2128,-10,1072,-304,2,-60,-36
N260_16_2,260,16,-2,2,16,4,82,15500016400,15500016600,200,-132,-204,212464,201200,20176,-6,2512,2128,-10,1072,-304,1,-16,24
N260_16_2,260,16,-2,2,16,8,82,15500016400,15500016600,200,-132,-204,212464,201200,20176,-6,2512,2128,-10,1072,-304,3,-60,-60
N340_18_4,340,18,-4,4,18,2,82,15500016400,15500016600,200,-300,-476,256944,324464,24912,-6,2288,2288,-10,744,280,2,-36,-92
N340_18_4,340,18,-4,4,18,4,82,15500016400,15500016600,200,-300,-476,256944,324464,24912,-6,2288,2288,-10,744,280,-1,-64,-16
N340_18_4,340,18,-4,4,18,8,82,15500016400,15500016600,200,-300,-476,256944,324464,24912,-6,2288,2288,-10,744,280,4,80,24
N260_16_2,260,16,-2,2,16,2,83,15500016600,15500016800,200,-400,712,205664,221408,-4544,5,2292,1788,12,1136,816,2,84,-52
N260_16_2,260,16,-2,2,16,4,83,15500016600,15500016800,200,-400,712,205664,221408,-4544,5,2292,1788,12,1136,816,1,-20,204
N260_16_2,260,16,-2,2,16,8,83,15500016600,15500016800,200,-400,712,205664,221408,-4544,5,2292,1788,12,1136,816,2,-88,-16
N340_18_4,340,18,-4,4,18,2,83,15500016600,15500016800,200,-624,536,269248,267648,-14912,-3,2684,916,12,632,1560,0,48,16
N340_18_4,340,18,-4,4,18,4,83,15500016600,15500016800,200,-624,536,269248,267648,-14912,-3,2684,916,12,632,1560,-2,40,-24
N340_18_4,340,18,-4,4,18,8,83,15500016600,15500016800,200,-624,536,269248,267648,-14912,-3,2684,916,12,632,1560,1,-104,32
N260_16_2,260,16,-2,2,16,2,84,15500016800,15500017000,200,124,-428,270480,245712,31952,3,2676,1652,-2,1176,184,0,-24,-144
N260_16_2,260,16,-2,2,16,4,84,15500016800,15500017000,200,124,-428,270480,245712,31952,3,2676,1652,-2,1176,184,-6,180,-4
N260_16_2,260,16,-2,2,16,8,84,15500016800,15500017000,200,124,-428,270480,245712,31952,3,2676,1652,-2,1176,184,1,48,168
N340_18_4,340,18,-4,4,18,2,84,15500016800,15500017000,200,-216,-784,345920,358720,12064,9,3112,2200,-2,904,936,3,-76,-92
N340_18_4,340,18,-4,4,18,4,84,15500016800,15500017000,200,-216,-784,345920,358720,12064,9,3112,2200,-2,904,936,3,-28,36
N340_18_4,340,18,-4,4,18,8,84,15500016800,15500017000,200,-216,-784,345920,358720,12064,9,3112,2200,-2,904,936,0,16,-88
N260_16_2,260,16,-2,2,16,2,85,15500017000,15500017200,200,-248,-232,209664,206720,19008,-6,3088,2064,-20,760,1080,3,20,-92
N260_16_2,260,16,-2,2,16,4,85,15500017000,15500017200,200,-248,-232,209664,206720,19008,-6,3088,2064,-20,760,1080,-2,144,-72
N260_16_2,260,16,-2,2,16,8,85,15500017000,15500017200,200,-248,-232,209664,206720,19008,-6,3088,2064,-20,760,1080,2,4,-100
N340_18_4,340,18,-4,4,18,2,85,15500017000,15500017200,200,76,308,293328,283152,32336,3,2792,2160,-20,512,1184,-1,108,36
N340_18_4,340,18,-4,4,18,4,85,15500017000,15500017200,200,76,308,293328,283152,32336,3,2792,2160,-20,512,1184,-3,76,52
N340_18_4,340,18,-4,4,18,8,85,15500017000,15500017200,200,76,308,293328,283152,32336,3,2792,2160,-20,512,1184,2,-88,224
N260_16_2,260,16,-2,2,16,2,86,15500017200,15500017400,200,-196,668,193296,193296,-18736,5,2164,1684,-8,1016,-200,-1,8,16
N260_16_2,260,16,-2,2,16,4,86,15500017200,15500017400,200,-196,668,193296,193296,-18736,5,2164,1684,-8,1016,-200,2,-4,20
N260_16_2,260,16,-2,2,16,8,86,15500017200,15500017400,200,-196,668,193296,193296,-18736,5,2164,1684,-8,1016,-200,4,-36,-12
N340_18_4,340,18,-4,4,18,2,86,15500017200,15500017400,200,-336,432,240768,299136,-22464,-9,1796,1780,-8,1192,216,-3,-148,124
N340_18_4,340,18,-4,4,18,4,86,15500017200,15500017400,200,-336,432,240768,299136,-22464,-9,1796,1780,-8,1192,216,-4,-104,56
N340_18_4,340,18,-4,4,18,8,86,15500017200,15500017400,200,-336,432,240768,299136,-22464,-9,1796,1780,-8,1192,216,0,12,116
N260_16_2,260,16,-2,2,16,2,87,15500017400,15500017600,200,44,508,192592,181264,6064,3,2588,1996,-14,552,-328,1,80,-24
N260_16_2,260,16,-2,2,16,4,87,15500017400,15500017600,200,44,508,192592,181264,6064,3,2588,1996,-14,552,-328,0,96,32
N260_16_2,260,16,-2,2,16,8,87,15500017400,15500017600,200,44,508,192592,181264,6064,3,2588,1996,-14,552,-328,0,4,-36
N340_18_4,340,18,-4,4,18,2,87,15500017400,15500017600,200,332,212,231600,212528,-6192,-10,1964,1444,-14,680,168,0,-84,148
N340_18_4,340,18,-4,4,18,4,87,15500017400,15500017600,200,332,212,231600,212528,-6192,-10,1964,1444,-14,680,168,4,-48,-32
N340_18_4,340,18,-4,4,18,8,87,15500017400,15500017600,200,332,212,231600,212528,-6192,-10,1964,1444,-14,680,168,0,-52,148
N260_16_2,260,16,-2,2,16,2,88,15500017600,15500017800,200,464,280,184768,213888,14656,20,2232,2120,4,160,96,1,-12,116
N260_16_2,260,16,-2,2,16,4,88,15500017600,15500017800,200,464,280,184768,213888,14656,20,2232,2120,4,160,96,-2,-28,-28
N260_16_2,260,16,-2,2,16,8,88,15500017600,15500017800,200,464,280,184768,213888,14656,20,2232,2120,4,160,96,-3,-8,8
N340_18_4,340,18,-4,4,18,2,88,15500017600,15500017800,200,188,4,223472,312624,12976,5,3084,2860,4,168,280,-2,48,8
N340_18_4,340,18,-4,4,18,4,88,15500017600,15500017800,200,188,4,223472,312624,12976,5,3084,2860,4,168,280,1,4,76
N340_18_4,340,18,-4,4,18,8,88,15500017600,15500017800,200,188,4,223472,312624,12976,5,3084,2860,4,168,280,5,44,20
N260_16_2,260,16,-2,2,16,2,89,15500017800,15500018000,200,-324,-228,185904,178800,4624,-24,2512,1344,-36,440,-280,1,-48,0
N260_16_2,260,16,-2,2,16,4,89,15500017800,15500018000,200,-324,-228,185904,178800,4624,-24,2512,1344,-36,440,-280,-1,28,-12
N260_16_2,260,16,-2,2,16,8,89,15500017800,15500018000,200,-324,-228,185904,178800,4624,-24,2512,1344,-36,440,-280,2,-92,36
N340_18_4,340,18,-4,4,18,2,89,15500017800,15500018000,200,-524,476,254640,268784,13232,10,2768,1704,-36,928,-416,-2,-96,8
N340_18_4,340,18,-4,4,18,4,89,15500017800,15500018000,200,-524,476,254640,268784,13232,10,2768,1704,-36,928,-416,5,72,184
N340_18_4,340,18,-4,4,18,8,89,15500017800,15500018000,200,-524,476,254640,268784,13232,10,2768,1704,-36,928,-416,0,-44,92
N260_16_2,260,16,-2,2,16,2,90,15500018000,15500018200,200,204,-204,218768,196880,35760,5,3332,1692,10,2192,-64,-6,-16,-40
N260_16_2,260,16,-2,2,16,4,90,15500018000,15500018200,200,204,-204,218768,196880,35760,5,3332,1692,10,2192,-64,-4,200,72
N260_16_2,260,16,-2,2,16,8,90,15500018000,15500018200,200,204,-204,218768,196880,35760,5,3332,1692,10,2192,-64,0,20,92
N340_18_4,340,18,-4,4,18,2,90,15500018000,15500018200,200,96,184,290496,259840,-1984,8,2832,1456,10,1560,-1128,0,-52,20
N340_18_4,340,18,-4,4,18,4,90,15500018000,15500018200,200,96,184,290496,259840,-1984,8,2832,1456,10,1560,-1128,2,12,44
N340_18_4,340,18,-4,4,18,8,90,15500018000,15500018200,200,96,184,290496,259840,-1984,8,2832,1456,10,1560,-1128,3,-68,-44
N260_16_2,260,16,-2,2,16,2,91,15500018200,15500018400,200,-408,24,198080,236160,-16608,-26,2488,1920,-28,1336,344,0,-92,-44
N260_16_2,260,16,-2,2,16,4,91,15500018200,15500018400,200,-408,24,198080,236160,-16608,-26,2488,1920,-28,1336,344,0,100,108
N260_16_2,260,16,-2,2,16,8,91,15500018200,15500018400,200,-408,24,198080,236160,-16608,-26,2488,1920,-28,1336,344,2,-120,-80
N340_18_4,340,18,-4,4,18,2,91,15500018200,15500018400,200,-604,100,252720,294960,-12816,-1,2180,1748,-28,1360,640,0,204,28
N340_18_4,340,18,-4,4,18,4,91,15500018200,15500018400,200,-604,100,252720,294960,-12816,-1,2180,1748,-28,1360,640,1,124,76
N340_18_4,340,18,-4,4,18,8,91,15500018200,15500018400,200,-604,100,252720,294960,-12816,-1,2180,1748,-28,1360,640,1,36,-12
N260_16_2,260,16,-2,2,16,2,92,15500018400,15500018600,200,-152,-552,237824,185536,9632,-10,2788,1412,-6,736,1264,0,52,100
N260_16_2,260,16,-2,2,16,4,92,15500018400,15500018600,200,-152,-552,237824,185536,9632,-10,2788,1412,-6,736,1264,-1,96,-48
N260_16_2,260,16,-2,2,16,8,92,15500018400,15500018600,200,-152,-552,237824,185536,9632,-10,2788,1412,-6,736,1264,-1,8,-40
N340_18_4,340,18,-4,4,18,2,92,15500018400,15500018600,200,-580,-172,335568,253584,38864,-6,3416,1960,-6,992,368,0,-8,0
N340_18_4,340,18,-4,4,18,4,92,15500018400,15500018600,200,-580,-172,335568,253584,38864,-6,3416,1960,-6,992,368,-5,124,68
N340_18_4,340,18,-4,4,18,8,92,15500018400,15500018600,200,-580,-172,335568,253584,38864,-6,3416,1960,-6,992,368,2,-60,44
N260_16_2,260,16,-2,2,16,2,93,15500018600,15500018800,200,124,-324,228400,201904,-2512,4,2576,1224,-2,896,-1136,-2,-64,-48
N260_16_2,260,16,-2,2,16,4,93,15500018600,15500018800,200,124,-324,228400,201904,-2512,4,2576,1224,-2,896,-1136,6,136,8
N260_16_2,260,16,-2,2,16,8,93,15500018600,15500018800,200,124,-324,228400,201904,-2512,4,2576,1224,-2,896,-1136,-3,-68,-12
N340_18_4,340,18,-4,4,18,2,93,15500018600,15500018800,200,352,-360,302688,260576,14912,6,3220,1516,-2,512,-400,-2,40,8
N340_18_4,340,18,-4,4,18,4,93,15500018600,15500018800,200,352,-360,302688,260576,14912,6,3220,1516,-2,512,-400,4,4,188
