N,batch_deleted,first_primary,first_iota_pair,first_smith_site_pair,second_primary,second_iota_pair,second_smith_site_pair
425,22,-0.0685065143926699,-0.0685065143926699,-0.06837997407448064,-0.0667608563771697,-0.0667608563771697,-0.06668407626697116
425,23,-0.07036976427341883,-0.07036976427341883,-0.07024121476016663,-0.06648722565281388,-0.06648722565281388,-0.06641478020434585
425,24,-0.0690876181871327,-0.0690876181871327,-0.06896143030845782,-0.0674985241550622,-0.0674985241550622,-0.06740426344249206
425,25,-0.06868334684089908,-0.06868334684089908,-0.06855905813988256,-0.06790805117076279,-0.06790805117076279,-0.06783474521926851
425,26,-0.06831934265081774,-0.06831934265081774,-0.06819443829586999,-0.06781749232319086,-0.06781749232319086,-0.06773932161359429
425,27,-0.06985817518455568,-0.06985817518455568,-0.06973288286048004,-0.06572453286952892,-0.06572453286952892,-0.06564832864691492
425,28,-0.06912973921611204,-0.06912973921611204,-0.06901010265710714,-0.06585823669157434,-0.06585823669157434,-0.06577647873652824
425,29,-0.06911168576100055,-0.06911168576100055,-0.06898728258540684,-0.0681526604161694,-0.0681526604161694,-0.06808245032624383
425,30,-0.06929973271708631,-0.06929973271708631,-0.06918101691470599,-0.06642553154975495,-0.06642553154975495,-0.06634434110880706
425,31,-0.07049305541161263,-0.07049305541161263,-0.07036374252299178,-0.06665526232631024,-0.06665526232631024,-0.06657302785501795
425,32,-0.06890816499878219,-0.06890816499878219,-0.06878023692827519,-0.06796169006097386,-0.06796169006097386,-0.06788281043113757
425,33,-0.07053755517971519,-0.07053755517971519,-0.07041736812369176,-0.06560623730004796,-0.06560623730004796,-0.06553016856900035
425,34,-0.0689180425481205,-0.0689180425481205,-0.06879346346578599,-0.06777188117064498,-0.06777188117064498,-0.06769844270993035
425,35,-0.06945282174016092,-0.06945282174016092,-0.06932962223884746,-0.06729242280121986,-0.06729242280121986,-0.06721787851095473
425,36,-0.07017442900586875,-0.07017442900586875,-0.07004812906001541,-0.0658930113832669,-0.0658930113832669,-0.06580936855624653
425,37,-0.06910184658045004,-0.06910184658045004,-0.06897747758975971,-0.06636337467249126,-0.06636337467249126,-0.06628373973855188
