N,first_rep,second_rep,samples,p0,p0_se,delta_cos4,P4_S,P4_S_se,P4_D,P4_D_se,P4_S_prime,P4_S_prime_se,P4_D_prime,P4_D_prime_se,A_S_N1,A_D_N13_8,A_Dprime_N5_8,A_Sprime_N5_4
185,"13,4","11,8",500000000,0.592747601503617215260631992072,1.30327374120014e-6,1.17808619430241051862673484295,-0.0000516163156253917238286434798159,6.86645045238883e-6,0.0000580716325055692478577834349185,1.45300658071501e-5,0.00378099312397195664282332972768,0.000146863384560248,-0.000907596305592948610212436542877,0.000168521678472735,-0.00954901839069746890829904376594,0.280619659751738652573746970296,-0.0237069153871347633919071536707,2.57970798572175871275969720308
