N,first_rep,second_rep,samples,p0,p0_se,delta_cos4,P4_S,P4_S_se,P4_D,P4_D_se,P4_S_prime,P4_S_prime_se,P4_D_prime,P4_D_prime_se,A_S_N1,A_D_N13_8,A_Dprime_N5_8,A_Sprime_N5_4
265,"16,3","12,11",500000000,0.592746312083045230897319251751,1.19894584658883e-6,1.72246351014595941616233535066,-0.0000407836242680831617486297339382,5.44839414006959e-6,0.0000368976439242791145107746398838,1.00664525277787e-5,0.00267344716176099604540214068971,0.000107737957531225,-0.000693080974890398673470237622803,0.000125728016714036,-0.0108076604310420378633868794936,0.319722485578510430045656602683,-0.0226627521313650054126899284698,2.8584391240168142174791109368
