kminus,kplus,count
35,93,1
37,83,1
37,85,1
38,87,1
38,94,1
39,69,1
39,77,1
39,78,2
39,84,1
39,87,1
40,74,1
40,85,1
40,89,1
40,91,1
40,93,1
41,69,1
41,76,1
41,77,1
41,85,1
41,92,1
42,75,1
42,79,1
42,86,1
42,87,2
42,91,1
42,94,1
43,72,1
43,73,1
43,76,1
43,77,1
43,82,1
43,84,2
43,89,1
43,91,2
43,95,1
43,96,1
43,102,1
43,105,1
43,107,1
44,72,1
44,73,2
44,76,1
44,77,1
44,82,1
44,83,1
44,85,3
44,86,6
44,88,3
44,89,1
44,92,1
44,93,1
44,94,1
44,97,1
44,99,1
44,101,1
44,106,1
45,74,1
45,75,2
45,76,2
45,78,3
45,81,1
45,82,1
45,85,2
45,86,2
45,87,1
45,88,2
45,89,1
45,91,1
45,92,1
45,93,3
45,96,2
45,97,1
45,99,1
45,101,2
45,102,1
45,104,1
45,105,1
46,71,1
46,72,1
46,76,1
46,78,2
46,79,2
46,80,2
46,81,2
46,82,1
46,84,3
46,85,1
46,87,5
46,88,3
46,90,3
46,91,1
46,92,3
46,94,1
46,95,2
46,96,2
46,97,1
46,99,1
46,100,2
46,101,1
46,103,1
46,104,1
46,108,1
47,69,1
47,70,1
47,71,1
47,73,1
47,74,2
47,75,2
47,77,1
47,78,1
47,79,1
47,81,4
47,82,3
47,83,4
47,84,1
47,85,4
47,86,4
47,87,1
47,88,2
47,89,5
47,90,2
47,91,3
47,92,2
47,93,3
47,94,5
47,95,1
47,96,3
47,97,1
47,98,3
47,100,2
47,101,1
47,102,1
47,103,1
47,104,1
48,68,1
48,69,1
48,70,1
48,71,1
48,72,1
48,73,1
48,75,1
48,76,1
48,77,3
48,78,4
48,79,1
48,80,3
48,82,1
48,83,1
48,84,6
48,85,4
48,86,13
48,87,3
48,88,5
48,89,5
48,90,5
48,91,5
48,92,3
48,93,5
48,94,4
48,95,4
48,96,6
48,97,1
48,98,2
48,99,1
48,100,2
48,101,3
48,102,1
48,103,1
49,56,1
49,65,1
49,66,1
49,67,1
49,69,1
49,71,2
49,73,3
49,74,3
49,75,2
49,76,5
49,77,5
49,78,2
49,79,2
49,80,3
49,81,4
49,82,10
49,83,9
49,84,3
49,85,5
49,86,5
49,87,10
49,88,6
49,89,3
49,90,6
49,91,5
49,92,2
49,93,5
49,94,7
49,95,6
49,96,1
49,97,4
49,98,3
49,99,1
49,100,3
49,101,1
49,102,2
49,108,1
49,111,1
50,54,1
50,62,1
50,66,1
50,69,1
50,70,3
50,71,1
50,73,4
50,74,3
50,75,1
50,76,2
50,77,3
50,78,2
50,79,4
50,80,5
