geom,batch,replicas,n,sum_km,sum_kp,sum_km2,sum_kp2,sum_kmkp,sum_gap,sum_gap2,kminus_le_kplus,kminus_gt_kplus
g_12_1,0,50000,145,4083768,4552320,336270488,416972822,373051388,468552,7140534,50000,0
g_12_1,1,50000,145,4085565,4551936,336568767,416892188,373186738,466371,7087479,50000,0
g_12_1,2,50000,145,4083577,4550000,336252385,416541782,372813381,466423,7167405,50000,0
g_12_1,3,50000,145,4084586,4552267,336420276,416950169,373121196,467681,7128053,50000,0
g_12_1,4,50000,145,4081904,4548300,336020034,416200138,372547568,466396,7125036,50000,0
g_12_1,5,50000,145,4085415,4547193,336542361,415999065,372786875,461778,6967676,50000,0
g_12_1,6,50000,145,4084592,4549523,336407434,416421901,372889589,464931,7050157,50000,0
g_12_1,7,50000,145,4080854,4547770,335778682,416115888,372389415,466916,7115740,50000,0
g_12_1,8,50000,145,4085455,4552931,336560749,417065021,373254175,467476,7117420,50000,0
g_12_1,9,50000,145,4084804,4550169,336435568,416545629,372950598,465365,7080001,50000,0
g_12_1,10,50000,145,4082004,4551903,336000374,416877255,372836205,469899,7205219,50000,0
g_12_1,11,50000,145,4085378,4550485,336551868,416589611,373035635,465107,7070209,50000,0
g_12_1,12,50000,145,4082473,4550522,336080347,416617034,372773007,468049,7151367,50000,0
g_12_1,13,50000,145,4079027,4546442,335491085,415853842,372116266,467415,7112395,50000,0
g_12_1,14,50000,145,4085686,4550865,336561082,416685715,373091144,465179,7064509,50000,0
g_12_1,15,50000,145,4083203,4548780,336184683,416305220,372716067,465577,7057769,50000,0
g_12_1,16,50000,145,4083403,4551847,336219821,416824367,372955695,468444,7132798,50000,0
g_12_1,17,50000,145,4083830,4552230,336282520,416910500,373018716,468400,7155588,50000,0
g_12_1,18,50000,145,4085179,4551741,336524081,416805557,373103890,466562,7121858,50000,0
g_12_1,19,50000,145,4084037,4551535,336327677,416771635,372968049,467498,7163214,50000,0
g_12_1,20,50000,145,4085246,4552196,336529450,416914680,373151714,466950,7140702,50000,0
g_12_1,21,50000,145,4085937,4552057,336632913,416877207,373197326,466120,7115468,50000,0
g_12_1,22,50000,145,4083128,4548013,336145310,416165659,372615823,464885,7079323,50000,0
g_12_1,23,50000,145,4079614,4550535,335599790,416594189,372487431,470921,7219117,50000,0
g_12_1,24,50000,145,4081342,4547365,335873012,416047243,372403621,466023,7113013,50000,0
g_12_1,25,50000,145,4084433,4550622,336381711,416630824,372956234,466189,7100067,50000,0
g_12_1,26,50000,145,4080798,4550564,335815532,416616022,372614457,469766,7202640,50000,0
g_12_1,27,50000,145,4083239,4550952,336174601,416680552,372850066,467713,7155021,50000,0
g_12_1,28,50000,145,4082087,4550017,335978495,416518509,372664318,467930,7168368,50000,0
g_12_1,29,50000,145,4081491,4551707,335900741,416815459,372765054,470216,7186092,50000,0
g_12_1,30,50000,145,4083256,4549337,336215202,416417823,372753197,466081,7126631,50000,0
g_12_1,31,50000,145,4083529,4549114,336220697,416338612,372745521,465585,7068267,50000,0
g_12_1,32,50000,145,4081011,4545987,335846973,415813515,372286030,464976,7088428,50000,0
g_12_1,33,50000,145,4081981,4549300,335950893,416383140,372616035,467319,7101963,50000,0
g_12_1,34,50000,145,4081884,4551674,335945130,416820916,372799205,469790,7167636,50000,0
g_12_1,35,50000,145,4083319,4551060,336218373,416678230,372875127,467741,7146349,50000,0
g_12_1,36,50000,145,4084287,4551087,336329209,416692883,372975173,466800,7071746,50000,0
g_12_1,37,50000,145,4084913,4551226,336451067,416745402,373034610,466313,7127249,50000,0
g_12_1,38,50000,145,4082718,4548899,336080730,416337631,372654472,466181,7109417,50000,0
g_12_1,39,50000,145,4084527,4554151,336393711,417278613,373246175,469624,7179974,50000,0
