n,a,b,orientation,batch,k,samples,sum_q,sum_e,sum_s,sum_qs,sum_es
130,9,7,second,0,98,1000,992,992,9827,9753,9753
130,9,7,second,0,99,1000,994,994,10059,10008,10008
130,9,7,second,0,100,1000,995,995,10224,10178,10178
130,9,7,second,0,101,1000,995,995,10392,10346,10346
130,9,7,second,0,102,1000,996,996,10533,10494,10494
130,9,7,second,0,103,1000,998,998,10650,10628,10628
130,9,7,second,0,104,1000,999,999,10752,10741,10741
130,9,7,second,0,105,1000,999,999,10838,10827,10827
130,9,7,second,0,106,1000,999,999,10894,10883,10883
130,9,7,second,0,107,1000,999,999,10920,10910,10910
130,9,7,second,0,108,1000,999,999,10966,10957,10957
130,9,7,second,0,109,1000,1000,1000,10955,10955,10955
130,9,7,second,0,110,1000,1000,1000,10899,10899,10899
130,9,7,second,0,111,1000,1000,1000,10833,10833,10833
130,9,7,second,0,112,1000,1000,1000,10702,10702,10702
130,9,7,second,0,113,1000,1000,1000,10572,10572,10572
130,9,7,second,0,114,1000,1000,1000,10422,10422,10422
130,9,7,second,0,115,1000,1000,1000,10216,10216,10216
130,9,7,second,0,116,1000,1000,1000,9927,9927,9927
130,9,7,second,0,117,1000,1000,1000,9622,9622,9622
130,9,7,second,0,118,1000,1000,1000,9241,9241,9241
130,9,7,second,0,119,1000,1000,1000,8835,8835,8835
130,9,7,second,0,120,1000,1000,1000,8405,8405,8405
130,9,7,second,0,121,1000,1000,1000,7895,7895,7895
130,9,7,second,0,122,1000,1000,1000,7317,7317,7317
130,9,7,second,0,123,1000,1000,1000,6765,6765,6765
130,9,7,second,0,124,1000,1000,1000,6128,6128,6128
130,9,7,second,0,125,1000,1000,1000,5408,5408,5408
130,9,7,second,0,126,1000,1000,1000,4646,4646,4646
130,9,7,second,0,127,1000,1000,1000,3834,3834,3834
130,9,7,second,0,128,1000,1000,1000,2940,2940,2940
130,9,7,second,0,129,1000,1000,1000,2000,2000,2000
130,9,7,second,0,130,1000,1000,1000,1000,1000,1000
130,11,3,first,1,0,1000,-1000,1000,1000,-1000,1000
130,11,3,first,1,1,1000,-1000,1000,2000,-2000,2000
130,11,3,first,1,2,1000,-1000,1000,2972,-2972,2972
130,11,3,first,1,3,1000,-1000,1000,3908,-3908,3908
130,11,3,first,1,4,1000,-1000,1000,4806,-4806,4806
130,11,3,first,1,5,1000,-1000,1000,5691,-5691,5691
130,11,3,first,1,6,1000,-1000,1000,6530,-6530,6530
130,11,3,first,1,7,1000,-1000,1000,7354,-7354,7354
130,11,3,first,1,8,1000,-1000,1000,8134,-8134,8134
130,11,3,first,1,9,1000,-1000,1000,8891,-8891,8891
130,11,3,first,1,10,1000,-1000,1000,9599,-9599,9599
130,11,3,first,1,11,1000,-1000,1000,10292,-10292,10292
130,11,3,first,1,12,1000,-1000,1000,10932,-10932,10932
130,11,3,first,1,13,1000,-1000,1000,11581,-11581,11581
130,11,3,first,1,14,1000,-1000,1000,12173,-12173,12173
130,11,3,first,1,15,1000,-1000,1000,12759,-12759,12759
130,11,3,first,1,16,1000,-1000,1000,13286,-13286,13286
130,11,3,first,1,17,1000,-1000,1000,13794,-13794,13794
130,11,3,first,1,18,1000,-1000,1000,14272,-14272,14272
130,11,3,first,1,19,1000,-1000,1000,14727,-14727,14727
130,11,3,first,1,20,1000,-1000,1000,15123,-15123,15123
130,11,3,first,1,21,1000,-1000,1000,15561,-15561,15561
130,11,3,first,1,22,1000,-1000,1000,15912,-15912,15912
130,11,3,first,1,23,1000,-1000,1000,16219,-16219,16219
130,11,3,first,1,24,1000,-1000,1000,16537,-16537,16537
130,11,3,first,1,25,1000,-1000,1000,16826,-16826,16826
130,11,3,first,1,26,1000,-1000,1000,17068,-17068,17068
130,11,3,first,1,27,1000,-1000,1000,17314,-17314,17314
130,11,3,first,1,28,1000,-1000,1000,17510,-17510,17510
130,11,3,first,1,29,1000,-1000,1000,17742,-17742,17742
130,11,3,first,1,30,1000,-1000,1000,17892,-17892,17892
130,11,3,first,1,31,1000,-1000,1000,17980,-17980,17980
130,11,3,first,1,32,1000,-1000,1000,18040,-18040,18040
130,11,3,first,1,33,1000,-1000,1000,18114,-18114,18114
130,11,3,first,1,34,1000,-1000,1000,18143,-18143,18143
130,11,3,first,1,35,1000,-1000,1000,18150,-18150,18150
130,11,3,first,1,36,1000,-1000,1000,18138,-18138,18138
130,11,3,first,1,37,1000,-1000,1000,18118,-18118,18118
130,11,3,first,1,38,1000,-1000,1000,18088,-18088,18088
130,11,3,first,1,39,1000,-1000,1000,17974,-17974,17974
130,11,3,first,1,40,1000,-1000,1000,17895,-17895,17895
130,11,3,first,1,41,1000,-1000,1000,17730,-17730,17730
130,11,3,first,1,42,1000,-999,999,17559,-17547,17547
130,11,3,first,1,43,1000,-999,999,17403,-17391,17391
130,11,3,first,1,44,1000,-999,999,17181,-17169,17169
130,11,3,first,1,45,1000,-998,998,16924,-16899,16899
130,11,3,first,1,46,1000,-998,998,16668,-16643,16643
130,11,3,first,1,47,1000,-996,996,16447,-16392,16392
130,11,3,first,1,48,1000,-995,995,16147,-16085,16085
130,11,3,first,1,49,1000,-995,995,15839,-15779,15779
130,11,3,first,1,50,1000,-994,994,15543,-15468,15468
130,11,3,first,1,51,1000,-994,994,15284,-15212,15212
130,11,3,first,1,52,1000,-992,992,14970,-14879,14879
130,11,3,first,1,53,1000,-991,991,14583,-14485,14485
130,11,3,first,1,54,1000,-987,987,14206,-14060,14060
130,11,3,first,1,55,1000,-986,986,13885,-13725,13725
130,11,3,first,1,56,1000,-984,984,13497,-13314,13314
130,11,3,first,1,57,1000,-975,975,13094,-12812,12812
130,11,3,first,1,58,1000,-968,968,12733,-12371,12371
130,11,3,first,1,59,1000,-960,960,12376,-11921,11921
130,11,3,first,1,60,1000,-951,951,11954,-11407,11407
130,11,3,first,1,61,1000,-934,934,11500,-10802,10802
130,11,3,first,1,62,1000,-917,917,11096,-10235,10235
130,11,3,first,1,63,1000,-894,894,10710,-9654,9654
130,11,3,first,1,64,1000,-872,876,10326,-9111,9153
130,11,3,first,1,65,1000,-839,855,9945,-8451,8595
130,11,3,first,1,66,1000,-803,827,9566,-7782,7988
130,11,3,first,1,67,1000,-769,799,9176,-7170,7428
130,11,3,first,1,68,1000,-720,764,8845,-6531,6883
130,11,3,first,1,69,1000,-665,727,8502,-5834,6304
130,11,3,first,1,70,1000,-601,695,8185,-5082,5764
130,11,3,first,1,71,1000,-533,661,7881,-4349,5285
130,11,3,first,1,72,1000,-460,626,7589,-3624,4796
130,11,3,first,1,73,1000,-378,594,7336,-2893,4381
130,11,3,first,1,74,1000,-276,566,7090,-2044,4028
130,11,3,first,1,75,1000,-169,541,6890,-1228,3736
130,11,3,first,1,76,1000,-60,522,6741,-452,3504
130,11,3,first,1,77,1000,52,528,6654,287,3487
130,11,3,first,1,78,1000,144,528,6592,932,3464
130,11,3,first,1,79,1000,269,535,6501,1800,3494
130,11,3,first,1,80,1000,357,569,6518,2438,3726
130,11,3,first,1,81,1000,459,605,6571,3125,4021
130,11,3,first,1,82,1000,537,643,6620,3690,4334
130,11,3,first,1,83,1000,607,691,6732,4205,4729
130,11,3,first,1,84,1000,672,736,6855,4737,5135
130,11,3,first,1,85,1000,742,782,7026,5340,5588
130,11,3,first,1,86,1000,789,819,7199,5806,5994
130,11,3,first,1,87,1000,833,855,7386,6269,6403
130,11,3,first,1,88,1000,869,885,7581,6667,6777
130,11,3,first,1,89,1000,904,910,7796,7117,7159
130,11,3,first,1,90,1000,925,927,8038,7483,7499
130,11,3,first,1,91,1000,949,951,8258,7867,7883
130,11,3,first,1,92,1000,961,963,8454,8148,8166
130,11,3,first,1,93,1000,973,973,8674,8456,8456
130,11,3,first,1,94,1000,980,980,8925,8772,8772
130,11,3,first,1,95,1000,987,987,9115,9013,9013
130,11,3,first,1,96,1000,990,990,9358,9278,9278
130,11,3,first,1,97,1000,992,992,9551,9486,9486
130,11,3,first,1,98,1000,995,995,9765,9730,9730
130,11,3,first,1,99,1000,999,999,9980,9972,9972
130,11,3,first,1,100,1000,999,999,10184,10176,10176
130,11,3,first,1,101,1000,999,999,10367,10360,10360
130,11,3,first,1,102,1000,999,999,10563,10556,10556
130,11,3,first,1,103,1000,999,999,10679,10671,10671
130,11,3,first,1,104,1000,1000,1000,10767,10767,10767
130,11,3,first,1,105,1000,1000,1000,10837,10837,10837
130,11,3,first,1,106,1000,1000,1000,10875,10875,10875
130,11,3,first,1,107,1000,1000,1000,10935,10935,10935
130,11,3,first,1,108,1000,1000,1000,10941,10941,10941
130,11,3,first,1,109,1000,1000,1000,10925,10925,10925
130,11,3,first,1,110,1000,1000,1000,10908,10908,10908
130,11,3,first,1,111,1000,1000,1000,10843,10843,10843
130,11,3,first,1,112,1000,1000,1000,10730,10730,10730
130,11,3,first,1,113,1000,1000,1000,10579,10579,10579
130,11,3,first,1,114,1000,1000,1000,10384,10384,10384
130,11,3,first,1,115,1000,1000,1000,10199,10199,10199
130,11,3,first,1,116,1000,1000,1000,9917,9917,9917
130,11,3,first,1,117,1000,1000,1000,9602,9602,9602
130,11,3,first,1,118,1000,1000,1000,9254,9254,9254
130,11,3,first,1,119,1000,1000,1000,8844,8844,8844
130,11,3,first,1,120,1000,1000,1000,8383,8383,8383
130,11,3,first,1,121,1000,1000,1000,7909,7909,7909
130,11,3,first,1,122,1000,1000,1000,7365,7365,7365
130,11,3,first,1,123,1000,1000,1000,6744,6744,6744
130,11,3,first,1,124,1000,1000,1000,6071,6071,6071
130,11,3,first,1,125,1000,1000,1000,5382,5382,5382
130,11,3,first,1,126,1000,1000,1000,4621,4621,4621
130,11,3,first,1,127,1000,1000,1000,3785,3785,3785
130,11,3,first,1,128,1000,1000,1000,2933,2933,2933
130,11,3,first,1,129,1000,1000,1000,2000,2000,2000
130,11,3,first,1,130,1000,1000,1000,1000,1000,1000
130,9,7,second,1,0,1000,-1000,1000,1000,-1000,1000
130,9,7,second,1,1,1000,-1000,1000,2000,-2000,2000
130,9,7,second,1,2,1000,-1000,1000,2969,-2969,2969
130,9,7,second,1,3,1000,-1000,1000,3896,-3896,3896
130,9,7,second,1,4,1000,-1000,1000,4790,-4790,4790
130,9,7,second,1,5,1000,-1000,1000,5682,-5682,5682
130,9,7,second,1,6,1000,-1000,1000,6531,-6531,6531
130,9,7,second,1,7,1000,-1000,1000,7337,-7337,7337
130,9,7,second,1,8,1000,-1000,1000,8111,-8111,8111
130,9,7,second,1,9,1000,-1000,1000,8861,-8861,8861
130,9,7,second,1,10,1000,-1000,1000,9557,-9557,9557
130,9,7,second,1,11,1000,-1000,1000,10241,-10241,10241
130,9,7,second,1,12,1000,-1000,1000,10910,-10910,10910
130,9,7,second,1,13,1000,-1000,1000,11575,-11575,11575
130,9,7,second,1,14,1000,-1000,1000,12177,-12177,12177
130,9,7,second,1,15,1000,-1000,1000,12721,-12721,12721
130,9,7,second,1,16,1000,-1000,1000,13244,-13244,13244
130,9,7,second,1,17,1000,-1000,1000,13739,-13739,13739
130,9,7,second,1,18,1000,-1000,1000,14186,-14186,14186
130,9,7,second,1,19,1000,-1000,1000,14633,-14633,14633
130,9,7,second,1,20,1000,-1000,1000,15044,-15044,15044
130,9,7,second,1,21,1000,-1000,1000,15408,-15408,15408
130,9,7,second,1,22,1000,-1000,1000,15772,-15772,15772
130,9,7,second,1,23,1000,-1000,1000,16127,-16127,16127
130,9,7,second,1,24,1000,-1000,1000,16449,-16449,16449
130,9,7,second,1,25,1000,-1000,1000,16739,-16739,16739
130,9,7,second,1,26,1000,-1000,1000,16988,-16988,16988
130,9,7,second,1,27,1000,-1000,1000,17225,-17225,17225
130,9,7,second,1,28,1000,-1000,1000,17414,-17414,17414
130,9,7,second,1,29,1000,-1000,1000,17561,-17561,17561
130,9,7,second,1,30,1000,-1000,1000,17688,-17688,17688
130,9,7,second,1,31,1000,-1000,1000,17835,-17835,17835
130,9,7,second,1,32,1000,-1000,1000,17950,-17950,17950
130,9,7,second,1,33,1000,-1000,1000,18044,-18044,18044
130,9,7,second,1,34,1000,-1000,1000,18109,-18109,18109
130,9,7,second,1,35,1000,-1000,1000,18115,-18115,18115
130,9,7,second,1,36,1000,-1000,1000,18113,-18113,18113
130,9,7,second,1,37,1000,-1000,1000,18051,-18051,18051
130,9,7,second,1,38,1000,-1000,1000,17985,-17985,17985
130,9,7,second,1,39,1000,-1000,1000,17861,-17861,17861
130,9,7,second,1,40,1000,-1000,1000,17719,-17719,17719
130,9,7,second,1,41,1000,-1000,1000,17583,-17583,17583
130,9,7,second,1,42,1000,-1000,1000,17465,-17465,17465
130,9,7,second,1,43,1000,-1000,1000,17273,-17273,17273
130,9,7,second,1,44,1000,-1000,1000,17123,-17123,17123
130,9,7,second,1,45,1000,-1000,1000,16942,-16942,16942
130,9,7,second,1,46,1000,-1000,1000,16676,-16676,16676
130,9,7,second,1,47,1000,-1000,1000,16450,-16450,16450
130,9,7,second,1,48,1000,-999,999,16189,-16177,16177
130,9,7,second,1,49,1000,-998,998,15918,-15896,15896
130,9,7,second,1,50,1000,-995,995,15581,-15528,15528
130,9,7,second,1,51,1000,-994,994,15252,-15187,15187
130,9,7,second,1,52,1000,-994,994,14976,-14911,14911
130,9,7,second,1,53,1000,-994,994,14635,-14570,14570
130,9,7,second,1,54,1000,-993,993,14317,-14241,14241
130,9,7,second,1,55,1000,-990,990,13963,-13857,13857
130,9,7,second,1,56,1000,-986,986,13577,-13430,13430
130,9,7,second,1,57,1000,-984,984,13152,-12995,12995
130,9,7,second,1,58,1000,-979,979,12735,-12532,12532
130,9,7,second,1,59,1000,-972,972,12336,-12052,12052
130,9,7,second,1,60,1000,-960,962,11980,-11595,11603
130,9,7,second,1,61,1000,-951,953,11562,-11093,11101
130,9,7,second,1,62,1000,-936,940,11153,-10537,10561
130,9,7,second,1,63,1000,-919,923,10738,-9958,9982
