n,a,b,orientation,batch,k,samples,sum_q,sum_e,sum_s,sum_qs,sum_es
170,13,1,first,0,68,1000,-998,998,19393,-19355,19355
170,13,1,first,0,69,1000,-998,998,19082,-19045,19045
170,13,1,first,0,70,1000,-998,998,18757,-18719,18719
170,13,1,first,0,71,1000,-996,996,18398,-18329,18329
170,13,1,first,0,72,1000,-996,996,18020,-17952,17952
170,13,1,first,0,73,1000,-995,995,17679,-17598,17598
170,13,1,first,0,74,1000,-992,992,17310,-17197,17197
170,13,1,first,0,75,1000,-991,991,16912,-16790,16790
170,13,1,first,0,76,1000,-984,984,16505,-16293,16293
170,13,1,first,0,77,1000,-980,980,16102,-15842,15842
170,13,1,first,0,78,1000,-974,974,15715,-15374,15374
170,13,1,first,0,79,1000,-966,966,15278,-14835,14835
170,13,1,first,0,80,1000,-962,962,14862,-14373,14373
170,13,1,first,0,81,1000,-948,948,14461,-13793,13793
170,13,1,first,0,82,1000,-937,939,14023,-13236,13258
170,13,1,first,0,83,1000,-922,926,13629,-12676,12724
170,13,1,first,0,84,1000,-910,916,13238,-12163,12229
170,13,1,first,0,85,1000,-893,901,12818,-11567,11651
170,13,1,first,0,86,1000,-873,883,12435,-10975,11077
170,13,1,first,0,87,1000,-849,861,12036,-10350,10466
170,13,1,first,0,88,1000,-818,838,11681,-9694,9870
170,13,1,first,0,89,1000,-790,816,11356,-9083,9319
170,13,1,first,0,90,1000,-743,777,10965,-8237,8559
170,13,1,first,0,91,1000,-704,746,10646,-7590,7982
170,13,1,first,0,92,1000,-657,715,10309,-6912,7414
170,13,1,first,0,93,1000,-596,674,10008,-6105,6773
170,13,1,first,0,94,1000,-536,658,9717,-5361,6377
170,13,1,first,0,95,1000,-479,631,9461,-4670,5954
170,13,1,first,0,96,1000,-406,596,9217,-3839,5485
170,13,1,first,0,97,1000,-338,576,8959,-3165,5193
170,13,1,first,0,98,1000,-262,564,8792,-2402,4978
170,13,1,first,0,99,1000,-185,545,8603,-1720,4698
170,13,1,first,0,100,1000,-92,534,8462,-851,4539
170,13,1,first,0,101,1000,-5,521,8340,-98,4364
170,13,1,first,0,102,1000,100,532,8251,758,4386
170,13,1,first,0,103,1000,186,528,8207,1494,4362
170,13,1,first,0,104,1000,273,553,8168,2231,4573
170,13,1,first,0,105,1000,349,589,8182,2886,4876
170,13,1,first,0,106,1000,428,636,8234,3580,5290
170,13,1,first,0,107,1000,492,656,8281,4191,5531
170,13,1,first,0,108,1000,573,693,8355,4911,5907
170,13,1,first,0,109,1000,617,717,8459,5332,6132
170,13,1,first,0,110,1000,680,750,8598,5923,6495
170,13,1,first,0,111,1000,742,792,8734,6550,6976
170,13,1,first,0,112,1000,778,812,8893,6970,7258
170,13,1,first,0,113,1000,810,834,9066,7410,7610
170,13,1,first,0,114,1000,839,863,9218,7813,7999
170,13,1,first,0,115,1000,870,884,9465,8308,8408
170,13,1,first,0,116,1000,891,899,9670,8671,8731
170,13,1,first,0,117,1000,912,918,9900,9070,9120
170,13,1,first,0,118,1000,925,931,10113,9420,9468
170,13,1,first,0,119,1000,941,943,10324,9776,9786
170,13,1,first,0,120,1000,953,953,10551,10099,10099
170,13,1,first,0,121,1000,959,959,10786,10385,10385
170,13,1,first,0,122,1000,967,967,11007,10683,10683
170,13,1,first,0,123,1000,973,973,11227,10962,10962
170,13,1,first,0,124,1000,981,981,11468,11281,11281
170,13,1,first,0,125,1000,985,985,11696,11542,11542
170,13,1,first,0,126,1000,989,989,11963,11850,11850
170,13,1,first,0,127,1000,993,993,12176,12103,12103
170,13,1,first,0,128,1000,994,994,12369,12302,12302
170,13,1,first,0,129,1000,995,995,12590,12536,12536
170,13,1,first,0,130,1000,997,997,12791,12759,12759
170,13,1,first,0,131,1000,998,998,12971,12951,12951
170,13,1,first,0,132,1000,998,998,13123,13103,13103
170,13,1,first,0,133,1000,999,999,13293,13283,13283
170,13,1,first,0,134,1000,999,999,13421,13410,13410
170,13,1,first,0,135,1000,999,999,13576,13566,13566
170,13,1,first,0,136,1000,1000,1000,13672,13672,13672
170,13,1,first,0,137,1000,1000,1000,13758,13758,13758
170,13,1,first,0,138,1000,1000,1000,13863,13863,13863
170,13,1,first,0,139,1000,1000,1000,13921,13921,13921
170,13,1,first,0,140,1000,1000,1000,13923,13923,13923
170,13,1,first,0,141,1000,1000,1000,13947,13947,13947
170,13,1,first,0,142,1000,1000,1000,13970,13970,13970
170,13,1,first,0,143,1000,1000,1000,13946,13946,13946
170,13,1,first,0,144,1000,1000,1000,13862,13862,13862
170,13,1,first,0,145,1000,1000,1000,13792,13792,13792
170,13,1,first,0,146,1000,1000,1000,13680,13680,13680
170,13,1,first,0,147,1000,1000,1000,13546,13546,13546
170,13,1,first,0,148,1000,1000,1000,13394,13394,13394
170,13,1,first,0,149,1000,1000,1000,13194,13194,13194
170,13,1,first,0,150,1000,1000,1000,12996,12996,12996
170,13,1,first,0,151,1000,1000,1000,12742,12742,12742
170,13,1,first,0,152,1000,1000,1000,12488,12488,12488
170,13,1,first,0,153,1000,1000,1000,12153,12153,12153
170,13,1,first,0,154,1000,1000,1000,11780,11780,11780
170,13,1,first,0,155,1000,1000,1000,11446,11446,11446
170,13,1,first,0,156,1000,1000,1000,11029,11029,11029
170,13,1,first,0,157,1000,1000,1000,10576,10576,10576
170,13,1,first,0,158,1000,1000,1000,10128,10128,10128
170,13,1,first,0,159,1000,1000,1000,9597,9597,9597
170,13,1,first,0,160,1000,1000,1000,9017,9017,9017
170,13,1,first,0,161,1000,1000,1000,8410,8410,8410
170,13,1,first,0,162,1000,1000,1000,7768,7768,7768
170,13,1,first,0,163,1000,1000,1000,7081,7081,7081
170,13,1,first,0,164,1000,1000,1000,6340,6340,6340
170,13,1,first,0,165,1000,1000,1000,5546,5546,5546
170,13,1,first,0,166,1000,1000,1000,4726,4726,4726
170,13,1,first,0,167,1000,1000,1000,3848,3848,3848
170,13,1,first,0,168,1000,1000,1000,2938,2938,2938
170,13,1,first,0,169,1000,1000,1000,2000,2000,2000
170,13,1,first,0,170,1000,1000,1000,1000,1000,1000
170,11,7,second,0,0,1000,-1000,1000,1000,-1000,1000
170,11,7,second,0,1,1000,-1000,1000,2000,-2000,2000
170,11,7,second,0,2,1000,-1000,1000,2970,-2970,2970
170,11,7,second,0,3,1000,-1000,1000,3924,-3924,3924
170,11,7,second,0,4,1000,-1000,1000,4845,-4845,4845
170,11,7,second,0,5,1000,-1000,1000,5760,-5760,5760
170,11,7,second,0,6,1000,-1000,1000,6612,-6612,6612
170,11,7,second,0,7,1000,-1000,1000,7475,-7475,7475
170,11,7,second,0,8,1000,-1000,1000,8308,-8308,8308
170,11,7,second,0,9,1000,-1000,1000,9140,-9140,9140
170,11,7,second,0,10,1000,-1000,1000,9920,-9920,9920
170,11,7,second,0,11,1000,-1000,1000,10655,-10655,10655
170,11,7,second,0,12,1000,-1000,1000,11410,-11410,11410
170,11,7,second,0,13,1000,-1000,1000,12150,-12150,12150
170,11,7,second,0,14,1000,-1000,1000,12846,-12846,12846
170,11,7,second,0,15,1000,-1000,1000,13513,-13513,13513
170,11,7,second,0,16,1000,-1000,1000,14152,-14152,14152
170,11,7,second,0,17,1000,-1000,1000,14759,-14759,14759
170,11,7,second,0,18,1000,-1000,1000,15315,-15315,15315
170,11,7,second,0,19,1000,-1000,1000,15902,-15902,15902
170,11,7,second,0,20,1000,-1000,1000,16448,-16448,16448
170,11,7,second,0,21,1000,-1000,1000,16976,-16976,16976
170,11,7,second,0,22,1000,-1000,1000,17514,-17514,17514
170,11,7,second,0,23,1000,-1000,1000,18023,-18023,18023
170,11,7,second,0,24,1000,-1000,1000,18499,-18499,18499
170,11,7,second,0,25,1000,-1000,1000,18960,-18960,18960
170,11,7,second,0,26,1000,-1000,1000,19376,-19376,19376
170,11,7,second,0,27,1000,-1000,1000,19804,-19804,19804
170,11,7,second,0,28,1000,-1000,1000,20183,-20183,20183
170,11,7,second,0,29,1000,-1000,1000,20554,-20554,20554
170,11,7,second,0,30,1000,-1000,1000,20905,-20905,20905
170,11,7,second,0,31,1000,-1000,1000,21197,-21197,21197
170,11,7,second,0,32,1000,-1000,1000,21454,-21454,21454
170,11,7,second,0,33,1000,-1000,1000,21712,-21712,21712
170,11,7,second,0,34,1000,-1000,1000,21956,-21956,21956
170,11,7,second,0,35,1000,-1000,1000,22145,-22145,22145
170,11,7,second,0,36,1000,-1000,1000,22329,-22329,22329
170,11,7,second,0,37,1000,-1000,1000,22547,-22547,22547
170,11,7,second,0,38,1000,-1000,1000,22732,-22732,22732
170,11,7,second,0,39,1000,-1000,1000,22926,-22926,22926
170,11,7,second,0,40,1000,-1000,1000,23054,-23054,23054
170,11,7,second,0,41,1000,-1000,1000,23121,-23121,23121
170,11,7,second,0,42,1000,-1000,1000,23182,-23182,23182
170,11,7,second,0,43,1000,-1000,1000,23237,-23237,23237
170,11,7,second,0,44,1000,-1000,1000,23280,-23280,23280
170,11,7,second,0,45,1000,-1000,1000,23270,-23270,23270
170,11,7,second,0,46,1000,-1000,1000,23280,-23280,23280
170,11,7,second,0,47,1000,-1000,1000,23300,-23300,23300
170,11,7,second,0,48,1000,-1000,1000,23267,-23267,23267
170,11,7,second,0,49,1000,-1000,1000,23249,-23249,23249
170,11,7,second,0,50,1000,-1000,1000,23176,-23176,23176
170,11,7,second,0,51,1000,-1000,1000,23144,-23144,23144
170,11,7,second,0,52,1000,-1000,1000,23090,-23090,23090
170,11,7,second,0,53,1000,-1000,1000,22983,-22983,22983
170,11,7,second,0,54,1000,-1000,1000,22831,-22831,22831
170,11,7,second,0,55,1000,-1000,1000,22681,-22681,22681
170,11,7,second,0,56,1000,-1000,1000,22453,-22453,22453
170,11,7,second,0,57,1000,-1000,1000,22276,-22276,22276
170,11,7,second,0,58,1000,-1000,1000,22132,-22132,22132
170,11,7,second,0,59,1000,-1000,1000,21948,-21948,21948
170,11,7,second,0,60,1000,-1000,1000,21714,-21714,21714
170,11,7,second,0,61,1000,-1000,1000,21461,-21461,21461
170,11,7,second,0,62,1000,-1000,1000,21221,-21221,21221
170,11,7,second,0,63,1000,-1000,1000,20973,-20973,20973
170,11,7,second,0,64,1000,-1000,1000,20658,-20658,20658
170,11,7,second,0,65,1000,-999,999,20337,-20322,20322
170,11,7,second,0,66,1000,-999,999,19999,-19984,19984
170,11,7,second,0,67,1000,-999,999,19701,-19687,19687
170,11,7,second,0,68,1000,-999,999,19408,-19394,19394
170,11,7,second,0,69,1000,-998,998,19039,-19012,19012
170,11,7,second,0,70,1000,-997,997,18690,-18642,18642
170,11,7,second,0,71,1000,-995,995,18347,-18272,18272
170,11,7,second,0,72,1000,-994,994,17980,-17890,17890
170,11,7,second,0,73,1000,-993,993,17632,-17524,17524
170,11,7,second,0,74,1000,-990,990,17228,-17076,17076
170,11,7,second,0,75,1000,-988,988,16790,-16611,16611
170,11,7,second,0,76,1000,-988,988,16375,-16199,16199
170,11,7,second,0,77,1000,-985,985,15950,-15734,15734
170,11,7,second,0,78,1000,-982,982,15578,-15312,15312
170,11,7,second,0,79,1000,-976,976,15187,-14848,14848
170,11,7,second,0,80,1000,-970,970,14790,-14372,14372
170,11,7,second,0,81,1000,-961,961,14379,-13861,13861
170,11,7,second,0,82,1000,-950,950,13947,-13317,13317
170,11,7,second,0,83,1000,-936,936,13589,-12788,12788
170,11,7,second,0,84,1000,-920,922,13197,-12230,12252
170,11,7,second,0,85,1000,-896,904,12831,-11619,11705
170,11,7,second,0,86,1000,-882,894,12412,-11069,11185
170,11,7,second,0,87,1000,-854,866,12070,-10434,10550
170,11,7,second,0,88,1000,-830,850,11691,-9836,10018
170,11,7,second,0,89,1000,-798,826,11313,-9178,9446
170,11,7,second,0,90,1000,-753,797,10963,-8435,8845
170,11,7,second,0,91,1000,-709,761,10620,-7709,8189
170,11,7,second,0,92,1000,-650,728,10307,-6881,7571
170,11,7,second,0,93,1000,-586,690,10014,-6015,6983
170,11,7,second,0,94,1000,-521,655,9733,-5182,6420
170,11,7,second,0,95,1000,-462,626,9436,-4471,5937
170,11,7,second,0,96,1000,-388,604,9182,-3657,5531
170,11,7,second,0,97,1000,-307,575,8937,-2843,5107
170,11,7,second,0,98,1000,-220,556,8722,-2019,4841
170,11,7,second,0,99,1000,-128,530,8576,-1207,4553
170,11,7,second,0,100,1000,-31,517,8433,-343,4367
170,11,7,second,0,101,1000,57,529,8272,425,4411
170,11,7,second,0,102,1000,134,538,8196,1087,4447
170,11,7,second,0,103,1000,228,564,8162,1855,4623
170,11,7,second,0,104,1000,299,577,8151,2432,4700
170,11,7,second,0,105,1000,354,600,8121,2902,4892
170,11,7,second,0,106,1000,427,625,8114,3485,5099
170,11,7,second,0,107,1000,496,654,8160,4097,5411
170,11,7,second,0,108,1000,567,681,8174,4705,5617
170,11,7,second,0,109,1000,618,700,8281,5240,5882
170,11,7,second,0,110,1000,677,731,8429,5818,6238
170,11,7,second,0,111,1000,733,773,8586,6383,6715
170,11,7,second,0,112,1000,772,800,8787,6901,7117
170,11,7,second,0,113,1000,807,831,8970,7384,7558
170,11,7,second,0,114,1000,851,863,9171,7916,8000
170,11,7,second,0,115,1000,882,888,9371,8363,8409
170,11,7,second,0,116,1000,899,903,9561,8693,8723
170,11,7,second,0,117,1000,909,913,9796,8995,9025
170,11,7,second,0,118,1000,933,933,10029,9424,9424
170,11,7,second,0,119,1000,953,953,10278,9841,9841
170,11,7,second,0,120,1000,962,962,10497,10134,10134
170,11,7,second,0,121,1000,974,974,10725,10477,10477
170,11,7,second,0,122,1000,978,978,10944,10739,10739
170,11,7,second,0,123,1000,985,985,11174,11040,11040
170,11,7,second,0,124,1000,992,992,11403,11335,11335
170,11,7,second,0,125,1000,992,992,11656,11583,11583
170,11,7,second,0,126,1000,995,995,11887,11835,11835
170,11,7,second,0,127,1000,996,996,12119,12078,12078
170,11,7,second,0,128,1000,997,997,12340,12315,12315
170,11,7,second,0,129,1000,997,997,12553,12528,12528
170,11,7,second,0,130,1000,998,998,12815,12798,12798
170,11,7,second,0,131,1000,999,999,13035,13025,13025
170,11,7,second,0,132,1000,999,999,13177,13168,13168
170,11,7,second,0,133,1000,999,999,13323,13314,13314
170,11,7,second,0,134,1000,999,999,13427,13418,13418
170,11,7,second,0,135,1000,999,999,13534,13524,13524
170,11,7,second,0,136,1000,999,999,13657,13647,13647
170,11,7,second,0,137,1000,999,999,13751,13741,13741
170,11,7,second,0,138,1000,1000,1000,13848,13848,13848
170,11,7,second,0,139,1000,1000,1000,13925,13925,13925
170,11,7,second,0,140,1000,1000,1000,13995,13995,13995
170,11,7,second,0,141,1000,1000,1000,14011,14011,14011
170,11,7,second,0,142,1000,1000,1000,13980,13980,13980
170,11,7,second,0,143,1000,1000,1000,13956,13956,13956
170,11,7,second,0,144,1000,1000,1000,13906,13906,13906
170,11,7,second,0,145,1000,1000,1000,13813,13813,13813
170,11,7,second,0,146,1000,1000,1000,13754,13754,13754
170,11,7,second,0,147,1000,1000,1000,13627,13627,13627
170,11,7,second,0,148,1000,1000,1000,13499,13499,13499
170,11,7,second,0,149,1000,1000,1000,13293,13293,13293
170,11,7,second,0,150,1000,1000,1000,13042,13042,13042
170,11,7,second,0,151,1000,1000,1000,12773,12773,12773
170,11,7,second,0,152,1000,1000,1000,12445,12445,12445
170,11,7,second,0,153,1000,1000,1000,12126,12126,12126
170,11,7,second,0,154,1000,1000,1000,11768,11768,11768
170,11,7,second,0,155,1000,1000,1000,11406,11406,11406
170,11,7,second,0,156,1000,1000,1000,10974,10974,10974
170,11,7,second,0,157,1000,1000,1000,10557,10557,10557
170,11,7,second,0,158,1000,1000,1000,10084,10084,10084
170,11,7,second,0,159,1000,1000,1000,9574,9574,9574
170,11,7,second,0,160,1000,1000,1000,8972,8972,8972
170,11,7,second,0,161,1000,1000,1000,8393,8393,8393
170,11,7,second,0,162,1000,1000,1000,7753,7753,7753
170,11,7,second,0,163,1000,1000,1000,7054,7054,7054
170,11,7,second,0,164,1000,1000,1000,6339,6339,6339
170,11,7,second,0,165,1000,1000,1000,5545,5545,5545
170,11,7,second,0,166,1000,1000,1000,4727,4727,4727
170,11,7,second,0,167,1000,1000,1000,3851,3851,3851
170,11,7,second,0,168,1000,1000,1000,2954,2954,2954
170,11,7,second,0,169,1000,1000,1000,2000,2000,2000
170,11,7,second,0,170,1000,1000,1000,1000,1000,1000
170,13,1,first,1,0,1000,-1000,1000,1000,-1000,1000
170,13,1,first,1,1,1000,-1000,1000,2000,-2000,2000
170,13,1,first,1,2,1000,-1000,1000,2970,-2970,2970
170,13,1,first,1,3,1000,-1000,1000,3926,-3926,3926
170,13,1,first,1,4,1000,-1000,1000,4850,-4850,4850
170,13,1,first,1,5,1000,-1000,1000,5748,-5748,5748
170,13,1,first,1,6,1000,-1000,1000,6613,-6613,6613
170,13,1,first,1,7,1000,-1000,1000,7466,-7466,7466
170,13,1,first,1,8,1000,-1000,1000,8305,-8305,8305
170,13,1,first,1,9,1000,-1000,1000,9109,-9109,9109
170,13,1,first,1,10,1000,-1000,1000,9902,-9902,9902
170,13,1,first,1,11,1000,-1000,1000,10660,-10660,10660
170,13,1,first,1,12,1000,-1000,1000,11404,-11404,11404
170,13,1,first,1,13,1000,-1000,1000,12103,-12103,12103
170,13,1,first,1,14,1000,-1000,1000,12791,-12791,12791
170,13,1,first,1,15,1000,-1000,1000,13449,-13449,13449
170,13,1,first,1,16,1000,-1000,1000,14091,-14091,14091
170,13,1,first,1,17,1000,-1000,1000,14719,-14719,14719
170,13,1,first,1,18,1000,-1000,1000,15351,-15351,15351
170,13,1,first,1,19,1000,-1000,1000,15931,-15931,15931
170,13,1,first,1,20,1000,-1000,1000,16461,-16461,16461
170,13,1,first,1,21,1000,-1000,1000,17000,-17000,17000
170,13,1,first,1,22,1000,-1000,1000,17493,-17493,17493
170,13,1,first,1,23,1000,-1000,1000,17976,-17976,17976
170,13,1,first,1,24,1000,-1000,1000,18416,-18416,18416
170,13,1,first,1,25,1000,-1000,1000,18860,-18860,18860
170,13,1,first,1,26,1000,-1000,1000,19257,-19257,19257
170,13,1,first,1,27,1000,-1000,1000,19654,-19654,19654
170,13,1,first,1,28,1000,-1000,1000,20004,-20004,20004
170,13,1,first,1,29,1000,-1000,1000,20369,-20369,20369
170,13,1,first,1,30,1000,-1000,1000,20677,-20677,20677
170,13,1,first,1,31,1000,-1000,1000,20977,-20977,20977
170,13,1,first,1,32,1000,-1000,1000,21254,-21254,21254
170,13,1,first,1,33,1000,-1000,1000,21533,-21533,21533
170,13,1,first,1,34,1000,-1000,1000,21768,-21768,21768
170,13,1,first,1,35,1000,-1000,1000,21972,-21972,21972
170,13,1,first,1,36,1000,-1000,1000,22170,-22170,22170
170,13,1,first,1,37,1000,-1000,1000,22390,-22390,22390
170,13,1,first,1,38,1000,-1000,1000,22591,-22591,22591
170,13,1,first,1,39,1000,-1000,1000,22711,-22711,22711
170,13,1,first,1,40,1000,-1000,1000,22833,-22833,22833
170,13,1,first,1,41,1000,-1000,1000,23004,-23004,23004
170,13,1,first,1,42,1000,-1000,1000,23083,-23083,23083
170,13,1,first,1,43,1000,-1000,1000,23153,-23153,23153
170,13,1,first,1,44,1000,-1000,1000,23172,-23172,23172
170,13,1,first,1,45,1000,-1000,1000,23200,-23200,23200
170,13,1,first,1,46,1000,-1000,1000,23235,-23235,23235
170,13,1,first,1,47,1000,-1000,1000,23215,-23215,23215
170,13,1,first,1,48,1000,-1000,1000,23173,-23173,23173
170,13,1,first,1,49,1000,-1000,1000,23126,-23126,23126
170,13,1,first,1,50,1000,-1000,1000,23066,-23066,23066
170,13,1,first,1,51,1000,-1000,1000,22963,-22963,22963
170,13,1,first,1,52,1000,-1000,1000,22864,-22864,22864
170,13,1,first,1,53,1000,-1000,1000,22775,-22775,22775
170,13,1,first,1,54,1000,-1000,1000,22649,-22649,22649
170,13,1,first,1,55,1000,-1000,1000,22480,-22480,22480
170,13,1,first,1,56,1000,-1000,1000,22323,-22323,22323
170,13,1,first,1,57,1000,-999,999,22134,-22113,22113
170,13,1,first,1,58,1000,-999,999,21951,-21930,21930
170,13,1,first,1,59,1000,-999,999,21754,-21733,21733
170,13,1,first,1,60,1000,-999,999,21522,-21502,21502
170,13,1,first,1,61,1000,-999,999,21330,-21311,21311
170,13,1,first,1,62,1000,-999,999,21069,-21050,21050
170,13,1,first,1,63,1000,-998,998,20746,-20709,20709
170,13,1,first,1,64,1000,-998,998,20440,-20403,20403
170,13,1,first,1,65,1000,-998,998,20152,-20115,20115
170,13,1,first,1,66,1000,-998,998,19855,-19818,19818
170,13,1,first,1,67,1000,-998,998,19580,-19543,19543
170,13,1,first,1,68,1000,-998,998,19256,-19219,19219
170,13,1,first,1,69,1000,-998,998,18908,-18871,18871
170,13,1,first,1,70,1000,-998,998,18528,-18491,18491
170,13,1,first,1,71,1000,-998,998,18176,-18139,18139
170,13,1,first,1,72,1000,-996,996,17832,-17762,17762
170,13,1,first,1,73,1000,-996,996,17453,-17384,17384
170,13,1,first,1,74,1000,-993,993,17076,-16963,16963
170,13,1,first,1,75,1000,-990,992,16714,-16557,16591
170,13,1,first,1,76,1000,-990,992,16322,-16171,16205
170,13,1,first,1,77,1000,-986,988,15966,-15766,15798
170,13,1,first,1,78,1000,-979,981,15600,-15316,15348
170,13,1,first,1,79,1000,-969,971,15230,-14825,14859
170,13,1,first,1,80,1000,-960,962,14788,-14268,14300
170,13,1,first,1,81,1000,-954,956,14360,-13776,13808
170,13,1,first,1,82,1000,-943,945,13927,-13236,13268
170,13,1,first,1,83,1000,-932,936,13529,-12708,12752
170,13,1,first,1,84,1000,-920,924,13166,-12218,12262
170,13,1,first,1,85,1000,-900,906,12799,-11633,11701
170,13,1,first,1,86,1000,-869,883,12376,-10884,11034
170,13,1,first,1,87,1000,-839,857,11936,-10170,10366
170,13,1,first,1,88,1000,-807,829,11565,-9486,9726
170,13,1,first,1,89,1000,-769,799,11212,-8826,9116
170,13,1,first,1,90,1000,-729,769,10850,-8084,8452
170,13,1,first,1,91,1000,-671,729,10465,-7194,7730
170,13,1,first,1,92,1000,-624,704,10125,-6488,7248
170,13,1,first,1,93,1000,-574,666,9781,-5791,6643
170,13,1,first,1,94,1000,-499,633,9456,-4946,6110
170,13,1,first,1,95,1000,-433,605,9239,-4214,5690
170,13,1,first,1,96,1000,-359,571,8991,-3440,5224
170,13,1,first,1,97,1000,-287,539,8784,-2702,4802
170,13,1,first,1,98,1000,-223,523,8612,-2041,4565
170,13,1,first,1,99,1000,-136,516,8445,-1310,4380
170,13,1,first,1,100,1000,-53,519,8291,-559,4295
170,13,1,first,1,101,1000,28,532,8197,147,4313
170,13,1,first,1,102,1000,123,537,8103,976,4262
170,13,1,first,1,103,1000,215,555,8023,1720,4396
170,13,1,first,1,104,1000,306,564,8017,2474,4472
170,13,1,first,1,105,1000,386,594,8027,3138,4740
170,13,1,first,1,106,1000,463,607,8099,3794,4912
170,13,1,first,1,107,1000,538,646,8143,4430,5256
170,13,1,first,1,108,1000,611,687,8221,5100,5660
170,13,1,first,1,109,1000,661,715,8337,5572,5974
170,13,1,first,1,110,1000,706,750,8479,6088,6406
170,13,1,first,1,111,1000,758,786,8624,6645,6849
170,13,1,first,1,112,1000,805,823,8822,7209,7343
170,13,1,first,1,113,1000,844,858,8983,7651,7765
170,13,1,first,1,114,1000,869,879,9204,8070,8158
