batch,replica_first,samples,z1_re,z1_im,z2_re,z2_im
48,960000,20000,-0.00046775337287813246,-0.0050788001385057846,-0.0021677533728781256,0.002802031035933461
49,980000,20000,-0.0025677533728781232,-0.00057546803882621567,-0.0026427533728781288,0.0030185373868795995
50,1000000,20000,0.0044572466271218664,-0.0051221014086950123,0.0061572466271218734,0.0019793069023381626
51,1020000,20000,0.0084822466271218672,-0.0017879036041245633,-0.0052427533728781339,-0.0019178074146922464
52,1040000,20000,-0.0041677533728781274,-0.0032601467905582771,-0.00061775337287812981,-0.0010084807407184926
53,1060000,20000,-0.0032927533728781266,-0.0047756912471811908,-0.00069275337287813543,0.0012864865793105196
54,1080000,20000,0.0041072466271218772,-0.0046890887068027631,0.0026572466271218703,0.0028453323061226887
55,1100000,20000,0.0072822466271218744,0.001502992930256658,-0.0022927533728781258,-0.0023508201165845233
56,1120000,20000,-0.0013427533728781332,-0.004429281085667397,-0.0029427533728781236,-0.00035896168788007721
57,1140000,20000,0.0032822466271218709,0.00072357006685058733,-0.001192753372878122,0.00042046117552599349
58,1160000,20000,0.0012822466271218691,-0.0044725823558566247,0.0026072466271218758,0.0040577678714210363
59,1180000,20000,0.003182246627121868,-0.0009218782003400372,0.001732246627121875,0.0023690183340411841
60,1200000,20000,-0.0014677533728781333,-0.0041261721943428031,0.0036822466271218685,0.0058331199491793301
61,1220000,20000,0.010307246627121874,0.0036247551695287733,0.00035724662712187383,0.0064826390020177316
62,1240000,20000,0.0014322466271218665,-0.0071572611075886583,-0.001417753372878125,0.0048804920050163486
63,1260000,20000,0.0023322466271218784,0.0045340818435025271,-0.0057927533728781289,0.0017194992812027965
64,1280000,20000,-0.0018677533728781309,-0.0040395696539643478,-0.0020677533728781228,-0.001095083281096948
65,1300000,20000,0.0011072466271218745,-0.0011383845512861757,0.0038072466271218686,0.001373089119688975
66,1320000,20000,0.0051322466271218753,-0.0030869417098013663,-0.0036177533728781325,0.0023690183340411841
67,1340000,20000,0.0013572466271218747,-0.0057283191913442,0.00030724662712186546,0.0017194992812027965
68,1360000,20000,0.0046572466271218721,-0.0029570378992336832,0.0016322466271218722,0.0058331199491793301
69,1380000,20000,0.0064572466271218681,-0.0028704353588552278,-0.00086775337287813004,0.0028886335763119164
70,1400000,20000,0.0045572466271218692,-0.0020044099550707017,-0.0042177533728781219,0.0038412615204748979
71,1420000,20000,0.0037572466271218741,-0.0050354988683165569,0.0012572466271218719,0.0032783450080149656
72,1440000,20000,0.0018572466271218752,-0.0054685115702088338,0.00095724662712187714,0.0019793069023381626
73,1460000,20000,0.0035822466271218656,-0.0023075188463952956,-0.0030677533728781237,0.0053135047069086117
74,1480000,20000,0.0026822466271218676,-0.0063778382441825876,-0.0019677533728781338,0.00055036498609367657
75,1500000,20000,0.0011822466271218662,-0.0048189925173704184,0.0011822466271218662,0.0031484411974472826
76,1520000,20000,0.0059072466271218732,-0.00061876930901544336,0.0018822466271218724,-0.00022905787731239413
77,1540000,20000,0.0011322466271218717,-0.0041261721943428031,-0.0020677533728781228,3.0749743822944264e-05
78,1560000,20000,-0.0012677533728781276,-0.0055984153807765169,-0.0022927533728781258,0.0025855246849873226
79,1580000,20000,-0.00056775337287813532,-0.0034333518713151878,-0.0016177533728781307,0.0046206843838809825
80,1600000,20000,0.0026572466271218703,-0.0015713972531784248,0.00018224662712186535,0.001936005632148935
81,1620000,20000,-0.00064275337287812706,-0.0029570378992336832,-0.0085427533728781313,-0.0030436404396121386
82,1640000,20000,0.0031322466271218735,-0.0029137366290444555,0.00045724662712187669,0.003538152629150304
83,1660000,20000,-0.0036427533728781297,-0.004429281085667397,-0.0030177533728781292,-0.001095083281096948
84,1680000,20000,0.0021822466271218671,-0.0010084807407184926,0.0016322466271218722,0.0020226081725273903
85,1700000,20000,0.0011322466271218717,-0.0056850179211549723,-0.00064275337287812706,0.0037979602502856702
86,1720000,20000,-0.0013927533728781277,-0.003130242979990594,-0.0032677533728781294,0.0016761980110135688
87,1740000,20000,0.00078224662712186865,-0.0030003391694229109,-0.00044275337287813521,0.0031051399272580549
88,1760000,20000,0.0046322466271218748,-0.0018745061445030187,-0.0023427533728781341,0.0019793069023381626
89,1780000,20000,-0.0018927533728781282,-0.001224987091664631,0.00040724662712186832,0.0017194992812027965
90,1800000,20000,-0.0016927533728781224,-9.9154066744711056e-05,-0.00081775337287812166,0.0017628005513920242
91,1820000,20000,0.001382246627121872,-0.0010084807407184926,0.0027822466271218704,0.0035814538993395456
92,1840000,20000,0.0034822466271218766,0.00011735228420139965,-0.0016177533728781307,0.0012431853091212919
93,1860000,20000,-0.0004927533728781297,-0.004429281085667397,-0.0010177533728781274,0.0044474793031240717
94,1880000,20000,0.0015572466271218666,-0.0046890887068027631,-0.0020177533728781283,0.0023690183340411841
95,1900000,20000,0.0033822466271218737,0.0003771599053367658,0.0030072466271218734,0.002065909442716618
96,1920000,20000,-0.0012177533728781331,-0.0058582230019118831,-0.011542753372878134,-0.00027235914750162182
97,1940000,20000,0.00088224662712187152,-0.0034333518713151878,-0.0013177533728781221,0.0038412615204748979
98,1960000,20000,0.004082246627121866,-0.001268288361853831,-0.0030427533728781264,-0.0034766531415044155
99,1980000,20000,0.002507246627121873,-0.0033034480607475047,-0.0013177533728781221,0.0023690183340411841
