partition,components,shared,activation16
01022212,3,2,0
01022213,4,2,12
01022220,3,2,0
01022221,3,2,0
01022222,3,1,0
01022223,4,1,0
01022230,4,2,8
01022231,4,2,12
01022232,4,1,0
01022233,4,1,0
01022234,5,1,0
01022300,4,2,8
01022301,4,3,20
01022302,4,2,8
01022303,4,2,24
01022304,5,2,0
01022310,4,3,16
01022311,4,2,12
01022312,4,2,12
01022313,4,2,36
01022314,5,2,0
01022320,4,2,16
01022321,4,2,24
01022322,4,1,0
01022323,4,1,0
01022324,5,1,0
01022330,4,2,12
01022331,4,2,18
01022332,4,1,0
01022333,4,1,0
01022334,5,1,0
01022340,5,2,8
01022341,5,2,12
01022342,5,1,0
01022343,5,1,0
01022344,5,1,0
01022345,6,1,0
01023000,4,1,0
01023001,4,2,8
01023002,4,2,8
01023003,4,1,0
01023004,5,1,0
01023010,4,2,16
01023011,4,2,8
01023012,4,3,20
01023013,4,2,12
01023014,5,2,8
01023020,4,2,16
01023021,4,3,20
01023022,4,2,8
01023023,4,2,12
01023024,5,2,8
01023030,4,1,0
01023031,4,2,24
01023032,4,2,24
01023033,4,1,0
01023034,5,1,0
01023040,5,1,0
01023041,5,2,0
01023042,5,2,0
01023043,5,1,0
01023044,5,1,0
01023045,6,1,0
01023100,4,2,8
01023101,4,2,16
01023102,4,3,16
01023103,4,2,12
01023104,5,2,8
01023110,4,2,8
01023111,4,1,0
01023112,4,2,12
01023113,4,1,0
01023114,5,1,0
01023120,4,3,20
01023121,4,2,24
01023122,4,2,12
01023123,4,2,18
01023124,5,2,12
01023130,4,2,24
01023131,4,1,0
01023132,4,2,36
01023133,4,1,0
01023134,5,1,0
01023140,5,2,0
01023141,5,1,0
01023142,5,2,0
01023143,5,1,0
01023144,5,1,0
01023145,6,1,0
01023200,4,2,8
01023201,4,3,16
01023202,4,2,16
01023203,4,2,12
01023204,5,2,8
01023210,4,3,20
01023211,4,2,12
01023212,4,2,24
01023213,4,2,18
01023214,5,2,12
01023220,4,2,8
01023221,4,2,12
01023222,4,1,0
01023223,4,1,0
01023224,5,1,0
01023230,4,2,24
01023231,4,2,36
01023232,4,1,0
01023233,4,1,0
01023234,5,1,0
01023240,5,2,0
01023241,5,2,0
01023242,5,1,0
01023243,5,1,0
01023244,5,1,0
01023245,6,1,0
01023300,4,1,0
01023301,4,2,12
01023302,4,2,12
01023303,4,1,0
01023304,5,1,0
01023310,4,2,12
01023311,4,1,0
01023312,4,2,18
01023313,4,1,0
01023314,5,1,0
01023320,4,2,12
01023321,4,2,18
01023322,4,1,0
01023323,4,1,0
01023324,5,1,0
01023330,4,1,0
01023331,4,1,0
01023332,4,1,0
01023333,4,0,0
01023334,5,0,0
01023340,5,1,0
01023341,5,1,0
01023342,5,1,0
01023343,5,0,0
01023344,5,0,0
01023345,6,0,0
01023400,5,1,0
01023401,5,2,8
01023402,5,2,8
01023403,5,1,0
01023404,5,1,0
01023405,6,1,0
01023410,5,2,8
01023411,5,1,0
01023412,5,2,12
01023413,5,1,0
01023414,5,1,0
01023415,6,1,0
01023420,5,2,8
01023421,5,2,12
01023422,5,1,0
01023423,5,1,0
01023424,5,1,0
01023425,6,1,0
01023430,5,1,0
01023431,5,1,0
01023432,5,1,0
01023433,5,0,0
01023434,5,0,0
01023435,6,0,0
01023440,5,1,0
01023441,5,1,0
01023442,5,1,0
01023443,5,0,0
01023444,5,0,0
01023445,6,0,0
01023450,6,1,0
01023451,6,1,0
01023452,6,1,0
01023453,6,0,0
01023454,6,0,0
01023455,6,0,0
01023456,7,0,0
01100000,2,1,0
01100001,2,2,0
01100002,3,1,0
01100010,2,2,0
01100011,2,2,1
01100012,3,2,-2
01100020,3,1,0
01100021,3,2,-2
01100022,3,1,0
01100023,4,1,0
01100100,2,2,0
01100101,2,2,2
01100102,3,2,-4
01100110,2,2,1
01100111,2,2,0
01100112,3,2,-2
01100120,3,2,-2
01100121,3,2,-4
01100122,3,2,-3
01100123,4,2,-2
01100200,3,1,0
01100201,3,2,-4
01100202,3,1,0
01100203,4,1,0
01100210,3,2,-2
01100211,3,2,-2
01100212,3,2,-6
01100213,4,2,0
01100220,3,1,0
01100221,3,2,-3
01100222,3,1,0
01100223,4,1,0
01100230,4,1,0
01100231,4,2,-2
01100232,4,1,0
01100233,4,1,0
01100234,5,1,0
01101000,2,2,0
01101001,2,2,1
01101002,3,2,-2
01101010,2,2,2
01101011,2,2,0
01101012,3,2,-4
01101020,3,2,-4
01101021,3,2,-2
01101022,3,2,-3
01101023,4,2,-2
01101100,2,2,1
01101101,2,2,0
01101102,3,2,-2
01101110,2,2,0
01101111,2,1,0
01101112,3,1,0
01101120,3,2,-2
01101121,3,1,0
01101122,3,1,0
01101123,4,1,0
01101200,3,2,-2
01101201,3,2,-2
01101202,3,2,-6
01101203,4,2,0
01101210,3,2,-4
01101211,3,1,0
01101212,3,1,0
01101213,4,1,0
01101220,3,2,-3
01101221,3,1,0
01101222,3,1,0
01101223,4,1,0
01101230,4,2,-2
01101231,4,1,0
01101232,4,1,0
01101233,4,1,0
01101234,5,1,0
01102000,3,1,0
01102001,3,2,-2
01102002,3,1,0
01102003,4,1,0
01102010,3,2,-4
01102011,3,2,-2
01102012,3,2,-3
01102013,4,2,-2
01102020,3,1,0
01102021,3,2,-6
01102022,3,1,0
01102023,4,1,0
01102030,4,1,0
01102031,4,2,0
01102032,4,1,0
01102033,4,1,0
01102034,5,1,0
01102100,3,2,-2
01102101,3,2,-4
01102102,3,2,-3
01102103,4,2,-2
01102110,3,2,-2
01102111,3,1,0
01102112,3,1,0
01102113,4,1,0
01102120,3,2,-6
01102121,3,1,0
01102122,3,1,0
01102123,4,1,0
01102130,4,2,0
01102131,4,1,0
01102132,4,1,0
01102133,4,1,0
01102134,5,1,0
01102200,3,1,0
01102201,3,2,-3
01102202,3,1,0
01102203,4,1,0
01102210,3,2,-3
01102211,3,1,0
01102212,3,1,0
01102213,4,1,0
01102220,3,1,0
01102221,3,1,0
01102222,3,0,0
01102223,4,0,0
01102230,4,1,0
01102231,4,1,0
01102232,4,0,0
01102233,4,0,0
01102234,5,0,0
01102300,4,1,0
01102301,4,2,-2
01102302,4,1,0
01102303,4,1,0
01102304,5,1,0
01102310,4,2,-2
01102311,4,1,0
01102312,4,1,0
01102313,4,1,0
01102314,5,1,0
01102320,4,1,0
01102321,4,1,0
01102322,4,0,0
01102323,4,0,0
01102324,5,0,0
01102330,4,1,0
01102331,4,1,0
01102332,4,0,0
01102333,4,0,0
01102334,5,0,0
01102340,5,1,0
01102341,5,1,0
01102342,5,0,0
01102343,5,0,0
01102344,5,0,0
01102345,6,0,0
01110000,2,1,0
01110001,2,2,0
01110002,3,1,0
01110010,2,2,0
01110011,2,2,0
01110012,3,2,0
01110020,3,1,0
01110021,3,2,0
01110022,3,1,0
01110023,4,1,0
01110100,2,2,0
01110101,2,2,0
01110102,3,2,0
01110110,2,2,0
01110111,2,2,0
01110112,3,2,0
01110120,3,2,0
01110121,3,2,0
01110122,3,2,0
01110123,4,2,0
01110200,3,1,0
01110201,3,2,0
01110202,3,1,0
01110203,4,1,0
01110210,3,2,0
01110211,3,2,0
01110212,3,2,0
01110213,4,2,0
01110220,3,1,0
01110221,3,2,0
01110222,3,1,0
01110223,4,1,0
01110230,4,1,0
01110231,4,2,0
01110232,4,1,0
01110233,4,1,0
01110234,5,1,0
01111000,2,2,0
01111001,2,2,0
01111002,3,2,0
01111010,2,2,0
01111011,2,2,0
01111012,3,2,0
01111020,3,2,0
01111021,3,2,0
01111022,3,2,0
01111023,4,2,0
01111100,2,2,0
01111101,2,2,0
01111102,3,2,0
01111110,2,2,0
01111111,2,1,0
01111112,3,1,0
01111120,3,2,0
01111121,3,1,0
01111122,3,1,0
01111123,4,1,0
01111200,3,2,0
01111201,3,2,0
01111202,3,2,0
01111203,4,2,0
01111210,3,2,0
01111211,3,1,0
01111212,3,1,0
01111213,4,1,0
01111220,3,2,0
01111221,3,1,0
01111222,3,1,0
01111223,4,1,0
01111230,4,2,0
01111231,4,1,0
01111232,4,1,0
01111233,4,1,0
01111234,5,1,0
01112000,3,1,0
01112001,3,2,0
01112002,3,1,0
01112003,4,1,0
01112010,3,2,0
01112011,3,2,0
01112012,3,2,0
01112013,4,2,0
01112020,3,1,0
01112021,3,2,0
01112022,3,1,0
01112023,4,1,0
01112030,4,1,0
01112031,4,2,0
01112032,4,1,0
01112033,4,1,0
01112034,5,1,0
01112100,3,2,0
01112101,3,2,0
01112102,3,2,0
01112103,4,2,0
01112110,3,2,0
01112111,3,1,0
01112112,3,1,0
01112113,4,1,0
01112120,3,2,0
01112121,3,1,0
01112122,3,1,0
01112123,4,1,0
01112130,4,2,0
01112131,4,1,0
01112132,4,1,0
01112133,4,1,0
01112134,5,1,0
01112200,3,1,0
01112201,3,2,0
01112202,3,1,0
01112203,4,1,0
01112210,3,2,0
01112211,3,1,0
01112212,3,1,0
01112213,4,1,0
01112220,3,1,0
01112221,3,1,0
01112222,3,0,0
01112223,4,0,0
01112230,4,1,0
01112231,4,1,0
01112232,4,0,0
01112233,4,0,0
01112234,5,0,0
01112300,4,1,0
01112301,4,2,0
01112302,4,1,0
01112303,4,1,0
01112304,5,1,0
01112310,4,2,0
01112311,4,1,0
01112312,4,1,0
01112313,4,1,0
01112314,5,1,0
01112320,4,1,0
01112321,4,1,0
01112322,4,0,0
01112323,4,0,0
01112324,5,0,0
01112330,4,1,0
01112331,4,1,0
01112332,4,0,0
01112333,4,0,0
01112334,5,0,0
01112340,5,1,0
01112341,5,1,0
01112342,5,0,0
01112343,5,0,0
01112344,5,0,0
01112345,6,0,0
01120000,3,1,0
01120001,3,2,0
01120002,3,2,0
01120003,4,1,0
01120010,3,2,0
01120011,3,2,-2
01120012,3,3,-9
01120013,4,2,4
01120020,3,2,0
01120021,3,3,-9
01120022,3,2,-3
01120023,4,2,6
01120030,4,1,0
01120031,4,2,4
01120032,4,2,6
01120033,4,1,0
01120034,5,1,0
01120100,3,2,0
01120101,3,2,-4
01120102,3,3,-18
01120103,4,2,8
01120110,3,2,-2
01120111,3,2,0
01120112,3,3,-8
01120113,4,2,4
01120120,3,3,-9
01120121,3,3,-16
01120122,3,3,-9
01120123,4,3,8
01120130,4,2,4
01120131,4,2,8
01120132,4,3,10
01120133,4,2,6
01120134,5,2,4
01120200,3,2,0
01120201,3,3,-18
01120202,3,2,-6
01120203,4,2,12
01120210,3,3,-9
01120211,3,3,-8
01120212,3,3,-18
01120213,4,3,10
01120220,3,2,-3
01120221,3,3,-9
01120222,3,2,0
01120223,4,2,6
01120230,4,2,6
01120231,4,3,10
01120232,4,2,12
01120233,4,2,9
01120234,5,2,6
01120300,4,1,0
01120301,4,2,8
01120302,4,2,12
01120303,4,1,0
01120304,5,1,0
01120310,4,2,4
01120311,4,2,4
01120312,4,3,10
01120313,4,2,12
01120314,5,2,0
01120320,4,2,6
01120321,4,3,8
01120322,4,2,6
01120323,4,2,18
01120324,5,2,0
01120330,4,1,0
01120331,4,2,6
01120332,4,2,9
01120333,4,1,0
01120334,5,1,0
01120340,5,1,0
01120341,5,2,4
01120342,5,2,6
01120343,5,1,0
01120344,5,1,0
01120345,6,1,0
01121000,3,2,0
01121001,3,2,-2
01121002,3,3,-9
01121003,4,2,4
01121010,3,2,-4
01121011,3,2,0
01121012,3,3,-16
01121013,4,2,8
01121020,3,3,-18
01121021,3,3,-8
01121022,3,3,-9
01121023,4,3,10
01121030,4,2,8
01121031,4,2,4
01121032,4,3,8
01121033,4,2,6
01121034,5,2,4
01121100,3,2,-2
01121101,3,2,0
01121102,3,3,-8
01121103,4,2,4
01121110,3,2,0
01121111,3,1,0
01121112,3,2,0
01121113,4,1,0
01121120,3,3,-8
01121121,3,2,0
01121122,3,2,-2
01121123,4,2,4
01121130,4,2,4
01121131,4,1,0
01121132,4,2,4
01121133,4,1,0
01121134,5,1,0
01121200,3,3,-9
01121201,3,3,-8
01121202,3,3,-18
01121203,4,3,10
01121210,3,3,-16
01121211,3,2,0
01121212,3,2,-4
01121213,4,2,8
01121220,3,3,-9
01121221,3,2,-2
01121222,3,2,0
01121223,4,2,4
01121230,4,3,8
01121231,4,2,4
01121232,4,2,8
01121233,4,2,6
01121234,5,2,4
01121300,4,2,4
01121301,4,2,4
01121302,4,3,10
01121303,4,2,12
01121304,5,2,0
01121310,4,2,8
01121311,4,1,0
01121312,4,2,8
01121313,4,1,0
01121314,5,1,0
01121320,4,3,10
01121321,4,2,4
01121322,4,2,4
01121323,4,2,12
01121324,5,2,0
01121330,4,2,6
01121331,4,1,0
01121332,4,2,6
01121333,4,1,0
01121334,5,1,0
01121340,5,2,4
01121341,5,1,0
01121342,5,2,4
01121343,5,1,0
01121344,5,1,0
01121345,6,1,0
01122000,3,2,0
01122001,3,3,-9
01122002,3,2,-3
01122003,4,2,6
01122010,3,3,-18
01122011,3,3,-8
01122012,3,3,-9
01122013,4,3,10
01122020,3,2,-6
01122021,3,3,-18
01122022,3,2,0
01122023,4,2,12
01122030,4,2,12
01122031,4,3,10
01122032,4,2,6
01122033,4,2,9
01122034,5,2,6
01122100,3,3,-9
01122101,3,3,-16
01122102,3,3,-9
01122103,4,3,8
01122110,3,3,-8
01122111,3,2,0
01122112,3,2,-2
01122113,4,2,4
01122120,3,3,-18
01122121,3,2,-4
01122122,3,2,0
01122123,4,2,8
01122130,4,3,10
01122131,4,2,8
01122132,4,2,4
01122133,4,2,6
01122134,5,2,4
01122200,3,2,-3
01122201,3,3,-9
01122202,3,2,0
01122203,4,2,6
01122210,3,3,-9
01122211,3,2,-2
01122212,3,2,0
01122213,4,2,4
01122220,3,2,0
01122221,3,2,0
01122222,3,1,0
01122223,4,1,0
01122230,4,2,6
01122231,4,2,4
01122232,4,1,0
01122233,4,1,0
01122234,5,1,0
01122300,4,2,6
01122301,4,3,8
01122302,4,2,6
01122303,4,2,18
01122304,5,2,0
01122310,4,3,10
01122311,4,2,4
01122312,4,2,4
01122313,4,2,12
01122314,5,2,0
01122320,4,2,12
01122321,4,2,8
01122322,4,1,0
01122323,4,1,0
01122324,5,1,0
01122330,4,2,9
01122331,4,2,6
01122332,4,1,0
01122333,4,1,0
01122334,5,1,0
01122340,5,2,6
01122341,5,2,4
01122342,5,1,0
01122343,5,1,0
01122344,5,1,0
01122345,6,1,0
01123000,4,1,0
01123001,4,2,4
01123002,4,2,6
01123003,4,1,0
01123004,5,1,0
01123010,4,2,8
01123011,4,2,4
01123012,4,3,8
01123013,4,2,6
01123014,5,2,4
01123020,4,2,12
01123021,4,3,10
01123022,4,2,6
01123023,4,2,9
01123024,5,2,6
01123030,4,1,0
01123031,4,2,12
01123032,4,2,18
01123033,4,1,0
01123034,5,1,0
01123040,5,1,0
01123041,5,2,0
01123042,5,2,0
01123043,5,1,0
01123044,5,1,0
01123045,6,1,0
01123100,4,2,4
01123101,4,2,8
01123102,4,3,10
01123103,4,2,6
01123104,5,2,4
01123110,4,2,4
01123111,4,1,0
01123112,4,2,4
01123113,4,1,0
01123114,5,1,0
01123120,4,3,10
01123121,4,2,8
01123122,4,2,4
01123123,4,2,6
01123124,5,2,4
01123130,4,2,12
01123131,4,1,0
01123132,4,2,12
01123133,4,1,0
01123134,5,1,0
01123140,5,2,0
01123141,5,1,0
01123142,5,2,0
01123143,5,1,0
01123144,5,1,0
01123145,6,1,0
01123200,4,2,6
01123201,4,3,10
01123202,4,2,12
01123203,4,2,9
01123204,5,2,6
01123210,4,3,8
01123211,4,2,4
01123212,4,2,8
01123213,4,2,6
01123214,5,2,4
01123220,4,2,6
01123221,4,2,4
01123222,4,1,0
01123223,4,1,0
01123224,5,1,0
01123230,4,2,18
01123231,4,2,12
01123232,4,1,0
01123233,4,1,0
01123234,5,1,0
01123240,5,2,0
01123241,5,2,0
01123242,5,1,0
01123243,5,1,0
01123244,5,1,0
01123245,6,1,0
01123300,4,1,0
01123301,4,2,6
01123302,4,2,9
01123303,4,1,0
01123304,5,1,0
01123310,4,2,6
01123311,4,1,0
01123312,4,2,6
01123313,4,1,0
01123314,5,1,0
01123320,4,2,9
01123321,4,2,6
01123322,4,1,0
01123323,4,1,0
01123324,5,1,0
01123330,4,1,0
01123331,4,1,0
01123332,4,1,0
01123333,4,0,0
01123334,5,0,0
01123340,5,1,0
01123341,5,1,0
01123342,5,1,0
01123343,5,0,0
01123344,5,0,0
01123345,6,0,0
01123400,5,1,0
01123401,5,2,4
01123402,5,2,6
01123403,5,1,0
01123404,5,1,0
01123405,6,1,0
01123410,5,2,4
01123411,5,1,0
01123412,5,2,4
01123413,5,1,0
01123414,5,1,0
01123415,6,1,0
01123420,5,2,6
01123421,5,2,4
01123422,5,1,0
01123423,5,1,0
01123424,5,1,0
01123425,6,1,0
01123430,5,1,0
01123431,5,1,0
01123432,5,1,0
01123433,5,0,0
01123434,5,0,0
01123435,6,0,0
01123440,5,1,0
01123441,5,1,0
01123442,5,1,0
01123443,5,0,0
01123444,5,0,0
01123445,6,0,0
01123450,6,1,0
01123451,6,1,0
01123452,6,1,0
01123453,6,0,0
01123454,6,0,0
01123455,6,0,0
01123456,7,0,0
01200000,3,1,0
01200001,3,2,0
01200002,3,2,0
01200003,4,1,0
01200010,3,2,0
01200011,3,2,-2
01200012,3,3,-8
01200013,4,2,4
01200020,3,2,0
01200021,3,3,-8
01200022,3,2,-2
01200023,4,2,4
01200030,4,1,0
01200031,4,2,4
01200032,4,2,4
01200033,4,1,0
01200034,5,1,0
01200100,3,2,0
01200101,3,2,-4
01200102,3,3,-16
01200103,4,2,8
01200110,3,2,-2
01200111,3,2,0
01200112,3,3,-9
01200113,4,2,4
01200120,3,3,-8
01200121,3,3,-18
01200122,3,3,-9
01200123,4,3,10
01200130,4,2,4
01200131,4,2,8
01200132,4,3,8
01200133,4,2,6
01200134,5,2,4
01200200,3,2,0
01200201,3,3,-16
01200202,3,2,-4
01200203,4,2,8
01200210,3,3,-8
01200211,3,3,-9
01200212,3,3,-18
01200213,4,3,10
01200220,3,2,-2
01200221,3,3,-9
01200222,3,2,0
01200223,4,2,4
01200230,4,2,4
01200231,4,3,8
01200232,4,2,8
01200233,4,2,6
01200234,5,2,4
01200300,4,1,0
01200301,4,2,8
01200302,4,2,8
01200303,4,1,0
01200304,5,1,0
01200310,4,2,4
01200311,4,2,4
01200312,4,3,10
01200313,4,2,12
01200314,5,2,0
01200320,4,2,4
01200321,4,3,10
01200322,4,2,4
01200323,4,2,12
01200324,5,2,0
01200330,4,1,0
01200331,4,2,6
01200332,4,2,6
01200333,4,1,0
01200334,5,1,0
01200340,5,1,0
01200341,5,2,4
01200342,5,2,4
01200343,5,1,0
01200344,5,1,0
01200345,6,1,0
01201000,3,2,0
01201001,3,2,-2
01201002,3,3,-8
01201003,4,2,4
01201010,3,2,-4
01201011,3,2,0
01201012,3,3,-18
01201013,4,2,8
01201020,3,3,-16
01201021,3,3,-9
01201022,3,3,-9
01201023,4,3,8
01201030,4,2,8
01201031,4,2,4
01201032,4,3,10
01201033,4,2,6
01201034,5,2,4
01201100,3,2,-2
01201101,3,2,0
01201102,3,3,-9
01201103,4,2,4
01201110,3,2,0
01201111,3,1,0
01201112,3,2,0
01201113,4,1,0
01201120,3,3,-9
01201121,3,2,0
01201122,3,2,-3
01201123,4,2,6
01201130,4,2,4
01201131,4,1,0
01201132,4,2,6
01201133,4,1,0
01201134,5,1,0
01201200,3,3,-8
01201201,3,3,-9
01201202,3,3,-18
01201203,4,3,10
01201210,3,3,-18
01201211,3,2,0
01201212,3,2,-6
01201213,4,2,12
01201220,3,3,-9
01201221,3,2,-3
01201222,3,2,0
01201223,4,2,6
01201230,4,3,10
01201231,4,2,6
01201232,4,2,12
01201233,4,2,9
01201234,5,2,6
01201300,4,2,4
01201301,4,2,4
01201302,4,3,10
01201303,4,2,12
01201304,5,2,0
01201310,4,2,8
01201311,4,1,0
01201312,4,2,12
01201313,4,1,0
01201314,5,1,0
01201320,4,3,8
01201321,4,2,6
01201322,4,2,6
01201323,4,2,18
01201324,5,2,0
01201330,4,2,6
01201331,4,1,0
01201332,4,2,9
01201333,4,1,0
01201334,5,1,0
01201340,5,2,4
01201341,5,1,0
01201342,5,2,6
01201343,5,1,0
01201344,5,1,0
01201345,6,1,0
01202000,3,2,0
01202001,3,3,-8
01202002,3,2,-2
01202003,4,2,4
01202010,3,3,-16
01202011,3,3,-9
01202012,3,3,-9
01202013,4,3,8
01202020,3,2,-4
01202021,3,3,-18
01202022,3,2,0
01202023,4,2,8
01202030,4,2,8
01202031,4,3,10
01202032,4,2,4
01202033,4,2,6
01202034,5,2,4
01202100,3,3,-8
01202101,3,3,-18
01202102,3,3,-9
01202103,4,3,10
01202110,3,3,-9
01202111,3,2,0
01202112,3,2,-3
01202113,4,2,6
01202120,3,3,-18
01202121,3,2,-6
01202122,3,2,0
01202123,4,2,12
01202130,4,3,10
01202131,4,2,12
01202132,4,2,6
01202133,4,2,9
01202134,5,2,6
01202200,3,2,-2
01202201,3,3,-9
01202202,3,2,0
01202203,4,2,4
01202210,3,3,-9
01202211,3,2,-3
01202212,3,2,0
01202213,4,2,6
01202220,3,2,0
01202221,3,2,0
01202222,3,1,0
01202223,4,1,0
01202230,4,2,4
01202231,4,2,6
01202232,4,1,0
01202233,4,1,0
01202234,5,1,0
01202300,4,2,4
01202301,4,3,10
01202302,4,2,4
01202303,4,2,12
01202304,5,2,0
01202310,4,3,8
01202311,4,2,6
01202312,4,2,6
01202313,4,2,18
01202314,5,2,0
01202320,4,2,8
01202321,4,2,12
01202322,4,1,0
01202323,4,1,0
01202324,5,1,0
01202330,4,2,6
01202331,4,2,9
01202332,4,1,0
01202333,4,1,0
01202334,5,1,0
01202340,5,2,4
01202341,5,2,6
01202342,5,1,0
01202343,5,1,0
01202344,5,1,0
01202345,6,1,0
01203000,4,1,0
01203001,4,2,4
01203002,4,2,4
01203003,4,1,0
01203004,5,1,0
01203010,4,2,8
01203011,4,2,4
01203012,4,3,10
01203013,4,2,6
01203014,5,2,4
01203020,4,2,8
01203021,4,3,10
01203022,4,2,4
01203023,4,2,6
01203024,5,2,4
01203030,4,1,0
01203031,4,2,12
01203032,4,2,12
01203033,4,1,0
01203034,5,1,0
01203040,5,1,0
01203041,5,2,0
01203042,5,2,0
01203043,5,1,0
01203044,5,1,0
01203045,6,1,0
01203100,4,2,4
01203101,4,2,8
01203102,4,3,8
01203103,4,2,6
01203104,5,2,4
01203110,4,2,4
01203111,4,1,0
01203112,4,2,6
01203113,4,1,0
01203114,5,1,0
01203120,4,3,10
01203121,4,2,12
01203122,4,2,6
01203123,4,2,9
01203124,5,2,6
01203130,4,2,12
01203131,4,1,0
01203132,4,2,18
01203133,4,1,0
01203134,5,1,0
01203140,5,2,0
01203141,5,1,0
01203142,5,2,0
01203143,5,1,0
01203144,5,1,0
01203145,6,1,0
01203200,4,2,4
01203201,4,3,8
01203202,4,2,8
01203203,4,2,6
01203204,5,2,4
01203210,4,3,10
01203211,4,2,6
01203212,4,2,12
01203213,4,2,9
01203214,5,2,6
01203220,4,2,4
01203221,4,2,6
01203222,4,1,0
01203223,4,1,0
01203224,5,1,0
01203230,4,2,12
01203231,4,2,18
01203232,4,1,0
01203233,4,1,0
01203234,5,1,0
01203240,5,2,0
01203241,5,2,0
01203242,5,1,0
01203243,5,1,0
01203244,5,1,0
01203245,6,1,0
01203300,4,1,0
01203301,4,2,6
01203302,4,2,6
01203303,4,1,0
01203304,5,1,0
01203310,4,2,6
01203311,4,1,0
01203312,4,2,9
01203313,4,1,0
01203314,5,1,0
01203320,4,2,6
01203321,4,2,9
01203322,4,1,0
01203323,4,1,0
01203324,5,1,0
01203330,4,1,0
01203331,4,1,0
01203332,4,1,0
01203333,4,0,0
01203334,5,0,0
01203340,5,1,0
01203341,5,1,0
01203342,5,1,0
01203343,5,0,0
01203344,5,0,0
01203345,6,0,0
01203400,5,1,0
01203401,5,2,4
01203402,5,2,4
01203403,5,1,0
01203404,5,1,0
01203405,6,1,0
01203410,5,2,4
01203411,5,1,0
01203412,5,2,6
01203413,5,1,0
01203414,5,1,0
01203415,6,1,0
01203420,5,2,4
01203421,5,2,6
01203422,5,1,0
01203423,5,1,0
01203424,5,1,0
01203425,6,1,0
01203430,5,1,0
01203431,5,1,0
01203432,5,1,0
01203433,5,0,0
01203434,5,0,0
01203435,6,0,0
01203440,5,1,0
01203441,5,1,0
01203442,5,1,0
01203443,5,0,0
01203444,5,0,0
01203445,6,0,0
01203450,6,1,0
01203451,6,1,0
01203452,6,1,0
01203453,6,0,0
01203454,6,0,0
01203455,6,0,0
01203456,7,0,0
01210000,3,1,0
01210001,3,2,0
01210002,3,2,0
01210003,4,1,0
01210010,3,2,0
01210011,3,2,-4
01210012,3,3,-18
01210013,4,2,8
01210020,3,2,0
01210021,3,3,-18
01210022,3,2,-6
01210023,4,2,12
01210030,4,1,0
01210031,4,2,8
01210032,4,2,12
01210033,4,1,0
01210034,5,1,0
01210100,3,2,0
01210101,3,2,-8
01210102,3,3,-36
01210103,4,2,16
01210110,3,2,-4
01210111,3,2,0
01210112,3,3,-16
01210113,4,2,8
01210120,3,3,-18
01210121,3,3,-32
01210122,3,3,-18
01210123,4,3,16
01210130,4,2,8
01210131,4,2,16
01210132,4,3,20
01210133,4,2,12
01210134,5,2,8
01210200,3,2,0
01210201,3,3,-36
01210202,3,2,-12
01210203,4,2,24
01210210,3,3,-18
01210211,3,3,-16
01210212,3,3,-36
01210213,4,3,20
01210220,3,2,-6
01210221,3,3,-18
01210222,3,2,0
01210223,4,2,12
01210230,4,2,12
01210231,4,3,20
01210232,4,2,24
01210233,4,2,18
01210234,5,2,12
01210300,4,1,0
01210301,4,2,16
01210302,4,2,24
01210303,4,1,0
01210304,5,1,0
01210310,4,2,8
01210311,4,2,8
01210312,4,3,20
01210313,4,2,24
01210314,5,2,0
01210320,4,2,12
01210321,4,3,16
01210322,4,2,12
01210323,4,2,36
01210324,5,2,0
01210330,4,1,0
01210331,4,2,12
01210332,4,2,18
01210333,4,1,0
01210334,5,1,0
01210340,5,1,0
01210341,5,2,8
01210342,5,2,12
01210343,5,1,0
01210344,5,1,0
01210345,6,1,0
01211000,3,2,0
01211001,3,2,-4
01211002,3,3,-18
01211003,4,2,8
01211010,3,2,-8
01211011,3,2,0
01211012,3,3,-32
01211013,4,2,16
01211020,3,3,-36
01211021,3,3,-16
01211022,3,3,-18
01211023,4,3,20
01211030,4,2,16
01211031,4,2,8
01211032,4,3,16
01211033,4,2,12
01211034,5,2,8
01211100,3,2,-4
01211101,3,2,0
01211102,3,3,-16
01211103,4,2,8
01211110,3,2,0
01211111,3,1,0
01211112,3,2,0
01211113,4,1,0
01211120,3,3,-16
01211121,3,2,0
01211122,3,2,-4
01211123,4,2,8
01211130,4,2,8
01211131,4,1,0
01211132,4,2,8
01211133,4,1,0
01211134,5,1,0
01211200,3,3,-18
01211201,3,3,-16
01211202,3,3,-36
01211203,4,3,20
01211210,3,3,-32
01211211,3,2,0
01211212,3,2,-8
01211213,4,2,16
01211220,3,3,-18
01211221,3,2,-4
01211222,3,2,0
01211223,4,2,8
01211230,4,3,16
01211231,4,2,8
01211232,4,2,16
01211233,4,2,12
01211234,5,2,8
01211300,4,2,8
01211301,4,2,8
01211302,4,3,20
01211303,4,2,24
01211304,5,2,0
01211310,4,2,16
01211311,4,1,0
01211312,4,2,16
01211313,4,1,0
01211314,5,1,0
01211320,4,3,20
01211321,4,2,8
01211322,4,2,8
01211323,4,2,24
01211324,5,2,0
01211330,4,2,12
01211331,4,1,0
01211332,4,2,12
01211333,4,1,0
01211334,5,1,0
01211340,5,2,8
01211341,5,1,0
01211342,5,2,8
01211343,5,1,0
01211344,5,1,0
01211345,6,1,0
01212000,3,2,0
