index,counter,first_mass,first_energy,first_degree,first_loop,second_mass,second_energy,second_degree,second_loop,W_first,W_second
9,43032500009,0.78787878787878729,0.0013956715919525846,1.7878787878787865,0.74999999999999956,0.78787878787878729,0.0016965453432395586,1.954545454545453,0.80303030303030254,0.01268365472910927,0.013544536271808997
11,43032500011,0.87878787878787812,0.0017243718173470251,2.0984848484848482,0.81818181818181768,0.87878787878787812,0.001726980549294598,2.0984848484848473,0.81818181818181768,0.014003673094582185,0.014175849403122135
17,43032500017,0.68939393939393889,0.00081392436764337456,1.6666666666666654,0.87878787878787834,0.68939393939393889,0.0016426315496563435,1.7045454545454533,0.73484848484848442,0.0058539944903581295,0.012339302112029386
60,43032500060,0.78787878787878729,0.001853069260094053,1.9318181818181803,0.90151515151515094,0.78787878787878729,0.0023122060828672402,1.8333333333333319,0.78030303030302983,0.014118457300275484,0.016241965105601469
113,43032500113,0.84090909090909027,0.0022243787739655509,2.1515151515151505,0.92424242424242364,0.84090909090909027,0.0022739446809694735,2.0227272727272712,0.76515151515151469,0.017160238751147836,0.015725436179981636
154,43032500154,0.81818181818181757,0.0015469780449119286,1.8787878787878773,0.74999999999999956,0.81818181818181757,0.001212190778306481,1.90151515151515,0.74242424242424199,0.012167125803489436,0.01222451790633609
193,43032500193,0.78787878787878729,0.00094001307844282945,1.8636363636363622,0.94696969696969635,0.78787878787878729,0.0016539360547625003,1.9090909090909076,0.7878787878787874,0.0079775022956841135,0.013774104683195594
213,43032500213,0.84848484848484784,0.0010043617998163445,1.8636363636363622,0.7878787878787874,0.84848484848484784,0.0012139299329381975,1.9999999999999987,0.76515151515151469,0.010674931129476584,0.011191460055096417
223,43032500223,0.94696969696969624,0.0016278487352867511,2.2196969696969697,0.84848484848484784,0.94696969696969624,0.0014017586331635922,2.2651515151515156,0.99242424242424176,0.015094123048668504,0.013372359963269046
227,43032500227,0.81060606060606,0.0010756671397167256,1.90151515151515,0.88636363636363569,0.81060606060606,0.0017739377243509481,1.9393939393939379,0.72727272727272685,0.011535812672176311,0.014634986225895314
237,43032500237,0.77272727272727215,0.0010565364387678431,1.8106060606060592,0.82575757575757525,0.77272727272727215,0.00073827114116370234,1.7954545454545441,0.86363636363636298,0.010502754820936641,0.00774793388429752
239,43032500239,0.76515151515151458,0.0011861034588307314,1.8106060606060592,0.79545454545454497,0.76515151515151458,0.00071740128558310295,1.62121212121212,0.71969696969696917,0.010789715335169878,0.0075757575757575768
263,43032500263,0.79545454545454486,0.0021174207641149797,1.9166666666666652,0.82575757575757525,0.79545454545454486,0.0016287183126026099,1.8484848484848471,0.81060606060606011,0.014577594123048671,0.012454086317722681
267,43032500267,0.80303030303030243,0.0008895775941230484,1.7424242424242411,0.87878787878787823,0.80303030303030243,0.00096696997523443697,1.8560606060606046,0.81818181818181768,0.0078627180899908146,0.010445362718089992
284,43032500284,0.79545454545454486,0.001705241116398143,1.8787878787878773,0.71969696969696917,0.79545454545454486,0.0019548098060494764,1.8030303030303017,0.76515151515151469,0.014634986225895315,0.013774104683195593
286,43032500286,0.81818181818181757,0.0022843796087597748,1.9393939393939379,0.86363636363636298,0.81818181818181757,0.0022313353924924189,1.9166666666666652,0.76515151515151458,0.014118457300275479,0.014520202020202018
289,43032500289,0.93939393939393867,0.0044591924757213987,2.2424242424242422,0.83333333333333282,0.93939393939393867,0.0037061385201881069,2.2424242424242431,0.90151515151515094,0.021522038567493112,0.021751606978879699
