n,a,b,orientation,batch,samples,k,sum_q,sum_q2,sum_gate01,sum_gate12,sum_inactive_gate01,sum_inactive_gate12,sum_active_S,sum_active_D,sum_inactive_S,sum_inactive_D,sum_site_S,sum_site_D,sum_J_S_re,sum_J_S_im,sum_J_D_re,sum_J_D_im,sum_q_J_D_re,sum_q_J_D_im,sum_local_S,sum_local_D
145,12,1,first,0,500,64,-492,492,3,0,0,3,243,-243,243,243,243,-243,229.685564803804994055,79.3318430439952437574,-229.685564803804994055,-79.3318430439952437574,229.685564803804994055,79.3318430439952437574,0,0
145,12,1,first,0,500,65,-489,489,3,0,0,3,240,-240,240,240,240,-240,226.849940546967895363,78.3524375743162901308,-226.849940546967895363,-78.3524375743162901308,226.849940546967895363,78.3524375743162901308,-80,80
145,12,1,first,0,500,66,-486,486,6,0,0,6,474,-474,474,474,474,-474,298.685755053507728894,103.164042806183115339,-298.685755053507728894,-103.164042806183115339,298.685755053507728894,103.164042806183115339,79,-79
145,12,1,first,0,500,67,-480,480,5,0,0,5,390,-390,390,390,390,-390,221.178692033293697979,76.3936266349583828775,-221.178692033293697979,-76.3936266349583828775,221.178692033293697979,76.3936266349583828775,78,-78
145,12,1,first,0,500,68,-475,475,5,0,0,5,385,-385,385,385,385,-385,218.343067776456599287,75.4142211652794292509,-218.343067776456599287,-75.4142211652794292509,218.343067776456599287,75.4142211652794292509,-77,77
145,12,1,first,0,500,69,-470,470,13,0,0,13,988,-988,988,988,988,-988,790.193959571938168847,272.927657550535077289,-790.193959571938168847,-272.927657550535077289,790.193959571938168847,272.927657550535077289,152,-152
145,12,1,first,0,500,70,-457,457,10,1,1,10,825,-675,825,675,825,-675,638.015457788347205707,220.366230677764565993,-496.234244946492271106,-171.395957193816884661,567.124851367419738407,195.881093935790725327,225,-75
145,12,1,first,0,500,71,-446,448,13,0,0,13,962,-962,962,962,962,-962,769.399381688466111772,265.74535077288941736,-769.399381688466111772,-265.74535077288941736,769.399381688466111772,265.74535077288941736,296,-296
145,12,1,first,0,500,72,-433,435,11,1,1,11,876,-730,876,730,876,-730,690.001902497027348395,238.321997621878715815,-552.001521997621878716,-190.657598097502972652,621.001712247324613555,214.489797859690844233,292,-292
145,12,1,first,0,500,73,-421,425,4,2,2,4,432,-144,432,144,432,-144,408.329892984542211653,141.034387633769322235,-136.109964328180737218,-47.0114625445897740785,272.219928656361474435,94.022925089179548157,72,72
145,12,1,first,0,500,74,-415,423,20,2,2,20,1562,-1278,1562,1278,1562,-1278,1073.75638525564803805,370.868204518430439952,-1073.75638525564803805,-370.868204518430439952,1073.75638525564803805,370.868204518430439952,355,-497
145,12,1,first,0,500,75,-393,405,15,0,0,15,1050,-1050,1050,1050,1050,-1050,727.810225921521997622,251.380737217598097503,-727.810225921521997622,-251.380737217598097503,727.810225921521997622,251.380737217598097503,350,-350
145,12,1,first,0,500,76,-378,390,17,4,4,17,1449,-897,1449,897,1449,-897,978.290368608799048751,337.894887039239001189,-717.412936979785969084,-247.789583828775267539,847.851652794292508918,292.842235434007134364,0,0
145,12,1,first,0,500,77,-357,377,19,4,4,19,1564,-1020,1564,1020,1564,-1020,1092.66054696789536266,377.397574316290130797,-578.467348394768133175,-199.798715814506539834,835.563947681331747919,288.598145065398335315,68,204
145,12,1,first,0,500,78,-334,362,28,4,4,28,2144,-1608,2144,1608,2144,-1608,1393.23671819262782402,481.21455410225921522,-1139.9209512485136742,-393.720998810939357907,1266.57883472057074911,437.467776456599286564,0,-134
145,12,1,first,0,500,79,-302,338,24,18,18,24,2772,-396,2772,396,2772,-396,1621.97707491082045184,560.219928656361474435,-124.767467300832342449,-43.0938406658739595719,873.372271105826397146,301.656884661117717004,330,330
145,12,1,first,0,500,80,-260,332,21,13,13,21,2210,-520,2210,520,2210,-520,1105.89346016646848989,381.968133174791914388,-737.262306777645659929,-254.645422116527942925,921.577883472057074911,318.306777645659928656,195,-65
145,12,1,first,0,500,81,-226,324,30,13,13,30,2752,-1088,2752,1088,2752,-1088,1875.29284185493460166,647.713483947681331748,-786.413127229488703924,-271.62178359096313912,1330.85298454221165279,459.667633769322235434,128,-384
145,12,1,first,0,500,82,-183,307,30,15,15,30,2835,-945,2835,945,2835,-945,1845.99139120095124851,637.592960760998810939,-535.932984542211652794,-185.107633769322235434,1190.96218787158145065,411.350297265160523187,189,-63
145,12,1,first,0,500,83,-138,292,32,18,18,32,3100,-868,3100,868,3100,-868,1758.08703923900118906,607.231391200951248514,-234.411605231866825208,-80.9641854934601664685,996.249322235434007134,344.097788347205707491,248,124
145,12,1,first,0,500,84,-88,278,28,19,19,28,2867,-549,2867,549,2867,-549,1902.70387633769322235,657.181070154577883472,-634.234625445897740785,-219.060356718192627824,1268.46925089179548157,438.120713436385255648,61,183
145,12,1,first,0,500,85,-41,269,23,30,30,23,3180,420,3180,-420,3180,420,1531.2370986920332937,528.878953626634958383,510.412366230677764566,176.292984542211652794,510.412366230677764566,176.292984542211652794,-120,0
145,12,1,first,0,500,86,12,276,26,24,24,26,2950,-118,2950,118,2950,-118,2007.62197384066587396,693.419072532699167658,334.60366230677764566,115.569845422116527943,836.50915576694411415,288.924613555291319857,-236,0
145,12,1,first,0,500,87,62,274,22,26,26,22,2784,232,2784,-232,2784,232,1644.66206896551724138,568.055172413793103448,109.644137931034482759,37.8703448275862068966,767.50896551724137931,265.092413793103448276,-464,116
145,12,1,first,0,500,88,110,278,17,26,26,17,2451,513,2451,-513,2451,513,1346.92152199762187872,465.217598097502972652,592.645469678953626635,204.695743162901307967,377.13802615933412604,130.260927467300832342,171,399
145,12,1,first,0,500,89,153,287,13,24,24,13,2072,616,2072,-616,2072,616,1111.56470868014268728,383.926944114149821641,-52.931652794292508918,-18.2822354340071343639,582.248180737217598098,201.104589774078478002,-392,56
145,12,1,first,0,500,90,190,298,10,39,39,10,2695,1595,2695,-1595,2695,1595,1507.60689655172413793,520.717241379310344828,675.823781212841854935,233.424970273483947681,415.891557669441141498,143.646135552913198573,220,0
145,12,1,first,0,500,91,239,327,10,27,27,10,1998,918,1998,-918,1998,918,1276.03091557669441141,440.732461355529131986,663.536076099881093936,229.180879904875148633,306.24741973840665874,105.775790725326991677,-54,-270
145,12,1,first,0,500,92,276,344,9,14,14,9,1219,265,1219,-265,1219,265,951.824542211652794293,328.753769322235434007,250.48014268727705113,86.5141498216409036861,350.672199762187871581,121.119809750297265161,-53,159
145,12,1,first,0,500,93,299,349,7,19,19,7,1352,624,1352,-624,1352,624,983.016409036860879905,339.5272294887039239,491.508204518430439952,169.76361474435196195,245.754102259215219976,84.881807372175980975,-312,104
145,12,1,first,0,500,94,325,361,9,23,23,9,1632,714,1632,-714,1632,714,1060.52347205707491082,366.297645659928656361,771.289797859690844233,266.398287752675386445,144.616837098692033294,49.9496789536266349584,-306,-102
