N,split,delta_cos4,delta_cos4_exact,A_M,A_M_se,B,B_se,A_p_direct,A_p_direct_se,A_p_lin,A_p_lin_se,A_p_pred_AM_over_B,A_p_pred_se,C_N_direct,C_N_direct_se,C_N_linearized,C_N_linearized_se,C_N_quadratic,C_N_quadratic_se,C_N_plugin,C_N_plugin_se,delta_M,delta_M_se,mean_Mprime,mean_Mprime_se,delta_Mprime,delta_Mprime_se,delta_root,delta_root_se,delta_root_lin,delta_root_lin_se,direct_minus_lin,direct_minus_lin_se,pooled_C_N_direct,samples,seed
65,train,1.3633136094674556,1152/845,0.14171281987345835,0.2615445633184498,1.7510713566907825,0.00033089503793388655,0.08115880123191664,0.1493406064381166,0.08120187249124426,0.1493812113714987,0.08101818153163505,0.1494306654008359,0.9998000623581257,0.001666388481961087,1.0000742812732348,0.001676555159757997,1.000065020515145,0.0016663547766194533,1.0028369508663402,0.006422857374416164,0.0002187865930674445,0.0004037915835338863,8.378115685265216,0.001583188998493737,-0.010640340389114211,0.0031979889664344842,-2.6188141597049963e-05,4.818889495933905e-05,-2.6202039735279124e-05,4.82019972689938e-05,1.3898138229162526e-08,1.3464168822513371e-08,0.9994769948032883,2000000,3222274049
85,train,1.5944636678200692,2304/1445,1.407768901928904,0.3172109716124004,1.748942953773937,0.0003143326181095855,0.8051026667242361,0.18146911044295466,0.8052533058795535,0.1815028540546751,0.80509681865211,0.18145821871262743,1.0055896136808165,0.007349021075200678,1.0057733947187066,0.007335465144861634,1.0057784377071062,0.007346065948507125,1.0002200177192653,0.000357263843784251,0.0016437669366669231,0.0003703881413845772,9.253536476177825,0.0016631121907395776,-0.009063237797382806,0.002653192437674489,-0.00017767570255458053,4.0047875907670415e-05,-0.0001777089466597853,4.0055322684543665e-05,3.3244105204777163e-08,7.879242706780461e-09,0.9997142828178786,2000000,3222274049
130,train,1.3633136094674556,1152/845,0.19331054505786927,0.9193769221159536,1.747577575597982,0.0003698115950975546,0.10956230459325796,0.5259956275069521,0.10957551128062737,0.5260566257190373,0.11012944274465108,0.5260782572490885,1.0001410487779623,0.00256710149699684,1.0002401666855636,0.00256839109350581,1.0002527525965772,0.0025666105824166782,0.9904717126564168,0.04514128477605454,9.675944485883976e-05,0.00046018390033165517,10.84339355276502,0.00229461210879089,0.0005979878904984303,0.0039668509971649375,-8.838330232935343e-06,4.243177500003562e-05,-8.839395609067103e-06,4.2436695691910714e-05,1.0653761317591659e-09,6.0687650050400396e-09,0.9996622442820129,2000000,3222274049
145,holdout,1.917717003567182,8064/4205,0.3838710193965308,0.8974136799503802,1.7465059617521732,0.00039796517207032816,0.22032382549809015,0.5136179442220857,0.22031131426640388,0.5136574133632906,0.21991836036857487,0.5136328437223229,0.9975645483822448,0.004328245063284864,0.9976698832465531,0.004324895666095584,0.9976629158475079,0.004327125433713959,1.0024118917687113,0.007925170727250876,0.00022633245872396725,0.0005291200283756784,11.289717460533744,0.00257251589756912,0.0015645826938112783,0.005096725446361689,-2.009601647793846e-05,4.6847746253123146e-05,-2.0094875312576253e-05,4.685134628371553e-05,-1.141165362206209e-09,4.589255964583379e-09,0.9998754255476244,2000000,3222274049
170,holdout,1.5944636678200692,2304/1445,2.414541604558154,1.2067654190822863,1.7459603189829611,0.00034192339370460695,1.3843869732249874,0.6909518772320176,1.3844608408449963,0.6910182969270643,1.3826531929653672,0.6909505595401626,0.9972913144880792,0.003807654221380379,0.9973914964347887,0.003805857532163587,0.9973721089176258,0.003806405036559325,1.0010532503580811,0.0014329558039165142,0.0009140497274162477,0.0004568335456656452,11.979886808125489,0.002346103464720994,0.0007852074266442965,0.005831949563461294,-7.637905643635423e-05,3.812102645185207e-05,-7.638313184245571e-05,3.812469094287559e-05,4.0754061014780515e-09,4.335229114670206e-09,0.9999252250854461,2000000,3222274049
