N,split,p1_star,p2_star,pbar_star,delta_root,p1_lin,p2_lin,delta_root_lin,p1_quad,p2_quad,delta_root_quad,direct_minus_lin,quad_minus_lin,M1_pref,M2_pref,Mbar_pref,delta_M_pref,M1prime_pref,M2prime_pref,mean_Mprime_pref,delta_Mprime_pref,M1pp_pref,M2pp_pref,M1ppp_pref,M2ppp_pref,Mbarprime_pref,M1_pbar,M2_pbar,delta_M_pbar,mean_Mprime_pbar,mean_Mprime_at_roots,C_N_direct,C_N_linearized,C_N_quadratic,C_N_at_mbar,C_N_mp_at_roots,A_M,B_slope,A_p_direct,A_p_lin,A_p_from_AM_over_B,A_p_pred,delta_cos4,batch
65,train,0.5929468567605922,0.5927507654954582,0.5928485971958446,0.00019609126513397968,0.5929469222693916,0.5927507667642182,0.00019615550517337876,0.5929469100376873,0.5927507667583924,0.00019614327929484698,-6.424003939908829e-08,-1.22258785317797e-08,-0.0016795828508106591,-3.9607378759602006e-05,-0.0008595951147851305,-0.0016399754720510572,8.361480054094628,8.398560841050292,8.38002044757246,-0.037080786955664635,5.070099382949172,4.399890992228114,-901.36626096033,-911.649319855397,8.38002044757246,-0.0008218885233456578,0.0008218885233467582,-0.001643777046692416,8.38050084452088,8.38053036265486,1.0019959684872304,1.0023242251306326,1.0022617527864837,0.9997359534647324,1.0020569388464358,-1.062247669792173,1.7514694622843092,-0.6076999374448344,-0.6078990216207543,-0.17281302759497114,-0.6064894037071955,1.3633136094674556,10.0
65,train,0.5925786068991936,0.5932292454853139,0.5929045663926893,-0.0006506385861202446,0.5925785697481695,0.5932294353763099,-0.000650865628140429,0.5925785623750615,0.5932293732621811,-0.0006508108871196017,2.2704202018442032e-07,5.474102082736465e-08,0.0014015207758321406,-0.004060339056276277,-0.001329409140222068,0.005461859832108417,8.368235251825409,8.399810810915701,8.384023031370555,-0.031575559090292415,4.398908329950333,4.466999727943265,-903.4360395347595,-914.4483791085628,8.384023031370555,0.0027284247281743603,-0.0027284247281706463,0.005456849456345007,8.384713760646548,8.384673694984862,0.9987383526509775,0.9990868649864872,0.9990028368360979,0.9997377332641432,0.9988158623028297,3.537765032627273,1.7523060238817967,2.0163724672504673,2.0170760856465706,0.5752707498574701,2.0189196318518827,1.3633136094674556,11.0
65,train,0.5925493411186775,0.5924874247164098,0.5925183616004175,6.191640226771433e-05,0.5925492991750684,0.592487371211963,6.192796310533488e-05,0.5925492884346661,0.5924873556180762,6.193281658994909e-05,-1.1560837620550046e-08,4.8534846142089805e-09,0.001651282162215325,0.0021740107690335023,0.0019126464656244136,-0.0005227286068181774,8.392724731457585,8.40426124042414,8.398492985940862,-0.011536508966553782,4.656605908428669,3.916582382431549,-913.2940654737333,-914.0844858151747,8.398492985940862,-0.0002600411159780509,0.0002600411159831455,-0.0005200822319611964,8.397494088693929,8.397505192261846,0.9947886214327023,0.9949743652630596,0.9950523444590672,0.9997315618256299,0.9946716187854591,-0.33858265199043835,1.7553303224153254,-0.1918830691371733,-0.19191889694568898,-0.05496156729080565,-0.192888283001088,1.3633136094674556,12.0
65,train,0.5928091698766413,0.5928747059416648,0.5928419832802305,-6.553606502346376e-05,0.5928091877448978,0.5928747446071043,-6.555686220655055e-05,0.5928091866497833,0.5928747402958909,-6.555364610760783e-05,2.07971830867848e-08,3.216098942715462e-09,-0.0005280511273111902,-0.0010793089256250152,-0.0008036800264681026,0.000551257798313825,8.363582718386851,8.386641779084696,8.375112248735775,-0.023059060697844913,4.595467256724961,4.366478748641181,-900.8463499902579,-908.4654427868519,8.375112248735775,0.0002745224684027873,-0.0002745224684061859,0.0005490449368089731,8.375537625060726,8.375533178107906,0.995671902675722,0.9959878687143742,0.9959390073835583,0.9997356165282759,0.9957219446974162,0.3570616278676842,1.7504436222602837,0.20310064595650484,0.20316509781698028,0.05812303909886087,0.20398350642485907,1.3633136094674556,13.0
65,train,0.5927802248291028,0.5930099674500593,0.5928949741813636,-0.0002297426209565412,0.5927802342668594,0.5930100553634651,-0.00022982109660563133,0.5927802339522242,0.5930100371605894,-0.00022980320836518686,7.847564909013727e-08,1.7888240444463577e-08,-0.0002866263308171875,-0.002208844860732764,-0.0012477355957749756,0.0019222185299155763,8.384938419346918,8.366691717917883,8.3758150686324,0.018246701429035284,4.515570720806802,4.370798246129953,-907.136960255078,-899.7200328865341,8.3758150686324,0.000962470111043944,-0.0009624701110454046,0.0019249402220893486,8.376466226925068,8.37645254791882,1.0010733309284112,1.0014152782741161,1.0013373326131343,0.999735619446363,1.0011495221417348,1.2450626177234607,1.7505905154085912,0.7119877384049232,0.7122309396867877,0.2026561949461383,0.711224359303044,1.3633136094674556,14.0
65,train,0.5926208764946879,0.5929301019677504,0.5927757145298673,-0.00030922547306255765,0.5926208474408997,0.5929301592311822,-0.0003093117902824849,0.5926208432691474,0.5929301513546067,-0.0003093080854592589,8.63172199272455e-08,3.704823225980647e-09,0.0010480972072753217,-0.0015455789559865644,-0.00024874087435562133,0.0025936761632618863,8.37115937575302,8.3949381336958,8.38304875472441,-0.023778757942780615,4.455262251174077,3.9018871399099315,-901.3960163687253,-914.8625742213179,8.38304875472441,0.0012964850261781096,-0.0012964850261730563,0.002592970052351166,8.383172210634223,8.383117643318446,0.9994509929975394,0.9997299798168161,0.9997180054176329,0.9997378836858163,0.9994592060922893,1.6799802848116423,1.7521023948090257,0.9583104097373817,0.9585779125714032,0.27321086312780474,0.9588368178646063,1.3633136094674556,15.0
65,train,0.5927213411217043,0.5928977939106643,0.5928098606504328,-0.00017645278896005756,0.5927213347329366,0.5928978402936039,-0.00017650556066728385,0.5927213345658647,0.5928978346745011,-0.00017650010863634602,5.277170722628455e-08,5.452030937824759e-09,0.00020659071623430465,-0.0012771434542202316,-0.0005352763689929635,0.0014837341704545363,8.358562134408903,8.413911644521491,8.386236889465197,-0.05534951011258826,4.571942660756658,4.104342633258733,-898.6946797386482,-917.3163402935055,8.386236889465197,0.0007401001726832243,-0.0007401001726826978,0.0014802003453659222,8.38651164085023,8.386486189806115,0.9973315419247428,0.9976298137086471,0.9975989982001257,0.9997453204945597,0.9973611899178401,0.9610467912579157,1.7527687321616696,0.5468389871406472,0.547002530188617,0.15623314570362676,0.5483021083292989,1.3633136094674556,16.0
65,train,0.5927217912695211,0.592538794236674,0.5926303494469127,0.00018299703284707647,0.592721784960939,0.5925387493971461,0.0001830355637928438,0.5927217847898539,0.5925387393740076,0.00018304541584635015,-3.85309457673344e-08,9.852053506342884e-09,0.00020334549695860915,0.0017350806957113466,0.0009692130963349779,-0.0015317351987527374,8.379910649238614,8.369845731612287,8.37487819042545,0.010064917626326775,4.8695077904754935,3.9039544056174735,-907.0311444898898,-900.4707387570455,8.37487819042545,-0.0007664475655189854,0.0007664475655210514,-0.0015328951310400367,8.374364993080022,8.374405134334749,1.0005501346130188,1.0007608054767725,1.0008146723253692,0.9997317589966603,1.0004936184077118,-0.9921380980038772,1.750394702811281,-0.5671200363655979,-0.5672394463419501,-0.1615062739689984,-0.566808215547282,1.3633136094674556,17.0
65,train,0.5929349079653439,0.5924974139355939,0.592715821245128,0.0004374940297500185,0.5929349682377367,0.592497362992437,0.00043760524529967704,0.5929349579031014,0.5924973476360321,0.0004376102670692328,-1.1121554965853875e-07,5.021769555746403e-09,-0.0015786180861927256,0.0020847670861925084,0.00025307449999989137,-0.003663385172385234,8.356126565611538,8.383069410796608,8.369597988204074,-0.026942845185070396,4.839868381804057,4.162555344466072,-897.4896072146524,-909.6800447555362,8.369597988204074,-0.001831284740952022,0.0018312847409510777,-0.0036625694819031,8.369461614111326,8.369515545395434,0.9995261155853138,0.9997802055586248,0.9997916786062004,0.9997324300570177,0.9995162699821684,-2.3728540025361196,1.7492911120738495,-1.355823240417782,-1.356167904839852,-0.3865112947474986,-1.3564660485372346,1.3633136094674556,18.0
65,train,0.5924860787274144,0.592796902195142,0.5926416575021709,-0.0003108234677275945,0.5924860256935661,0.5927969163447173,-0.00031089065115119663,0.5924860095892837,0.592796915773012,-0.00031090618372831,6.718342360212404e-08,-1.5532577113397394e-08,0.002177103219646188,-0.0004267640480594422,0.0008751695857933729,0.0026038672677056304,8.372665684666764,8.390040530371172,8.381353107518969,-0.01737484570440806,3.9879600130625854,3.707904483208929,-906.4872490940652,-907.9438264046574,8.381353107518969,0.0013028414931081714,-0.0013028414931149312,0.0026056829862231025,8.38094677788595,8.380913436186686,1.0004815796252053,1.0006978302779037,1.0007478266871184,0.999735944132951,1.000429096086641,1.6865812841146604,1.751747995399416,0.9632627020147382,0.9634709079350399,0.2743398576112801,0.9627990376150555,1.3633136094674556,19.0
65,train,0.5925679859244448,0.5931864233985558,0.5928771301525804,-0.0006184374741109444,0.5925679465958072,0.5931865929844731,-0.0006186463886658222,0.5925679386550339,0.5931865391097186,-0.000618600454684759,2.0891455487781485e-07,4.593398106322866e-08,0.0014927490875815308,-0.003689934467902155,-0.0010985926901603122,0.0051826835554836855,8.381324632735835,8.375893459886269,8.378609046311052,0.005431172849565513,4.195835305113455,4.651335373597939,-903.5748382598382,-903.5819682231498,8.378609046311052,0.002591695775426454,-0.0025916957754255755,0.00518339155085203,8.379180668830319,8.379208134747323,0.9997997677633874,1.0001375104329264,1.000063251052598,0.9997314069586111,0.9998712555814898,3.3569365053963223,1.7511744718097813,1.9165790688023745,1.9172265089718479,0.5462192111636838,1.9169629065726608,1.3633136094674556,20.0
65,train,0.5926871888117529,0.5928779155336548,0.5927826695166694,-0.00019072672190190154,0.5926871740995305,0.5928779546406547,-0.0001907805411242025,0.5926871731587717,0.5928779505691599,-0.00019077741038819873,5.381922230096592e-08,3.1307360037757803e-09,0.0004925543417898142,-0.0011061586317974079,-0.00030680214500379685,0.001598712973587222,8.365862963664522,8.386098236839922,8.375980600252223,-0.02023527317540008,4.5406530843069834,3.925144920921011,-901.7283304102559,-903.9414431501856,8.375980600252223,0.0007989860989809713,-0.0007989860989840846,0.0015979721979650558,8.376134879271603,8.376100952489843,0.9992558695607976,0.9995378393510984,0.9995214367919991,0.9997375109317063,0.9992702276026312,1.0355210549189677,1.7506251124097532,0.5910748594010644,0.5912416487682669,0.16854622932371813,0.5915150237354716,1.3633136094674556,21.0
65,train,0.592689237510923,0.5926752162072388,0.5926822268064387,1.4021303684108588e-05,0.5926892231303977,0.5926751983755514,1.402475484635346e-05,0.5926892222963173,0.5926751973213443,1.4024974972937088e-05,-3.4511622448718526e-09,2.201265836276889e-10,0.00047646579168051804,0.000594062852481123,0.0005352643220808205,-0.000117597060800605,8.384399030477695,8.384510810204313,8.384454920341003,-0.00011177972661791102,4.330894250333921,3.521367518762325,-910.0678678107232,-906.1846562480523,8.384454920341003,-5.879444447127712e-05,5.879444446864868e-05,-0.0001175888889399258,8.384202682289647,8.384205496337598,0.9996932564764822,0.9999393180197548,0.9999550126417515,0.9997326534614939,0.9996635172153643,-0.07617016591938523,1.7523962910055548,-0.04345295730488557,-0.04346365268735907,-0.012385280238237437,-0.04346629030792886,1.3633136094674556,22.0
65,train,0.5929448848026384,0.5925677309214041,0.5927566730200906,0.0003771538812342712,0.5929449492739625,0.5925676909676798,0.00037725830628265733,0.5929449379370478,0.5925676837834262,0.0003772541536216645,-1.0442504838614752e-07,-4.152660992851054e-09,-0.0016694406715805424,0.0014914145642362794,-8.90130536721315e-05,-0.0031608552358168215,8.393430939985546,8.361830188413448,8.377630564199496,0.03160075157209796,4.811172896546511,3.776451725397436,-911.2902574997111,-897.684113670593,8.377630564199496,-0.0015802595749201194,0.0015802595749232202,-0.0031605191498433396,8.377676087916562,8.377755920385177,0.9996205606101366,0.999897332057027,0.9998863257131545,0.9997322915882015,0.9996355181353755,-2.0473544671967367,1.7509699637720617,-1.168825087015193,-1.169148707219941,-0.3331713170142646,-1.1692687536376598,1.3633136094674556,23.0
65,train,0.5928569361054459,0.5927541060203776,0.5928055114157604,0.00010283008506828395,0.5928569690952182,0.5927541081864777,0.0001028609087405652,0.5928569656258269,0.5927541081698594,0.00010285745596749774,-3.082367228124383e-08,-3.4527730674582813e-09,-0.0009293488410793537,-6.753768753200571e-05,-0.0004984432643056797,-0.000861811153547348,8.378678855992666,8.382075441075648,8.380377148534157,-0.0033965850829815736,4.725845935127981,4.291186000063537,-904.6302060461398,-906.3687626531627,8.380377148534157,-0.0004310063017105882,0.00043100630171260423,-0.0008620126034231924,8.380643418260636,8.380653436371713,0.9999347206646767,1.0002344545422859,1.0002008792742072,0.9997328022866689,0.9999676869377659,-0.5582137692045155,1.751544014708792,-0.31867730681806183,-0.31877283143872426,-0.09080980665431677,-0.318698111218931,1.3633136094674556,24.0
65,train,0.5926125924196426,0.5923774331531855,0.592494892090325,0.00023515926645711893,0.592612561772922,0.5923773645269794,0.00023519724594256441,0.5926125569738888,0.5923773353936201,0.00023522158026867412,-3.797948544548291e-08,2.4334326109709536e-08,0.00111756217561952,0.003093057987742339,0.0021053100816809294,-0.0019754958121228194,8.371940872004604,8.389403892577473,8.380672382291039,-0.01746302057286897,4.509076357777144,3.5955812977951624,-902.1577941975406,-910.0224970977363,8.380672382291039,-0.00098553806461309,0.0009855380646167432,-0.001971076129229833,8.379626838005166,8.379674646010407,0.997619310424774,0.9977804313053212,0.9978836651433876,0.9997315025978434,0.9975005417944225,-1.2795714685215305,1.75160572015601,-0.7287742848613036,-0.7288919858252585,-0.20815241519377653,-0.7305134105222967,1.3633136094674556,25.0
65,train,0.5925833134393081,0.5929428935097509,0.5927630188314286,-0.0003595800704427887,0.5925832774181894,0.5929429549527582,-0.0003596775345687808,0.5925832702057532,0.5929429454245256,-0.00035967521877244835,9.74641259920972e-08,2.3157963324749176e-09,0.001362656907731753,-0.0016466827955676504,-0.00014201294391794875,0.0030093397032994033,8.371497591984358,8.362864400949487,8.367180996466923,0.008633191034871146,4.5573241205524555,4.110831224903296,-902.8810252553394,-896.0862983724923,8.367180996466923,0.0015047432704877052,-0.0015047432704918485,0.0030094865409795537,8.36725435058979,8.36720010037871,0.9997779675117663,1.0000489571849973,1.0000425183349588,0.9997379512514816,0.9997802502005364,1.9492145717550946,1.7487859477673067,1.114362672733994,1.114664720574973,0.31759690086399395,1.1146101523995418,1.3633136094674556,26.0
65,train,0.5926460229190724,0.5921475487285295,0.5923965562175095,0.0004984741905429413,0.5926459988927338,0.5921474638037187,0.0004985350890150952,0.5926459962132034,0.5921473926926292,0.0004986035205741812,-6.08984721539585e-08,6.843155908597964e-08,0.0008372852304770554,0.005018906213768398,0.0029280957221227265,-0.004181620983291343,8.368509101592881,8.384589560393506,8.376549330993193,-0.016080458800624697,4.479843533736685,3.327295796464456,-905.99708942155,-907.9209165876067,8.376549330993193,-0.002087964444851446,0.0020879644448452295,-0.0041759288896966755,8.375130774581095,8.375247061622545,0.9985346983846747,0.9986566891289862,0.9987937700200498,0.9997264426247999,0.9983794600995705,-2.708526573205355,1.7507439802014613,-1.5448048346459362,-1.544993563081612,-0.44082246673968917,-1.547071761396935,1.3633136094674556,27.0
65,train,0.5925807324129553,0.593060205704695,0.5928209083954916,-0.000479473291739696,0.5925806963301569,0.5930603168603396,-0.00047962053018268946,0.5925806887366504,0.5930602893767304,-0.00047960064008001346,1.4723844299346922e-07,1.989010267600122e-08,0.0013816848439967418,-0.002635261601485372,-0.0006267883787443152,0.004016946445482114,8.355896948652383,8.385447453005083,8.370672200828732,-0.029550504352700457,4.640809194207722,4.6677864795150565,-896.2788173878273,-911.0126577336933,8.370672200828732,0.0020073657827474837,-0.0020073657827442215,0.004014731565491705,8.37101779719002,8.370992898600013,0.9991454475872694,0.9994522688900639,0.9994108211058326,0.999737938379126,0.9991837269166398,2.6018633047339166,1.7495156283050282,1.4859197792293246,1.48637608100562,0.42375995239265674,1.4871906615973833,1.3633136094674556,28.0
65,train,0.5929029263525656,0.5926498828259252,0.592776258405125,0.0002530435266403508,0.5929029754408823,0.5926498593079766,0.00025311613290568413,0.5929029682080172,0.5926498571217881,0.000253111086229163,-7.260626533334147e-08,-5.046676521125448e-09,-0.0013146453228603115,0.0008077705396509852,-0.00025343739160466316,-0.0021224158625112967,8.377557847422809,8.397526527561828,8.387542187492318,-0.019968680139019312,4.921704064225895,3.9680396425536246,-907.2185966441639,-910.1234478318025,8.387542187492318,-0.001061509424750814,0.0010615094247541517,-0.0021230188495049655,8.387675935593554,8.387729602518942,0.9999987714266728,1.0002857029957006,1.0002657591133657,0.9997306898871378,1.0000211158503645,-1.3747347705529465,1.7530415464880769,-0.7841988025580576,-0.7844238142273486,-0.22344979973964132,-0.7841997660049733,1.3633136094674556,29.0
65,train,0.5931118176883801,0.5929207824707359,0.5930163840612739,0.00019103521764418652,0.5931119542593628,0.5929208366738766,0.00019111758548617797,0.5931119144046193,0.5929208287833119,0.00019108562130742968,-8.236784199144864e-08,-3.1964178748289385e-08,-0.003066275597781879,-0.0014622410475734113,-0.002264258322677645,-0.0016040345502084676,8.380012413435253,8.365899080117801,8.372955746776526,0.014113333317451904,4.990180323125514,4.321924962551421,-906.0259204614857,-900.357958176751,8.372955746776526,-0.00080009552452785,0.000800095524523699,-0.001600191049051549,8.374180434339976,8.374207761039267,0.9971913779554897,0.9976213327191586,0.9974544817906006,0.9997327399212883,0.997340488719435,-1.0389679554744184,1.7499929017219973,-0.5920309083263467,-0.5922861717741676,-0.16916835539757413,-0.5936983826917649,1.3633136094674556,30.0
65,train,0.5930300421277821,0.5930167571273353,0.5930233936519125,1.328500044683878e-05,0.5930301416126144,0.5930168476983613,1.3293914253087458e-05,0.5930301175372128,0.5930168290630469,1.3288474165928932e-05,-8.913806248678213e-09,-5.4400871585258415e-09,-0.0023753413193002264,-0.0022683289648909814,-0.002321835142095604,-0.00010701235440924509,8.361204050871278,8.376495123997124,8.368849587434202,-0.01529107312584621,4.989207498905662,4.257958620633276,-904.5305397219505,-906.4255254006005,8.368849587434202,-5.5613183925782954e-05,5.561318392450058e-05,-0.00011122636785028354,8.37009606665229,8.370098501091892,1.0389470554344213,1.0396441553548794,1.039218715961236,0.9997335356238166,1.03910210125686,-0.06931422210115577,1.7491346922772415,-0.04117110435787352,-0.04119872883923946,-0.01129151878437898,-0.03962772129967526,1.3633136094674556,31.0
65,train,0.5929189637563526,0.5929252470329882,0.5929221079333518,-6.283276635654644e-06,0.592919018925639,0.5929253031340904,-6.284208451390327e-06,0.5929190097655812,0.592925294789729,-6.285024147789642e-06,9.31815735683017e-10,-8.156963993144473e-10,-0.0014481131266442984,-0.001503174087911668,-0.0014756436072779831,5.5060961267369745e-05,8.372138248905598,8.3857988755961,8.378968562250849,-0.013660626690501942,5.127178097452794,4.355904009934485,-904.4958726086803,-907.55231511267,8.378968562250849,2.6333274277503016e-05,-2.63332742823839e-05,5.2666548559886914e-05,8.379788648528418,8.379787421177454,0.9561652427829199,0.9563070429726622,0.9564311725615556,0.9997338285259313,0.9562586867955745,0.035664178397516726,1.7512496125798662,0.019472294269849425,0.019475182029097128,0.005802797733227032,0.020364988600898404,1.3633136094674556,32.0
