n,a,b,orientation,batch,samples,endpoint_failures,site_failures,line_failures,local_mark_failures,index_mismatches
130,9,7,first,26,10000,0,0,0,0,0
130,11,3,second,26,10000,0,0,0,0,0
130,9,7,first,27,10000,0,0,0,0,0
130,11,3,second,27,10000,0,0,0,0,0
130,9,7,first,28,10000,0,0,0,0,0
130,11,3,second,28,10000,0,0,0,0,0
130,9,7,first,29,10000,0,0,0,0,0
130,11,3,second,29,10000,0,0,0,0,0
130,9,7,first,30,10000,0,0,0,0,0
130,11,3,second,30,10000,0,0,0,0,0
130,9,7,first,31,10000,0,0,0,0,0
130,11,3,second,31,10000,0,0,0,0,0
130,9,7,first,32,10000,0,0,0,0,0
130,11,3,second,32,10000,0,0,0,0,0
130,9,7,first,33,10000,0,0,0,0,0
130,11,3,second,33,10000,0,0,0,0,0
130,9,7,first,34,10000,0,0,0,0,0
130,11,3,second,34,10000,0,0,0,0,0
130,9,7,first,35,10000,0,0,0,0,0
130,11,3,second,35,10000,0,0,0,0,0
130,9,7,first,36,10000,0,0,0,0,0
130,11,3,second,36,10000,0,0,0,0,0
130,9,7,first,37,10000,0,0,0,0,0
130,11,3,second,37,10000,0,0,0,0,0
130,9,7,first,38,10000,0,0,0,0,0
130,11,3,second,38,10000,0,0,0,0,0
130,9,7,first,39,10000,0,0,0,0,0
130,11,3,second,39,10000,0,0,0,0,0
130,9,7,first,40,10000,0,0,0,0,0
130,11,3,second,40,10000,0,0,0,0,0
130,9,7,first,41,10000,0,0,0,0,0
130,11,3,second,41,10000,0,0,0,0,0
130,9,7,first,42,10000,0,0,0,0,0
130,11,3,second,42,10000,0,0,0,0,0
130,9,7,first,43,10000,0,0,0,0,0
130,11,3,second,43,10000,0,0,0,0,0
130,9,7,first,44,10000,0,0,0,0,0
130,11,3,second,44,10000,0,0,0,0,0
130,9,7,first,45,10000,0,0,0,0,0
130,11,3,second,45,10000,0,0,0,0,0
130,9,7,first,46,10000,0,0,0,0,0
130,11,3,second,46,10000,0,0,0,0,0
130,9,7,first,47,10000,0,0,0,0,0
130,11,3,second,47,10000,0,0,0,0,0
130,9,7,first,48,10000,0,0,0,0,0
130,11,3,second,48,10000,0,0,0,0,0
130,9,7,first,49,10000,0,0,0,0,0
130,11,3,second,49,10000,0,0,0,0,0
130,9,7,first,50,10000,0,0,0,0,0
130,11,3,second,50,10000,0,0,0,0,0
130,9,7,first,51,10000,0,0,0,0,0
130,11,3,second,51,10000,0,0,0,0,0
130,9,7,first,52,10000,0,0,0,0,0
130,11,3,second,52,10000,0,0,0,0,0
130,9,7,first,53,10000,0,0,0,0,0
130,11,3,second,53,10000,0,0,0,0,0
130,9,7,first,54,10000,0,0,0,0,0
130,11,3,second,54,10000,0,0,0,0,0
130,9,7,first,55,10000,0,0,0,0,0
130,11,3,second,55,10000,0,0,0,0,0
130,9,7,first,56,10000,0,0,0,0,0
130,11,3,second,56,10000,0,0,0,0,0
130,9,7,first,57,10000,0,0,0,0,0
130,11,3,second,57,10000,0,0,0,0,0
130,9,7,first,58,10000,0,0,0,0,0
130,11,3,second,58,10000,0,0,0,0,0
130,9,7,first,59,10000,0,0,0,0,0
130,11,3,second,59,10000,0,0,0,0,0
130,9,7,first,60,10000,0,0,0,0,0
130,11,3,second,60,10000,0,0,0,0,0
130,9,7,first,61,10000,0,0,0,0,0
130,11,3,second,61,10000,0,0,0,0,0
130,9,7,first,62,10000,0,0,0,0,0
130,11,3,second,62,10000,0,0,0,0,0
130,9,7,first,63,10000,0,0,0,0,0
130,11,3,second,63,10000,0,0,0,0,0
130,9,7,first,64,10000,0,0,0,0,0
130,11,3,second,64,10000,0,0,0,0,0
130,9,7,first,65,10000,0,0,0,0,0
130,11,3,second,65,10000,0,0,0,0,0
130,9,7,first,66,10000,0,0,0,0,0
130,11,3,second,66,10000,0,0,0,0,0
130,9,7,first,67,10000,0,0,0,0,0
130,11,3,second,67,10000,0,0,0,0,0
130,9,7,first,68,10000,0,0,0,0,0
130,11,3,second,68,10000,0,0,0,0,0
130,9,7,first,69,10000,0,0,0,0,0
130,11,3,second,69,10000,0,0,0,0,0
130,9,7,first,70,10000,0,0,0,0,0
130,11,3,second,70,10000,0,0,0,0,0
130,9,7,first,71,10000,0,0,0,0,0
130,11,3,second,71,10000,0,0,0,0,0
130,9,7,first,72,10000,0,0,0,0,0
130,11,3,second,72,10000,0,0,0,0,0
130,9,7,first,73,10000,0,0,0,0,0
130,11,3,second,73,10000,0,0,0,0,0
130,9,7,first,74,10000,0,0,0,0,0
130,11,3,second,74,10000,0,0,0,0,0
130,9,7,first,75,10000,0,0,0,0,0
130,11,3,second,75,10000,0,0,0,0,0
130,9,7,first,76,10000,0,0,0,0,0
130,11,3,second,76,10000,0,0,0,0,0
130,9,7,first,77,10000,0,0,0,0,0
130,11,3,second,77,10000,0,0,0,0,0
130,9,7,first,78,10000,0,0,0,0,0
130,11,3,second,78,10000,0,0,0,0,0
130,9,7,first,79,10000,0,0,0,0,0
130,11,3,second,79,10000,0,0,0,0,0
130,9,7,first,80,10000,0,0,0,0,0
130,11,3,second,80,10000,0,0,0,0,0
130,9,7,first,81,10000,0,0,0,0,0
130,11,3,second,81,10000,0,0,0,0,0
130,9,7,first,82,10000,0,0,0,0,0
130,11,3,second,82,10000,0,0,0,0,0
130,9,7,first,83,10000,0,0,0,0,0
130,11,3,second,83,10000,0,0,0,0,0
130,9,7,first,84,10000,0,0,0,0,0
130,11,3,second,84,10000,0,0,0,0,0
130,9,7,first,85,10000,0,0,0,0,0
130,11,3,second,85,10000,0,0,0,0,0
130,9,7,first,86,10000,0,0,0,0,0
130,11,3,second,86,10000,0,0,0,0,0
130,9,7,first,87,10000,0,0,0,0,0
130,11,3,second,87,10000,0,0,0,0,0
130,9,7,first,88,10000,0,0,0,0,0
130,11,3,second,88,10000,0,0,0,0,0
130,9,7,first,89,10000,0,0,0,0,0
130,11,3,second,89,10000,0,0,0,0,0
130,9,7,first,90,10000,0,0,0,0,0
130,11,3,second,90,10000,0,0,0,0,0
130,9,7,first,91,10000,0,0,0,0,0
130,11,3,second,91,10000,0,0,0,0,0
130,9,7,first,92,10000,0,0,0,0,0
130,11,3,second,92,10000,0,0,0,0,0
130,9,7,first,93,10000,0,0,0,0,0
130,11,3,second,93,10000,0,0,0,0,0
130,9,7,first,94,10000,0,0,0,0,0
130,11,3,second,94,10000,0,0,0,0,0
130,9,7,first,95,10000,0,0,0,0,0
130,11,3,second,95,10000,0,0,0,0,0
130,9,7,first,96,10000,0,0,0,0,0
130,11,3,second,96,10000,0,0,0,0,0
130,9,7,first,97,10000,0,0,0,0,0
130,11,3,second,97,10000,0,0,0,0,0
130,9,7,first,98,10000,0,0,0,0,0
130,11,3,second,98,10000,0,0,0,0,0
130,9,7,first,99,10000,0,0,0,0,0
130,11,3,second,99,10000,0,0,0,0,0
