n,a,b,orientation,batch,samples,k,sum_q,sum_q2,sum_gate01,sum_gate12,sum_inactive_gate01,sum_inactive_gate12,sum_active_S,sum_active_D,sum_inactive_S,sum_inactive_D,sum_site_S,sum_site_D,sum_J_S_re,sum_J_S_im,sum_J_D_re,sum_J_D_im,sum_q_J_D_re,sum_q_J_D_im,sum_local_S,sum_local_D,sum_local_R2_S,sum_local_R2_D,sum_q_local_R2_S,sum_q_local_R2_D,sum_local_R2_I02,sum_local_R4_S,sum_local_R4_D,sum_q_local_R4_S,sum_q_local_R4_D,sum_local_R4_I02
130,9,7,first,0,10000,30,-10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,31,-10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,32,-10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,33,-10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,34,-10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,35,-10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,36,-10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,37,-10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,38,-10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,39,-10000,10000,1,0,0,1,91,-91,91,91,91,-91,-79.9723076923076923077,43.4215384615384615385,79.9723076923076923077,-43.4215384615384615385,-79.9723076923076923077,43.4215384615384615385,0,0,0,0,0,0,0,91,-91,-91,91,0
130,9,7,first,0,10000,40,-9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,41,-9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,42,-9999,9999,1,0,0,1,88,-88,88,88,88,-88,-77.3358579881656804734,41.9900591715976331361,77.3358579881656804734,-41.9900591715976331361,-77.3358579881656804734,41.9900591715976331361,0,0,0,0,0,0,0,88,-88,-88,88,0
130,9,7,first,0,10000,43,-9998,9998,1,0,0,1,87,-87,87,87,87,-87,-76.4570414201183431953,41.5128994082840236686,76.4570414201183431953,-41.5128994082840236686,-76.4570414201183431953,41.5128994082840236686,-87,87,-87,87,87,-87,0,-87,87,87,-87,0
130,9,7,first,0,10000,44,-9997,9997,2,0,0,2,172,-172,172,172,172,-172,-151.156449704142011834,82.0714792899408284024,151.156449704142011834,-82.0714792899408284024,-151.156449704142011834,82.0714792899408284024,0,0,86,-86,-86,86,0,86,-86,-86,86,0
130,9,7,first,0,10000,45,-9995,9995,3,0,0,3,255,-255,255,255,255,-255,-74.6994082840236686391,40.5585798816568047337,74.6994082840236686391,-40.5585798816568047337,-74.6994082840236686391,40.5585798816568047337,0,0,-170,170,170,-170,0,85,-85,-85,85,0
130,9,7,first,0,10000,46,-9992,9992,5,0,0,5,420,-420,420,420,420,-420,-369.102958579881656805,200.407100591715976331,369.102958579881656805,-200.407100591715976331,-369.102958579881656805,200.407100591715976331,84,-84,84,-84,-84,84,0,-84,84,84,-84,0
130,9,7,first,0,10000,47,-9987,9987,2,0,0,2,166,-166,166,166,166,-166,-145.883550295857988166,79.2085207100591715976,145.883550295857988166,-79.2085207100591715976,-145.883550295857988166,79.2085207100591715976,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,48,-9985,9985,4,1,1,4,410,-246,410,246,410,-246,-360.314792899408284024,195.635502958579881657,216.188875739644970414,-117.381301775147928994,-288.251834319526627219,156.508402366863905325,-82,82,-164,164,164,-164,0,-82,-82,0,0,0
130,9,7,first,0,10000,49,-9980,9982,2,0,0,2,162,-162,162,162,162,-162,-142.368284023668639053,77.2998816568047337278,142.368284023668639053,-77.2998816568047337278,-142.368284023668639053,77.2998816568047337278,0,0,81,-81,-81,81,0,0,0,0,0,0
130,9,7,first,0,10000,50,-9978,9980,8,0,0,8,640,-640,640,640,640,-640,-421.831952662721893491,229.036686390532544379,421.831952662721893491,-229.036686390532544379,-421.831952662721893491,229.036686390532544379,80,-80,80,-80,-80,80,0,0,0,0,0,0
130,9,7,first,0,10000,51,-9970,9972,14,0,0,14,1106,-1106,1106,1106,1106,-1106,-833.118106508875739645,452.347455621301775148,833.118106508875739645,-452.347455621301775148,-833.118106508875739645,452.347455621301775148,-158,158,-316,316,316,-316,0,-158,158,158,-158,0
130,9,7,first,0,10000,52,-9956,9958,10,0,0,10,780,-780,780,780,780,-780,-548.381538461538461538,297.747692307692307692,548.381538461538461538,-297.747692307692307692,-548.381538461538461538,297.747692307692307692,-78,78,-312,312,312,-312,0,0,0,0,0,0
130,9,7,first,0,10000,53,-9946,9948,19,0,0,19,1463,-1463,1463,1463,1463,-1463,-1285.70863905325443787,698.084733727810650888,1285.70863905325443787,-698.084733727810650888,-1285.70863905325443787,698.084733727810650888,0,0,-308,308,308,-308,0,308,-308,-308,308,0
130,9,7,first,0,10000,54,-9927,9929,22,0,0,22,1672,-1672,1672,1672,1672,-1672,-1335.80118343195266272,725.282840236686390533,1335.80118343195266272,-725.282840236686390533,-1335.80118343195266272,725.282840236686390533,532,-532,152,-152,-152,152,0,152,-152,-152,152,0
130,9,7,first,0,10000,55,-9905,9907,46,1,1,46,3525,-3375,3525,3375,3525,-3375,-2834.18343195266272189,1538.84023668639053254,2702.36094674556213018,-1467.26627218934911243,-2768.27218934911242604,1503.05325443786982249,-75,75,-375,375,375,-375,0,750,-750,-750,750,0
130,9,7,first,0,10000,56,-9858,9862,46,1,1,46,3478,-3330,3478,3330,3478,-3330,-3056.52402366863905325,1659.56165680473372781,2926.45917159763313609,-1588.94201183431952663,-2991.49159763313609467,1624.25183431952662722,0,0,-296,296,296,-296,0,0,-148,-74,74,0
130,9,7,first,0,10000,57,-9811,9817,54,0,0,54,3942,-3942,3942,3942,3942,-3942,-2951.06603550295857988,1602.30248520710059172,2951.06603550295857988,-1602.30248520710059172,-2951.06603550295857988,1602.30248520710059172,292,-292,-219,219,219,-219,0,219,-219,-219,219,0
130,9,7,first,0,10000,58,-9757,9763,69,2,2,69,5112,-4824,5112,4824,5112,-4824,-3480.1136094674556213,1889.55266272189349112,3227.01443786982248521,-1752.1306508875739645,-3353.56402366863905325,1820.84165680473372781,576,-576,-288,288,288,-288,0,504,-360,-432,432,0
130,9,7,first,0,10000,59,-9686,9696,96,1,1,96,6887,-6745,6887,6745,6887,-6745,-4929.2821301775147929,2676.38911242603550296,4804.49017751479289941,-2608.63242603550295858,-4866.88615384615384615,2642.51076923076923077,71,-71,-1278,1136,1207,-1207,0,639,-639,-639,639,0
130,9,7,first,0,10000,60,-9589,9601,116,5,5,116,8470,-7770,8470,7770,8470,-7770,-5967.16449704142011834,3239.91479289940828402,5598.06153846153846154,-3039.50769230769230769,-5782.61301775147928994,3139.71124260355029586,210,-210,-1050,910,980,-980,0,840,-840,-840,840,0
130,9,7,first,0,10000,61,-9468,9490,140,4,4,140,9936,-9384,9936,9384,9936,-9384,-7882.98461538461538462,4280.12307692307692308,7640.43124260355029586,-4148.42698224852071006,-7761.70792899408284024,4214.27502958579881657,2139,-2001,-690,690,690,-690,0,207,69,-69,69,0
130,9,7,first,0,10000,62,-9324,9354,168,9,9,168,12036,-10812,12036,10812,12036,-10812,-8426.09325443786982249,4575.00781065088757396,7589.45988165680473373,-4120.75171597633136095,-8007.77656804733727811,4347.87976331360946746,1224,-1360,-952,952,952,-952,0,1564,-748,-1156,1156,0
130,9,7,first,0,10000,63,-9147,9195,209,10,10,209,14673,-13333,14673,13333,14673,-13333,-9833.07857988165680473,5338.94059171597633136,9126.51005917159763314,-4955.30414201183431953,-9479.79431952662721893,5147.12236686390532544,2010,-1608,-1005,1139,1072,-1072,0,3886,-3216,-3551,3551,0
130,9,7,first,0,10000,64,-8928,8996,268,24,24,268,19272,-16104,19272,16104,19272,-16104,-13108.4279289940828402,7117.31502958579881657,11136.3635502958579882,-6046.5685207100591716,-12122.3957396449704142,6581.94177514792899408,1056,-660,-2376,2112,2244,-2244,0,3168,-3168,-3168,3168,0
130,9,7,first,0,10000,65,-8636,8752,295,27,27,295,20930,-17420,20930,17420,20930,-17420,-14303.4769230769230769,7908.18461538461538462,13618,-7536,-13960.7384615384615385,7722.09230769230769231,910,-650,-2340,1950,2145,-2145,0,2275,-1365,-1885,1755,65
130,9,7,first,0,10000,66,-8314,8484,396,27,27,396,27072,-23616,27072,23616,27072,-23616,-18841.8272189349112426,10230.3053254437869822,16929.5223668639053254,-9192.00568047337278107,-17885.674792899408284,9711.15550295857988166,1408,-1408,-2944,2048,2496,-2496,0,5504,-5120,-5312,5312,0
130,9,7,first,0,10000,67,-7891,8115,394,80,80,394,29862,-19782,29862,19782,29862,-19782,-20153.0215384615384615,10942.2276923076923077,14837.9389349112426036,-8056.36544378698224852,-17495.4802366863905325,9499.29656804733727811,378,-378,-4158,3024,3591,-3591,0,6111,-4473,-5355,5229,63
130,9,7,first,0,10000,68,-7417,7801,455,68,68,455,32426,-23994,32426,23994,32426,-23994,-20432.485207100591716,11093.9644970414201183,15419.7155029585798817,-8372.24520710059171598,-17926.1003550295857988,9733.10485207100591716,1736,-992,-4464,4092,4278,-4278,0,6076,-4216,-5146,5146,0
130,9,7,first,0,10000,69,-6894,7414,509,108,108,509,37637,-24461,37637,24461,37637,-24461,-23932.6709869822485207,12994.4154887573964497,17070.8712236686390533,-9268.75205680473372781,-20501.771105325443787,11131.5837727810650888,1037,-305,-4392,2928,3660,-3660,0,8113,-5551,-6832,6832,0
130,9,7,first,0,10000,70,-6277,7013,497,128,128,497,37500,-22140,37500,22140,37500,-22140,-23675.3183431952662722,12854.6840236686390533,14289.557396449704142,-7758.61775147928994083,-18982.4378698224852071,10306.650887573964497,1020,-1020,-5280,2760,4020,-4020,0,6720,-4560,-5580,5700,-60
130,9,7,first,0,10000,71,-5652,6644,586,182,182,586,45312,-23836,45312,23836,45312,-23836,-27283.4991715976331361,14878.2220118343195266,14404.0435502958579882,-7756.3285207100591716,-20843.7713609467455621,11317.2752662721893491,3186,-1652,-4130,1416,2773,-2773,0,9440,-5428,-7493,7375,59
130,9,7,first,0,10000,72,-4884,6240,572,235,235,572,46806,-19546,46806,19546,46806,-19546,-29002.7043786982248521,15747.226508875739645,12895.7543195266272189,-7001.84236686390532544,-20949.2293491124260355,11374.5344378698224852,1508,464,-6380,3248,4814,-4814,0,8120,-3016,-5800,5336,232
130,9,7,first,0,10000,73,-4077,5903,629,283,283,629,51984,-19722,51984,19722,51984,-19722,-28262.1514792899408284,15407.4035502958579882,12232.5372781065088757,-6704.00946745562130178,-20247.3443786982248521,11055.706508875739645,3135,-1767,-5586,2394,3990,-3990,0,9462,-5358,-7809,7011,399
130,9,7,first,0,10000,74,-3165,5557,624,344,344,624,54208,-15680,54208,15680,54208,-15680,-30128.5831952662721893,16419.7036686390532544,9734.53633136094674556,-5224.26319526627218935,-19931.5597633136094675,10821.9834319526627219,2464,1680,-6216,2520,4368,-4368,0,8792,-1624,-5600,4816,392
130,9,7,first,0,10000,75,-2197,5277,551,444,444,551,54725,-5885,54725,5885,54725,-5885,-30849.3336331360946746,16689.7863195266272189,3008.42475739644970414,-1573.36501775147928994,-16928.8791952662721893,9131.57566863905325444,660,-440,-7865,385,4125,-4125,0,8800,990,-3960,3850,55
130,9,7,first,0,10000,76,-1202,5170,550,492,492,550,56268,-3132,56268,3132,56268,-3132,-33133.786508875739645,18049.2156213017751479,3407.4063905325443787,-1791.08733727810650888,-18270.5964497041420118,9920.1514792899408284,1134,-1026,-6048,-972,2538,-2538,0,11448,0,-5940,5508,216
130,9,7,first,0,10000,77,-160,5112,525,554,554,525,57187,1537,57187,-1537,57187,1537,-32158.8158958579881657,17460.8599100591715976,-184.33061301775147929,215.875711242603550296,-15987.2426414201183432,8622.49209940828402367,1696,1908,-7049,53,3551,-3551,0,10335,583,-5194,4558,318
130,9,7,first,0,10000,78,919,5141,468,596,596,468,55328,6656,55328,-6656,55328,6656,-30983.5569230769230769,16822.7446153846153846,-4569.84615384615384615,2481.23076923076923077,-13206.8553846153846154,7170.75692307692307692,-884,364,-7384,-1768,2808,-2808,0,9308,-572,-5096,4784,156
130,9,7,first,0,10000,79,1983,5269,375,656,656,375,52581,14331,52581,-14331,52581,14331,-30509.7953041420118343,16398.3784899408284024,-8705.82336568047337278,4671.17799763313609467,-10901.9859692307692308,5863.60024615384615385,1989,2499,-5865,-1887,1989,-1989,0,7956,2244,-2856,2856,0
130,9,7,first,0,10000,80,3014,5550,311,646,646,311,47850,16750,47850,-16750,47850,16750,-27869.0854437869822485,15077.1010650887573964,-9941.22745562130177515,5343.04189349112426036,-8963.92899408284023669,4867.02958579881656805,900,1500,-5900,-1000,2450,-2450,0,7800,2200,-2850,2750,50
130,9,7,first,0,10000,81,3971,5885,265,595,595,265,42140,16170,42140,-16170,42140,16170,-26276.3862721893491124,14320.4790532544378698,-11359.8120710059171598,6114.36497041420118343,-7458.28710059171597633,4103.0570414201183432,147,147,-5978,-1274,2352,-2352,0,6762,2156,-2450,2156,147
130,9,7,first,0,10000,82,4831,6215,190,633,633,190,39504,21264,39504,-21264,39504,21264,-24813.8950437869822485,13420.4482650887573964,-14268.0962272189349112,7694.53110532544378698,-5272.89940828402366864,2862.95857988165680473,288,-576,-4608,-3552,528,-528,0,5136,1584,-1968,1584,192
130,9,7,first,0,10000,83,5654,6658,174,587,587,174,35767,19411,35767,-19411,35767,19411,-22031.6532544378698225,12064.927810650887574,-11606.530414201183432,6301.84899408284023669,-5212.56142011834319527,2881.53940828402366864,-987,-705,-4512,-2538,987,-987,0,4042,2444,-799,799,0
130,9,7,first,0,10000,84,6415,7071,101,554,554,101,30130,20838,30130,-20838,30130,20838,-19444.6953846153846154,10557.6369230769230769,-14836.181301775147929,8055.41112426035502959,-2304.2570414201183432,1251.11289940828402367,-2070,-1610,-3910,-2714,598,-598,0,3726,2898,-414,414,0
130,9,7,first,0,10000,85,7070,7524,71,461,461,71,23940,17550,23940,-17550,23940,17550,-15897.7917159763313609,8631.82011834319526627,-11784.9301775147928994,6398.71242603550295858,-2056.43076923076923077,1116.55384615384615385,-1485,-1755,-4140,-3240,450,-450,0,3330,1530,-945,855,45
130,9,7,first,0,10000,86,7602,7914,54,399,399,54,19932,15180,19932,-15180,19932,15180,-13123.7992899408284024,7221.79029585798816568,-10401.6728994082840237,5647.6629585798816568,-1361.06319526627218935,787.063668639053254438,-1496,-1496,-3344,-2904,220,-220,0,2552,2112,-264,176,44
130,9,7,first,0,10000,87,8055,8259,31,380,380,31,17673,15007,17673,-15007,17673,15007,-11911.0814201183431953,6514.17940828402366864,-10399.5169230769230769,5693.46461538461538462,-755.782248520710059172,410.357396449704142012,-1032,-688,-3010,-2408,301,-301,0,2064,1290,-430,344,43
130,9,7,first,0,10000,88,8466,8608,26,321,321,26,14574,12390,14574,-12390,14574,12390,-10519.4343195266272189,5711.60236686390532544,-9485.94603550295857988,5150.46248520710059172,-516.744142011834319527,280.569940828402366864,-672,-756,-2856,-2604,126,-126,0,1008,924,-42,42,0
130,9,7,first,0,10000,89,8813,8903,13,225,225,13,9758,8692,9758,-8692,9758,8692,-6918.04402366863905325,3756.20165680473372781,-6197.41443786982248521,3364.9306508875739645,-360.314792899408284024,195.635502958579881657,-164,0,-1230,-984,123,-123,0,574,820,123,-123,0
130,9,7,first,0,10000,90,9051,9115,17,197,197,17,8560,7200,8560,-7200,8560,7200,-5835.34201183431952663,3168.34082840236686391,-4921.3727810650887574,2672.09467455621301775,-456.984615384615384615,248.123076923076923077,-360,-280,-1280,-1040,120,-120,0,640,400,-120,120,0
130,9,7,first,0,10000,91,9265,9295,5,179,179,5,7176,6786,7176,-6786,7176,6786,-4866.88615384615384615,2642.51076923076923077,-4661.24307692307692308,2530.85538461538461538,-102.821538461538461538,55.8276923076923076923,-975,-741,-1443,-1209,117,-117,0,390,390,0,0,0
130,9,7,first,0,10000,92,9449,9469,5,132,132,5,5206,4826,5206,-4826,5206,4826,-4174.37869822485207101,2266.50887573964497041,-3974.0085207100591716,2157.71644970414201183,-100.185088757396449704,54.3962130177514792899,-836,-836,-1140,-1216,-38,38,0,570,418,-76,76,0
130,9,7,first,0,10000,93,9586,9596,2,103,103,2,3885,3737,3885,-3737,3885,3737,-2893.9429585798816568,1571.28710059171597633,-2763.87810650887573964,1500.66745562130177515,-65.0324260355029585799,35.3098224852071005917,37,37,-296,-296,0,0,0,259,333,37,-37,0
130,9,7,first,0,10000,94,9691,9697,0,71,71,0,2556,2556,2556,-2556,2556,2556,-2056.43076923076923077,1116.55384615384615385,-2056.43076923076923077,1116.55384615384615385,0,0,-288,-288,-468,-468,0,0,0,252,252,0,0,0
130,9,7,first,0,10000,95,9762,9768,2,66,66,2,2380,2240,2380,-2240,2380,2240,-2030.06627218934911243,1102.23905325443786982,-1907.03195266272189349,1035.43668639053254438,-61.5171597633136094675,33.4011834319526627219,-140,-210,-350,-350,0,0,0,245,175,-35,35,0
130,9,7,first,0,10000,96,9830,9832,1,56,56,1,1938,1870,1938,-1870,1938,1870,-1703.14650887573964497,924.735621301775147929,-1643.38698224852071006,892.288757396449704142,-29.8797633136094674556,16.2234319526627218935,-34,-34,-204,-272,-34,34,0,34,-34,-34,34,0
130,9,7,first,0,10000,97,9887,9887,0,24,24,0,792,792,792,-792,792,792,-696.02272189349112426,377.910532544378698225,-696.02272189349112426,377.910532544378698225,0,0,-231,-231,-132,-132,0,0,0,33,33,0,0,0
130,9,7,first,0,10000,98,9911,9911,0,21,21,0,672,672,672,-672,672,672,-590.564733727810650888,320.65136094674556213,-590.564733727810650888,320.65136094674556213,0,0,-32,-32,-96,-96,0,0,0,128,128,0,0,0
130,9,7,first,0,10000,99,9932,9932,0,22,22,0,682,682,682,-682,682,682,-599.352899408284023669,325.422958579881656805,-599.352899408284023669,325.422958579881656805,0,0,-31,-31,-93,-93,0,0,0,31,31,0,0,0
130,9,7,first,0,10000,100,9954,9954,0,16,16,0,480,480,480,-480,480,480,-421.831952662721893491,229.036686390532544379,-421.831952662721893491,229.036686390532544379,0,0,0,0,-60,-60,0,0,0,-30,-30,0,0,0
130,9,7,first,0,10000,101,9970,9970,0,11,11,0,319,319,319,-319,319,319,-280.342485207100591716,152.213964497041420118,-280.342485207100591716,152.213964497041420118,0,0,-58,-58,-58,-58,0,0,0,-29,-29,0,0,0
130,9,7,first,0,10000,102,9981,9981,0,7,7,0,196,196,196,-196,196,196,-172.248047337278106509,93.5233136094674556213,-172.248047337278106509,93.5233136094674556213,0,0,28,28,-28,-28,0,0,0,-84,-84,0,0,0
130,9,7,first,0,10000,103,9988,9988,0,3,3,0,81,81,81,-81,81,81,-71.1841420118343195266,38.6499408284023668639,-71.1841420118343195266,38.6499408284023668639,0,0,0,0,54,54,0,0,0,27,27,0,0,0
130,9,7,first,0,10000,104,9991,9991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,105,9991,9991,0,5,5,0,125,125,125,-125,125,125,-109.852071005917159763,59.644970414201183432,-109.852071005917159763,59.644970414201183432,0,0,-50,-50,-50,-50,0,0,0,25,25,0,0,0
130,9,7,first,0,10000,106,9996,9996,0,3,3,0,72,72,72,-72,72,72,-63.2747928994082840237,34.3555029585798816568,-63.2747928994082840237,34.3555029585798816568,0,0,-24,-24,-24,-24,0,0,0,-24,-24,0,0,0
130,9,7,first,0,10000,107,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,108,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,109,9999,9999,0,1,1,0,21,21,21,-21,21,21,-18.4551479289940828402,10.0203550295857988166,-18.4551479289940828402,10.0203550295857988166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,110,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,111,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,112,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,113,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,114,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,115,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,116,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,117,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,118,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,119,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,9,7,first,0,10000,120,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
