# schema=matching-one/p537-aggregate-wedge-mc-combined/v1
# L=6
# N=36
# samples=100000000
# shard_index=0
# shard_count=1
# batches=100
# proposal_p=0.59230000000000005
batch	kind	transition	k	count	sum_q0	sum_q1	sum_source16_0	sum_source16_1	signed_count	signed_source_mid16	unsigned_count
0	landing	12	13	0	0	0	0	0	0	0	0
0	global	-	14	10049	-9693	-9428	1167048	1266120	0	0	0
0	landing	01	14	0	0	0	0	0	87	19300	123
0	landing	12	14	0	0	0	0	0	0	0	0
0	global	-	15	20047	-18790	-17902	2533140	2710152	0	0	0
0	landing	01	15	0	0	0	0	0	217	54636	399
0	landing	12	15	0	0	0	0	0	11	2312	17
0	global	-	16	36761	-32756	-29944	4977180	5200524	0	0	0
0	landing	01	16	0	0	0	0	0	377	110792	1095
0	landing	12	16	0	0	0	0	0	38	7712	60
0	global	-	17	59355	-48414	-41680	8199036	8235036	0	0	0
0	landing	01	17	0	0	0	0	0	747	241814	2513
0	landing	12	17	0	0	0	0	0	117	27484	253
0	global	-	18	87363	-61742	-47888	11972052	11272428	0	0	0
0	landing	01	18	0	0	0	0	0	861	316592	4521
0	landing	12	18	0	0	0	0	0	331	79700	925
0	global	-	19	112872	-61975	-39225	14627592	12947688	0	0	0
0	landing	01	19	0	0	0	0	0	723	323244	6365
0	landing	12	19	0	0	0	0	0	644	164808	2274
0	global	-	20	131267	-45647	-13887	15098436	12357792	0	0	0
0	landing	01	20	0	0	0	0	0	201	180326	7221
0	landing	12	20	0	0	0	0	0	1022	272372	4590
0	global	-	21	136681	-14631	21110	12969324	10153764	0	0	0
0	landing	01	21	0	0	0	0	0	-567	22996	6365
0	landing	12	21	0	0	0	0	0	957	274924	7015
0	global	-	22	125824	19563	50972	9340272	7132824	0	0	0
0	landing	01	22	0	0	0	0	0	-643	-18982	3893
0	landing	12	22	0	0	0	0	0	282	168480	7650
0	global	-	23	102807	41652	63522	5795712	4278384	0	0	0
0	landing	01	23	0	0	0	0	0	-455	-15620	1569
0	landing	12	23	0	0	0	0	0	-278	83612	6084
0	global	-	24	74803	45961	58117	3118536	2222568	0	0	0
0	landing	01	24	0	0	0	0	0	-170	-5256	460
0	landing	12	24	0	0	0	0	0	-293	45576	3705
0	global	-	25	47941	37184	42330	1441188	949572	0	0	0
0	landing	01	25	0	0	0	0	0	-50	224	96
0	landing	12	25	0	0	0	0	0	-210	18724	1640
0	global	-	26	26427	23441	25111	540072	354168	0	0	0
0	landing	01	26	0	0	0	0	0	-7	-216	11
0	landing	12	26	0	0	0	0	0	-77	7784	553
0	global	-	27	13090	12403	12841	164160	89424	0	0	0
0	landing	01	27	0	0	0	0	0	0	0	0
0	landing	12	27	0	0	0	0	0	-26	1848	130
0	global	-	28	5317	5225	5287	40536	22320	0	0	0
0	landing	01	28	0	0	0	0	0	0	0	0
0	landing	12	28	0	0	0	0	0	4	632	20
0	global	-	29	1956	1951	1956	7920	4032	0	0	0
0	landing	01	29	0	0	0	0	0	0	0	0
0	landing	12	29	0	0	0	0	0	-2	0	2
0	global	-	30	545	545	545	1008	576	0	0	0
0	landing	01	30	0	0	0	0	0	0	0	0
0	landing	12	30	0	0	0	0	0	0	0	0
0	global	-	31	137	137	137	0	0	0	0	0
0	landing	01	31	0	0	0	0	0	0	0	0
0	landing	12	31	0	0	0	0	0	0	0	0
0	global	-	32	24	24	24	0	0	0	0	0
0	landing	01	32	0	0	0	0	0	0	0	0
0	landing	12	32	0	0	0	0	0	0	0	0
0	global	-	33	7	7	7	0	0	0	0	0
0	landing	01	33	0	0	0	0	0	0	0	0
0	landing	12	33	0	0	0	0	0	0	0	0
0	global	-	34	0	0	0	0	0	0	0	0
0	landing	01	34	0	0	0	0	0	0	0	0
0	landing	12	34	0	0	0	0	0	0	0	0
0	global	-	35	0	0	0	0	0	0	0	0
0	landing	01	35	0	0	0	0	0	0	0	0
0	landing	12	35	0	0	0	0	0	0	0	0
1	global	-	0	0	0	0	0	0	0	0	0
1	landing	01	0	0	0	0	0	0	0	0	0
1	landing	12	0	0	0	0	0	0	0	0	0
1	global	-	1	0	0	0	0	0	0	0	0
1	landing	01	1	0	0	0	0	0	0	0	0
1	landing	12	1	0	0	0	0	0	0	0	0
1	global	-	2	0	0	0	0	0	0	0	0
1	landing	01	2	0	0	0	0	0	0	0	0
1	landing	12	2	0	0	0	0	0	0	0	0
1	global	-	3	0	0	0	0	0	0	0	0
1	landing	01	3	0	0	0	0	0	0	0	0
1	landing	12	3	0	0	0	0	0	0	0	0
1	global	-	4	0	0	0	0	0	0	0	0
1	landing	01	4	0	0	0	0	0	0	0	0
1	landing	12	4	0	0	0	0	0	0	0	0
1	global	-	5	0	0	0	0	0	0	0	0
1	landing	01	5	0	0	0	0	0	0	0	0
1	landing	12	5	0	0	0	0	0	0	0	0
1	global	-	6	0	0	0	0	0	0	0	0
1	landing	01	6	0	0	0	0	0	0	0	0
1	landing	12	6	0	0	0	0	0	0	0	0
1	global	-	7	1	-1	-1	0	0	0	0	0
1	landing	01	7	0	0	0	0	0	0	0	0
1	landing	12	7	0	0	0	0	0	0	0	0
1	global	-	8	13	-13	-13	1080	1080	0	0	0
1	landing	01	8	0	0	0	0	0	0	0	0
1	landing	12	8	0	0	0	0	0	0	0	0
1	global	-	9	42	-42	-42	2592	3024	0	0	0
1	landing	01	9	0	0	0	0	0	0	0	0
1	landing	12	9	0	0	0	0	0	0	0	0
1	global	-	10	168	-168	-168	10152	11880	0	0	0
1	landing	01	10	0	0	0	0	0	0	0	0
1	landing	12	10	0	0	0	0	0	0	0	0
1	global	-	11	584	-579	-574	54576	62928	0	0	0
1	landing	01	11	0	0	0	0	0	0	-8	2
1	landing	12	11	0	0	0	0	0	0	0	0
1	global	-	12	1603	-1589	-1571	150480	167292	0	0	0
1	landing	01	12	0	0	0	0	0	8	1268	10
1	landing	12	12	0	0	0	0	0	0	0	0
1	global	-	13	4336	-4260	-4183	448056	500076	0	0	0
1	landing	01	13	0	0	0	0	0	13	3000	25
1	landing	12	13	0	0	0	0	0	0	0	0
1	global	-	14	9906	-9565	-9289	1134936	1232208	0	0	0
1	landing	01	14	0	0	0	0	0	68	15884	120
1	landing	12	14	0	0	0	0	0	0	0	0
1	global	-	15	20125	-18912	-17985	2462004	2623392	0	0	0
1	landing	01	15	0	0	0	0	0	213	52374	399
1	landing	12	15	0	0	0	0	0	7	1752	9
1	global	-	16	36975	-32985	-30228	4792104	4966200	0	0	0
1	landing	01	16	0	0	0	0	0	374	109424	1070
1	landing	12	16	0	0	0	0	0	27	5708	57
1	global	-	17	59518	-48569	-41990	8221212	8251200	0	0	0
1	landing	01	17	0	0	0	0	0	762	240928	2438
1	landing	12	17	0	0	0	0	0	120	26420	262
1	global	-	18	87163	-61543	-47865	11916936	11298636	0	0	0
1	landing	01	18	0	0	0	0	0	917	338102	4603
1	landing	12	18	0	0	0	0	0	318	72540	868
1	global	-	19	112969	-62300	-39139	14723820	12865716	0	0	0
1	landing	01	19	0	0	0	0	0	801	342326	6725
1	landing	12	19	0	0	0	0	0	624	166604	2280
1	global	-	20	131727	-45456	-13668	15155784	12489912	0	0	0
1	landing	01	20	0	0	0	0	0	256	206122	7402
1	landing	12	20	0	0	0	0	0	946	257864	4758
1	global	-	21	135878	-14199	21126	12730824	10034028	0	0	0
1	landing	01	21	0	0	0	0	0	-530	38140	6224
1	landing	12	21	0	0	0	0	0	1087	291222	6911
1	global	-	22	125593	19549	50964	9312444	7078968	0	0	0
1	landing	01	22	0	0	0	0	0	-542	5396	3772
1	landing	12	22	0	0	0	0	0	432	186934	7548
1	global	-	23	102913	41678	63543	5894892	4374288	0	0	0
1	landing	01	23	0	0	0	0	0	-429	-10156	1629
1	landing	12	23	0	0	0	0	0	-58	103468	6088
1	global	-	24	74811	46035	58076	3155580	2251404	0	0	0
1	landing	01	24	0	0	0	0	0	-189	-3756	477
1	landing	12	24	0	0	0	0	0	-324	37628	3668
1	global	-	25	48107	37443	42503	1407888	959904	0	0	0
1	landing	01	25	0	0	0	0	0	-41	-328	79
1	landing	12	25	0	0	0	0	0	-195	17300	1611
1	global	-	26	26596	23521	25221	525276	328968	0	0	0
1	landing	01	26	0	0	0	0	0	-3	184	13
1	landing	12	26	0	0	0	0	0	-65	7172	549
1	global	-	27	12934	12286	12705	156888	98496	0	0	0
1	landing	01	27	0	0	0	0	0	-1	0	1
1	landing	12	27	0	0	0	0	0	-4	3120	132
1	global	-	28	5403	5293	5369	39024	20592	0	0	0
1	landing	01	28	0	0	0	0	0	0	0	0
1	landing	12	28	0	0	0	0	0	-9	32	23
1	global	-	29	1978	1967	1978	4896	2160	0	0	0
1	landing	01	29	0	0	0	0	0	0	0	0
1	landing	12	29	0	0	0	0	0	-1	144	5
1	global	-	30	526	526	526	1008	576	0	0	0
1	landing	01	30	0	0	0	0	0	0	0	0
1	landing	12	30	0	0	0	0	0	0	0	0
1	global	-	31	110	110	110	144	144	0	0	0
1	landing	01	31	0	0	0	0	0	0	0	0
1	landing	12	31	0	0	0	0	0	0	0	0
1	global	-	32	21	21	21	0	0	0	0	0
1	landing	01	32	0	0	0	0	0	0	0	0
1	landing	12	32	0	0	0	0	0	0	0	0
1	global	-	33	0	0	0	0	0	0	0	0
1	landing	01	33	0	0	0	0	0	0	0	0
1	landing	12	33	0	0	0	0	0	0	0	0
1	global	-	34	0	0	0	0	0	0	0	0
1	landing	01	34	0	0	0	0	0	0	0	0
1	landing	12	34	0	0	0	0	0	0	0	0
1	global	-	35	0	0	0	0	0	0	0	0
1	landing	01	35	0	0	0	0	0	0	0	0
1	landing	12	35	0	0	0	0	0	0	0	0
2	global	-	0	0	0	0	0	0	0	0	0
2	landing	01	0	0	0	0	0	0	0	0	0
2	landing	12	0	0	0	0	0	0	0	0	0
2	global	-	1	0	0	0	0	0	0	0	0
2	landing	01	1	0	0	0	0	0	0	0	0
2	landing	12	1	0	0	0	0	0	0	0	0
2	global	-	2	0	0	0	0	0	0	0	0
2	landing	01	2	0	0	0	0	0	0	0	0
2	landing	12	2	0	0	0	0	0	0	0	0
2	global	-	3	0	0	0	0	0	0	0	0
2	landing	01	3	0	0	0	0	0	0	0	0
2	landing	12	3	0	0	0	0	0	0	0	0
2	global	-	4	0	0	0	0	0	0	0	0
2	landing	01	4	0	0	0	0	0	0	0	0
2	landing	12	4	0	0	0	0	0	0	0	0
2	global	-	5	0	0	0	0	0	0	0	0
2	landing	01	5	0	0	0	0	0	0	0	0
2	landing	12	5	0	0	0	0	0	0	0	0
2	global	-	6	0	0	0	0	0	0	0	0
2	landing	01	6	0	0	0	0	0	0	0	0
2	landing	12	6	0	0	0	0	0	0	0	0
2	global	-	7	2	-2	-2	0	288	0	0	0
2	landing	01	7	0	0	0	0	0	0	0	0
2	landing	12	7	0	0	0	0	0	0	0	0
2	global	-	8	15	-15	-15	432	432	0	0	0
2	landing	01	8	0	0	0	0	0	0	0	0
2	landing	12	8	0	0	0	0	0	0	0	0
2	global	-	9	41	-41	-41	3024	4176	0	0	0
2	landing	01	9	0	0	0	0	0	0	0	0
2	landing	12	9	0	0	0	0	0	0	0	0
2	global	-	10	196	-196	-195	13896	18216	0	0	0
2	landing	01	10	0	0	0	0	0	1	136	1
2	landing	12	10	0	0	0	0	0	0	0	0
2	global	-	11	593	-593	-588	48528	52848	0	0	0
2	landing	01	11	0	0	0	0	0	3	500	3
2	landing	12	11	0	0	0	0	0	0	0	0
2	global	-	12	1689	-1682	-1669	150696	175464	0	0	0
2	landing	01	12	0	0	0	0	0	6	1064	8
2	landing	12	12	0	0	0	0	0	0	0	0
2	global	-	13	4356	-4295	-4242	451584	487332	0	0	0
2	landing	01	13	0	0	0	0	0	12	2160	20
2	landing	12	13	0	0	0	0	0	0	0	0
2	global	-	14	10157	-9834	-9556	1147248	1238220	0	0	0
2	landing	01	14	0	0	0	0	0	84	18604	132
2	landing	12	14	0	0	0	0	0	2	288	2
2	global	-	15	20139	-18880	-17892	2505168	2646144	0	0	0
2	landing	01	15	0	0	0	0	0	186	46996	410
2	landing	12	15	0	0	0	0	0	11	2248	17
2	global	-	16	36656	-32698	-29974	4876416	5085792	0	0	0
2	landing	01	16	0	0	0	0	0	446	123324	1098
2	landing	12	16	0	0	0	0	0	29	6412	65
2	global	-	17	60084	-49092	-42477	8189748	8200404	0	0	0
2	landing	01	17	0	0	0	0	0	636	214728	2406
2	landing	12	17	0	0	0	0	0	152	33420	248
2	global	-	18	86450	-60959	-47436	11782908	11171088	0	0	0
2	landing	01	18	0	0	0	0	0	929	340750	4457
2	landing	12	18	0	0	0	0	0	328	82856	920
2	global	-	19	113016	-62351	-39233	14634648	12885048	0	0	0
2	landing	01	19	0	0	0	0	0	646	309662	6606
2	landing	12	19	0	0	0	0	0	750	185852	2304
2	global	-	20	131323	-45777	-13925	15075000	12299220	0	0	0
2	landing	01	20	0	0	0	0	0	277	208654	7365
2	landing	12	20	0	0	0	0	0	983	264008	4679
2	global	-	21	135625	-14518	20896	12718584	9964260	0	0	0
2	landing	01	21	0	0	0	0	0	-476	38782	6166
2	landing	12	21	0	0	0	0	0	954	274994	6730
2	global	-	22	125579	19204	50664	9276192	6952248	0	0	0
2	landing	01	22	0	0	0	0	0	-644	-13434	3868
2	landing	12	22	0	0	0	0	0	430	188014	7512
2	global	-	23	103427	41940	63811	5917068	4368168	0	0	0
2	landing	01	23	0	0	0	0	0	-481	-20952	1723
2	landing	12	23	0	0	0	0	0	-92	101558	6204
2	global	-	24	75036	46107	58249	3071124	2204244	0	0	0
2	landing	01	24	0	0	0	0	0	-182	-2752	516
2	landing	12	24	0	0	0	0	0	-272	51964	3834
2	global	-	25	47755	36952	42139	1434060	987984	0	0	0
2	landing	01	25	0	0	0	0	0	-46	-1368	84
2	landing	12	25	0	0	0	0	0	-278	15656	1682
2	global	-	26	26909	23894	25597	566316	366048	0	0	0
2	landing	01	26	0	0	0	0	0	-3	128	7
2	landing	12	26	0	0	0	0	0	-44	6472	526
2	global	-	27	13011	12303	12736	175104	94536	0	0	0
2	landing	01	27	0	0	0	0	0	-1	0	1
2	landing	12	27	0	0	0	0	0	-18	1696	140
2	global	-	28	5381	5275	5352	36864	18864	0	0	0
2	landing	01	28	0	0	0	0	0	0	0	0
2	landing	12	28	0	0	0	0	0	4	560	24
2	global	-	29	1839	1830	1838	11232	7344	0	0	0
2	landing	01	29	0	0	0	0	0	0	0	0
2	landing	12	29	0	0	0	0	0	-1	112	3
2	global	-	30	564	564	564	864	288	0	0	0
2	landing	01	30	0	0	0	0	0	0	0	0
2	landing	12	30	0	0	0	0	0	0	0	0
2	global	-	31	129	129	129	0	0	0	0	0
2	landing	01	31	0	0	0	0	0	0	0	0
2	landing	12	31	0	0	0	0	0	0	0	0
2	global	-	32	25	25	25	0	0	0	0	0
2	landing	01	32	0	0	0	0	0	0	0	0
2	landing	12	32	0	0	0	0	0	0	0	0
2	global	-	33	3	3	3	0	0	0	0	0
2	landing	01	33	0	0	0	0	0	0	0	0
2	landing	12	33	0	0	0	0	0	0	0	0
2	global	-	34	0	0	0	0	0	0	0	0
2	landing	01	34	0	0	0	0	0	0	0	0
2	landing	12	34	0	0	0	0	0	0	0	0
2	global	-	35	0	0	0	0	0	0	0	0
2	landing	01	35	0	0	0	0	0	0	0	0
2	landing	12	35	0	0	0	0	0	0	0	0
3	global	-	0	0	0	0	0	0	0	0	0
3	landing	01	0	0	0	0	0	0	0	0	0
3	landing	12	0	0	0	0	0	0	0	0	0
3	global	-	1	0	0	0	0	0	0	0	0
3	landing	01	1	0	0	0	0	0	0	0	0
3	landing	12	1	0	0	0	0	0	0	0	0
3	global	-	2	0	0	0	0	0	0	0	0
3	landing	01	2	0	0	0	0	0	0	0	0
3	landing	12	2	0	0	0	0	0	0	0	0
3	global	-	3	0	0	0	0	0	0	0	0
3	landing	01	3	0	0	0	0	0	0	0	0
3	landing	12	3	0	0	0	0	0	0	0	0
3	global	-	4	0	0	0	0	0	0	0	0
3	landing	01	4	0	0	0	0	0	0	0	0
3	landing	12	4	0	0	0	0	0	0	0	0
3	global	-	5	0	0	0	0	0	0	0	0
3	landing	01	5	0	0	0	0	0	0	0	0
3	landing	12	5	0	0	0	0	0	0	0	0
3	global	-	6	0	0	0	0	0	0	0	0
3	landing	01	6	0	0	0	0	0	0	0	0
3	landing	12	6	0	0	0	0	0	0	0	0
3	global	-	7	2	-2	-2	144	144	0	0	0
3	landing	01	7	0	0	0	0	0	0	0	0
3	landing	12	7	0	0	0	0	0	0	0	0
3	global	-	8	11	-11	-11	864	1152	0	0	0
3	landing	01	8	0	0	0	0	0	0	0	0
3	landing	12	8	0	0	0	0	0	0	0	0
3	global	-	9	42	-42	-42	3312	3600	0	0	0
3	landing	01	9	0	0	0	0	0	0	0	0
3	landing	12	9	0	0	0	0	0	0	0	0
3	global	-	10	181	-181	-180	12744	13536	0	0	0
3	landing	01	10	0	0	0	0	0	1	200	1
3	landing	12	10	0	0	0	0	0	0	0	0
3	global	-	11	595	-594	-584	45000	50328	0	0	0
3	landing	01	11	0	0	0	0	0	5	744	5
3	landing	12	11	0	0	0	0	0	0	0	0
3	global	-	12	1737	-1723	-1715	164952	175248	0	0	0
3	landing	01	12	0	0	0	0	0	4	800	4
3	landing	12	12	0	0	0	0	0	0	0	0
3	global	-	13	4494	-4411	-4331	477108	512352	0	0	0
3	landing	01	13	0	0	0	0	0	28	5592	42
3	landing	12	13	0	0	0	0	0	0	0	0
3	global	-	14	10138	-9820	-9514	1170612	1274508	0	0	0
3	landing	01	14	0	0	0	0	0	78	17096	146
3	landing	12	14	0	0	0	0	0	1	312	1
3	global	-	15	20235	-18994	-18106	2565792	2747016	0	0	0
3	landing	01	15	0	0	0	0	0	219	53424	397
3	landing	12	15	0	0	0	0	0	8	1520	12
3	global	-	16	36838	-32832	-30072	4844448	5077548	0	0	0
3	landing	01	16	0	0	0	0	0	390	112484	1064
3	landing	12	16	0	0	0	0	0	26	5664	56
3	global	-	17	59810	-48953	-42389	8130204	8064396	0	0	0
3	landing	01	17	0	0	0	0	0	752	239074	2434
3	landing	12	17	0	0	0	0	0	146	31412	270
3	global	-	18	86684	-61252	-47762	11914344	11242188	0	0	0
3	landing	01	18	0	0	0	0	0	831	316144	4413
3	landing	12	18	0	0	0	0	0	322	77016	884
3	global	-	19	112854	-62192	-39441	14549832	12888504	0	0	0
3	landing	01	19	0	0	0	0	0	774	342332	6414
3	landing	12	19	0	0	0	0	0	696	173128	2314
3	global	-	20	131199	-45280	-13325	15018084	12392028	0	0	0
3	landing	01	20	0	0	0	0	0	271	220194	7373
3	landing	12	20	0	0	0	0	0	940	245098	4794
3	global	-	21	135701	-14147	21076	12775644	10157760	0	0	0
3	landing	01	21	0	0	0	0	0	-361	62198	6195
3	landing	12	21	0	0	0	0	0	858	246896	6684
3	global	-	22	125650	19665	50824	9213156	7060248	0	0	0
3	landing	01	22	0	0	0	0	0	-667	-23370	3783
3	landing	12	22	0	0	0	0	0	362	173648	7588
3	global	-	23	103401	41842	64048	5835060	4279716	0	0	0
3	landing	01	23	0	0	0	0	0	-470	-15404	1586
3	landing	12	23	0	0	0	0	0	-140	90736	6126
3	global	-	24	75372	46476	58627	3166524	2271132	0	0	0
3	landing	01	24	0	0	0	0	0	-177	-3332	511
3	landing	12	24	0	0	0	0	0	-338	37196	3778
3	global	-	25	47217	36744	41809	1375308	943704	0	0	0
3	landing	01	25	0	0	0	0	0	-42	-224	86
3	landing	12	25	0	0	0	0	0	-290	15416	1642
3	global	-	26	26732	23553	25312	560304	362412	0	0	0
3	landing	01	26	0	0	0	0	0	-6	-128	12
3	landing	12	26	0	0	0	0	0	-86	7880	580
3	global	-	27	13166	12485	12916	191952	120096	0	0	0
3	landing	01	27	0	0	0	0	0	-2	0	2
3	landing	12	27	0	0	0	0	0	0	2424	134
3	global	-	28	5333	5220	5304	38304	24048	0	0	0
3	landing	01	28	0	0	0	0	0	0	0	0
3	landing	12	28	0	0	0	0	0	-16	152	28
3	global	-	29	1874	1869	1874	9792	4896	0	0	0
3	landing	01	29	0	0	0	0	0	0	0	0
3	landing	12	29	0	0	0	0	0	-2	-80	2
3	global	-	30	581	580	581	1008	144	0	0	0
3	landing	01	30	0	0	0	0	0	0	0	0
3	landing	12	30	0	0	0	0	0	0	0	0
3	global	-	31	127	127	127	0	0	0	0	0
3	landing	01	31	0	0	0	0	0	0	0	0
3	landing	12	31	0	0	0	0	0	0	0	0
3	global	-	32	19	19	19	0	0	0	0	0
3	landing	01	32	0	0	0	0	0	0	0	0
3	landing	12	32	0	0	0	0	0	0	0	0
3	global	-	33	7	7	7	0	0	0	0	0
3	landing	01	33	0	0	0	0	0	0	0	0
3	landing	12	33	0	0	0	0	0	0	0	0
3	global	-	34	0	0	0	0	0	0	0	0
3	landing	01	34	0	0	0	0	0	0	0	0
3	landing	12	34	0	0	0	0	0	0	0	0
3	global	-	35	0	0	0	0	0	0	0	0
3	landing	01	35	0	0	0	0	0	0	0	0
3	landing	12	35	0	0	0	0	0	0	0	0
4	global	-	0	0	0	0	0	0	0	0	0
4	landing	01	0	0	0	0	0	0	0	0	0
4	landing	12	0	0	0	0	0	0	0	0	0
4	global	-	1	0	0	0	0	0	0	0	0
4	landing	01	1	0	0	0	0	0	0	0	0
4	landing	12	1	0	0	0	0	0	0	0	0
4	global	-	2	0	0	0	0	0	0	0	0
4	landing	01	2	0	0	0	0	0	0	0	0
4	landing	12	2	0	0	0	0	0	0	0	0
4	global	-	3	0	0	0	0	0	0	0	0
4	landing	01	3	0	0	0	0	0	0	0	0
4	landing	12	3	0	0	0	0	0	0	0	0
4	global	-	4	0	0	0	0	0	0	0	0
4	landing	01	4	0	0	0	0	0	0	0	0
4	landing	12	4	0	0	0	0	0	0	0	0
4	global	-	5	0	0	0	0	0	0	0	0
4	landing	01	5	0	0	0	0	0	0	0	0
4	landing	12	5	0	0	0	0	0	0	0	0
4	global	-	6	0	0	0	0	0	0	0	0
4	landing	01	6	0	0	0	0	0	0	0	0
4	landing	12	6	0	0	0	0	0	0	0	0
4	global	-	7	3	-3	-3	0	0	0	0	0
4	landing	01	7	0	0	0	0	0	0	0	0
4	landing	12	7	0	0	0	0	0	0	0	0
4	global	-	8	8	-8	-8	576	720	0	0	0
4	landing	01	8	0	0	0	0	0	0	0	0
4	landing	12	8	0	0	0	0	0	0	0	0
4	global	-	9	59	-59	-59	4680	4608	0	0	0
4	landing	01	9	0	0	0	0	0	0	0	0
4	landing	12	9	0	0	0	0	0	0	0	0
4	global	-	10	163	-163	-163	11664	11952	0	0	0
4	landing	01	10	0	0	0	0	0	0	0	0
4	landing	12	10	0	0	0	0	0	0	0	0
4	global	-	11	571	-571	-569	45432	51336	0	0	0
4	landing	01	11	0	0	0	0	0	1	192	1
4	landing	12	11	0	0	0	0	0	0	0	0
4	global	-	12	1681	-1666	-1650	158760	170208	0	0	0
4	landing	01	12	0	0	0	0	0	7	1376	7
4	landing	12	12	0	0	0	0	0	0	0	0
4	global	-	13	4429	-4358	-4277	459540	502956	0	0	0
4	landing	01	13	0	0	0	0	0	27	5476	39
4	landing	12	13	0	0	0	0	0	0	0	0
4	global	-	14	9910	-9565	-9272	1112868	1226880	0	0	0
4	landing	01	14	0	0	0	0	0	70	15108	122
4	landing	12	14	0	0	0	0	0	0	0	0
4	global	-	15	20417	-19131	-18183	2500488	2672100	0	0	0
4	landing	01	15	0	0	0	0	0	160	42664	370
4	landing	12	15	0	0	0	0	0	4	584	8
4	global	-	16	37002	-33101	-30313	4978620	5140836	0	0	0
4	landing	01	16	0	0	0	0	0	423	122644	1105
4	landing	12	16	0	0	0	0	0	29	6680	55
4	global	-	17	59348	-48606	-42000	8113356	8173764	0	0	0
4	landing	01	17	0	0	0	0	0	770	241516	2398
4	landing	12	17	0	0	0	0	0	126	29736	236
4	global	-	18	87106	-61508	-47965	11942280	11241504	0	0	0
4	landing	01	18	0	0	0	0	0	937	334800	4571
4	landing	12	18	0	0	0	0	0	312	72468	832
4	global	-	19	112457	-61786	-38911	14594904	12936708	0	0	0
4	landing	01	19	0	0	0	0	0	847	360506	6533
4	landing	12	19	0	0	0	0	0	641	164852	2311
4	global	-	20	131105	-45564	-13591	15014664	12390228	0	0	0
4	landing	01	20	0	0	0	0	0	218	195542	7398
4	landing	12	20	0	0	0	0	0	1076	282502	4590
4	global	-	21	136432	-13912	21455	12865536	10062432	0	0	0
4	landing	01	21	0	0	0	0	0	-503	28460	6171
4	landing	12	21	0	0	0	0	0	922	258524	6816
4	global	-	22	124924	19426	50968	9296064	6978528	0	0	0
4	landing	01	22	0	0	0	0	0	-766	-41434	3872
4	landing	12	22	0	0	0	0	0	312	179968	7642
4	global	-	23	103505	41464	63571	5850324	4327236	0	0	0
4	landing	01	23	0	0	0	0	0	-414	-17668	1628
4	landing	12	23	0	0	0	0	0	-235	84966	6149
4	global	-	24	74878	46069	58176	3137796	2236212	0	0	0
4	landing	01	24	0	0	0	0	0	-187	-6988	487
4	landing	12	24	0	0	0	0	0	-349	35196	3771
4	global	-	25	47749	37186	42237	1440540	986832	0	0	0
4	landing	01	25	0	0	0	0	0	-39	-824	91
4	landing	12	25	0	0	0	0	0	-208	15392	1638
4	global	-	26	27063	23962	25666	503496	335088	0	0	0
4	landing	01	26	0	0	0	0	0	-7	-32	11
4	landing	12	26	0	0	0	0	0	-65	7944	557
