n,a,b,orientation,batch,samples,kind,k,count
260,16,2,first,0,100000,minus,74,1
260,16,2,first,0,100000,minus,89,2
260,16,2,first,0,100000,minus,90,1
260,16,2,first,0,100000,minus,91,1
260,16,2,first,0,100000,minus,92,1
260,16,2,first,0,100000,minus,93,1
260,16,2,first,0,100000,minus,94,1
260,16,2,first,0,100000,minus,96,3
260,16,2,first,0,100000,minus,97,2
260,16,2,first,0,100000,minus,98,3
260,16,2,first,0,100000,minus,99,7
260,16,2,first,0,100000,minus,100,6
260,16,2,first,0,100000,minus,101,5
260,16,2,first,0,100000,minus,102,13
260,16,2,first,0,100000,minus,103,10
260,16,2,first,0,100000,minus,104,14
260,16,2,first,0,100000,minus,105,10
260,16,2,first,0,100000,minus,106,20
260,16,2,first,0,100000,minus,107,25
260,16,2,first,0,100000,minus,108,29
260,16,2,first,0,100000,minus,109,24
260,16,2,first,0,100000,minus,110,39
260,16,2,first,0,100000,minus,111,53
260,16,2,first,0,100000,minus,112,50
260,16,2,first,0,100000,minus,113,67
260,16,2,first,0,100000,minus,114,79
260,16,2,first,0,100000,minus,115,97
260,16,2,first,0,100000,plus,115,3
260,16,2,first,0,100000,minus,116,125
260,16,2,first,0,100000,minus,117,142
260,16,2,first,0,100000,minus,118,173
260,16,2,first,0,100000,plus,118,4
260,16,2,first,0,100000,minus,119,160
260,16,2,first,0,100000,plus,119,2
260,16,2,first,0,100000,minus,120,214
260,16,2,first,0,100000,plus,120,2
260,16,2,first,0,100000,minus,121,259
260,16,2,first,0,100000,plus,121,4
260,16,2,first,0,100000,minus,122,293
260,16,2,first,0,100000,plus,122,2
260,16,2,first,0,100000,minus,123,361
260,16,2,first,0,100000,plus,123,5
260,16,2,first,0,100000,minus,124,404
260,16,2,first,0,100000,plus,124,9
260,16,2,first,0,100000,minus,125,434
260,16,2,first,0,100000,plus,125,12
260,16,2,first,0,100000,minus,126,495
260,16,2,first,0,100000,plus,126,14
260,16,2,first,0,100000,minus,127,574
260,16,2,first,0,100000,plus,127,20
260,16,2,first,0,100000,minus,128,739
260,16,2,first,0,100000,plus,128,27
260,16,2,first,0,100000,minus,129,822
260,16,2,first,0,100000,plus,129,34
260,16,2,first,0,100000,minus,130,882
260,16,2,first,0,100000,plus,130,40
260,16,2,first,0,100000,minus,131,1047
260,16,2,first,0,100000,plus,131,47
260,16,2,first,0,100000,minus,132,1167
260,16,2,first,0,100000,plus,132,71
260,16,2,first,0,100000,minus,133,1312
260,16,2,first,0,100000,plus,133,104
260,16,2,first,0,100000,minus,134,1501
260,16,2,first,0,100000,plus,134,119
260,16,2,first,0,100000,minus,135,1570
260,16,2,first,0,100000,plus,135,178
260,16,2,first,0,100000,minus,136,1851
260,16,2,first,0,100000,plus,136,218
260,16,2,first,0,100000,minus,137,1972
260,16,2,first,0,100000,plus,137,243
