lineage,role,design,seed_block,batch,samples,rank0,l0,l1,l2,rank1_other,rank2,invariant_failure
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,44,10000,3217,1097,1222,1304,26,3134,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,45,10000,3187,1047,1305,1256,34,3171,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,46,10000,3110,1084,1226,1298,29,3253,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,47,10000,3178,1105,1326,1254,26,3111,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,48,10000,3139,1092,1276,1221,30,3242,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,49,10000,3111,1087,1335,1295,34,3138,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,50,10000,3115,1129,1252,1288,42,3174,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,51,10000,3114,1078,1321,1324,32,3131,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,52,10000,3206,1037,1267,1245,25,3220,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,53,10000,3206,1100,1310,1233,43,3108,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,54,10000,3202,1116,1342,1235,36,3069,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,55,10000,3137,1081,1262,1304,41,3175,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,56,10000,3046,1147,1334,1325,22,3126,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,57,10000,3062,1098,1290,1243,29,3278,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,58,10000,3095,1097,1326,1302,31,3149,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,59,10000,3154,1138,1379,1223,30,3076,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,60,10000,3168,1062,1310,1276,38,3146,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,61,10000,3179,1093,1262,1286,26,3154,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,62,10000,3164,1106,1318,1280,42,3090,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,63,10000,3135,1105,1332,1308,33,3087,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,64,10000,3185,1123,1299,1255,37,3101,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,65,10000,3149,1098,1266,1304,33,3150,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,66,10000,3073,1098,1350,1297,32,3150,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,67,10000,3096,1105,1267,1348,34,3150,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,68,10000,3175,1095,1304,1262,40,3124,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,69,10000,3156,1086,1232,1328,38,3160,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,70,10000,3160,1095,1324,1313,33,3075,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,71,10000,3191,1047,1291,1296,26,3149,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,72,10000,3066,1085,1314,1309,33,3193,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,73,10000,3239,1063,1267,1270,43,3118,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,74,10000,3164,1076,1199,1274,39,3248,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,75,10000,3250,1018,1314,1305,23,3090,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,76,10000,3155,1074,1266,1288,29,3188,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,77,10000,3066,1091,1252,1365,39,3187,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,78,10000,3153,1040,1334,1321,39,3113,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,79,10000,3218,1079,1339,1285,40,3039,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,80,10000,3062,1083,1363,1299,25,3168,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,81,10000,3092,1096,1287,1278,43,3204,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,82,10000,3144,1129,1333,1256,41,3097,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,83,10000,3246,1045,1262,1285,33,3129,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,84,10000,3146,1090,1276,1324,25,3139,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,85,10000,3141,1081,1259,1315,32,3172,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,86,10000,3140,1082,1303,1303,30,3142,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,87,10000,3166,1058,1317,1260,30,3169,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,88,10000,3105,1090,1287,1311,41,3166,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,89,10000,3112,1058,1291,1331,36,3172,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,90,10000,3083,1094,1307,1304,38,3174,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,91,10000,3061,1126,1325,1250,33,3205,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,92,10000,3161,1080,1282,1293,37,3147,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,93,10000,3173,1084,1291,1281,33,3138,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,94,10000,3163,1098,1296,1327,31,3085,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,95,10000,3125,1008,1375,1323,31,3138,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,96,10000,3145,1073,1294,1268,27,3193,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,97,10000,3142,1114,1271,1332,35,3106,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,98,10000,3162,1059,1319,1337,29,3094,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,99,10000,3164,1134,1214,1341,30,3117,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,100,10000,3141,1097,1269,1274,23,3196,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,101,10000,3126,1121,1281,1279,25,3168,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,102,10000,3101,1078,1288,1334,28,3171,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,103,10000,3094,1100,1296,1256,31,3223,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,104,10000,3228,1144,1280,1269,25,3054,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,105,10000,3197,1070,1269,1325,42,3097,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,106,10000,3015,1035,1348,1324,44,3234,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,107,10000,3129,1059,1325,1335,32,3120,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,108,10000,3078,1159,1297,1309,36,3121,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,109,10000,3068,1108,1244,1295,38,3247,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,110,10000,3110,1094,1322,1313,30,3131,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,111,10000,3189,1092,1274,1283,25,3137,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,112,10000,3170,1145,1272,1289,28,3096,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,113,10000,3181,1092,1310,1320,33,3064,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,114,10000,3196,1108,1185,1226,30,3255,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,115,10000,3137,1111,1294,1320,44,3094,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,116,10000,3116,1034,1291,1302,51,3206,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,117,10000,3188,1096,1269,1257,21,3169,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,118,10000,3094,1089,1311,1306,41,3159,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,119,10000,3172,1137,1300,1306,29,3056,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,120,10000,3137,1036,1268,1383,33,3143,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,121,10000,3183,1127,1260,1268,31,3131,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,122,10000,3140,1077,1290,1342,46,3105,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,123,10000,3180,1137,1277,1325,38,3043,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,124,10000,3219,1056,1273,1297,34,3121,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,125,10000,3177,1102,1301,1260,31,3129,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,126,10000,3184,1102,1264,1279,34,3137,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,127,10000,3132,1077,1346,1235,41,3169,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,128,10000,3144,1068,1336,1244,31,3177,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,129,10000,3134,1158,1305,1258,23,3122,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,130,10000,3201,1101,1329,1203,29,3137,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,131,10000,3120,1076,1324,1259,46,3175,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,132,10000,3272,1065,1255,1252,32,3124,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,133,10000,3115,1113,1321,1286,27,3138,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,134,10000,3139,1124,1307,1270,22,3138,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,135,10000,3269,1073,1296,1232,31,3099,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,136,10000,3058,1119,1348,1340,31,3104,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,137,10000,3155,1108,1298,1226,23,3190,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,138,10000,3208,1107,1221,1323,38,3103,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,139,10000,3077,1140,1323,1293,24,3143,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,140,10000,3104,1129,1262,1300,31,3174,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,141,10000,3145,1065,1352,1294,37,3107,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,142,10000,3090,1119,1296,1342,35,3118,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,143,10000,3133,1066,1283,1336,35,3147,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,144,10000,3105,1119,1258,1294,24,3200,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,145,10000,3220,1074,1296,1298,37,3075,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,146,10000,3125,1082,1276,1311,25,3181,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,147,10000,3162,1144,1257,1338,28,3071,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,148,10000,3153,1121,1242,1338,28,3118,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,149,10000,3188,1143,1283,1330,25,3031,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,150,10000,3150,1141,1270,1260,31,3148,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,151,10000,3068,1091,1358,1281,26,3176,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,152,10000,3147,1103,1330,1268,27,3125,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,153,10000,3157,1045,1316,1206,24,3252,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,154,10000,3146,1079,1237,1269,33,3236,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,155,10000,3150,1065,1294,1328,38,3125,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,156,10000,3154,1085,1304,1319,28,3110,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,157,10000,3220,1082,1345,1221,43,3089,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,158,10000,3135,1116,1249,1328,26,3146,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,159,10000,3107,1097,1287,1326,32,3151,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,160,10000,3233,1107,1326,1267,19,3048,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,161,10000,3118,1124,1256,1281,44,3177,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,162,10000,3126,1128,1255,1282,27,3182,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,163,10000,3074,1113,1294,1292,23,3204,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,164,10000,3158,1072,1335,1240,33,3162,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,165,10000,3177,1054,1325,1269,27,3148,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,166,10000,3087,1083,1312,1367,27,3124,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,167,10000,3112,1079,1310,1335,32,3132,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,168,10000,3188,1089,1271,1330,29,3093,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,169,10000,3143,1141,1247,1258,22,3189,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,170,10000,3182,1064,1362,1223,28,3141,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,171,10000,3166,1107,1287,1259,34,3147,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,172,10000,3174,1016,1380,1244,36,3150,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,173,10000,3250,1061,1283,1260,30,3116,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,174,10000,3089,1128,1307,1229,36,3211,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,175,10000,3182,1085,1244,1302,29,3158,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,176,10000,3173,1092,1281,1267,34,3153,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,177,10000,3172,1075,1249,1334,46,3124,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,178,10000,3127,1092,1275,1307,22,3177,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,179,10000,3176,1065,1334,1283,29,3113,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,180,10000,3052,1087,1325,1313,26,3197,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,181,10000,3110,1083,1328,1289,37,3153,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,182,10000,3161,1045,1311,1281,32,3170,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,183,10000,3187,1099,1269,1276,28,3141,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,184,10000,3170,1103,1279,1278,41,3129,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,185,10000,3156,1123,1297,1321,43,3060,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,186,10000,3170,1073,1316,1329,30,3082,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,187,10000,3182,1013,1290,1307,33,3175,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,188,10000,3122,1086,1282,1313,38,3159,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,189,10000,3163,1128,1231,1281,38,3159,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,190,10000,3109,1092,1319,1272,31,3177,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,191,10000,3209,1117,1323,1246,26,3079,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,192,10000,3110,1114,1311,1284,46,3135,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,193,10000,3170,1057,1262,1318,31,3162,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,194,10000,3160,1102,1286,1279,33,3140,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,195,10000,3184,1129,1258,1249,43,3137,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,196,10000,3155,1164,1288,1326,33,3034,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,197,10000,3047,1104,1333,1280,37,3199,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,198,10000,3148,1084,1340,1306,35,3087,0
pell_Dminus2,child,pell_Dminus2_N60_norm2,16291321729029300786,199,10000,3182,1098,1261,1293,34,3132,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,0,10000,3217,1263,1228,1203,30,3059,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,1,10000,3207,1186,1198,1210,28,3171,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,2,10000,3183,1202,1218,1192,33,3172,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,3,10000,3121,1305,1223,1176,27,3148,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,4,10000,3149,1191,1236,1216,35,3173,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,5,10000,3088,1275,1221,1199,26,3191,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,6,10000,3209,1218,1234,1213,19,3107,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,7,10000,3202,1258,1194,1270,20,3056,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,8,10000,3132,1198,1248,1277,32,3113,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,9,10000,3215,1209,1218,1225,27,3106,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,10,10000,3166,1211,1233,1159,35,3196,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,11,10000,3136,1231,1209,1171,27,3226,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,12,10000,3162,1218,1237,1213,42,3128,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,13,10000,3023,1276,1209,1253,28,3211,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,14,10000,3202,1230,1204,1163,27,3174,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,15,10000,3100,1309,1196,1228,22,3145,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,16,10000,3247,1217,1238,1204,31,3063,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,17,10000,3095,1260,1210,1186,29,3220,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,18,10000,3120,1279,1213,1203,28,3157,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,19,10000,3227,1248,1174,1163,28,3160,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,20,10000,3231,1198,1243,1195,29,3104,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,21,10000,3094,1245,1175,1148,34,3304,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,22,10000,3151,1295,1201,1214,31,3108,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,23,10000,3144,1257,1181,1189,31,3198,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,24,10000,3140,1211,1262,1202,37,3148,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,25,10000,3104,1310,1189,1217,31,3149,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,26,10000,3147,1251,1218,1223,20,3141,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,27,10000,3074,1285,1205,1258,37,3141,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,28,10000,3086,1253,1246,1246,38,3131,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,29,10000,3115,1250,1237,1187,41,3170,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,30,10000,3193,1259,1157,1194,41,3156,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,31,10000,3155,1220,1184,1260,23,3158,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,32,10000,3203,1258,1215,1219,36,3069,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,33,10000,3079,1256,1203,1277,34,3151,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,34,10000,3170,1251,1207,1217,30,3125,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,35,10000,3116,1229,1254,1183,26,3192,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,36,10000,3194,1229,1142,1196,35,3204,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,37,10000,3096,1347,1246,1240,29,3042,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,38,10000,3273,1221,1180,1232,23,3071,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,39,10000,3136,1220,1252,1231,32,3129,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,40,10000,3160,1261,1228,1185,24,3142,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,41,10000,3135,1249,1196,1268,29,3123,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,42,10000,3188,1237,1227,1229,37,3082,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,43,10000,3113,1231,1266,1196,35,3159,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,44,10000,3179,1266,1224,1218,20,3093,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,45,10000,3149,1239,1220,1212,29,3151,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,46,10000,3154,1241,1167,1237,20,3181,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,47,10000,3111,1208,1230,1174,34,3243,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,48,10000,3142,1240,1233,1190,35,3160,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,49,10000,3208,1242,1176,1191,30,3153,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,50,10000,3143,1234,1211,1205,34,3173,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,51,10000,3161,1315,1180,1162,25,3157,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,52,10000,3147,1267,1190,1211,27,3158,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,53,10000,3105,1201,1243,1244,22,3185,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,54,10000,3246,1251,1229,1170,30,3074,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,55,10000,3065,1186,1292,1170,26,3261,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,56,10000,3130,1247,1206,1233,30,3154,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,57,10000,3193,1216,1226,1177,36,3152,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,58,10000,3136,1212,1178,1232,25,3217,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,59,10000,3211,1175,1215,1218,32,3149,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,60,10000,3160,1286,1206,1194,35,3119,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,61,10000,3099,1228,1193,1272,33,3175,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,62,10000,3171,1173,1210,1200,39,3207,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,63,10000,3121,1169,1208,1210,27,3265,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,64,10000,3106,1263,1185,1193,32,3221,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,65,10000,3201,1199,1269,1220,29,3082,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,66,10000,3160,1306,1200,1203,31,3100,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,67,10000,3129,1255,1204,1186,28,3198,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,68,10000,3167,1253,1215,1254,32,3079,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,69,10000,3149,1196,1182,1257,39,3177,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,70,10000,3123,1250,1229,1246,32,3120,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,71,10000,3116,1235,1252,1203,38,3156,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,72,10000,3113,1287,1262,1174,43,3121,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,73,10000,3226,1195,1242,1208,38,3091,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,74,10000,3166,1263,1227,1234,23,3087,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,75,10000,3167,1223,1209,1234,21,3146,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,76,10000,3229,1180,1203,1277,29,3082,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,77,10000,3091,1261,1226,1241,36,3145,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,78,10000,3100,1226,1189,1194,24,3267,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,79,10000,3148,1212,1192,1225,35,3188,0
