n,batch,samples,p_ref,channel,a1,b1,a2,b2,first_primal_sum,first_matching_sum,second_primal_sum,second_matching_sum
65,0,5000,0.59274605078999998,cross,8,1,7,4,1548,1550,1546,1576
65,0,5000,0.59274605078999998,both,8,1,7,4,1738,1740,1742,1772
65,0,5000,0.59274605078999998,either,8,1,7,4,3450,3452,3424,3454
65,0,5000,0.59274605078999998,direction_0,8,1,7,4,2591,2593,2585,2615
65,0,5000,0.59274605078999998,direction_1,8,1,7,4,2597,2599,2581,2611
65,1,5000,0.59274605078999998,cross,8,1,7,4,1517,1550,1578,1595
65,1,5000,0.59274605078999998,both,8,1,7,4,1709,1742,1765,1782
65,1,5000,0.59274605078999998,either,8,1,7,4,3450,3483,3405,3422
65,1,5000,0.59274605078999998,direction_0,8,1,7,4,2552,2585,2599,2616
65,1,5000,0.59274605078999998,direction_1,8,1,7,4,2607,2640,2571,2588
65,2,5000,0.59274605078999998,cross,8,1,7,4,1565,1566,1601,1544
65,2,5000,0.59274605078999998,both,8,1,7,4,1762,1763,1796,1739
65,2,5000,0.59274605078999998,either,8,1,7,4,3434,3435,3456,3399
65,2,5000,0.59274605078999998,direction_0,8,1,7,4,2560,2561,2590,2533
65,2,5000,0.59274605078999998,direction_1,8,1,7,4,2636,2637,2662,2605
65,3,5000,0.59274605078999998,cross,8,1,7,4,1516,1560,1571,1604
65,3,5000,0.59274605078999998,both,8,1,7,4,1731,1775,1746,1779
65,3,5000,0.59274605078999998,either,8,1,7,4,3440,3484,3396,3429
65,3,5000,0.59274605078999998,direction_0,8,1,7,4,2611,2655,2574,2607
65,3,5000,0.59274605078999998,direction_1,8,1,7,4,2560,2604,2568,2601
65,4,5000,0.59274605078999998,cross,8,1,7,4,1574,1562,1515,1601
65,4,5000,0.59274605078999998,both,8,1,7,4,1766,1754,1684,1770
65,4,5000,0.59274605078999998,either,8,1,7,4,3438,3426,3399,3485
65,4,5000,0.59274605078999998,direction_0,8,1,7,4,2608,2596,2548,2634
65,4,5000,0.59274605078999998,direction_1,8,1,7,4,2596,2584,2535,2621
65,5,5000,0.59274605078999998,cross,8,1,7,4,1588,1569,1533,1577
65,5,5000,0.59274605078999998,both,8,1,7,4,1753,1734,1711,1755
65,5,5000,0.59274605078999998,either,8,1,7,4,3431,3412,3423,3467
65,5,5000,0.59274605078999998,direction_0,8,1,7,4,2610,2591,2598,2642
65,5,5000,0.59274605078999998,direction_1,8,1,7,4,2574,2555,2536,2580
65,6,5000,0.59274605078999998,cross,8,1,7,4,1548,1588,1573,1588
65,6,5000,0.59274605078999998,both,8,1,7,4,1723,1763,1754,1769
65,6,5000,0.59274605078999998,either,8,1,7,4,3412,3452,3412,3427
65,6,5000,0.59274605078999998,direction_0,8,1,7,4,2548,2588,2536,2551
65,6,5000,0.59274605078999998,direction_1,8,1,7,4,2587,2627,2630,2645
65,7,5000,0.59274605078999998,cross,8,1,7,4,1601,1562,1550,1615
65,7,5000,0.59274605078999998,both,8,1,7,4,1772,1733,1717,1782
65,7,5000,0.59274605078999998,either,8,1,7,4,3438,3399,3385,3450
65,7,5000,0.59274605078999998,direction_0,8,1,7,4,2622,2583,2557,2622
