batch,replica,hand,residue,translation,fiber,orientation,anchor_D_field,anchor_J_field,landing_field,L_D,L_J,L_DJ,L_JD,R_plus,R_minus,dual_reason,D0_site_field,D0_source_id,D0_target_id,D0_source_rank,D0_target_rank,D0_source_basis,D0_target_basis,dual_D0_site_field,dual_D0_source_id,dual_D0_target_id,dual_D0_source_rank,dual_D0_target_rank,dual_D0_source_basis,dual_D0_target_basis,J0_site_field,J0_source_id,J0_target_id,J0_source_rank,J0_target_rank,J0_source_basis,J0_target_basis,dual_J0_site_field,dual_J0_source_id,dual_J0_target_id,dual_J0_source_rank,dual_J0_target_rank,dual_J0_source_basis,dual_J0_target_basis,J_after_D_site_field,J_after_D_source_id,J_after_D_target_id,J_after_D_source_rank,J_after_D_target_rank,J_after_D_source_basis,J_after_D_target_basis,dual_J_after_D_site_field,dual_J_after_D_source_id,dual_J_after_D_target_id,dual_J_after_D_source_rank,dual_J_after_D_target_rank,dual_J_after_D_source_basis,dual_J_after_D_target_basis,D_after_J_site_field,D_after_J_source_id,D_after_J_target_id,D_after_J_source_rank,D_after_J_target_rank,D_after_J_source_basis,D_after_J_target_basis,dual_D_after_J_site_field,dual_D_after_J_source_id,dual_D_after_J_target_id,dual_D_after_J_source_rank,dual_D_after_J_target_rank,dual_D_after_J_source_basis,dual_D_after_J_target_basis
0,25050500003,plus,59,69,0,3,345,390,265,0,1,1,-1,1,2,defined,280,240,2,1,1,"((0, 1),)","((0, 1),)",275,2,240,1,1,"((0, 1),)","((0, 1),)",275,2,240,1,1,"((0, 1),)","((0, 1),)",280,240,2,1,1,"((0, 1),)","((0, 1),)",325,2,240,1,1,"((0, 1),)","((0, 1),)",265,100,2,1,1,"((0, 1),)","((0, 1),)",265,100,2,1,1,"((0, 1),)","((0, 1),)",325,2,240,1,1,"((0, 1),)","((0, 1),)"
0,25050500003,minus,59,69,0,3,345,390,265,0,1,1,-1,1,2,defined,280,38,1,1,1,"((0, 1),)","((0, 1),)",275,1,38,1,1,"((0, 1),)","((0, 1),)",275,1,38,1,1,"((0, 1),)","((0, 1),)",280,38,1,1,1,"((0, 1),)","((0, 1),)",325,1,38,1,1,"((0, 1),)","((0, 1),)",265,7,1,1,1,"((0, 1),)","((0, 1),)",265,7,1,1,1,"((0, 1),)","((0, 1),)",325,1,38,1,1,"((0, 1),)","((0, 1),)"
0,25050500031,plus,1,52,1,3,261,306,311,-1,1,1,-1,0,2,defined,361,5,10,1,1,"((1, -1),)","((1, -1),)",311,10,5,1,1,"((1, -1),)","((1, -1),)",311,10,5,1,1,"((1, -1),)","((1, -1),)",361,5,10,1,1,"((1, -1),)","((1, -1),)",311,10,5,1,1,"((1, -1),)","((1, -1),)",311,5,328,1,0,"((1, -1),)",(),311,5,328,1,0,"((1, -1),)",(),311,10,5,1,1,"((1, -1),)","((1, -1),)"
0,25050500031,minus,1,52,1,3,261,306,311,-1,1,1,-1,0,2,defined,361,11,8,1,1,"((0, 1),)","((0, 1),)",311,8,11,1,1,"((0, 1),)","((0, 1),)",311,8,11,1,1,"((0, 1),)","((0, 1),)",361,11,8,1,1,"((0, 1),)","((0, 1),)",311,8,11,1,1,"((0, 1),)","((0, 1),)",311,11,320,1,0,"((0, 1),)",(),311,11,320,1,0,"((0, 1),)",(),311,8,11,1,1,"((0, 1),)","((0, 1),)"
0,25050500050,plus,42,47,3,2,238,183,318,-1,1,1,1,-2,0,defined,318,120,2,1,1,"((0, 1),)","((0, 1),)",273,2,120,1,1,"((0, 1),)","((0, 1),)",273,2,120,1,1,"((0, 1),)","((0, 1),)",318,120,2,1,1,"((0, 1),)","((0, 1),)",318,2,120,1,1,"((0, 1),)","((0, 1),)",268,120,2,1,1,"((0, 1),)","((0, 1),)",268,120,2,1,1,"((0, 1),)","((0, 1),)",318,2,120,1,1,"((0, 1),)","((0, 1),)"
0,25050500050,minus,42,47,3,2,238,183,318,-1,1,1,1,-2,0,defined,318,41,4,1,1,"((0, 1),)","((0, 1),)",273,4,41,1,1,"((0, 1),)","((0, 1),)",273,4,41,1,1,"((0, 1),)","((0, 1),)",318,41,4,1,1,"((0, 1),)","((0, 1),)",318,4,41,1,1,"((0, 1),)","((0, 1),)",268,41,4,1,1,"((0, 1),)","((0, 1),)",268,41,4,1,1,"((0, 1),)","((0, 1),)",318,4,41,1,1,"((0, 1),)","((0, 1),)"
0,25050500134,plus,42,17,2,2,87,32,167,-1,1,1,-1,0,2,defined,167,2,1,1,1,"((1, 0),)","((1, 0),)",217,1,2,1,1,"((1, 0),)","((1, 0),)",217,1,2,1,1,"((1, 0),)","((1, 0),)",167,2,1,1,1,"((1, 0),)","((1, 0),)",167,1,2,1,1,"((1, 0),)","((1, 0),)",167,2,1,1,1,"((1, 0),)","((1, 0),)",167,2,1,1,1,"((1, 0),)","((1, 0),)",167,1,2,1,1,"((1, 0),)","((1, 0),)"
0,25050500184,plus,42,38,2,0,192,247,272,-1,1,1,1,-2,0,defined,272,4,136,1,1,"((0, 1),)","((0, 1),)",317,136,4,1,1,"((0, 1),)","((0, 1),)",317,136,4,1,1,"((0, 1),)","((0, 1),)",272,4,136,1,1,"((0, 1),)","((0, 1),)",272,136,0,1,1,"((0, 1),)","((0, 1),)",267,4,136,1,1,"((0, 1),)","((0, 1),)",267,4,136,1,1,"((0, 1),)","((0, 1),)",272,136,0,1,1,"((0, 1),)","((0, 1),)"
0,25050500206,minus,75,58,2,2,292,237,2,-1,1,1,-1,0,2,defined,2,2,1,1,1,"((1, 0),)","((1, 0),)",456,1,2,1,1,"((1, 0),)","((1, 0),)",456,1,2,1,1,"((1, 0),)","((1, 0),)",2,2,1,1,1,"((1, 0),)","((1, 0),)",2,1,201,1,0,"((1, 0),)",(),2,2,1,1,1,"((1, 0),)","((1, 0),)",2,2,1,1,1,"((1, 0),)","((1, 0),)",2,1,201,1,0,"((1, 0),)",()
0,25050500266,plus,84,53,0,2,265,210,425,0,1,0,-1,2,1,defined,325,290,0,1,1,"((0, 1),)","((0, 1),)",375,0,290,1,1,"((0, 1),)","((0, 1),)",375,0,290,1,1,"((0, 1),)","((0, 1),)",325,290,0,1,1,"((0, 1),)","((0, 1),)",325,0,290,1,1,"((0, 1),)","((0, 1),)",425,290,0,1,1,"((0, 1),)","((0, 1),)",425,290,0,1,1,"((0, 1),)","((0, 1),)",325,0,290,1,1,"((0, 1),)","((0, 1),)"
0,25050500297,plus,32,74,2,1,372,327,457,-1,1,1,1,-2,0,defined,457,3,11,1,1,"((1, 0),)","((1, 0),)",462,11,3,1,1,"((1, 0),)","((1, 0),)",462,11,3,1,1,"((1, 0),)","((1, 0),)",457,3,11,1,1,"((1, 0),)","((1, 0),)",457,11,3,1,1,"((1, 0),)","((1, 0),)",462,3,11,1,1,"((1, 0),)","((1, 0),)",462,3,11,1,1,"((1, 0),)","((1, 0),)",457,11,3,1,1,"((1, 0),)","((1, 0),)"
0,25050500408,minus,55,30,3,0,153,208,378,-1,-1,-1,-1,0,0,defined,313,2,0,1,1,"((1, 0),)","((1, 0),)",318,0,2,1,1,"((1, 0),)","((1, 0),)",318,0,2,1,1,"((1, 0),)","((1, 0),)",313,2,0,1,1,"((1, 0),)","((1, 0),)",268,0,2,1,1,"((1, 0),)","((1, 0),)",428,2,0,1,1,"((1, 0),)","((1, 0),)",428,2,0,1,1,"((1, 0),)","((1, 0),)",268,0,2,1,1,"((1, 0),)","((1, 0),)"
0,25050500444,minus,89,88,3,0,443,498,348,0,0,0,0,0,0,defined,438,6,16,1,1,"((0, 1),)","((0, 1),)",393,16,6,1,1,"((0, 1),)","((0, 1),)",393,16,6,1,1,"((0, 1),)","((0, 1),)",438,6,16,1,1,"((0, 1),)","((0, 1),)",393,16,205,1,0,"((0, 1),)",(),393,6,16,1,1,"((0, 1),)","((0, 1),)",393,6,16,1,1,"((0, 1),)","((0, 1),)",393,16,205,1,0,"((0, 1),)",()
0,25050500483,plus,32,12,0,3,60,105,145,-1,1,1,-1,0,2,defined,145,1,17,1,1,"((1, 0),)","((1, 0),)",195,17,1,1,1,"((1, 0),)","((1, 0),)",195,17,1,1,1,"((1, 0),)","((1, 0),)",145,1,17,1,1,"((1, 0),)","((1, 0),)",145,17,1,1,1,"((1, 0),)","((1, 0),)",145,1,17,1,1,"((1, 0),)","((1, 0),)",145,1,17,1,1,"((1, 0),)","((1, 0),)",145,17,1,1,1,"((1, 0),)","((1, 0),)"
0,25050500582,minus,24,74,3,2,373,318,58,0,1,1,-1,1,2,defined,18,116,2,1,1,"((0, 1),)","((0, 1),)",13,2,116,1,1,"((0, 1),)","((0, 1),)",13,2,116,1,1,"((0, 1),)","((0, 1),)",18,116,2,1,1,"((0, 1),)","((0, 1),)",68,2,116,1,1,"((0, 1),)","((0, 1),)",58,116,2,1,1,"((0, 1),)","((0, 1),)",58,116,2,1,1,"((0, 1),)","((0, 1),)",68,2,116,1,1,"((0, 1),)","((0, 1),)"
0,25050500586,plus,99,93,1,2,466,411,366,0,1,1,0,0,1,defined,366,0,3,1,1,"((1, 0),)","((1, 0),)",316,3,0,1,1,"((1, 0),)","((1, 0),)",316,3,0,1,1,"((1, 0),)","((1, 0),)",366,0,3,1,1,"((1, 0),)","((1, 0),)",366,3,361,2,0,"((0, 1), (1, 0))",(),366,0,3,1,1,"((1, 0),)","((1, 0),)",366,0,3,1,1,"((1, 0),)","((1, 0),)",366,3,361,2,0,"((0, 1), (1, 0))",()
0,25050500586,minus,99,93,1,2,466,411,366,0,1,1,0,0,1,defined,366,6,11,1,1,"((1, 0),)","((1, 0),)",316,11,6,1,1,"((1, 0),)","((1, 0),)",316,11,6,1,1,"((1, 0),)","((1, 0),)",366,6,11,1,1,"((1, 0),)","((1, 0),)",366,11,346,2,0,"((0, 1), (1, -1))",(),366,6,11,1,1,"((1, 0),)","((1, 0),)",366,6,11,1,1,"((1, 0),)","((1, 0),)",366,11,346,2,0,"((0, 1), (1, -1))",()
0,25050500614,plus,41,41,2,2,207,152,237,0,1,0,-1,2,1,defined,227,209,0,1,1,"((0, 1),)","((0, 1),)",232,0,209,1,1,"((0, 1),)","((0, 1),)",232,0,209,1,1,"((0, 1),)","((0, 1),)",227,209,0,1,1,"((0, 1),)","((0, 1),)",227,0,209,1,1,"((0, 1),)","((0, 1),)",237,209,0,1,1,"((0, 1),)","((0, 1),)",237,209,0,1,1,"((0, 1),)","((0, 1),)",227,0,209,1,1,"((0, 1),)","((0, 1),)"
0,25050500629,minus,15,6,3,1,33,492,278,0,0,0,0,0,0,defined,388,0,205,1,1,"((0, 1),)","((0, 1),)",298,205,0,1,1,"((0, 1),)","((0, 1),)",298,205,0,1,1,"((0, 1),)","((0, 1),)",388,0,205,1,1,"((0, 1),)","((0, 1),)",388,192,0,1,1,"((0, 1),)","((0, 1),)",388,0,205,1,1,"((0, 1),)","((0, 1),)",388,0,205,1,1,"((0, 1),)","((0, 1),)",388,192,0,1,1,"((0, 1),)","((0, 1),)"
0,25050500646,plus,11,9,3,2,48,497,93,-1,1,1,-1,0,2,defined,93,8,2,1,1,"((1, 0),)","((1, 0),)",43,2,8,1,1,"((1, 0),)","((1, 0),)",43,2,8,1,1,"((1, 0),)","((1, 0),)",93,8,2,1,1,"((1, 0),)","((1, 0),)",93,2,8,1,1,"((1, 0),)","((1, 0),)",93,8,2,1,1,"((1, 0),)","((1, 0),)",93,8,2,1,1,"((1, 0),)","((1, 0),)",93,2,8,1,1,"((1, 0),)","((1, 0),)"
0,25050500646,minus,11,9,3,2,48,497,93,-1,1,1,-1,0,2,defined,93,5,127,1,1,"((0, 1),)","((0, 1),)",43,127,5,1,1,"((0, 1),)","((0, 1),)",43,127,5,1,1,"((0, 1),)","((0, 1),)",93,5,127,1,1,"((0, 1),)","((0, 1),)",93,127,32,1,1,"((0, 1),)","((0, 1),)",93,5,127,1,1,"((0, 1),)","((0, 1),)",93,5,127,1,1,"((0, 1),)","((0, 1),)",93,127,32,1,1,"((0, 1),)","((0, 1),)"
0,25050500656,minus,28,52,2,0,262,317,147,-1,1,1,-1,0,2,defined,147,145,15,1,1,"((0, 1),)","((0, 1),)",197,15,145,1,1,"((0, 1),)","((0, 1),)",197,15,145,1,1,"((0, 1),)","((0, 1),)",147,145,15,1,1,"((0, 1),)","((0, 1),)",147,15,145,1,1,"((0, 1),)","((0, 1),)",147,145,15,1,1,"((0, 1),)","((0, 1),)",147,145,15,1,1,"((0, 1),)","((0, 1),)",147,15,145,1,1,"((0, 1),)","((0, 1),)"
0,25050500702,plus,67,64,4,2,324,269,139,-1,1,1,1,-2,0,defined,139,6,2,1,1,"((1, 1),)","((1, 1),)",134,2,6,1,1,"((1, 1),)","((1, 1),)",134,2,6,1,1,"((1, 1),)","((1, 1),)",139,6,2,1,1,"((1, 1),)","((1, 1),)",139,2,6,1,1,"((1, 1),)","((1, 1),)",134,6,2,1,1,"((1, 1),)","((1, 1),)",134,6,2,1,1,"((1, 1),)","((1, 1),)",139,2,6,1,1,"((1, 1),)","((1, 1),)"
0,25050500716,plus,69,43,2,0,217,272,132,-1,1,1,-1,0,2,defined,132,24,12,1,1,"((1, 0),)","((1, 0),)",182,12,24,1,1,"((1, 0),)","((1, 0),)",182,12,24,1,1,"((1, 0),)","((1, 0),)",132,24,12,1,1,"((1, 0),)","((1, 0),)",132,12,24,1,1,"((1, 0),)","((1, 0),)",132,24,12,1,1,"((1, 0),)","((1, 0),)",132,24,12,1,1,"((1, 0),)","((1, 0),)",132,12,24,1,1,"((1, 0),)","((1, 0),)"
0,25050500716,minus,69,43,2,0,217,272,132,-1,1,1,-1,0,2,defined,132,10,13,1,1,"((1, 0),)","((1, 0),)",182,13,10,1,1,"((1, 0),)","((1, 0),)",182,13,10,1,1,"((1, 0),)","((1, 0),)",132,10,13,1,1,"((1, 0),)","((1, 0),)",132,13,10,1,1,"((1, 0),)","((1, 0),)",132,10,13,1,1,"((1, 0),)","((1, 0),)",132,10,13,1,1,"((1, 0),)","((1, 0),)",132,13,10,1,1,"((1, 0),)","((1, 0),)"
0,25050500749,plus,66,64,1,1,321,276,86,-1,1,1,-1,0,2,defined,86,206,27,1,1,"((0, 1),)","((0, 1),)",81,27,206,1,1,"((0, 1),)","((0, 1),)",81,27,206,1,1,"((0, 1),)","((0, 1),)",86,206,27,1,1,"((0, 1),)","((0, 1),)",86,27,206,1,1,"((0, 1),)","((0, 1),)",86,206,295,1,0,"((0, 1),)",(),86,206,295,1,0,"((0, 1),)",(),86,27,206,1,1,"((0, 1),)","((0, 1),)"
0,25050500749,minus,66,64,1,1,321,276,86,-1,1,1,-1,0,2,defined,86,5,2,1,1,"((1, 0),)","((1, 0),)",81,2,5,1,1,"((1, 0),)","((1, 0),)",81,2,5,1,1,"((1, 0),)","((1, 0),)",86,5,2,1,1,"((1, 0),)","((1, 0),)",86,2,5,1,1,"((1, 0),)","((1, 0),)",86,5,233,1,0,"((1, 0),)",(),86,5,233,1,0,"((1, 0),)",(),86,2,5,1,1,"((1, 0),)","((1, 0),)"
0,25050500782,minus,61,96,1,2,481,426,501,-1,1,1,-1,0,2,defined,501,3,185,1,1,"((0, 1),)","((0, 1),)",499,185,3,1,1,"((0, 1),)","((0, 1),)",499,185,3,1,1,"((0, 1),)","((0, 1),)",501,3,185,1,1,"((0, 1),)","((0, 1),)",501,185,3,1,1,"((0, 1),)","((0, 1),)",501,3,185,1,1,"((0, 1),)","((0, 1),)",501,3,185,1,1,"((0, 1),)","((0, 1),)",501,185,3,1,1,"((0, 1),)","((0, 1),)"
0,25050500879,plus,88,23,4,3,119,164,479,-1,1,1,1,-2,0,defined,479,14,2,1,1,"((1, 0),)","((1, 0),)",434,2,14,1,1,"((1, 0),)","((1, 0),)",434,2,14,1,1,"((1, 0),)","((1, 0),)",479,14,2,1,1,"((1, 0),)","((1, 0),)",479,2,14,1,1,"((1, 0),)","((1, 0),)",434,14,2,1,1,"((1, 0),)","((1, 0),)",434,14,2,1,1,"((1, 0),)","((1, 0),)",479,2,14,1,1,"((1, 0),)","((1, 0),)"
0,25050500883,minus,81,99,1,3,496,37,1,-1,1,1,-1,0,2,defined,1,12,25,1,1,"((0, 1),)","((0, 1),)",455,25,12,1,1,"((0, 1),)","((0, 1),)",455,25,12,1,1,"((0, 1),)","((0, 1),)",1,12,25,1,1,"((0, 1),)","((0, 1),)",1,25,12,1,1,"((0, 1),)","((0, 1),)",1,12,25,1,1,"((0, 1),)","((0, 1),)",1,12,25,1,1,"((0, 1),)","((0, 1),)",1,25,12,1,1,"((0, 1),)","((0, 1),)"
0,25050500982,plus,69,81,3,2,408,353,323,-1,1,-1,-1,2,0,defined,328,5,10,1,1,"((1, 0),)","((1, 0),)",323,10,5,1,1,"((1, 0),)","((1, 0),)",323,10,5,1,1,"((1, 0),)","((1, 0),)",328,5,10,1,1,"((1, 0),)","((1, 0),)",328,10,5,1,1,"((1, 0),)","((1, 0),)",323,254,10,1,1,"((1, 0),)","((1, 0),)",323,254,10,1,1,"((1, 0),)","((1, 0),)",328,10,5,1,1,"((1, 0),)","((1, 0),)"
0,25050500992,plus,51,39,0,0,195,253,220,-1,1,1,-1,0,2,defined,220,15,70,1,1,"((0, 1),)","((0, 1),)",270,70,15,1,1,"((0, 1),)","((0, 1),)",270,70,15,1,1,"((0, 1),)","((0, 1),)",220,15,70,1,1,"((0, 1),)","((0, 1),)",220,70,15,1,1,"((0, 1),)","((0, 1),)",220,15,70,1,1,"((0, 1),)","((0, 1),)",220,15,70,1,1,"((0, 1),)","((0, 1),)",220,70,15,1,1,"((0, 1),)","((0, 1),)"
0,25050500999,plus,47,30,1,3,151,198,481,-1,-1,-1,-1,0,0,defined,77,1,31,1,1,"((1, 0),)","((1, 0),)",27,31,1,1,1,"((1, 0),)","((1, 0),)",27,31,1,1,1,"((1, 0),)","((1, 0),)",77,1,31,1,1,"((1, 0),)","((1, 0),)",32,31,1,1,1,"((1, 0),)","((1, 0),)",27,1,31,1,1,"((1, 0),)","((1, 0),)",27,1,31,1,1,"((1, 0),)","((1, 0),)",32,31,1,1,1,"((1, 0),)","((1, 0),)"
1,25050501049,minus,60,59,0,1,295,252,265,-1,1,1,-1,0,2,defined,265,1,92,1,1,"((0, 1),)","((0, 1),)",260,92,1,1,1,"((0, 1),)","((0, 1),)",260,92,1,1,1,"((0, 1),)","((0, 1),)",265,1,92,1,1,"((0, 1),)","((0, 1),)",265,2,1,1,1,"((0, 1),)","((0, 1),)",265,1,92,1,1,"((0, 1),)","((0, 1),)",265,1,92,1,1,"((0, 1),)","((0, 1),)",265,2,1,1,1,"((0, 1),)","((0, 1),)"
1,25050501078,minus,12,88,2,2,442,387,32,-1,1,1,1,-2,0,defined,32,0,43,1,1,"((1, 0),)","((1, 0),)",77,43,0,1,1,"((1, 0),)","((1, 0),)",77,43,0,1,1,"((1, 0),)","((1, 0),)",32,0,43,1,1,"((1, 0),)","((1, 0),)",32,43,0,1,1,"((1, 0),)","((1, 0),)",82,0,43,1,1,"((1, 0),)","((1, 0),)",82,0,43,1,1,"((1, 0),)","((1, 0),)",32,43,0,1,1,"((1, 0),)","((1, 0),)"
1,25050501094,plus,43,23,4,2,119,64,249,0,1,0,-1,2,1,defined,257,0,13,1,1,"((1, 0),)","((1, 0),)",252,13,0,1,1,"((1, 0),)","((1, 0),)",252,13,0,1,1,"((1, 0),)","((1, 0),)",257,0,13,1,1,"((1, 0),)","((1, 0),)",202,6,0,1,1,"((1, 0),)","((1, 0),)",249,0,13,1,1,"((1, 0),)","((1, 0),)",249,0,13,1,1,"((1, 0),)","((1, 0),)",202,6,0,1,1,"((1, 0),)","((1, 0),)"
1,25050501098,plus,94,28,0,2,140,85,295,-1,1,1,-1,0,2,defined,295,13,3,1,1,"((1, 0),)","((1, 0),)",290,3,13,1,1,"((1, 0),)","((1, 0),)",290,3,13,1,1,"((1, 0),)","((1, 0),)",295,13,3,1,1,"((1, 0),)","((1, 0),)",295,3,134,1,0,"((1, 0),)",(),295,13,3,1,1,"((1, 0),)","((1, 0),)",295,13,3,1,1,"((1, 0),)","((1, 0),)",295,3,134,1,0,"((1, 0),)",()
1,25050501111,minus,28,6,1,3,31,76,421,1,1,1,1,0,0,defined,27,217,40,1,1,"((0, 1),)","((0, 1),)",391,40,217,1,1,"((0, 1),)","((0, 1),)",391,40,217,1,1,"((0, 1),)","((0, 1),)",27,217,40,1,1,"((0, 1),)","((0, 1),)",371,40,4,1,1,"((0, 1),)","((0, 1),)",27,217,40,1,1,"((0, 1),)","((0, 1),)",27,217,40,1,1,"((0, 1),)","((0, 1),)",371,40,4,1,1,"((0, 1),)","((0, 1),)"
1,25050501146,minus,40,94,4,2,474,419,454,0,1,1,0,0,1,defined,454,10,30,1,1,"((0, 1),)","((0, 1),)",404,30,10,1,1,"((0, 1),)","((0, 1),)",404,30,10,1,1,"((0, 1),)","((0, 1),)",454,10,30,1,1,"((0, 1),)","((0, 1),)",454,30,10,2,0,"((0, 1), (1, 0))",(),454,10,30,1,1,"((0, 1),)","((0, 1),)",454,10,30,1,1,"((0, 1),)","((0, 1),)",454,30,10,2,0,"((0, 1), (1, 0))",()
1,25050501162,plus,16,26,0,2,130,75,425,-1,0,1,-1,-1,2,defined,425,6,10,1,1,"((1, -1),)","((1, -1),)",430,10,6,1,1,"((1, -1),)","((1, -1),)",430,10,6,1,1,"((1, -1),)","((1, -1),)",425,6,10,1,1,"((1, -1),)","((1, -1),)",425,10,6,1,1,"((1, -1),)","((1, -1),)",425,6,10,2,0,"((0, 1), (1, 0))",(),425,6,10,2,0,"((0, 1), (1, 0))",(),425,10,6,1,1,"((1, -1),)","((1, -1),)"
1,25050501162,minus,16,26,0,2,130,75,425,-1,0,1,-1,-1,2,defined,425,3,2,1,1,"((1, 0),)","((1, 0),)",430,2,3,1,1,"((1, 0),)","((1, 0),)",430,2,3,1,1,"((1, 0),)","((1, 0),)",425,3,2,1,1,"((1, 0),)","((1, 0),)",425,2,3,1,1,"((1, 0),)","((1, 0),)",425,3,159,2,0,"((0, 1), (1, -1))",(),425,3,159,2,0,"((0, 1), (1, -1))",(),425,2,3,1,1,"((1, 0),)","((1, 0),)"
1,25050501238,plus,52,22,3,2,113,58,188,-1,1,1,-1,0,2,defined,188,9,195,1,1,"((0, 1),)","((0, 1),)",238,195,9,1,1,"((0, 1),)","((0, 1),)",238,195,9,1,1,"((0, 1),)","((0, 1),)",188,9,195,1,1,"((0, 1),)","((0, 1),)",188,130,9,1,1,"((0, 1),)","((0, 1),)",188,9,8,1,1,"((0, 1),)","((0, 1),)",188,9,8,1,1,"((0, 1),)","((0, 1),)",188,130,9,1,1,"((0, 1),)","((0, 1),)"
1,25050501306,minus,100,38,1,2,191,136,141,-1,1,1,-1,0,2,defined,186,6,10,1,1,"((1, 0),)","((1, 0),)",141,10,6,1,1,"((1, 0),)","((1, 0),)",141,10,6,1,1,"((1, 0),)","((1, 0),)",186,6,10,1,1,"((1, 0),)","((1, 0),)",141,10,6,1,1,"((1, 0),)","((1, 0),)",141,6,10,1,1,"((1, 0),)","((1, 0),)",141,6,10,1,1,"((1, 0),)","((1, 0),)",141,10,6,1,1,"((1, 0),)","((1, 0),)"
1,25050501310,plus,15,57,2,2,287,232,27,-1,1,1,-1,0,2,defined,27,91,41,1,1,"((0, 1),)","((0, 1),)",77,41,91,1,1,"((0, 1),)","((0, 1),)",77,41,91,1,1,"((0, 1),)","((0, 1),)",27,91,41,1,1,"((0, 1),)","((0, 1),)",27,41,14,1,0,"((0, 1),)",(),27,91,41,1,1,"((0, 1),)","((0, 1),)",27,91,41,1,1,"((0, 1),)","((0, 1),)",27,41,14,1,0,"((0, 1),)",()
1,25050501310,minus,15,57,2,2,287,232,27,0,1,1,0,0,1,defined,27,15,5,1,1,"((0, 1),)","((0, 1),)",77,5,15,1,1,"((0, 1),)","((0, 1),)",77,5,15,1,1,"((0, 1),)","((0, 1),)",27,15,5,1,1,"((0, 1),)","((0, 1),)",27,5,15,2,0,"((1, -1), (1, 0))",(),27,15,5,1,1,"((0, 1),)","((0, 1),)",27,15,5,1,1,"((0, 1),)","((0, 1),)",27,5,15,2,0,"((1, -1), (1, 0))",()
1,25050501370,plus,70,93,3,2,468,413,433,-1,1,1,-1,0,2,defined,433,0,247,1,1,"((0, 1),)","((0, 1),)",438,247,0,1,1,"((0, 1),)","((0, 1),)",438,247,0,1,1,"((0, 1),)","((0, 1),)",433,0,247,1,1,"((0, 1),)","((0, 1),)",433,247,0,1,1,"((0, 1),)","((0, 1),)",433,0,247,1,1,"((0, 1),)","((0, 1),)",433,0,247,1,1,"((0, 1),)","((0, 1),)",433,247,0,1,1,"((0, 1),)","((0, 1),)"
1,25050501378,minus,25,59,0,2,295,240,30,-1,-1,-1,-1,0,0,defined,95,1,10,1,1,"((1, 0),)","((1, 0),)",90,10,1,1,1,"((1, 0),)","((1, 0),)",90,10,1,1,1,"((1, 0),)","((1, 0),)",95,1,10,1,1,"((1, 0),)","((1, 0),)",449,10,1,1,1,"((1, 0),)","((1, 0),)",35,1,10,1,1,"((1, 0),)","((1, 0),)",35,1,10,1,1,"((1, 0),)","((1, 0),)",449,10,1,1,1,"((1, 0),)","((1, 0),)"
1,25050501404,plus,100,26,1,0,131,186,81,-1,1,1,-1,0,2,defined,86,1,41,1,1,"((0, 1),)","((0, 1),)",81,41,1,1,1,"((0, 1),)","((0, 1),)",81,41,1,1,1,"((0, 1),)","((0, 1),)",86,1,41,1,1,"((0, 1),)","((0, 1),)",81,41,1,1,1,"((0, 1),)","((0, 1),)",81,1,41,1,1,"((0, 1),)","((0, 1),)",81,1,41,1,1,"((0, 1),)","((0, 1),)",81,41,1,1,1,"((0, 1),)","((0, 1),)"
1,25050501439,minus,65,14,2,3,72,117,292,-1,1,1,-1,0,2,defined,292,5,83,1,1,"((1, 0),)","((1, 0),)",297,83,5,1,1,"((1, 0),)","((1, 0),)",297,83,5,1,1,"((1, 0),)","((1, 0),)",292,5,83,1,1,"((1, 0),)","((1, 0),)",292,83,5,1,1,"((1, 0),)","((1, 0),)",292,5,83,1,1,"((1, 0),)","((1, 0),)",292,5,83,1,1,"((1, 0),)","((1, 0),)",292,83,5,1,1,"((1, 0),)","((1, 0),)"
1,25050501500,plus,72,79,1,0,396,454,461,-1,1,1,-1,0,2,defined,461,23,2,1,1,"((1, 0),)","((1, 0),)",7,2,23,1,1,"((1, 0),)","((1, 0),)",7,2,23,1,1,"((1, 0),)","((1, 0),)",461,23,2,1,1,"((1, 0),)","((1, 0),)",461,2,23,1,1,"((1, 0),)","((1, 0),)",461,23,2,1,1,"((1, 0),)","((1, 0),)",461,23,2,1,1,"((1, 0),)","((1, 0),)",461,2,23,1,1,"((1, 0),)","((1, 0),)"
1,25050501500,minus,72,79,1,0,396,453,461,-1,1,1,-1,0,2,defined,461,18,3,1,1,"((1, 0),)","((1, 0),)",7,3,18,1,1,"((1, 0),)","((1, 0),)",7,3,18,1,1,"((1, 0),)","((1, 0),)",461,18,3,1,1,"((1, 0),)","((1, 0),)",461,3,18,1,1,"((1, 0),)","((1, 0),)",461,18,3,1,1,"((1, 0),)","((1, 0),)",461,18,3,1,1,"((1, 0),)","((1, 0),)",461,3,18,1,1,"((1, 0),)","((1, 0),)"
1,25050501540,plus,21,6,4,0,34,89,74,-1,1,1,1,-2,0,defined,74,5,3,1,1,"((0, 1),)","((0, 1),)",119,3,5,1,1,"((0, 1),)","((0, 1),)",119,3,5,1,1,"((0, 1),)","((0, 1),)",74,5,3,1,1,"((0, 1),)","((0, 1),)",74,3,5,1,1,"((0, 1),)","((0, 1),)",124,5,3,1,1,"((0, 1),)","((0, 1),)",124,5,3,1,1,"((0, 1),)","((0, 1),)",74,3,5,1,1,"((0, 1),)","((0, 1),)"
