k,count
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,1
22,0
23,1
24,8
25,9
26,37
27,130
28,319
29,838
30,1883
31,3841
32,7703
33,14653
34,25992
35,43364
36,67507
37,97510
38,131456
39,166108
40,193329
41,208724
42,209346
43,195244
44,168569
45,137884
46,106315
47,77293
48,54035
49,36055
50,22630
51,13746
52,7836
53,4147
54,1992
55,943
56,403
57,114
58,26
59,9
60,0
61,0
62,0
63,0
64,0
65,0
66,0
