batch,k,count
0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,2
0,17,4
0,18,2
0,19,8
0,20,12
0,21,34
0,22,42
0,23,60
0,24,143
0,25,192
0,26,317
0,27,435
0,28,757
0,29,998
0,30,1376
0,31,1923
0,32,2439
0,33,3123
0,34,3770
0,35,4511
0,36,5010
0,37,4967
0,38,4867
0,39,4450
0,40,3673
0,41,2692
0,42,1801
0,43,1165
0,44,646
0,45,332
0,46,137
0,47,67
0,48,33
0,49,11
0,50,1
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
1,0,0
1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
1,6,0
1,7,0
1,8,0
1,9,0
1,10,0
1,11,0
1,12,0
1,13,0
1,14,0
1,15,0
1,16,0
1,17,3
1,18,1
1,19,4
1,20,14
1,21,19
1,22,49
1,23,68
1,24,123
1,25,214
1,26,311
1,27,437
1,28,705
1,29,976
1,30,1410
1,31,1939
1,32,2556
1,33,3242
1,34,3793
1,35,4477
1,36,4940
1,37,5113
1,38,4973
1,39,4244
1,40,3543
1,41,2649
1,42,1821
1,43,1126
1,44,639
1,45,331
1,46,166
1,47,81
1,48,23
1,49,7
1,50,2
1,51,1
1,52,0
1,53,0
1,54,0
1,55,0
1,56,0
1,57,0
1,58,0
1,59,0
1,60,0
1,61,0
1,62,0
1,63,0
1,64,0
1,65,0
1,66,0
2,0,0
2,1,0
2,2,0
2,3,0
2,4,0
2,5,0
2,6,0
2,7,0
2,8,0
2,9,0
2,10,0
2,11,0
2,12,0
2,13,0
2,14,0
2,15,0
2,16,0
2,17,4
2,18,1
2,19,9
2,20,10
2,21,27
2,22,54
2,23,69
2,24,112
2,25,183
2,26,315
2,27,476
2,28,674
2,29,993
2,30,1415
2,31,1927
2,32,2540
2,33,3206
2,34,3804
2,35,4391
2,36,4877
2,37,5058
2,38,4942
2,39,4389
2,40,3485
2,41,2695
2,42,1853
2,43,1187
2,44,657
2,45,354
2,46,174
2,47,78
2,48,28
2,49,6
2,50,5
2,51,1
2,52,1
2,53,0
2,54,0
2,55,0
2,56,0
2,57,0
2,58,0
2,59,0
2,60,0
2,61,0
2,62,0
2,63,0
2,64,0
2,65,0
2,66,0
3,0,0
3,1,0
3,2,0
3,3,0
3,4,0
3,5,0
3,6,0
3,7,0
3,8,0
3,9,0
3,10,0
3,11,0
3,12,0
3,13,0
3,14,0
3,15,0
3,16,0
3,17,2
3,18,2
3,19,6
3,20,16
3,21,29
3,22,39
3,23,93
3,24,133
3,25,175
3,26,302
3,27,419
3,28,709
3,29,994
3,30,1400
3,31,1956
3,32,2505
3,33,3147
3,34,3884
3,35,4499
3,36,4908
3,37,4928
3,38,4809
3,39,4352
3,40,3522
3,41,2819
3,42,1884
3,43,1195
3,44,661
3,45,343
3,46,157
3,47,62
3,48,34
3,49,12
3,50,4
3,51,0
3,52,0
3,53,0
3,54,0
3,55,0
3,56,0
3,57,0
3,58,0
3,59,0
3,60,0
3,61,0
3,62,0
3,63,0
3,64,0
3,65,0
3,66,0
4,0,0
4,1,0
4,2,0
4,3,0
4,4,0
4,5,0
4,6,0
4,7,0
4,8,0
4,9,0
4,10,0
4,11,0
4,12,0
4,13,0
4,14,0
4,15,0
4,16,1
4,17,0
4,18,3
4,19,3
4,20,10
4,21,31
4,22,41
4,23,83
4,24,135
4,25,190
4,26,285
4,27,479
4,28,650
4,29,968
4,30,1408
4,31,1964
4,32,2556
4,33,3204
4,34,3849
4,35,4554
4,36,4859
4,37,5082
4,38,4861
4,39,4254
4,40,3553
4,41,2738
4,42,1793
4,43,1201
4,44,651
4,45,338
4,46,162
4,47,53
4,48,30
4,49,9
4,50,2
4,51,0
4,52,0
4,53,0
4,54,0
4,55,0
4,56,0
4,57,0
4,58,0
4,59,0
4,60,0
4,61,0
4,62,0
4,63,0
4,64,0
4,65,0
4,66,0
5,0,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,0
5,6,0
5,7,0
5,8,0
5,9,0
5,10,0
5,11,0
5,12,0
5,13,0
5,14,0
5,15,0
5,16,1
5,17,2
5,18,2
5,19,6
5,20,9
5,21,25
5,22,40
5,23,77
5,24,140
5,25,181
5,26,313
5,27,486
5,28,707
5,29,986
5,30,1384
5,31,1862
5,32,2489
5,33,3190
5,34,3862
5,35,4551
5,36,4875
5,37,5058
5,38,4838
5,39,4397
5,40,3645
5,41,2608
5,42,1810
5,43,1213
5,44,617
5,45,368
5,46,151
5,47,73
5,48,25
5,49,6
5,50,3
5,51,0
5,52,0
5,53,0
5,54,0
5,55,0
5,56,0
5,57,0
5,58,0
5,59,0
5,60,0
5,61,0
5,62,0
5,63,0
5,64,0
5,65,0
5,66,0
6,0,0
6,1,0
6,2,0
6,3,0
6,4,0
6,5,0
6,6,0
6,7,0
6,8,0
6,9,0
6,10,0
6,11,0
6,12,0
6,13,0
6,14,0
6,15,0
6,16,0
6,17,0
6,18,3
6,19,8
6,20,13
6,21,25
6,22,52
6,23,83
6,24,148
6,25,214
6,26,320
6,27,465
6,28,698
6,29,1005
6,30,1406
6,31,1912
6,32,2487
6,33,3225
6,34,3679
6,35,4564
6,36,5004
6,37,5080
6,38,4730
6,39,4408
6,40,3507
6,41,2618
6,42,1835
6,43,1223
6,44,687
6,45,342
6,46,156
6,47,73
6,48,21
6,49,8
6,50,1
6,51,0
6,52,0
6,53,0
6,54,0
6,55,0
6,56,0
6,57,0
6,58,0
6,59,0
6,60,0
6,61,0
6,62,0
6,63,0
6,64,0
6,65,0
6,66,0
7,0,0
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0
7,6,0
7,7,0
7,8,0
7,9,0
7,10,0
7,11,0
7,12,0
7,13,0
7,14,0
7,15,0
7,16,0
7,17,1
7,18,2
7,19,8
7,20,11
7,21,17
7,22,38
7,23,69
7,24,112
7,25,190
7,26,284
7,27,424
7,28,698
7,29,1014
7,30,1424
7,31,1935
7,32,2517
7,33,3200
7,34,3816
7,35,4490
7,36,4994
7,37,5044
7,38,4843
7,39,4369
7,40,3541
7,41,2709
7,42,1902
7,43,1118
7,44,636
7,45,350
7,46,158
7,47,63
7,48,16
7,49,4
7,50,2
7,51,1
7,52,0
7,53,0
7,54,0
7,55,0
7,56,0
7,57,0
7,58,0
7,59,0
7,60,0
7,61,0
7,62,0
7,63,0
7,64,0
7,65,0
7,66,0
8,0,0
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
8,6,0
8,7,0
8,8,0
8,9,0
8,10,0
8,11,0
8,12,0
8,13,0
8,14,0
8,15,0
8,16,0
8,17,2
8,18,0
8,19,6
8,20,17
8,21,22
8,22,30
8,23,77
8,24,109
8,25,204
8,26,300
8,27,505
8,28,699
8,29,989
8,30,1379
8,31,1844
8,32,2472
8,33,3146
8,34,3909
8,35,4589
8,36,4774
8,37,5018
8,38,4958
8,39,4406
8,40,3642
8,41,2611
8,42,1810
8,43,1175
8,44,693
8,45,350
8,46,165
8,47,63
8,48,23
8,49,9
8,50,3
8,51,0
8,52,1
8,53,0
8,54,0
8,55,0
8,56,0
8,57,0
8,58,0
8,59,0
8,60,0
8,61,0
8,62,0
8,63,0
8,64,0
