kminus,kplus,count
13,36,1
14,39,1
15,39,1
15,40,1
15,47,1
16,31,1
16,32,1
16,35,1
16,37,4
16,39,1
16,40,5
16,42,2
16,43,1
16,44,1
16,48,1
17,21,1
17,26,1
17,27,2
17,30,1
17,34,3
17,36,4
17,37,2
17,38,4
17,39,5
17,40,4
17,41,1
17,42,5
17,43,6
17,44,7
17,45,1
17,47,1
17,48,1
17,49,2
17,55,1
18,27,1
18,29,1
18,32,2
18,33,5
18,34,2
18,35,6
18,36,11
18,37,8
18,38,9
18,39,7
18,40,5
18,41,12
18,42,7
18,43,6
18,44,7
18,45,3
18,46,6
18,47,3
18,48,1
18,49,2
18,50,3
18,51,1
19,27,2
19,28,1
19,30,4
19,31,4
19,32,6
19,33,8
19,34,8
19,35,16
19,36,20
19,37,12
19,38,13
19,39,20
19,40,21
19,41,21
19,42,22
19,43,22
19,44,15
19,45,9
19,46,5
19,47,9
19,48,5
19,49,3
19,50,1
19,51,2
20,23,1
20,25,1
20,26,1
20,28,2
20,29,4
20,30,6
20,31,5
20,32,8
20,33,19
20,34,17
20,35,24
20,36,31
20,37,31
20,38,33
20,39,44
20,40,44
20,41,44
20,42,33
20,43,45
20,44,33
20,45,15
20,46,19
20,47,16
20,48,8
20,49,7
20,50,3
20,51,2
20,52,1
20,53,2
21,24,2
21,27,3
21,28,2
21,29,4
21,30,9
21,31,10
21,32,26
21,33,26
21,34,32
21,35,47
21,36,42
21,37,61
21,38,71
21,39,85
21,40,74
21,41,63
21,42,64
21,43,75
21,44,49
21,45,31
21,46,30
21,47,23
21,48,23
21,49,22
21,50,7
21,51,7
21,52,1
21,53,2
21,54,2
22,25,1
22,26,3
22,27,7
22,28,4
22,29,13
22,30,16
22,31,21
22,32,24
22,33,46
22,34,57
22,35,86
22,36,102
22,37,93
22,38,122
22,39,141
22,40,129
22,41,113
22,42,113
22,43,130
22,44,121
22,45,79
22,46,61
22,47,48
22,48,31
22,49,30
22,50,23
22,51,11
22,52,3
22,53,2
