N,p,prefixes,original_batches,mean_F1,mean_F2,mean_A,mean_E,pointwise_se_F1,pointwise_se_F2,pointwise_se_A,pointwise_se_E
325,0.985,20000,20,-6.060580198284646e-82,6.869074907615973e-53,6.869074907615973e-53,6.869074907615973e-53,6.060824562990424e-82,6.869074906393981e-53,6.869074906393981e-53,6.869074906393981e-53
325,0.986,20000,20,-2.3468772426409553e-84,1.3287908050943198e-54,1.3287908050943198e-54,1.3287908050943198e-54,2.346953954343901e-84,1.3287908049585522e-54,1.3287908049585522e-54,1.3287908049585522e-54
325,0.987,20000,20,-5.912380197200486e-87,1.88105309350067e-56,1.88105309350067e-56,1.88105309350067e-56,5.912534480060552e-87,1.881053093394719e-56,1.881053093394719e-56,1.881053093394719e-56
325,0.988,20000,20,-9.045435003437773e-90,1.8536081546596694e-58,1.8536081546596694e-58,1.8536081546596694e-58,9.045620116912293e-90,1.853608154604789e-58,1.853608154604789e-58,1.853608154604789e-58
325,0.989,20000,20,-7.705010157734184e-93,1.1937583123584568e-60,1.1937583123584568e-60,1.1937583123584568e-60,7.705131261338481e-93,1.1937583123408873e-60,1.1937583123408873e-60,1.1937583123408873e-60
325,0.99,20000,20,-3.26790615152419e-96,4.632961991430584e-63,4.632961991430584e-63,4.632961991430584e-63,3.2679446299843754e-96,4.6329619913988675e-63,4.6329619913988675e-63,4.6329619913988675e-63
325,0.991,20000,20,-5.956916595991633e-100,9.737410277660033e-66,9.737410277660033e-66,9.737410277660033e-66,5.956967580797818e-100,9.737410277631421e-66,9.737410277631421e-66,9.737410277631421e-66
325,0.992,20000,20,-3.823756409230163e-104,9.590182915523692e-69,9.590182915523692e-69,9.590182915523692e-69,3.82377932828915e-104,9.590182915512747e-69,9.590182915512747e-69,9.590182915512747e-69
325,0.993,20000,20,-6.536524372626346e-109,3.6132761501807834e-72,3.6132761501807834e-72,3.6132761501807834e-72,6.53655054383053e-109,3.6132761501793714e-72,3.6132761501793714e-72,3.6132761501793714e-72
325,0.994,20000,20,-1.976498974102364e-114,3.869241702133415e-76,3.869241702133415e-76,3.869241702133415e-76,1.9765039432319038e-114,3.869241702132974e-76,3.869241702132974e-76,3.869241702132974e-76
325,0.995,20000,20,-5.6059856508307e-121,7.429244876577877e-81,7.429244876577877e-81,7.429244876577877e-81,5.605993783636007e-121,7.429244876577681e-81,7.429244876577681e-81,7.429244876577681e-81
325,0.996,20000,20,-5.153368034306607e-129,1.182237577398316e-86,1.182237577398316e-86,1.182237577398316e-86,5.153371851103166e-129,1.182237577398311e-86,1.182237577398311e-86,1.182237577398311e-86
325,0.997,20000,20,-2.0941990675469665e-139,3.6695167198302825e-94,3.6695167198302825e-94,3.6695167198302825e-94,2.094199720016371e-139,3.6695167198302793e-94,3.6695167198302793e-94,3.6695167198302793e-94
325,0.998,20000,20,-4.2956954129843295e-154,8.63187988058257e-105,8.63187988058257e-105,8.63187988058257e-105,4.2956958083996084e-154,8.631879880582573e-105,8.631879880582573e-105,8.631879880582573e-105
325,0.999,20000,20,-2.819005462188963e-179,4.8555156483189214e-123,4.8555156483189214e-123,4.8555156483189214e-123,0.0,4.8555156483189194e-123,4.8555156483189194e-123,4.8555156483189194e-123
325,1.0,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.0,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.001,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.002,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.003,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.004,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.005,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.006,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.007,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.008,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.009000000000000001,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.01,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.011,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.012,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.013000000000000001,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.014,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.015,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.016,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.017,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.018000000000000002,20000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.019,20000,20,-4.91e-320,-1.097e-321,-5.0197e-320,4.801e-320,0.0,0.0,0.0,0.0
425,0.02,20000,20,-1.880188092e-314,-4.22630695e-316,-1.9224511617e-314,1.8379250227e-314,0.0,0.0,0.0,0.0
425,0.021,20000,20,-3.811543865639273e-309,-8.6319384670995e-311,-3.897863250310273e-309,3.725224480968277e-309,0.0,0.0,0.0,0.0
425,0.022,20000,20,-4.34013140749164e-304,-9.90236185360076e-306,-4.439155026027645e-304,4.2411077889556325e-304,0.0,0.0,0.0,0.0
425,0.023,20000,20,-2.921986913203742e-299,-6.7162022182043285e-301,-2.989148935385785e-299,2.854824891021698e-299,0.0,0.0,0.0,0.0
425,0.024,20000,20,-1.2163350059502711e-294,-2.8163694524660204e-296,-1.2444987004749313e-294,1.188171311425611e-294,0.0,0.0,0.0,0.0
425,0.025,20000,20,-3.2559196524591415e-290,-7.5942100848870265e-292,-3.331861753308011e-290,3.1799775516102714e-290,0.0,0.0,0.0,0.0
425,0.026000000000000002,20000,20,-5.802018979720564e-286,-1.3631461242352483e-287,-5.938333592144088e-286,5.665704367297039e-286,0.0,0.0,0.0,0.0
425,0.027,20000,20,-7.097503348738044e-282,-1.6795977505695992e-283,-7.265463123795005e-282,6.929543573681084e-282,0.0,0.0,0.0,0.0
425,0.028,20000,20,-6.125386972311746e-278,-1.4599968686834085e-279,-6.271386659180087e-278,5.979387285443405e-278,0.0,0.0,0.0,0.0
425,0.029,20000,20,-3.822013808399161e-274,-9.175123039729461e-276,-3.9137650387964546e-274,3.730262578001866e-274,0.0,0.0,0.0,0.0
425,0.03,20000,20,-1.7625023339689696e-270,-4.261214136661697e-272,-1.805114475335587e-270,1.7198901926023535e-270,0.0,0.0,0.0,0.0
425,0.031,20000,20,-6.127090532963145e-267,-1.4918492929376951e-268,-6.276275462256914e-267,5.9779056036693766e-267,0.0,0.0,0.0,0.0
425,0.032,20000,20,-1.6347611463795888e-263,-4.008437912525528e-265,-1.674845525504844e-263,1.5946767672543335e-263,0.0,0.0,0.0,0.0
425,0.033,20000,20,-3.402505419184626e-260,-8.401431550327321e-262,-3.4865197346879e-260,3.3184911036813525e-260,0.0,0.0,0.0,0.0
425,0.034,20000,20,-5.606911265746944e-257,-1.3941046956268353e-258,-5.74632173530963e-257,5.4675007961842625e-257,0.0,0.0,0.0,0.0
425,0.035,20000,20,-7.414893105806477e-254,-1.8564261267503572e-255,-7.600535718481512e-254,7.22925049313144e-254,0.0,0.0,0.0,0.0
425,0.036000000000000004,20000,20,-7.967494258506627e-251,-2.008536094358891e-252,-8.168347867942516e-251,7.766640649070738e-251,0.0,0.0,0.0,0.0
425,0.037,20000,20,-7.035764800428912e-248,-1.7858234884164641e-249,-7.214347149270558e-248,6.857182451587264e-248,0.0,0.0,0.0,0.0
425,0.038,20000,20,-5.159593869986098e-245,-1.318549687006167e-246,-5.291448838686714e-245,5.027738901285481e-245,0.0,0.0,0.0,0.0
425,0.039,20000,20,-3.1726511525887695e-242,-8.162847579955151e-244,-3.254279628388321e-242,3.0910226767892172e-242,0.0,0.0,0.0,0.0
425,0.04,20000,20,-1.6504467505063616e-239,-4.275078296428079e-241,-1.6931975334706424e-239,1.6076959675420807e-239,0.0,0.0,0.0,0.0
425,0.041,20000,20,-7.323794851803204e-237,-1.9097956970076744e-238,-7.514774421503972e-237,7.132815282102437e-237,0.0,0.0,0.0,0.0
425,0.042,20000,20,-2.7935102559534907e-234,-7.3332141571772385e-236,-2.8668423975252633e-234,2.720178114381719e-234,0.0,0.0,0.0,0.0
425,0.043000000000000003,20000,20,-9.224293458503909e-232,-2.4375634016168236e-233,-9.468049798665593e-232,8.980537118342227e-232,0.0,0.0,0.0,0.0
425,0.044,20000,20,-2.6543664752067698e-229,-7.060702836002422e-231,-2.7249735035667935e-229,2.5837594468467454e-229,0.0,0.0,0.0,0.0
425,0.045,20000,20,-6.697547963050023e-227,-1.7932994890758332e-228,-6.876877911957605e-227,6.518218014142441e-227,0.0,0.0,0.0,0.0
425,0.046,20000,20,-1.4904016070463715e-224,-4.016762150792546e-226,-1.530569228554297e-224,1.4502339855384463e-224,0.0,0.0,0.0,0.0
425,0.047,20000,20,-2.940810207083951e-222,-7.977405254340728e-224,-3.0205842596273585e-222,2.861036154540544e-222,0.0,0.0,0.0,0.0
425,0.048,20000,20,-5.171333161747091e-220,-1.4119041998061375e-221,-5.312523581727704e-220,5.0301427417664765e-220,0.0,0.0,0.0,0.0
425,0.049,20000,20,-8.142722891603168e-218,-2.2375192766655443e-219,-8.366474819269722e-218,7.918970963936614e-218,0.0,0.0,0.0,0.0
425,0.05,20000,20,-1.1531965342390438e-215,-3.189197384268769e-217,-1.185088508081731e-215,1.1213045603963557e-215,0.0,0.0,0.0,0.0
425,0.051000000000000004,20000,20,-1.4751068679934349e-213,-4.1055294799440383e-215,-1.5161621627928754e-213,1.434051573193995e-213,0.0,0.0,0.0,0.0
425,0.052000000000000005,20000,20,-1.7109764522541103e-211,-4.7923019476969766e-213,-1.7588994717310803e-211,1.6630534327771404e-211,0.0,0.0,0.0,0.0
425,0.053,20000,20,-1.8062627201286123e-209,-5.091227390224622e-211,-1.8571749940308587e-209,1.755350446226366e-209,0.0,0.0,0.0,0.0
425,0.054,20000,20,-1.741644273722499e-207,-4.940030140831052e-209,-1.79104457513081e-207,1.6922439723141884e-207,0.0,0.0,0.0,0.0
425,0.055,20000,20,-1.5389374811520616e-205,-4.392451394169505e-207,-1.5828619950937564e-205,1.4950129672103665e-205,0.0,0.0,0.0,0.0
425,0.056,20000,20,-1.2500543181443628e-203,-3.5901958359900033e-205,-1.2859562765042628e-203,1.2141523597844627e-203,0.0,0.0,0.0,0.0
425,0.057,20000,20,-9.362119321782254e-202,-2.705541855488356e-203,-9.63267350733109e-202,9.09156513623342e-202,0.0,0.0,0.0,0.0
425,0.058,20000,20,-6.483066252043096e-200,-1.8851203376102435e-201,-6.671578285804119e-200,6.294554218282072e-200,0.0,0.0,0.0,0.0
425,0.059000000000000004,20000,20,-4.162062557124577e-198,-1.2176811894115002e-199,-4.2838306760657276e-198,4.0402944381834276e-198,0.0,0.0,0.0,0.0
425,0.06,20000,20,-2.4834814093185574e-196,-7.31038512942726e-198,-2.55658526061283e-196,2.410377558024285e-196,0.0,0.0,0.0,0.0
425,0.061,20000,20,-1.3806545400945053e-194,-4.0889031915507954e-196,-1.4215435720100134e-194,1.3397655081789975e-194,0.0,0.0,0.0,0.0
425,0.062,20000,20,-7.16766101933477e-193,-2.1356494090054985e-194,-7.381225960235319e-193,6.954096078434219e-193,0.0,0.0,0.0,0.0
425,0.063,20000,20,-3.482465991415744e-191,-1.0438989323412924e-192,-3.586855884649873e-191,3.378076098181614e-191,0.0,0.0,0.0,0.0
425,0.064,20000,20,-1.5867815571766792e-189,-4.7851579433543725e-191,-1.6346331366102232e-189,1.5389299777431355e-189,0.0,0.0,0.0,0.0
425,0.065,20000,20,-6.794070176725229e-188,-2.0611298166044784e-189,-7.000183158385675e-188,6.587957195064782e-188,0.0,0.0,0.0,0.0
425,0.066,20000,20,-2.7387213278688286e-186,-8.358110147296117e-188,-2.8223024293417895e-186,2.6551402263958677e-186,0.0,0.0,0.0,0.0
425,0.067,20000,20,-1.0412518588365959e-184,-3.1966113018726273e-186,-1.0732179718553221e-184,1.0092857458178697e-184,0.0,0.0,0.0,0.0
425,0.068,20000,20,-3.7402803574159906e-183,-1.1550505131940573e-184,-3.855785408735396e-183,3.6247753060965853e-183,0.0,0.0,0.0,0.0
425,0.069,20000,20,-1.271482434729443e-181,-3.949654155735615e-183,-1.310978976286799e-181,1.2319858931720873e-181,0.0,0.0,0.0,0.0
425,0.07,20000,20,-4.096951825603155e-180,-1.2801199454342487e-181,-4.224963820146579e-180,3.96893983105973e-180,0.0,0.0,0.0,0.0
425,0.07100000000000001,20000,20,-1.2531782709162434e-178,-3.938520404817466e-180,-1.2925634749644182e-178,1.213793066868069e-178,0.0,0.0,0.0,0.0
425,0.07200000000000001,20000,20,-3.644147923182959e-177,-1.1519566203835199e-178,-3.759343585221311e-177,3.528952261144607e-177,0.0,0.0,0.0,0.0
425,0.073,20000,20,-1.0088203985150854e-175,-3.2074760656852042e-177,-1.0408951591719377e-175,9.767456378582336e-176,0.0,0.0,0.0,0.0
425,0.074,20000,20,-2.6622286756468764e-174,-8.513223507706836e-176,-2.7473609107239445e-174,2.5770964405698074e-174,0.0,0.0,0.0,0.0
425,0.075,20000,20,-6.705730720945809e-173,-2.1566698816734174e-174,-6.92139770911315e-173,6.490063732778466e-173,0.0,0.0,0.0,0.0
425,0.076,20000,20,-1.6141713455191868e-171,-5.221147527326614e-173,-1.6663828207924528e-171,1.5619598702459208e-171,0.0,0.0,0.0,0.0
425,0.077,20000,20,-3.7176501489805005e-170,-1.2093544414912972e-171,-3.838585593129629e-170,3.59671470483137e-170,0.0,0.0,0.0,0.0
425,0.078,20000,20,-8.201541774105039e-169,-2.6831159021374226e-170,-8.469853364318781e-169,7.933230183891293e-169,0.0,0.0,0.0,0.0
425,0.079,20000,20,-1.7350199903717517e-167,-5.708177297828296e-169,-1.7921017633500355e-167,1.6779382173934693e-167,0.0,0.0,0.0,0.0
425,0.08,20000,20,-3.52331498426236e-166,-1.165691889717819e-167,-3.639884173234142e-166,3.4067457952905783e-166,0.0,0.0,0.0,0.0
425,0.081,20000,20,-6.875043818566317e-165,-2.2873756889764685e-166,-7.103781387463961e-165,6.6463062496686695e-165,0.0,0.0,0.0,0.0
425,0.082,20000,20,-1.2903256181232927e-163,-4.3169952229999417e-165,-1.3334955703532921e-163,1.2471556658932934e-163,0.0,0.0,0.0,0.0
425,0.083,20000,20,-2.331473441999286e-162,-7.843746094135861e-164,-2.409910902940645e-162,2.2530359810579283e-162,4.970239661431059e-163,0.0,4.970239661431059e-163,4.970239661431059e-163
425,0.084,20000,20,-4.059398960815628e-161,-1.3732710976677574e-162,-4.196726070582403e-161,3.922071851048852e-161,8.060374211419959e-162,4.970239661431059e-163,8.227210552808939e-162,7.952383458289694e-162
425,0.085,20000,20,-6.816665192406014e-160,-2.318775881801942e-161,-7.048542780586209e-160,6.584787604225822e-160,1.3528367868629716e-160,1.0027081276657415e-161,1.379749630647966e-160,1.332960456598988e-160
425,0.08600000000000001,20000,20,-1.1049095006152364e-158,-3.779171984756472e-160,-1.142701220462801e-158,1.067117780767672e-158,2.191147051913188e-159,1.625047961452665e-160,2.2349870174457284e-159,2.158680026220928e-159
425,0.08700000000000001,20000,20,-1.7301303945366138e-157,-5.95008108951213e-159,-1.7896312054317354e-157,1.6706295836414933e-157,3.4284137185281866e-158,2.543479537102784e-159,3.4974177502785693e-158,3.377202406786491e-158
425,0.088,20000,20,-2.619202693009744e-156,-9.056873672530508e-158,-2.709771429735048e-156,2.528633956284438e-156,5.186238999839886e-157,3.848858039704426e-158,5.29124419844498e-157,5.1081463294955376e-157
425,0.089,20000,20,-3.83642514621181e-155,-1.3338046447211044e-156,-3.96980561068392e-155,3.703044681739699e-155,7.590644255345521e-156,5.635153112040058e-157,7.745243933354895e-156,7.475430144625212e-156
425,0.09,20000,20,-5.440888893533157e-154,-1.901878982369441e-155,-5.6310767917701034e-154,5.250700995296217e-154,1.0756964089604522e-154,7.988549024027406e-156,1.0977351115947843e-154,1.0592386588369352e-154
425,0.091,20000,20,-7.476633642626863e-153,-2.6275922041903382e-154,-7.739392863045896e-153,7.213874422207831e-153,1.4770438024886724e-153,1.0973017269243082e-154,1.5074842317103948e-153,1.4542659666247905e-153
425,0.092,20000,20,-9.961688847868158e-152,-3.5197764576862714e-153,-1.0313666493636784e-151,9.60971120209953e-152,1.966469067970578e-152,1.46142899543089e-153,2.00723528231952e-152,1.9359037182038654e-152
425,0.093,20000,20,-1.287770080984772e-150,-4.574484644152985e-152,-1.3335149274263018e-150,1.2420252345432425e-150,2.5401467666500264e-151,1.8884728461072094e-152,2.593115887168384e-151,2.500353531357072e-151
425,0.094,20000,20,-1.6162211673965343e-149,-5.7718885797664666e-151,-1.6739400531941988e-149,1.55850228159887e-149,3.185569332010325e-150,2.369211124124984e-151,3.252387807912271e-150,3.1352736263437317e-150
425,0.095,20000,20,-1.9705620464114884e-148,-7.074768315911023e-150,-2.041309729570599e-148,1.8998143632523786e-148,3.880982065566562e-149,2.887530293078876e-150,3.962864660869414e-149,3.819228179881363e-149
425,0.096,20000,20,-2.33543391751491e-147,-8.429200559090558e-149,-2.4197259231058157e-147,2.2511419119240047e-147,4.596040151617927e-148,3.4209001281027507e-149,4.693577105562337e-148,4.52233957796608e-148
425,0.097,20000,20,-2.692070012311042e-146,-9.767730466028889e-148,-2.7897473169713314e-146,2.5943927076507537e-146,5.293790475043162e-147,3.9418352132921386e-148,5.406791537679854e-147,5.208243634121191e-147
425,0.098,20000,20,-3.0198945021414454e-145,-1.1014873076301424e-146,-3.1300432329044606e-145,2.9097457713784324e-145,5.933839480718639e-146,4.4202427929469896e-147,6.061241706187763e-146,5.837210110319187e-146
425,0.099,20000,20,-3.298539758153769e-144,-1.209433051740555e-145,-3.419483063327823e-144,3.177596452979713e-144,6.476327869171263e-145,4.826377220142233e-146,6.616186917049303e-145,6.3700545019722246e-145
425,0.1,20000,20,-3.509998275349095e-143,-1.2936936603147088e-144,-3.639367641380565e-143,3.3806289093176233e-143,6.886151060208941e-144,5.133984898361259e-145,7.035724308613234e-144,6.772288558526897e-144
425,0.101,20000,20,-3.6405845022455235e-142,-1.3488145106684682e-143,-3.775465953312373e-142,3.505703051178676e-142,7.1367872946219015e-143,5.323164819976274e-144,7.292703384566642e-143,7.0178817884099555e-143
425,0.10200000000000001,20000,20,-3.6824049445214964e-141,-1.3713914285703354e-142,-3.819544087378529e-141,3.545265801664463e-141,7.21314450927587e-142,5.382504926743369e-143,7.371640696493955e-142,7.092055276921897e-142
425,0.10300000000000001,20000,20,-3.6341178787388236e-140,-1.3604104167102366e-141,-3.7701589204098466e-140,3.4980768370677997e-140,7.113003208642542e-141,5.310176859256882e-142,7.270201723597442e-141,6.992693026012991e-141
425,0.10400000000000001,20000,20,-3.5008879798872284e-139,-1.317293534770304e-140,-3.632617333364258e-139,3.3691586264101994e-139,6.846877700398252e-140,5.113853430691582e-141,6.999067146714613e-140,6.73019743413325e-140
425,0.105,20000,20,-3.293578187687489e-138,-1.245656098819366e-139,-3.4181437975694244e-138,3.169012577805552e-138,6.436387018101474e-139,4.809513394595336e-140,6.580275480950536e-139,6.325880070806547e-139
425,0.106,20000,20,-3.0273418156451453e-137,-1.1508268236459252e-138,-3.142424498009738e-137,2.9122591332805534e-137,5.911462012294077e-138,4.419373862600062e-139,6.044374548873318e-138,5.809209917473545e-138
425,0.107,20000,20,-2.7198588885329243e-136,-1.0392159313107172e-137,-2.8237804816639954e-136,2.615937295401852e-136,5.306871125862649e-137,3.969308116804604e-138,5.426874154952185e-137,5.214394244575686e-137
425,0.108,20000,20,-2.3894898167336777e-135,-9.176311692067423e-137,-2.4812529336543518e-135,2.2977266998130043e-135,4.65860117232362e-136,3.486148036967986e-137,4.76454783133651e-136,4.576819669942183e-136
425,0.109,20000,20,-2.0535974202892507e-134,-7.926373714924415e-136,-2.1328611574384945e-134,1.9743336831400072e-134,4.000583047048383e-135,2.9952371145142712e-136,4.0920846228443356e-135,3.929834828537462e-135
425,0.11,20000,20,-1.7272265295143164e-133,-6.700351367988504e-135,-1.794230043194202e-133,1.6602230158344316e-133,3.3621289469987346e-134,2.5185090865462374e-135,3.4394661957668056e-134,3.302234419457737e-134
425,0.111,20000,20,-1.422246952906263e-132,-5.545046376587209e-134,-1.4776974166721355e-132,1.3667964891403916e-132,2.766283054864317e-133,2.073245039852793e-134,2.830276515567542e-133,2.716642343885417e-133
425,0.112,20000,20,-1.1469798332867932e-131,-4.494286591279738e-133,-1.1919226991995905e-131,1.1020369673739953e-131,2.2291196365066612e-132,1.6715366135368802e-133,2.2809796449831276e-132,2.1888264572367787e-132
425,0.113,20000,20,-9.062553515290905e-131,-3.568809443718641e-132,-9.41943445966277e-131,8.705672570919042e-131,1.7598822991569964e-131,1.3203780117826545e-132,1.8010577809043038e-131,1.727839762679479e-131
425,0.114,20000,20,-7.0180132598847815e-130,-2.777459943082205e-131,-7.295759254193002e-130,6.740267265576563e-130,1.361764846783391e-130,1.0222393165444044e-131,1.393806042685805e-130,1.3367913732697057e-130
425,0.115,20000,20,-5.328405745359985e-129,-2.1192630570760237e-130,-5.540332051067587e-129,5.116479439652383e-129,1.0330933583123425e-129,7.759424299478451e-131,1.0575385479159393e-129,1.0140107133269662e-129
425,0.116,20000,20,-3.967771732881055e-128,-1.5859204483169833e-129,-4.1263637777127535e-128,3.8091796880493573e-128,7.68675004838452e-129,5.776647126632353e-130,7.86966094933683e-129,7.543744573862137e-129
425,0.117,20000,20,-2.8987139245627365e-127,-1.1643417235633045e-128,-3.0151480969190677e-127,2.782279752206407e-127,5.611186279702009e-128,4.219243646036504e-129,5.745459773352126e-128,5.506047154058632e-128
425,0.11800000000000001,20000,20,-2.078321175410861e-126,-8.389217565328392e-128,-2.162213351064145e-126,1.9944289997575768e-126,4.019894848342901e-127,3.0244412388127e-128,4.116630127252548e-127,3.9440347963734906e-127
425,0.11900000000000001,20000,20,-1.4628655233138401e-125,-5.9339005120988574e-127,-1.5222045284348282e-125,1.4035265181928515e-125,2.827213373002891e-126,2.1283512162173486e-127,2.8956296174364587e-126,2.7734811356108106e-126
425,0.12,20000,20,-1.0111439223895023e-124,-4.1216330575361714e-126,-1.0523602529648641e-124,9.69927591814141e-125,1.9526246131320447e-125,1.4708264896032075e-126,2.0001412555777732e-125,1.9152512442508093e-125
425,0.121,20000,20,-6.865425630066382e-124,-2.812145592133989e-125,-7.146640189279783e-124,6.5842110708529846e-124,1.3247206385301399e-124,9.984554537061417e-126,1.3571376936030254e-124,1.299186317183943e-124
425,0.122,20000,20,-4.580298433063389e-123,-1.8852617205983054e-124,-4.76882460512322e-123,4.391772261003559e-123,8.830821638084842e-124,6.659949802963936e-125,9.04812607989341e-124,8.65940729364589e-124
425,0.123,20000,20,-3.0034106094834046e-122,-1.2422063273004299e-123,-3.127631242213448e-122,2.879189976753362e-122,5.785914339746212e-123,4.366274635455853e-124,5.9290848997185166e-123,5.67281665749353e-123
425,0.124,20000,20,-1.9361994438210469e-121,-8.046813634474728e-123,-2.016667580165794e-121,1.8557313074763004e-121,3.7269775899103446e-122,2.8142897127009914e-123,3.819713678272384e-122,3.653616818872362e-122
425,0.125,20000,20,-1.2274868370847097e-120,-5.126007685267369e-122,-1.2787469139373838e-120,1.1762267602320362e-120,2.3608716912312415e-121,1.7838615938739316e-122,2.419942200341392e-121,2.3140771974251325e-121
425,0.126,20000,20,-7.654716207708693e-120,-3.2119875297484545e-121,-7.975914960683538e-120,7.333517454733849e-120,1.4710686321832216e-120,1.1122495578831256e-121,1.5080798781628742e-120,1.4417083282853379e-120
425,0.127,20000,20,-4.696758782462457e-119,-1.9802462827404767e-120,-4.894783410736506e-119,4.498734154188409e-119,9.018822628840272e-120,6.823441719671036e-121,9.24698771886706e-120,8.837574807950388e-120
425,0.128,20000,20,-2.8361755950800617e-118,-1.2015010782097839e-119,-2.9563257029010405e-118,2.7160254872590847e-118,5.441666264180307e-119,4.1197767873969956e-120,5.580094921692076e-119,5.331552807757033e-119
425,0.129,20000,20,-1.6859314553628724e-117,-7.176208067614031e-119,-1.7576935360390127e-117,1.6141693746867318e-117,3.232104154917889e-118,2.4486070320498327e-119,3.314778433063788e-118,3.1662520436816478e-118
425,0.13,20000,20,-9.867847381283334e-117,-4.220225025879765e-118,-1.028986988387131e-116,9.445824878695357e-117,1.8902269589119613e-117,1.432991087618803e-118,1.9388437419279534e-117,1.8514508165019753e-117
425,0.131,20000,20,-5.688293928784297e-116,-2.4442597818295297e-117,-5.93271990696725e-116,5.443867950601342e-116,1.0887272718445054e-116,8.259395644503914e-118,1.116883523793516e-116,1.0662405274969751e-116
425,0.132,20000,20,-3.23011358390064e-115,-1.3945349441729705e-116,-3.369567078317937e-115,3.0906600894833436e-115,6.177316571190596e-116,4.689564462733106e-117,6.337949797824566e-116,6.048860446288214e-116
425,0.133,20000,20,-1.8072845410369026e-114,-7.839323679741141e-116,-1.8856777778343143e-114,1.7288913042394913e-114,3.4534489299141737e-115,2.623572285743181e-116,3.54374413485803e-115,3.381147609981027e-115
425,0.134,20000,20,-9.965586949173808e-114,-4.342998063877408e-115,-1.0399886755561545e-113,9.531287142786067e-114,1.902712954217953e-114,1.4465201533703e-115,1.952734536476512e-114,1.8626082286491725e-114
425,0.135,20000,20,-5.416757070629765e-113,-2.371674533456186e-114,-5.653924523975384e-113,5.1795896172841474e-113,1.0333634280955269e-113,7.8617531097024835e-115,1.0606787387980019e-113,1.0114356106565269e-113
425,0.136,20000,20,-2.902862242042835e-112,-1.2769252559016735e-113,-3.030554767633003e-112,2.7751697164526683e-112,5.533283715445476e-113,4.212774822819562e-114,5.680346012209565e-113,5.415078574403029e-113
425,0.137,20000,20,-1.53409606445631e-111,-6.779681910185544e-113,-1.601892883558165e-111,1.466299245354454e-111,2.921805486016598e-112,2.2261760439941564e-113,2.9998839977178865e-112,2.858969708137285e-112
425,0.138,20000,20,-7.996579908279204e-111,-3.550366608375779e-112,-8.35161656911678e-111,7.641543247441626e-111,1.5217548883585828e-111,1.1603251945098004e-112,1.562641701171369e-111,1.4888095530950287e-111
425,0.139,20000,20,-4.112124528296317e-110,-1.8341794761066946e-111,-4.2955424759069856e-110,3.9287065806856465e-110,7.818938723104732e-111,5.966416450628777e-112,8.030161732515748e-111,7.64853388344588e-111
425,0.14,20000,20,-2.0865140536609676e-109,-9.349708807239164e-111,-2.1800111417333594e-109,1.9930169655885765e-109,3.964089406080073e-110,3.027219188200013e-111,4.0717578139636423e-110,3.8771225236619344e-110
425,0.14100000000000001,20000,20,-1.0448417182413232e-108,-4.7035208359632974e-110,-1.0918769266009564e-108,9.978065098816902e-109,1.9834107116264671e-109,1.5158341941383296e-110,2.037574064408816e-109,1.9396090070218104e-109
425,0.14200000000000002,20000,20,-5.1645580121740876e-108,-2.335587656361611e-109,-5.398116777810248e-108,4.930999246537926e-108,9.795684306788677e-109,7.49232143156663e-110,1.0064634793703368e-108,9.57792702804661e-109
425,0.14300000000000002,20000,20,-2.5202692208820978e-107,-1.1449725821755122e-108,-2.634766479099649e-107,2.405771962664547e-107,4.7762546558799125e-108,3.6560795541547183e-109,4.908100475022581e-108,4.66937952589403e-108
425,0.14400000000000002,20000,20,-1.2144170540619084e-106,-5.542374843295416e-108,-1.2698408024948627e-106,1.1589933056289537e-106,2.2995706753201842e-107,1.7616735951704934e-108,2.3633916865767457e-107,2.2477767225690815e-107
