N,p,prefixes,original_batches,mean_F1,mean_F2,mean_A,mean_E,pointwise_se_F1,pointwise_se_F2,pointwise_se_A,pointwise_se_E
325,0.385,20000,20,-1.584006860229747e-18,-1.454572819198821e-19,-1.7294641421496295e-18,1.4385495783098648e-18,2.6254881141369703e-19,3.8902756724432107e-20,2.801321388960768e-19,2.498331252426708e-19
325,0.386,20000,20,-2.1368922236209617e-18,-1.974037730108072e-19,-2.3342959966317685e-18,1.9394884506101542e-18,3.5318996802143602e-19,5.2570019922362376e-20,3.7692614269569147e-19,3.360657732703348e-19
325,0.387,20000,20,-2.8780622741416737e-18,-2.6746982946107147e-19,-3.1455321036027452e-18,2.610592444680602e-18,4.743448692667172e-19,7.092381227720973e-20,5.063349033444079e-19,4.513218917251776e-19
325,0.388,20000,20,-3.870011720825778e-18,-3.6182294214976115e-19,-4.2318346629755386e-18,3.508188778676017e-18,6.360190092412497e-19,9.55310879028025e-20,6.790632962000637e-19,6.051163338550138e-19
325,0.389,20000,20,-5.1954287443044785e-18,-4.88677004692024e-19,-5.684105748996501e-18,4.7067517396124525e-18,8.514095087021155e-19,1.2846908451719211e-19,9.092345143332416e-19,8.099984643907173e-19
325,0.39,20000,20,-6.963538700706485e-18,-6.5895345427327645e-19,-7.622492154979761e-18,6.30458524643321e-18,1.1378941242118635e-18,1.724869717080448e-19,1.2154505318097097e-18,1.0824923054568497e-18
325,0.391,20000,20,-9.31838238835767e-18,-8.871501191666782e-19,-1.020553250752435e-17,8.431232269190992e-18,1.5183174905847228e-18,2.312172401297835e-19,1.6221716704813423e-18,1.4443191822395836e-18
325,0.392,20000,20,-1.2449600585986433e-17,-1.1924811328809629e-18,-1.3642081718867395e-17,1.1257119453105474e-17,2.022661070735185e-18,3.0945167485858417e-19,2.1615082333274585e-18,1.923985044000704e-18
325,0.393,20000,20,-1.660645996567614e-17,-1.600370009452651e-18,-1.8206829975128792e-17,1.5006089956223493e-17,2.6902075870513162e-18,4.1350104347718556e-19,2.87554333007947e-18,2.5588377255320137e-18
325,0.394,20000,20,-2.2116063931948108e-17,-2.1444020678140507e-18,-2.4260465999762158e-17,1.997166186413406e-17,3.572341586796494e-18,5.516631127895607e-19,3.819339277996855e-18,3.397728753901226e-18
325,0.395,20000,20,-2.940695739092041e-17,-2.8688733248025476e-18,-3.2275830715722963e-17,2.6538084066117866e-17,4.736166960914259e-18,7.348306087256351e-19,5.0648221600121426e-18,4.50445152019663e-18
325,0.396,20000,20,-3.9039671900233564e-17,-3.832112618638226e-18,-4.2871784518871786e-17,3.520755928159535e-17,6.26917182636037e-18,9.772796562386135e-19,6.705792572263738e-18,5.962174754871702e-18
325,0.397,20000,20,-5.17461858572867e-17,-5.110804443167106e-18,-5.68569903004538e-17,4.663538141411958e-17,8.285233857941831e-18,1.2976905874161217e-18,8.864378171177906e-18,7.87914979685326e-18
325,0.398,20000,20,-6.848081680005698e-17,-6.805604751148749e-18,-7.528642155120572e-17,6.167521204890823e-17,1.0932338226890673e-17,1.7204674228167282e-18,1.1699328918113482e-17,1.0396045276258225e-17
325,0.399,20000,20,-9.048574876829114e-17,-9.048424577843868e-18,-9.9534173346135e-17,8.143732419044728e-17,1.440247987965071e-17,2.277440609098475e-18,1.5416663365287065e-17,1.3695357443485893e-17
325,0.4,20000,20,-1.1937526341280387e-16,-1.2011861463235898e-17,-1.3138712487603983e-16,1.0736340194956801e-16,1.8944347063913848e-17,3.010060729194593e-18,2.028330944454675e-17,1.8013463312746998e-17
325,0.401,20000,20,-1.5724383438708901e-16,-1.5921392231589812e-17,-1.7316522661867884e-16,1.4132244215549922e-16,2.4879540077448884e-17,3.9722201283865035e-18,2.6644552833223857e-17,2.3656033030604092e-17
325,0.402,20000,20,-2.0680461661642334e-16,-2.1071110131941824e-17,-2.278757267483652e-16,1.8573350648448153e-16,3.262327595224112e-17,5.233876261845407e-18,3.49463185043056e-17,3.101770481767458e-17
325,0.403,20000,20,-2.7156658476855666e-16,-2.7844003915002664e-17,-2.994105886835594e-16,2.4372258085355403e-16,4.2710775768307896e-17,6.885696980483734e-18,4.57635769061366e-17,4.0607159566159753e-17
325,0.404,20000,20,-3.5606073446053927e-16,-3.6738047676372505e-17,-3.927987821369119e-16,3.1932268678416685e-16,5.58308382933606e-17,9.045006304708674e-18,5.983649813480465e-17,5.3079023899716994e-17
325,0.405,20000,20,-4.661284612520485e-16,-4.8399712622863007e-17,-5.145281738749115e-16,4.177287486291855e-16,7.286848611615343e-17,1.1863382425172004e-17,7.811639114503012e-17,6.927439395136202e-17
325,0.406,20000,20,-6.092886065541402e-16,-6.36669432059346e-17,-6.729555497600748e-16,5.456216633482056e-16,9.49590460814829e-17,1.5536351340899406e-17,1.018239797134288e-16,9.027222411520256e-17
325,0.40700000000000003,20000,20,-7.952038662468749e-16,-8.362418250893486e-17,-8.7882804875580935e-16,7.115796837379398e-16,1.235566162781479e-16,2.0315734166710658e-17,1.3252320602879235e-16,1.1745438614852196e-16
325,0.40800000000000003,20000,20,-1.0362724932736685e-15,-1.0967271286389326e-16,-1.145945206137562e-15,9.265997804097753e-16,1.6052060347312403e-16,2.652534921169636e-17,1.7221454513243445e-16,1.5258789934062742e-16
325,0.40900000000000003,20000,20,-1.3483777299139207e-15,-1.4362043139685294e-16,-1.491998161310774e-15,1.204757298517068e-15,2.0822491986561566e-16,3.458094820091015e-17,2.234527939259491e-16,1.9792869258831454e-16
325,0.41000000000000003,20000,20,-1.7518354721827731e-15,-1.8779624850312642e-16,-1.939631720685899e-15,1.564039223679647e-15,2.696955454121683e-16,4.501548776055524e-17,2.89495509610557e-16,2.5635232127347536e-16
325,0.41100000000000003,20000,20,-2.272590655521822e-15,-2.4519563180625538e-16,-2.5177862873280777e-15,2.0273950237155663e-15,3.487835391206261e-16,5.85111126402979e-17,3.744897658036008e-16,3.3151837088794056e-16
325,0.41200000000000003,20000,20,-2.943725192849407e-15,-3.1966548249436467e-16,-3.2633906753437724e-15,2.6240597103550426e-15,4.503822769696248e-16,7.593956847350732e-17,4.837067326679805e-16,4.280768899488031e-16
325,0.41300000000000003,20000,20,-3.807355521713627e-15,-4.161386030411351e-16,-4.223494124754762e-15,3.391216918672492e-15,5.806997747548924e-16,9.841318425411569e-17,6.238358457041174e-16,5.519271728094779e-16
325,0.41400000000000003,20000,20,-4.917016567485975e-15,-5.409305907557299e-16,-5.457947158241704e-15,4.3760859767302445e-15,7.475995047155916e-16,1.2734908648201778e-16,8.033530974909572e-16,7.10541637984214e-16
325,0.41500000000000004,20000,20,-6.340651979435045e-15,-7.02115187218369e-16,-7.042767166653414e-15,5.6385367922166756e-15,9.610262357489162e-16,1.6454995037497257e-16,1.0329813773006533e-15,9.133705152249662e-16
325,0.41600000000000004,20000,20,-8.164358782192339e-15,-9.099980720946972e-16,-9.074356854287039e-15,7.254360710097645e-15,1.2335372390629991e-15,2.123053856679629e-16,1.3262649269409633e-15,1.1723466797171648e-15
325,0.417,20000,20,-1.0497069234611752e-14,-1.17771398489858e-15,-1.1674783219510334e-14,9.319355249713171e-15,1.5809638488683976e-15,2.7351902799075957e-16,1.7002850354277399e-15,1.5025143921121242e-15
325,0.418,20000,20,-1.3476395058200568e-14,-1.5219781014043843e-15,-1.4998373159604947e-14,1.1954416956796182e-14,2.0232340241463003e-15,3.5186760108321343e-16,2.1765502492891442e-15,1.922811083447861e-15
325,0.419,20000,20,-1.7275910916896363e-14,-1.964030039260547e-15,-1.9239940956156903e-14,1.531188087763581e-14,2.5853934291015716e-15,4.519996777238334e-16,2.7821018553200796e-15,2.457037861009195e-15
325,0.42,20000,20,-2.211421705040766e-14,-2.530818030969951e-15,-2.4645035081377615e-14,1.958339901943772e-14,3.2988708825263217e-15,5.797836554119878e-16,3.550884467665834e-15,3.135062339191246e-15
325,0.421,20000,20,-2.8266197617836232e-14,-3.2564820580079097e-15,-3.152267967584414e-14,2.5009715559828315e-14,4.203044112262436e-15,7.426166452349286e-16,4.525442541435934e-15,3.994306997085936e-15
325,0.422,20000,20,-3.60769843811832e-14,-4.184208541708189e-15,-4.0261192922891387e-14,3.189277583947501e-14,5.3471739369932525e-15,9.49808631270605e-16,5.7590169207448764e-15,5.081587862427087e-15
325,0.423,20000,20,-4.597924816543175e-14,-5.368546082096331e-15,-5.1347794247528084e-14,4.0610702083335414e-14,6.792789694138654e-15,1.2130594917611696e-15,7.318131560391293e-15,6.455382311180439e-15
325,0.424,20000,20,-5.851457701430327e-14,-6.878292383618549e-15,-6.539286939792182e-14,5.1636284630684747e-14,8.616626424510982e-15,1.5470503996498003e-15,9.285779869577499e-15,8.188621616061175e-15
325,0.425,20000,20,-7.435986479299361e-14,-8.80008769736985e-15,-8.315995249036347e-14,6.555977709562376e-14,1.0914235583076561e-14,1.9701758789039673e-15,1.1765343340952323e-14,1.0372124121072212e-14
325,0.426,20000,20,-9.435983270449803e-14,-1.1242880790517417e-14,-1.0560271349501547e-13,8.311695191398061e-14,1.3804416542854514e-14,2.505448550822097e-15,1.4885402987856952e-14,1.3118809204649754e-14
325,0.427,20000,20,-1.1956704532112782e-13,-1.4343470758616387e-14,-1.3391051607974418e-13,1.0522357456251146e-13,1.743464668465128e-14,3.1816155588018148e-15,1.880563748504974e-14,1.656886127487811e-14
325,0.428,20000,20,-1.512910699927803e-13,-1.8273373278667742e-14,-1.6956444327144802e-13,1.3301769671411252e-13,2.1987724342943116e-14,4.0345340448222134e-15,2.3724041810779355e-14,2.0896047799537554e-14
325,0.429,20000,20,-1.9115877294342716e-13,-2.3247314772754378e-14,-2.1440608771618152e-13,1.679114581706728e-13,2.768988238760785e-14,5.108863142753254e-15,2.988574781083549e-14,2.631543684397084e-14
325,0.43,20000,20,-2.411881576483918e-13,-2.95337243320018e-14,-2.7072188198039367e-13,2.1165443331639006e-13,3.482068202141569e-14,6.460142078834444e-15,3.7593784836738225e-14,3.309280897535854e-14
325,0.431,20000,20,-3.0387864366367114e-13,-3.746767341559598e-14,-3.413463170792671e-13,2.664109702480752e-13,4.3725057929077246e-14,8.157338512412893e-15,4.7222186067493693e-14,4.15561170950982e-14
325,0.432,20000,20,-3.823212715267977e-13,-4.746680998766204e-14,-4.2978808151445973e-13,3.348544615391358e-13,5.4827958925554666e-14,1.028596866162124e-14,5.923192618585863e-14,5.210941741003561e-14
325,0.433,20000,20,-4.803330186653344e-13,-6.005095007681026e-14,-5.403839687421446e-13,4.2028206858852427e-13,6.865211468869718e-14,1.2951911568333496e-14,7.41902709235555e-14,6.524977723561483e-14
325,0.434,20000,20,-6.026202422177305e-13,-7.586612950505471e-14,-6.78486371722785e-13,5.267541127126756e-13,8.583956129943794e-14,1.6286064683669438e-14,9.279423113371138e-14,8.158776282154454e-14
325,0.435,20000,20,-7.549772502704931e-13,-9.57140861712015e-14,-8.506913364416943e-13,6.592631640992916e-13,1.0717767877524872e-13,2.0450017522623086e-14,1.1589894639927973e-13,1.0187222542081268e-13
325,0.436,20000,20,-9.445271698701902e-13,-1.2058834400452242e-13,-1.065115513874712e-12,8.239388258656676e-13,1.3363063558589654e-13,2.5642955286581977e-14,1.4455197908846968e-13,1.2702023928275078e-13
325,0.437,20000,20,-1.1800136590660017e-12,-1.5171830964816046e-13,-1.3317319687141618e-12,1.028295349417841e-12,1.663773017463022e-13,3.211004606533634e-14,1.8003468306455244e-13,1.5815320446719495e-13
325,0.438,20000,20,-1.4721536366906078e-12,-1.9062307925531043e-13,-1.6627767159459185e-12,1.2815305574352973e-12,2.0685688745082356e-13,4.015261464235445e-14,2.2391202634950832e-13,1.966403141600859e-13
325,0.439,20000,20,-1.8340631184704234e-12,-2.3917699386175176e-13,-2.073240112332175e-12,1.5948861246086726e-12,2.568237928693165e-13,5.014046435484652e-14,2.780924989596547e-13,2.441508048755462e-13
325,0.44,20000,20,-2.2817704983024696e-12,-2.9968938740546443e-13,-2.581459885707935e-12,1.9820811108970058e-12,3.1841342181819965e-13,6.252677742389183e-14,3.4490003161185314e-13,3.027166635190835e-13
325,0.441,20000,20,-2.834834252915298e-12,-3.750014529709881e-13,-3.2098357058862862e-12,2.4598327999443095e-12,3.942210234002968e-13,7.786610542259767e-14,4.271601945638521e-13,3.748077634055796e-13
325,0.442,20000,20,-3.5170851380832184e-12,-4.686037234524775e-13,-3.985688861535697e-12,3.048481414630741e-12,4.873959880025248e-13,9.683605710773173e-14,5.283033458986236e-13,4.63421748374607e-13
325,0.443,20000,20,-4.357516555143549e-12,-5.847783378699609e-13,-4.942294893013509e-12,3.7727382172735896e-12,6.017544447404272e-13,1.2026340301631557e-13,6.524878634603023e-13,5.721913873669014e-13
325,0.444,20000,20,-5.391350977425823e-12,-7.287710617517989e-13,-6.120122039177622e-12,4.6625799156740245e-12,7.419134949807411e-13,1.4915544767195302e-13,8.047471338398609e-13,7.055125893887698e-13
325,0.445,20000,20,-6.661315227712626e-12,-9.069989697639957e-13,-7.568314197476621e-12,5.7543162579486305e-12,9.134509804409465e-13,1.8473767398241919e-13,9.911645959173623e-13,8.686968098904781e-13
325,0.446,20000,20,-8.219163092235042e-12,-1.1273008046778087e-12,-9.346463896912855e-12,7.091862287557235e-12,1.1230953351808463e-12,2.2849884388818134e-13,1.2190818574132695e-12,1.0681522045346537e-12
325,0.447,20000,20,-1.0127490359353424e-11,-1.399238325899776e-12,-1.1526728685253202e-11,8.728252033453649e-12,1.3789508204379547e-12,2.8224494846206404e-13,1.4973457340236303e-12,1.3115986066777291e-12
325,0.448,20000,20,-1.2461895011802901e-11,-1.7344584841939384e-12,-1.4196353495996842e-11,1.0727436527608967e-11,1.6907643029327495e-12,3.4816364390875066e-13,1.8366010168863565e-12,1.60832223350763e-12
325,0.449,20000,20,-1.5313544125942404e-11,-2.1471280424466564e-12,-1.746067216838906e-11,1.3166416083495744e-11,2.0702407256635886e-12,4.289010923000125e-13,2.249636871896308e-12,1.969476977004069e-12
325,0.45,20000,20,-1.8792219202920386e-11,-2.6544543459362228e-12,-2.1446673548856612e-11,1.6137764856984166e-11,2.5314155515698963e-12,5.276534530832564e-13,2.7517960320966084e-12,2.408440225602158e-12
325,0.451,20000,20,-2.302992335708131e-11,-3.2773083758067816e-12,-2.6307231732888093e-11,1.9752614981274525e-11,3.0910937526881367e-12,6.482756498065768e-13,3.3614573822919984e-12,2.9412324082115917e-12
325,0.452,20000,20,-2.8185147218778824e-11,-4.04096904885172e-12,-3.222611626763056e-11,2.414417816992711e-11,3.769366390257427e-12,7.954104732845012e-13,4.100604175478168e-12,3.5870108734260867e-12
325,0.453,20000,20,-3.44479057967268e-11,-4.9760110148820436e-12,-3.942391681160885e-11,2.9471894781844753e-11,4.59021750623732e-12,9.74641585616236e-13,4.995491988166641e-12,4.368650334614009e-12
325,0.454,20000,20,-4.204567613742433e-11,-6.119362017292067e-12,-4.816503815471639e-11,3.5926314120132265e-11,5.582235947416779e-12,1.1926745680253359e-12,6.077432642986889e-12,5.313423949361699e-12
325,0.455,20000,20,-5.1250385689899237e-11,-7.515560299031738e-12,-5.876594598893097e-11,4.37348253908675e-11,6.77944889533268e-12,1.457550819400043e-12,7.383712731269452e-12,6.453801184822149e-12
325,0.456,20000,20,-6.238662413364338e-11,-9.218247640687573e-12,-7.160487177433096e-11,5.316837649295581e-11,8.222296306272633e-12,1.7788998727542127e-12,8.958668087310538e-12,7.828380976438416e-12
325,0.457,20000,20,-7.584127738535256e-11,-1.1291939505959658e-11,-8.71332168913122e-11,6.45493378793929e-11,9.958768205583513e-12,2.168236565864239e-12,1.0854938633921675e-11,9.482981346073515e-12
325,0.458,20000,20,-9.207481192480991e-11,-1.381412055022445e-11,-1.0588893247503435e-10,7.826069137458547e-11,1.2045729861375291e-11,2.639310493595795e-12,1.3134931472486407e-11,1.1471909638885448e-11
325,0.459,20000,20,-1.1163447086180879e-10,-1.6877721540448813e-11,-1.2851219240225757e-10,9.475674932135996e-11,1.4550463318692093e-11,3.208516297794832e-12,1.5872523969490285e-11,1.3859440900757665e-11
325,0.46,20000,20,-1.3516968072626748e-10,-2.059404267358167e-11,-1.557637233998491e-10,1.1457563805268578e-10,1.7552457642638492e-11,3.895374632391907e-12,1.9155042937362255e-11,1.6721535686485542e-11
325,0.461,20000,20,-1.6345001025679076e-10,-2.5096198514657132e-11,-1.8854620877144794e-10,1.3835381174213365e-10,2.1145484536112176e-11,4.723095094367766e-12,2.3085560864934865e-11,2.01478328022194e-11
325,0.462,20000,20,-1.9738606997637365e-10,-3.0543171470331026e-11,-2.2792924144670468e-10,1.668428985060426e-10,2.544000080494048e-11,5.719234054850848e-12,2.778555556878806e-11,2.4243957185098036e-11
325,0.463,20000,20,-2.3805379459710314e-10,-3.712457405073876e-11,-2.751783686478419e-10,2.0092922054636434e-10,3.056592448219498e-11,6.916462179874243e-12,3.3397985660179673e-11,2.9134188351766156e-11
325,0.464,20000,20,-2.867226098411071e-10,-4.5066235353372395e-11,-3.317888451944794e-10,2.416563744877347e-10,3.66758373376613e-11,8.353458519936318e-12,4.009084090424517e-11,3.496454065072609e-11
325,0.465,20000,20,-3.4488805168408987e-10,-5.4636744447549113e-11,-3.9952479613163906e-10,2.9025130723654084e-10,4.394867303212579e-11,1.0075950395877123e-11,4.806123394106768e-11,4.190631297778077e-11
325,0.466,20000,20,-4.1430947993283986e-10,-6.615510288855448e-11,-4.804645828213942e-10,3.4815437704428536e-10,5.2593957374531916e-11,1.2137920941882424e-11,5.7540107995961666e-11,5.01601727072785e-11
325,0.467,20000,20,-4.970536100741741e-10,-7.99996607097815e-11,-5.770532707839556e-10,4.170539493643927e-10,6.285667504816721e-11,1.4603009112473708e-11,6.879764418297913e-11,5.996084640306497e-11
325,0.468,20000,20,-5.955446781396179e-10,-9.661853521563324e-11,-6.921632133552511e-10,4.989261429239843e-10,7.50228458347733e-11,1.7546130248717816e-11,8.21494618557113e-11,7.158249845125063e-11
325,0.46900000000000003,20000,20,-7.126221535911655e-10,-1.165417400373797e-10,-8.291638936285455e-10,5.96080413553786e-10,8.94259028261762e-11,2.1055348960691624e-11,9.796371623617143e-11,8.534488815075743e-11
325,0.47000000000000003,20000,20,-8.516070256356327e-10,-1.4039528355329222e-10,-9.920023091889248e-10,7.112117420823406e-10,1.0645397541349087e-10,2.5234040151150337e-11,1.1666920930798682e-10,1.0162040605518722e-10
325,0.47100000000000003,20000,20,-1.0163778096038083e-09,-1.689175312723178e-10,-1.185295340876126e-09,8.474602783314904e-10,1.265581910222505e-10,3.020337851328825e-11,1.3876464274285017e-10,1.2084210152646301e-10
325,0.47200000000000003,20000,20,-1.2114575527715035e-09,-2.0297816652244794e-10,-1.4144357192939514e-09,1.0084793862490558e-09,1.502621216529396e-10,3.610520181868844e-11,1.6482915548491545e-10,1.4351282558068348e-10
325,0.47300000000000003,20000,20,-1.4421132639118144e-09,-2.4360012817972416e-10,-1.685713392091539e-09,1.1985131357320904e-09,1.7817251431877264e-10,4.3105298805899013e-11,1.955343035856253e-10,1.702156262184019e-10
325,0.47400000000000003,20000,20,-1.7144693485918433e-09,-2.91984953656625e-10,-2.006454302248468e-09,1.4224843949352186e-09,2.1099145846916122e-10,5.139717852230576e-11,2.3165765599503702e-10,2.016255475699451e-10
325,0.47500000000000003,20000,20,-2.035636803347681e-09,-3.495420103965208e-10,-2.385178813744202e-09,1.6860947929511603e-09,2.495301584615904e-10,6.120638459870594e-11,2.740981972988484e-10,2.3852299937855854e-10
325,0.47600000000000003,20000,20,-2.4138601069246277e-09,-4.1792216017509e-10,-2.831782267099718e-09,1.9959379467495377e-09,2.947244951015014e-10,7.279542518389939e-11,3.238937468579613e-10,2.81808879610615e-10
325,0.47700000000000004,20000,20,-2.858683946197562e-09,-4.990564680892715e-10,-3.3577404142868333e-09,2.3596274781082905e-09,3.476525772005273e-10,8.646939717115369e-11,3.822406234601132e-10,3.3252165033189434e-10
325,0.47800000000000004,20000,20,-3.3811421285513288e-09,-5.952006427392564e-10,-3.9763427712905855e-09,2.785941485812073e-09,4.09554501988216e-10,1.0258239194414785e-10,4.505158054196001e-10,3.91856585422174e-10
325,0.47900000000000004,20000,20,-3.993971261614497e-09,-7.089859763086926e-10,-4.7029572379231875e-09,3.2849852853058044e-09,4.818545620120646e-10,1.2154477918854843e-10,5.303018580294777e-10,4.611874282004519e-10
325,0.48,20000,20,-4.711852025402043e-09,-8.434776435683434e-10,-5.5553296689703864e-09,3.868374381833698e-09,5.661861558225779e-10,1.4383147538648165e-10,6.234149233343407e-10,5.420907175722893e-10
325,0.481,20000,20,-5.551681121005202e-09,-1.002241317809886e-09,-6.553922438815086e-09,4.5494398031953155e-09,6.644196801846244e-10,1.6999131445905486e-10,7.319360912751775e-10,6.363730628374575e-10
325,0.482,20000,20,-6.532877253709452e-09,-1.1894191699117618e-09,-7.722296423621216e-09,5.3434580837976915e-09,7.786937026907554e-10,2.006576496682755e-10,8.582464962706743e-10,7.461016697477503e-10
325,0.483,20000,20,-7.677724796232799e-09,-1.4098164346754798e-09,-9.087541230908278e-09,6.267908361557317e-09,9.114497353455687e-10,2.3656032834692554e-10,1.0050665091100127e-09,8.736384436845927e-10
325,0.484,20000,20,-9.011759078890019e-09,-1.6689998567747026e-09,-1.0680758935664723e-08,7.342759222115317e-09,1.0654709517980524e-09,2.7853919430134395e-10,1.1754994204935305e-09,1.0216780198254012e-09
325,0.485,20000,20,-1.056419756674643e-08,-1.973409467616142e-09,-1.2537607034362572e-08,8.590788099130287e-09,1.2439252132332576e-09,3.2755928682479835e-10,1.3730800394748093e-09,1.193290094738495e-09
325,0.486,20000,20,-1.236842150778946e-08,-2.3304852945783717e-09,-1.4698906802367839e-08,1.0037936213211087e-08,1.4504127902857437e-09,3.847279201570118e-10,1.601828657211295e-09,1.3919664588208634e-09
325,0.487,20000,20,-1.4462512968942537e-08,-2.748810765869216e-09,-1.7211323734811757e-08,1.1713702203073328e-08,1.6890191904512245e-09,4.513138429040345e-10,1.8663108535520552e-09,1.621673154162834e-09
325,0.488,20000,20,-1.6889852516125723e-08,-3.238274747966118e-09,-2.012812726409185e-08,1.365157776815961e-08,1.9643735220657242e-09,5.287686933557336e-10,2.1717036507782754e-09,1.8869082075523355e-09
325,0.489,20000,20,-1.9699783137780783e-08,-3.810254338528856e-09,-2.351003747630964e-08,1.5889528799251928e-08,2.281712846665512e-09,6.187509837530611e-10,2.5238685449125996e-09,2.192765413141221e-09
325,0.49,20000,20,-2.2948346355095494e-08,-4.477820735961895e-09,-2.7426167091057386e-08,1.8470525619133596e-08,2.646952991068395e-09,7.231528642952444e-10,2.929431970030593e-09,2.545004663471436e-09
325,0.491,20000,20,-2.669909680281267e-08,-5.255970717493994e-09,-3.195506752030665e-08,2.144312608531867e-08,3.0667663084193803e-09,8.441299359503542e-10,3.3958737744976707e-09,2.950129350744895e-09
325,0.492,20000,20,-3.1024001897649906e-08,-6.16188648064527e-09,-3.7185888378295175e-08,2.486211541700462e-08,3.548666893268261e-09,9.841343998332745e-10,3.931624309523443e-09,3.4154713820190514e-09
325,0.493,20000,20,-3.6004433532011566e-08,-7.215226838007572e-09,-4.321966037001914e-08,2.878920669400399e-08,4.10110376899464e-09,1.1459518499114645e-09,4.546170749324946e-09,3.949284371976441e-09
325,0.494,20000,20,-4.1732259033295217e-08,-8.438453001949947e-09,-5.017071203524517e-08,3.3293806031345266e-08,4.7335625760327246e-09,1.332742034937299e-09,5.250173277931537e-09,4.560845594569754e-09
325,0.495,20000,20,-4.8311038907377884e-08,-9.857192453524459e-09,-5.816823136090234e-08,3.845384645385344e-08,5.45667629578621e-09,1.5480839346033648e-09,6.055591789595899e-09,5.2605672896488125e-09
325,0.496,20000,20,-5.585733913193335e-08,-1.1500644657635153e-08,-6.735798378956849e-08,4.43566944742982e-08,6.282345547244782e-09,1.7960255137666888e-09,6.975823757210265e-09,6.060117932063314e-09
325,0.497,20000,20,-6.450216597342058e-08,-1.340203266330075e-08,-7.790419863672135e-08,5.1100133310119846e-08,7.223868990455905e-09,2.0811385369496447e-09,8.025853925324326e-09,6.97255407808722e-09
325,0.498,20000,20,-7.439253146260108e-08,-1.559910491219688e-08,-8.999163637479795e-08,5.879342655040421e-08,8.296084362471084e-09,2.4085788429317504e-09,9.2224164805381e-09,8.012463406669057e-09
325,0.499,20000,20,-8.569315776831303e-08,-1.8134691868869087e-08,-1.0382784963718213e-07,6.755846589944397e-08,9.515520656458875e-09,2.784152495796543e-09,1.0584170341391698e-08,9.196119570291363e-09
325,0.5,20000,20,-9.858832874822258e-08,-2.1057322380013458e-08,-1.1964565112823604e-07,7.753100636820912e-08,1.09005619325939e-08,3.2143882439573612e-09,1.2131888191529834e-08,1.0541649461380886e-08
325,0.501,20000,20,-1.1328389691818715e-07,-2.4421904965597116e-08,-1.3770580188378425e-07,8.886199195259006e-08,1.2471623219343795e-08,3.7066167320913135e-09,1.3888659853029007e-08,1.2069213484508815e-08
325,0.502,20000,20,-1.3000945395772645e-07,-2.8290479538523816e-08,-1.5829993349625035e-07,1.0171897441920269e-07,1.4251338925093735e-08,4.269056922160271e-09,1.5880110560434763e-08,1.3801199401263682e-08
325,0.503,20000,20,-1.4902067264655973e-07,-3.273304533879966e-08,-1.8175371798535944e-07,1.1628762730776006e-07,1.6264764131909997e-08,4.9109101883622574e-09,1.813463464938947e-08,1.5762430282885176e-08
325,0.504,20000,20,-1.7060182779433015e-07,-3.782847114906299e-08,-2.0843029894339318e-07,1.3277335664526715e-07,1.8539589084876464e-08,5.642462556472116e-09,2.068364511584032e-08,1.798038706470179e-08
325,0.505,20000,20,-1.9506850327029656e-07,-4.366549412676326e-08,-2.387339973970598e-07,1.5140300914353323e-07,2.1106367121109702e-08,6.475195560103065e-09,2.3561839431848807e-08,2.0485446145326033e-08
325,0.506,20000,20,-2.2277049164954516e-07,-5.034381383963029e-08,-2.731143054891755e-07,1.7242667780991488e-07,2.3998756201569126e-08,7.421906184434794e-09,2.6807481921151643e-08,2.331113241163835e-08
325,0.507,20000,20,-2.5409489225444126e-07,-5.7975288320237654e-08,-3.120701805746789e-07,1.9611960393420362e-07,2.7253774115462325e-08,8.496836361356773e-09,3.046270290105681e-08,2.6494387997056703e-08
325,0.508,20000,20,-2.8946941247234416e-07,-6.668523915688853e-08,-3.561546516292327e-07,2.2278417331545562e-07,3.0912067320847455e-08,9.715812468211016e-09,3.45738146863208e-08,3.0075856994739953e-08
325,0.509,20000,20,-3.2936587616061096e-07,-7.661387280562998e-08,-4.0597974896624095e-07,2.5275200335498097e-07,3.501819326543504e-08,1.1096395264799259e-08,3.919164442470904e-08,3.4100186248512076e-08
325,0.51,20000,20,-3.7430394169574345e-07,-8.791782543534976e-08,-4.622217671310932e-07,2.863861162603937e-07,3.962091589818937e-08,1.2658040679454135e-08,4.4371883592477875e-08,3.861634223180409e-08
325,0.511,20000,20,-4.2485503077431864e-07,-1.0077183869761323e-07,-5.25626869471932e-07,3.2408319207670536e-07,4.47735139348965e-08,1.4422271824172817e-08,5.017545382070578e-08,4.3677943898306645e-08
325,0.512,20000,20,-4.81646467418295e-07,-1.1537057383758708e-07,-5.970170412558822e-07,3.66275893580708e-07,5.053410127920125e-08,1.6412862580473696e-08,5.6668888549959315e-08,4.9343611246811425e-08
325,0.513,20000,20,-5.453658247677653e-07,-1.3193057152417165e-07,-6.77296396291937e-07,4.1343525324359367e-07,5.696595882480708e-08,1.8656033051191838e-08,6.39247298212186e-08,5.5677329186642636e-08
325,0.514,20000,20,-6.167654751520404e-07,-1.5069236466793543e-07,-7.674578398199759e-07,4.66073110484105e-07,6.413787667475301e-08,2.1180657118307778e-08,7.202193930543357e-08,6.274882611892229e-08
