parent_N,child_N,parent_delta_M,parent_se,child_lineage_delta_M,child_se,ratio,ratio_se_delta_method,target_ratio,fixed_prediction_residual,residual_se,residual_z,parent_child_batch_correlation
65,130,0.00124948,7.795558497171853e-05,-0.00046699999999999997,8.951217963512174e-05,-0.3737554822806287,0.07259670251131789,-0.3242098886627524,-6.190622831366412e-05,9.000986532230959e-05,-0.6877715913915518,-0.1214297874802252
85,170,0.00101189,9.014342656303482e-05,-0.00023764,9.199650138275186e-05,-0.23484766130705906,0.09391459980415966,-0.3242098886627524,9.042474423895252e-05,9.737726254338506e-05,0.9286022411922398,0.03065712498428115
