n,batch,samples,p_ref,channel,a1,b1,a2,b2,first_primal_sum,first_matching_sum,second_primal_sum,second_matching_sum
130,0,1000000,0.59274605078999998,cross,11,3,9,7,311382,312017,311238,311426
130,0,1000000,0.59274605078999998,both,11,3,9,7,350554,351189,350483,350671
130,0,1000000,0.59274605078999998,either,11,3,9,7,687983,688618,688574,688762
130,0,1000000,0.59274605078999998,direction_0,11,3,9,7,519400,520035,520189,520377
130,0,1000000,0.59274605078999998,direction_1,11,3,9,7,519137,519772,518868,519056
130,1,1000000,0.59274605078999998,cross,11,3,9,7,311797,311573,311687,311080
130,1,1000000,0.59274605078999998,both,11,3,9,7,351512,351288,351200,350593
130,1,1000000,0.59274605078999998,either,11,3,9,7,688427,688203,688920,688313
130,1,1000000,0.59274605078999998,direction_0,11,3,9,7,519206,518982,519506,518899
130,1,1000000,0.59274605078999998,direction_1,11,3,9,7,520733,520509,520614,520007
130,2,1000000,0.59274605078999998,cross,11,3,9,7,311669,311654,310958,311643
130,2,1000000,0.59274605078999998,both,11,3,9,7,350819,350804,350441,351126
130,2,1000000,0.59274605078999998,either,11,3,9,7,688346,688331,688357,689042
130,2,1000000,0.59274605078999998,direction_0,11,3,9,7,519770,519755,519209,519894
130,2,1000000,0.59274605078999998,direction_1,11,3,9,7,519395,519380,519589,520274
130,3,1000000,0.59274605078999998,cross,11,3,9,7,311171,311706,311541,311881
130,3,1000000,0.59274605078999998,both,11,3,9,7,350710,351245,350990,351330
130,3,1000000,0.59274605078999998,either,11,3,9,7,688294,688829,688119,688459
130,3,1000000,0.59274605078999998,direction_0,11,3,9,7,519811,520346,520266,520606
130,3,1000000,0.59274605078999998,direction_1,11,3,9,7,519193,519728,518843,519183
130,4,1000000,0.59274605078999998,cross,11,3,9,7,310794,311843,311331,312767
130,4,1000000,0.59274605078999998,both,11,3,9,7,350446,351495,350804,352240
130,4,1000000,0.59274605078999998,either,11,3,9,7,688157,689206,687233,688669
130,4,1000000,0.59274605078999998,direction_0,11,3,9,7,519380,520429,518892,520328
130,4,1000000,0.59274605078999998,direction_1,11,3,9,7,519223,520272,519145,520581
130,5,1000000,0.59274605078999998,cross,11,3,9,7,311774,311589,311186,310898
130,5,1000000,0.59274605078999998,both,11,3,9,7,350996,350811,350877,350589
130,5,1000000,0.59274605078999998,either,11,3,9,7,688411,688226,689102,688814
130,5,1000000,0.59274605078999998,direction_0,11,3,9,7,519435,519250,520064,519776
130,5,1000000,0.59274605078999998,direction_1,11,3,9,7,519972,519787,519915,519627
130,6,1000000,0.59274605078999998,cross,11,3,9,7,311662,311345,311858,311879
130,6,1000000,0.59274605078999998,both,11,3,9,7,350955,350638,351440,351461
130,6,1000000,0.59274605078999998,either,11,3,9,7,688655,688338,688121,688142
130,6,1000000,0.59274605078999998,direction_0,11,3,9,7,519788,519471,519945,519966
130,6,1000000,0.59274605078999998,direction_1,11,3,9,7,519822,519505,519616,519637
130,7,1000000,0.59274605078999998,cross,11,3,9,7,310715,312218,311033,312116
130,7,1000000,0.59274605078999998,both,11,3,9,7,350260,351763,350626,351709
130,7,1000000,0.59274605078999998,either,11,3,9,7,687782,689285,687884,688967
130,7,1000000,0.59274605078999998,direction_0,11,3,9,7,518896,520399,519319,520402
130,7,1000000,0.59274605078999998,direction_1,11,3,9,7,519146,520649,519191,520274
130,8,1000000,0.59274605078999998,cross,11,3,9,7,310829,311701,310970,312649
130,8,1000000,0.59274605078999998,both,11,3,9,7,349940,350812,350402,352081
130,8,1000000,0.59274605078999998,either,11,3,9,7,688299,689171,687351,689030
130,8,1000000,0.59274605078999998,direction_0,11,3,9,7,519213,520085,519249,520928
130,8,1000000,0.59274605078999998,direction_1,11,3,9,7,519026,519898,518504,520183
130,9,1000000,0.59274605078999998,cross,11,3,9,7,311776,311999,311094,311813
130,9,1000000,0.59274605078999998,both,11,3,9,7,351230,351453,350700,351419
130,9,1000000,0.59274605078999998,either,11,3,9,7,688001,688224,688187,688906
130,9,1000000,0.59274605078999998,direction_0,11,3,9,7,519487,519710,518998,519717
130,9,1000000,0.59274605078999998,direction_1,11,3,9,7,519744,519967,519889,520608
130,10,1000000,0.59274605078999998,cross,11,3,9,7,311255,311582,311098,312094
130,10,1000000,0.59274605078999998,both,11,3,9,7,350591,350918,350791,351787
130,10,1000000,0.59274605078999998,either,11,3,9,7,688418,688745,687906,688902
130,10,1000000,0.59274605078999998,direction_0,11,3,9,7,519630,519957,519823,520819
130,10,1000000,0.59274605078999998,direction_1,11,3,9,7,519379,519706,518874,519870
130,11,1000000,0.59274605078999998,cross,11,3,9,7,310943,311332,311240,311647
130,11,1000000,0.59274605078999998,both,11,3,9,7,350616,351005,350948,351355
130,11,1000000,0.59274605078999998,either,11,3,9,7,688668,689057,688353,688760
130,11,1000000,0.59274605078999998,direction_0,11,3,9,7,519337,519726,520072,520479
130,11,1000000,0.59274605078999998,direction_1,11,3,9,7,519947,520336,519229,519636
130,12,1000000,0.59274605078999998,cross,11,3,9,7,312096,311088,311414,312301
130,12,1000000,0.59274605078999998,both,11,3,9,7,351432,350424,350854,351741
130,12,1000000,0.59274605078999998,either,11,3,9,7,688912,687904,687699,688586
130,12,1000000,0.59274605078999998,direction_0,11,3,9,7,520049,519041,519518,520405
130,12,1000000,0.59274605078999998,direction_1,11,3,9,7,520295,519287,519035,519922
130,13,1000000,0.59274605078999998,cross,11,3,9,7,311912,310572,310810,311585
130,13,1000000,0.59274605078999998,both,11,3,9,7,351366,350026,350660,351435
130,13,1000000,0.59274605078999998,either,11,3,9,7,689428,688088,688415,689190
130,13,1000000,0.59274605078999998,direction_0,11,3,9,7,520267,518927,519743,520518
130,13,1000000,0.59274605078999998,direction_1,11,3,9,7,520527,519187,519332,520107
130,14,1000000,0.59274605078999998,cross,11,3,9,7,311544,312141,311610,311595
130,14,1000000,0.59274605078999998,both,11,3,9,7,351199,351796,351161,351146
130,14,1000000,0.59274605078999998,either,11,3,9,7,687859,688456,688405,688390
130,14,1000000,0.59274605078999998,direction_0,11,3,9,7,519199,519796,520117,520102
130,14,1000000,0.59274605078999998,direction_1,11,3,9,7,519859,520456,519449,519434
130,15,1000000,0.59274605078999998,cross,11,3,9,7,311654,312427,311187,311611
130,15,1000000,0.59274605078999998,both,11,3,9,7,350778,351551,350705,351129
130,15,1000000,0.59274605078999998,either,11,3,9,7,687573,688346,688389,688813
130,15,1000000,0.59274605078999998,direction_0,11,3,9,7,519553,520326,519953,520377
130,15,1000000,0.59274605078999998,direction_1,11,3,9,7,518798,519571,519141,519565
130,16,1000000,0.59274605078999998,cross,11,3,9,7,311559,311224,311332,311701
130,16,1000000,0.59274605078999998,both,11,3,9,7,351151,350816,350669,351038
130,16,1000000,0.59274605078999998,either,11,3,9,7,688776,688441,688299,688668
130,16,1000000,0.59274605078999998,direction_0,11,3,9,7,519705,519370,518790,519159
130,16,1000000,0.59274605078999998,direction_1,11,3,9,7,520222,519887,520178,520547
130,17,1000000,0.59274605078999998,cross,11,3,9,7,311865,311354,311574,311704
130,17,1000000,0.59274605078999998,both,11,3,9,7,351216,350705,350853,350983
130,17,1000000,0.59274605078999998,either,11,3,9,7,688646,688135,688296,688426
130,17,1000000,0.59274605078999998,direction_0,11,3,9,7,519526,519015,519172,519302
130,17,1000000,0.59274605078999998,direction_1,11,3,9,7,520336,519825,519977,520107
130,18,1000000,0.59274605078999998,cross,11,3,9,7,312139,311147,311312,311728
130,18,1000000,0.59274605078999998,both,11,3,9,7,351227,350235,350790,351206
130,18,1000000,0.59274605078999998,either,11,3,9,7,688853,687861,688272,688688
