n,batch,samples,p_ref,channel,a1,b1,a2,b2,first_primal_sum,first_matching_sum,second_primal_sum,second_matching_sum
85,0,1000000,0.59274605078999998,cross,9,2,7,6,312704,311976,312755,312192
85,0,1000000,0.59274605078999998,both,9,2,7,6,350762,350034,351125,350562
85,0,1000000,0.59274605078999998,either,9,2,7,6,688024,687296,687808,687245
85,0,1000000,0.59274605078999998,direction_0,9,2,7,6,519385,518657,519405,518842
85,0,1000000,0.59274605078999998,direction_1,9,2,7,6,519401,518673,519528,518965
85,1,1000000,0.59274605078999998,cross,9,2,7,6,313108,311701,313036,312364
85,1,1000000,0.59274605078999998,both,9,2,7,6,351284,349877,351156,350484
85,1,1000000,0.59274605078999998,either,9,2,7,6,688299,686892,687636,686964
85,1,1000000,0.59274605078999998,direction_0,9,2,7,6,519803,518396,519197,518525
85,1,1000000,0.59274605078999998,direction_1,9,2,7,6,519780,518373,519595,518923
85,2,1000000,0.59274605078999998,cross,9,2,7,6,312652,312098,313220,311702
85,2,1000000,0.59274605078999998,both,9,2,7,6,351070,350516,351590,350072
85,2,1000000,0.59274605078999998,either,9,2,7,6,687902,687348,688298,686780
85,2,1000000,0.59274605078999998,direction_0,9,2,7,6,519709,519155,519898,518380
85,2,1000000,0.59274605078999998,direction_1,9,2,7,6,519263,518709,519990,518472
85,3,1000000,0.59274605078999998,cross,9,2,7,6,313032,311541,311904,312409
85,3,1000000,0.59274605078999998,both,9,2,7,6,350993,349502,350427,350932
85,3,1000000,0.59274605078999998,either,9,2,7,6,688459,686968,687591,688096
85,3,1000000,0.59274605078999998,direction_0,9,2,7,6,519426,517935,518417,518922
85,3,1000000,0.59274605078999998,direction_1,9,2,7,6,520026,518535,519601,520106
85,4,1000000,0.59274605078999998,cross,9,2,7,6,312469,312758,312187,313103
85,4,1000000,0.59274605078999998,both,9,2,7,6,350406,350695,350466,351382
85,4,1000000,0.59274605078999998,either,9,2,7,6,687242,687531,686897,687813
85,4,1000000,0.59274605078999998,direction_0,9,2,7,6,518816,519105,518571,519487
85,4,1000000,0.59274605078999998,direction_1,9,2,7,6,518832,519121,518792,519708
85,5,1000000,0.59274605078999998,cross,9,2,7,6,312807,311936,312453,313002
85,5,1000000,0.59274605078999998,both,9,2,7,6,351113,350242,350711,351260
85,5,1000000,0.59274605078999998,either,9,2,7,6,688064,687193,686998,687547
85,5,1000000,0.59274605078999998,direction_0,9,2,7,6,519995,519124,518778,519327
85,5,1000000,0.59274605078999998,direction_1,9,2,7,6,519182,518311,518931,519480
85,6,1000000,0.59274605078999998,cross,9,2,7,6,311870,312324,312210,313368
85,6,1000000,0.59274605078999998,both,9,2,7,6,350177,350631,350786,351944
85,6,1000000,0.59274605078999998,either,9,2,7,6,687676,688130,686632,687790
85,6,1000000,0.59274605078999998,direction_0,9,2,7,6,518845,519299,518733,519891
85,6,1000000,0.59274605078999998,direction_1,9,2,7,6,519008,519462,518685,519843
85,7,1000000,0.59274605078999998,cross,9,2,7,6,312426,312214,312309,312584
85,7,1000000,0.59274605078999998,both,9,2,7,6,350625,350413,351162,351437
85,7,1000000,0.59274605078999998,either,9,2,7,6,687786,687574,687416,687691
