n,batch,samples,p_ref,channel,a1,b1,a2,b2,first_primal_sum,first_matching_sum,second_primal_sum,second_matching_sum
170,27,1000000,0.59274605078999998,direction_0,13,1,11,7,520548,518793,519447,520420
170,27,1000000,0.59274605078999998,direction_1,13,1,11,7,521206,519451,519795,520768
170,28,1000000,0.59274605078999998,cross,13,1,11,7,311380,310367,312621,310204
170,28,1000000,0.59274605078999998,both,13,1,11,7,351192,350179,352809,350392
170,28,1000000,0.59274605078999998,either,13,1,11,7,689633,688620,689796,687379
170,28,1000000,0.59274605078999998,direction_0,13,1,11,7,520347,519334,521104,518687
170,28,1000000,0.59274605078999998,direction_1,13,1,11,7,520478,519465,521501,519084
170,29,1000000,0.59274605078999998,cross,13,1,11,7,311345,310528,310754,311147
170,29,1000000,0.59274605078999998,both,13,1,11,7,351286,350469,350485,350878
170,29,1000000,0.59274605078999998,either,13,1,11,7,689472,688655,688853,689246
170,29,1000000,0.59274605078999998,direction_0,13,1,11,7,520276,519459,519266,519659
170,29,1000000,0.59274605078999998,direction_1,13,1,11,7,520482,519665,520072,520465
170,30,1000000,0.59274605078999998,cross,13,1,11,7,311300,311674,310957,311529
170,30,1000000,0.59274605078999998,both,13,1,11,7,351571,351945,351017,351589
170,30,1000000,0.59274605078999998,either,13,1,11,7,688326,688700,688471,689043
170,30,1000000,0.59274605078999998,direction_0,13,1,11,7,519671,520045,519434,520006
170,30,1000000,0.59274605078999998,direction_1,13,1,11,7,520226,520600,520054,520626
170,31,1000000,0.59274605078999998,cross,13,1,11,7,311327,311174,311386,310590
170,31,1000000,0.59274605078999998,both,13,1,11,7,351378,351225,351352,350556
170,31,1000000,0.59274605078999998,either,13,1,11,7,688826,688673,689410,688614
170,31,1000000,0.59274605078999998,direction_0,13,1,11,7,520477,520324,520281,519485
170,31,1000000,0.59274605078999998,direction_1,13,1,11,7,519727,519574,520481,519685
170,32,1000000,0.59274605078999998,cross,13,1,11,7,311484,311287,310545,310941
170,32,1000000,0.59274605078999998,both,13,1,11,7,351833,351636,351017,351413
