n,batch,samples,p_ref,channel,a1,b1,a2,b2,first_primal_sum,first_matching_sum,second_primal_sum,second_matching_sum
65,0,1000000,0.59274605078999998,cross,8,1,7,4,314552,313243,313521,313938
65,0,1000000,0.59274605078999998,both,8,1,7,4,351192,349883,350599,351016
65,0,1000000,0.59274605078999998,either,8,1,7,4,686757,685448,686062,686479
65,0,1000000,0.59274605078999998,direction_0,8,1,7,4,519267,517958,518601,519018
65,0,1000000,0.59274605078999998,direction_1,8,1,7,4,518682,517373,518060,518477
65,1,1000000,0.59274605078999998,cross,8,1,7,4,314230,312859,313203,313803
65,1,1000000,0.59274605078999998,both,8,1,7,4,351501,350130,350701,351301
65,1,1000000,0.59274605078999998,either,8,1,7,4,687141,685770,686197,686797
65,1,1000000,0.59274605078999998,direction_0,8,1,7,4,519272,517901,518109,518709
65,1,1000000,0.59274605078999998,direction_1,8,1,7,4,519370,517999,518789,519389
65,2,1000000,0.59274605078999998,cross,8,1,7,4,313763,312953,313447,313713
65,2,1000000,0.59274605078999998,both,8,1,7,4,350474,349664,350539,350805
65,2,1000000,0.59274605078999998,either,8,1,7,4,687047,686237,686287,686553
65,2,1000000,0.59274605078999998,direction_0,8,1,7,4,519011,518201,517966,518232
65,2,1000000,0.59274605078999998,direction_1,8,1,7,4,518510,517700,518860,519126
65,3,1000000,0.59274605078999998,cross,8,1,7,4,313675,312849,312889,313028
65,3,1000000,0.59274605078999998,both,8,1,7,4,350866,350040,350319,350458
65,3,1000000,0.59274605078999998,either,8,1,7,4,687151,686325,686972,687111
65,3,1000000,0.59274605078999998,direction_0,8,1,7,4,519068,518242,518498,518637
65,3,1000000,0.59274605078999998,direction_1,8,1,7,4,518949,518123,518793,518932
65,4,1000000,0.59274605078999998,cross,8,1,7,4,314078,312402,313687,313699
65,4,1000000,0.59274605078999998,both,8,1,7,4,351056,349380,351008,351020
65,4,1000000,0.59274605078999998,either,8,1,7,4,687598,685922,686301,686313
65,4,1000000,0.59274605078999998,direction_0,8,1,7,4,519287,517611,518680,518692
65,4,1000000,0.59274605078999998,direction_1,8,1,7,4,519367,517691,518629,518641
65,5,1000000,0.59274605078999998,cross,8,1,7,4,313172,313410,313001,314357
65,5,1000000,0.59274605078999998,both,8,1,7,4,350573,350811,349946,351302
65,5,1000000,0.59274605078999998,either,8,1,7,4,686590,686828,685643,686999
65,5,1000000,0.59274605078999998,direction_0,8,1,7,4,518463,518701,517933,519289
65,5,1000000,0.59274605078999998,direction_1,8,1,7,4,518700,518938,517656,519012
65,6,1000000,0.59274605078999998,cross,8,1,7,4,312852,313413,312646,314002
65,6,1000000,0.59274605078999998,both,8,1,7,4,349624,350185,350045,351401
65,6,1000000,0.59274605078999998,either,8,1,7,4,686587,687148,685998,687354
65,6,1000000,0.59274605078999998,direction_0,8,1,7,4,517904,518465,518195,519551
65,6,1000000,0.59274605078999998,direction_1,8,1,7,4,518307,518868,517848,519204
65,7,1000000,0.59274605078999998,cross,8,1,7,4,313773,312757,313110,313896
65,7,1000000,0.59274605078999998,both,8,1,7,4,350952,349936,350163,350949
65,7,1000000,0.59274605078999998,either,8,1,7,4,687243,686227,686104,686890
65,7,1000000,0.59274605078999998,direction_0,8,1,7,4,518841,517825,518278,519064
65,7,1000000,0.59274605078999998,direction_1,8,1,7,4,519354,518338,517989,518775
65,8,1000000,0.59274605078999998,cross,8,1,7,4,313477,312780,312984,313959
65,8,1000000,0.59274605078999998,both,8,1,7,4,350472,349775,350113,351088
65,8,1000000,0.59274605078999998,either,8,1,7,4,687220,686523,686041,687016
65,8,1000000,0.59274605078999998,direction_0,8,1,7,4,518923,518226,517916,518891
65,8,1000000,0.59274605078999998,direction_1,8,1,7,4,518769,518072,518238,519213
65,9,1000000,0.59274605078999998,cross,8,1,7,4,314589,312996,313416,313977
65,9,1000000,0.59274605078999998,both,8,1,7,4,351433,349840,350410,350971
65,9,1000000,0.59274605078999998,either,8,1,7,4,687004,685411,686023,686584
65,9,1000000,0.59274605078999998,direction_0,8,1,7,4,519080,517487,518042,518603
65,9,1000000,0.59274605078999998,direction_1,8,1,7,4,519357,517764,518391,518952
65,10,1000000,0.59274605078999998,cross,8,1,7,4,313535,312648,312973,314296
65,10,1000000,0.59274605078999998,both,8,1,7,4,350586,349699,350306,351629
65,10,1000000,0.59274605078999998,either,8,1,7,4,687352,686465,685704,687027
65,10,1000000,0.59274605078999998,direction_0,8,1,7,4,518966,518079,517940,519263
65,10,1000000,0.59274605078999998,direction_1,8,1,7,4,518972,518085,518070,519393
65,11,1000000,0.59274605078999998,cross,8,1,7,4,314603,312416,314137,312976
65,11,1000000,0.59274605078999998,both,8,1,7,4,351706,349519,351171,350010
65,11,1000000,0.59274605078999998,either,8,1,7,4,687584,685397,687024,685863
65,11,1000000,0.59274605078999998,direction_0,8,1,7,4,519322,517135,519048,517887
65,11,1000000,0.59274605078999998,direction_1,8,1,7,4,519968,517781,519147,517986
65,12,1000000,0.59274605078999998,cross,8,1,7,4,312754,312822,313283,314044
65,12,1000000,0.59274605078999998,both,8,1,7,4,349790,349858,350551,351312
65,12,1000000,0.59274605078999998,either,8,1,7,4,687178,687246,685956,686717
65,12,1000000,0.59274605078999998,direction_0,8,1,7,4,518528,518596,517761,518522
65,12,1000000,0.59274605078999998,direction_1,8,1,7,4,518440,518508,518746,519507
65,13,1000000,0.59274605078999998,cross,8,1,7,4,313543,313509,313519,313805
