n,a,b,orientation,batch,samples,sum_k1,sum_k2,sum_i0,sum_i1,sum_i2,sum_k,sum_kk,sum_edges,sum_i0k,sum_i2k,sum_i0kk,sum_i2kk,sum_i0edges,sum_i2edges,sum_q,sum_e,sum_s,sum_chi,sum_cb,sum_cw,sum_faces,sum_i0s,sum_i2s,sum_q_q,sum_q_e,sum_q_k,sum_q_kk,sum_q_edges,sum_q_s,sum_q_chi,sum_q_cb,sum_q_cw,sum_e_e,sum_e_k,sum_e_kk,sum_e_edges,sum_e_s,sum_e_chi,sum_e_cb,sum_e_cw,sum_k_k,sum_k_kk,sum_k_edges,sum_k_s,sum_k_chi,sum_k_cb,sum_k_cw,sum_kk_kk,sum_kk_edges,sum_kk_s,sum_kk_chi,sum_kk_cb,sum_kk_cw,sum_edges_edges,sum_edges_s,sum_edges_chi,sum_edges_cb,sum_edges_cw,sum_s_s,sum_s_chi,sum_s_cb,sum_s_cw,sum_chi_chi,sum_chi_cb,sum_chi_cw,sum_cb_cb,sum_cb_cw,sum_cw_cw
130,9,7,second,24,200,14686,16369,62,71,67,15523,1195678,18505,4519,5490,325896,445686,5009,6956,5,129,1391,284,840,551,3266,465,455,129,5,971,119790,1947,-10,-473,-177,167,129,10009,771582,11965,920,185,555,365,1211201,93792986,1451764,107421,18292,63342,44079,7302271460,113035750,8239820,1119638,4739624,3500196,1752337,126999,16492,72719,54280,10699,2677,6683,4016,3800,3002,-325,4754,1929,2087
130,11,3,first,25,200,14558,16350,58,80,62,15516,1194186,18511,4239,5049,306956,407154,4749,6354,4,120,1438,322,882,556,3317,439,444,120,4,810,100198,1605,5,-425,-150,155,120,9288,714110,11103,883,173,530,353,1209702,93558816,1449829,111172,21558,66770,44402,7270630092,112638218,8531448,1397466,5014556,3516892,1747681,131952,21129,77343,54609,11296,2831,7066,4230,3674,3040,-209,4978,2088,2142
130,9,7,second,25,200,14582,16403,56,77,67,15516,1194186,18571,4117,5482,299920,444176,4620,6925,11,123,1414,309,867,547,3364,417,468,123,11,1365,144256,2305,51,-364,-95,146,123,9599,744096,11545,885,170,533,352,1209702,93558816,1454737,109280,20873,65759,43521,7270630092,113034212,8383528,1369336,4948560,3434968,1760049,129914,20607,76413,53501,10908,2659,6809,4099,3249,2772,-113,4743,2066,2033
130,11,3,first,26,200,14641,16456,64,79,57,15331,1165596,18048,4716,4588,344352,365842,5315,5692,-7,121,1474,393,930,544,3110,494,383,121,-7,-128,21490,377,-111,-382,-186,75,121,9304,710194,11007,877,214,542,335,1180927,90219666,1396050,112403,27193,69734,42669,6925746240,107101566,8505546,1844404,5185720,3319826,1659574,131065,28002,79722,51343,11908,3693,7745,4163,3683,3497,196,5528,2217,1946
130,9,7,second,26,200,14710,16320,67,71,62,15331,1165596,18119,4912,4977,356646,395660,5469,6161,-5,129,1428,343,883,545,3131,535,411,129,-5,65,39014,692,-124,-397,-196,72,129,9889,752306,11630,946,231,586,360,1180927,90219666,1402137,108949,23502,66258,42691,6925746240,107615416,8247148,1573990,4930076,3317072,1674977,127808,23656,76078,51730,11048,3088,7006,4042,3205,2948,140,4879,2127,1915
130,11,3,first,27,200,14607,16264,53,77,70,15489,1191370,18460,3836,5709,274810,462002,4233,7197,17,123,1442,331,895,547,3302,395,505,123,17,1873,187192,2964,110,-345,-56,166,123,9545,736812,11430,900,175,546,354,1206859,93402266,1447182,111115,21784,67386,43729,7273978844,112701610,8511198,1373522,5035956,3475242,1749114,131465,20565,77497,53968,11480,2976,7283,4197,3815,3223,-247,5225,2058,2139
130,9,7,second,27,200,14797,16450,65,72,63,15489,1191370,18519,4765,5147,345906,417504,5312,6549,-2,128,1440,312,875,565,3342,508,438,128,-2,382,71598,1237,-70,-452,-197,127,128,9912,763410,11861,946,218,581,365,1206859,93402266,1451624,111079,20247,65854,45225,7273978844,113030686,8515964,1250650,4919106,3596858,1759205,131956,18681,75937,56019,11356,2814,7050,4306,3656,3009,-195,4931,2119,2187
130,11,3,first,28,200,14684,16275,57,76,67,15482,1189870,18427,4147,5442,298712,438272,4548,6832,10,124,1399,353,881,518,3298,444,427,124,10,1295,139560,2284,-17,-357,-125,108,124,9589,736984,11380,871,225,553,318,1205352,93166496,1442709,107808,24047,66575,41233,7242136436,112140410,8254194,1594770,4994262,3259932,1739783,127112,23778,76587,50525,10663,3120,6883,3780,3357,3060,60,4909,1974,1806
130,9,7,second,28,200,14630,16325,60,78,62,15482,1189870,18483,4339,5074,310608,411556,4763,6443,2,122,1388,300,845,543,3301,445,431,122,2,735,100948,1680,-14,-420,-156,142,122,9413,722164,11206,876,198,538,338,1205352,93166496,1447725,106943,19456,63567,43376,7242136436,112577154,8188240,1205804,4747496,3440744,1752627,126602,17628,72955,53647,10730,2816,6766,3964,3644,3020,-204,4815,1951,2013
130,11,3,first,29,200,14542,16213,57,74,69,15375,1172396,18233,4118,5567,294318,444776,4520,6960,12,126,1418,318,874,544,3176,445,461,126,12,1449,150458,2440,16,-420,-139,155,126,9685,739094,11480,906,204,561,345,1187771,91014634,1415085,108419,21196,65532,42887,7007958760,108932578,8226612,1371338,4874204,3352408,1696315,127299,20651,75195,52104,10928,2982,6963,3965,3470,3016,-34,4920,2043,1922
130,9,7,second,29,200,14519,16431,61,79,60,15375,1172396,18109,4405,4890,314676,394470,4769,6098,-1,121,1465,422,943,522,3156,531,399,121,-1,485,79794,1329,-132,-485,-248,116,121,9295,709146,10867,930,299,614,316,1187771,91014634,1405942,111686,29329,70750,40936,7007958760,108262004,8448062,2001200,5264528,3183534,1675215,129797,29782,80454,49343,11933,4195,7998,3935,4114,3912,283,5831,2167,1768
130,11,3,first,30,200,14816,16374,75,64,61,15371,1172902,18081,5434,4976,389458,402366,5950,6277,-14,136,1470,430,943,527,3140,587,427,136,-14,-458,12908,327,-160,-440,-232,72,136,10410,791824,12227,1014,312,656,358,1188273,91211546,1406404,112124,29344,70505,41619,7043505956,108629346,8497300,1953300,5231754,3265546,1678723,130397,29000,79862,50535,11934,3982,7878,4056,3970,3756,226,5701,2177,1879
130,9,7,second,30,200,14597,16211,70,64,66,15371,1172902,18151,5074,5395,364082,437030,5553,6802,-4,136,1406,318,860,546,3098,549,458,136,-4,321,72948,1249,-91,-537,-246,155,136,10469,801112,12355,1007,205,604,403,1188273,91211546,1411452,107726,20199,64123,43603,7043505956,108985564,8206802,1214394,4747072,3459730,1689559,126122,17861,72616,53506,11262,2939,7055,4207,4412,3407,-468,5108,1947,2260
130,11,3,first,31,200,14712,16288,60,82,58,15477,1188070,18461,4350,4712,312370,378994,4816,5935,-2,118,1429,339,883,546,3323,473,390,118,-2,362,66624,1119,-83,-401,-183,100,118,9062,691364,10751,863,213,537,326,1203547,92829506,1442348,109878,23148,66694,43184,7193261540,111755886,8385246,1545610,4998740,3386506,1739413,129695,22982,76898,52797,11155,3264,7168,3987,3451,3157,107,5071,2097,1890
130,9,7,second,31,200,14552,16301,56,73,71,15477,1188070,18493,4070,5717,293066,455818,4493,7160,15,127,1421,274,855,566,3290,431,467,127,15,1647,162752,2667,36,-379,-108,144,127,9787,748884,11653,898,183,548,350,1203547,92829506,1444925,109377,18236,64630,44747,7193261540,111963538,8354936,1177760,4847724,3507212,1746149,129340,17307,74657,54683,11129,2677,6921,4208,3104,2701,-24,4757,2164,2044
130,11,3,first,32,200,14539,16266,69,63,68,15290,1160220,17910,5024,5476,362586,437122,5526,6830,-1,137,1510,431,970,540,3051,550,481,137,-1,452,74536,1304,-69,-486,-209,140,137,10500,799708,12356,1031,264,647,384,1175510,89698524,1384384,114662,29102,72108,42554,6882738456,106209422,8650350,1915562,5320224,3330126,1642060,133030,28692,81513,51517,12602,4059,8296,4306,4445,4009,50,6048,2248,2058
130,9,7,second,32,200,14638,16464,71,78,51,15290,1160220,18012,5197,4123,377098,330434,5821,5128,-20,122,1416,418,907,509,3140,525,343,122,-20,-1074,-46664,-693,-182,-386,-223,41,122,9320,707532,10949,868,282,565,303,1175510,89698524,1392398,107520,28962,67704,39816,6882738456,106837580,8107530,1969170,5015018,3092512,1661436,125289,29972,77284,48005,10990,3670,7239,3751,3424,3354,316,5185,2054,1697
130,11,3,first,33,200,14590,16348,63,73,64,15364,1170688,18162,4573,5118,328524,405500,4992,6367,1,127,1426,441,934,492,3239,497,423,127,1,545,76976,1375,-74,-409,-178,104,127,9691,734024,11359,920,283,602,318,1186052,90813014,1409290,108625,30762,69966,38659,6986814776,108457784,8210258,2108090,5197662,3012596,1687504,126543,31330,79624,46919,11200,4150,7638,3562,3939,3840,310,5650,1988,1574
130,9,7,second,33,200,14689,16490,78,65,57,15364,1170688,18191,5704,4614,412916,369746,6337,5817,-21,135,1406,369,877,529,3196,569,405,135,-21,-1090,-43170,-520,-164,-477,-253,89,135,10318,782662,12154,974,285,619,355,1186052,90813014,1411245,107497,25259,65833,41664,6986814776,108587282,8154168,1689530,4900264,3253904,1690871,126311,25189,75490,50821,10668,3030,6767,3901,3535,3044,-14,4779,1988,1913
130,11,3,first,34,200,14621,16360,61,76,63,15442,1182598,18292,4464,5154,323174,417584,4916,6508,2,124,1419,339,880,539,3189,499,407,124,2,690,94410,1592,-92,-478,-223,131,124,9618,740758,11424,906,214,561,345,1198040,92193704,1426310,108769,22857,66158,42611,7129050068,110313974,8274624,1495654,4932344,3342280,1709650,127421,22091,75552,51869,11167,3367,7221,3946,3915,3402,-35,5200,2021,1925
130,9,7,second,34,200,14518,16310,57,81,62,15442,1182598,18391,4168,5037,301760,405506,4645,6343,5,119,1404,341,875,529,3290,452,398,119,5,869,103746,1698,-54,-387,-161,107,119,9205,707266,10988,850,207,531,319,1198040,92193704,1433504,107747,23452,66034,41713,7129050068,110831408,8208204,1574718,4943334,3264870,1726025,127153,23675,76263,50890,10838,3130,6957,3881,3277,3010,120,4903,2054,1827
130,11,3,first,35,200,14764,16468,66,78,56,15432,1181220,18289,4859,4517,354146,361040,5423,5663,-10,122,1414,346,875,539,3203,491,383,122,-10,-342,6894,240,-108,-416,-201,93,122,9376,715186,11086,874,230,547,327,1196652,92054604,1425515,108627,23729,66007,42620,7117063800,110227688,8280870,1585912,4936838,3344032,1709951,127424,23658,75661,51763,10878,2974,6872,4006,3408,2983,-9,4827,2045,1961
130,9,7,second,35,200,14721,16533,70,70,60,15432,1181220,18321,5155,4905,375510,397076,5738,6174,-10,130,1438,328,878,560,3217,538,407,130,-10,-250,21566,436,-131,-441,-221,90,130,10060,772586,11912,945,195,565,380,1196652,92054604,1427871,110378,21924,66026,44352,7117063800,110398622,8407484,1414942,4921996,3485488,1715563,129808,21032,75638,54170,11342,3141,7176,4166,3710,3205,-64,5080,2096,2070
130,11,3,first,36,200,14556,16314,54,79,67,15493,1190756,18556,3938,5467,284330,442074,4415,6898,13,121,1435,244,846,589,3307,413,476,121,13,1529,157744,2483,63,-426,-121,184,121,9405,726404,11313,889,120,511,378,1206249,93180508,1451493,110779,15432,63870,46909,7234680136,112650956,8489832,916468,4782022,3707810,1757124,131789,13628,73950,57839,11201,2376,6820,4381,3716,2833,-457,4766,2054,2327
130,9,7,second,36,200,14703,16384,67,70,63,15493,1190756,18487,4922,5145,358066,416324,5511,6522,-4,130,1406,266,834,572,3260,487,425,130,-4,223,58258,1011,-62,-426,-179,117,130,10067,774390,12033,912,178,543,369,1206249,93180508,1446522,108575,17398,63098,45477,7234680136,112301414,8322856,1088634,4734874,3587982,1746281,128794,16105,72955,55839,10780,2316,6517,4263,3250,2570,-254,4454,2063,2200
130,11,3,first,37,200,14542,16322,59,68,73,15420,1180016,18321,4298,5898,310018,472454,4811,7376,14,132,1403,315,866,537,3216,412,498,132,14,1600,162436,2565,86,-358,-70,156,132,10196,782472,12187,910,164,544,366,1195436,91987252,1428250,107745,20951,65148,42597,7117620448,110515650,8217246,1345046,4862364,3354882,1719099,127111,20082,74879,52232,10849,2755,6845,4004,3293,2845,-90,4810,2035,1969
130,9,7,second,37,200,14414,16207,51,79,70,15420,1180016,18324,3660,5702,259898,460280,3971,7195,19,121,1451,350,910,541,3254,420,480,121,19,2042,200382,3224,60,-387,-103,163,121,9362,720178,11166,900,199,559,341,1195436,91987252,1428724,111238,23546,68413,42825,7117620448,110570420,8469674,1537100,5103578,3366096,1720896,130773,22845,78421,52352,11499,3323,7441,4058,3548,3242,81,5290,2151,1907
130,11,3,first,38,200,14636,16390,67,74,59,15316,1163468,17985,4882,4747,352218,378154,5348,5909,-8,126,1451,447,945,506,3116,574,379,126,-8,-135,25936,561,-195,-499,-284,89,126,9629,730372,11257,953,295,620,333,1178784,89992036,1391452,110136,30795,70398,39738,6904297912,106781116,8295436,2078312,5199842,3095594,1654361,127611,30958,79565,48046,11459,4236,7750,3709,4407,4072,164,5769,1981,1728
130,9,7,second,38,200,14594,16373,55,80,65,15316,1163468,18034,3969,5209,283390,414276,4309,6450,10,120,1456,412,939,517,3130,455,440,120,10,1240,130886,2141,-15,-375,-135,120,120,9178,697666,10759,895,237,571,324,1178784,89992036,1394958,110804,28458,70251,40553,6904297912,107028290,8368628,1926398,5212956,3155672,1661810,129271,28968,80190,49081,11642,3857,7742,3900,3700,3591,266,5599,2143,1757
130,11,3,first,39,200,14677,16494,69,77,54,15373,1172594,18225,5028,4415,362722,357566,5621,5584,-15,123,1466,401,926,540,3253,563,394,123,-15,-613,-5156,-37,-169,-446,-246,77,123,9443,720288,11205,957,274,608,349,1187967,91096600,1415997,111944,27525,69428,42516,7022604124,109168186,8489774,1849026,5166822,3322952,1700255,131398,27963,79662,51736,11740,3729,7650,4090,3789,3536,193,5470,2180,1910
130,9,7,second,39,200,14655,16417,62,79,59,15373,1172594,18119,4532,4787,327902,384900,5025,5975,-3,121,1421,360,889,532,3106,474,404,121,-3,255,56998,950,-70,-401,-175,105,121,9319,712802,11000,878,231,553,325,1187967,91096600,1407457,108732,24559,66773,41959,7022604124,108490664,8259196,1634390,4975292,3283904,1679175,127180,24338,76234,50946,10867,3135,6966,3901,3648,3191,-56,4991,1975,1926
130,11,3,first,40,200,14463,16272,53,83,64,15426,1180070,18316,3862,5177,278236,415280,4274,6501,11,117,1448,301,880,568,3191,426,444,117,11,1315,137044,2227,18,-397,-131,149,117,9039,693516,10775,870,169,525,345,1195496,91904812,1426732,111164,19859,66169,44995,7101226516,110259796,8469046,1257718,4931904,3537142,1714620,131008,18673,75954,55054,11442,2844,7152,4290,3615,3031,-187,5026,2126,2164
130,9,7,second,40,200,14633,16279,66,71,63,15426,1180070,18242,4848,5128,351990,413658,5415,6443,-3,129,1465,378,920,545,3194,528,440,129,-3,280,61668,1028,-88,-415,-187,99,129,9976,765648,11858,968,249,607,361,1195496,91904812,1420566,112624,26010,69457,43167,7101226516,109750730,8593426,1740430,5197762,3395664,1698538,132353,26201,79791,52562,11695,3327,7467,4228,3624,3268,59,5274,2193,2035
130,11,3,first,41,200,14612,16418,57,70,73,15517,1194612,18479,4170,5943,302104,479042,4584,7469,16,130,1475,347,919,556,3309,469,504,130,16,1773,176938,2885,35,-403,-119,154,130,10113,781146,12053,973,229,609,364,1210129,93639006,1449132,113662,23353,69394,44268,7281922896,112741952,8697958,1527740,5201318,3496640,1748573,134008,22383,79638,54370,12015,3488,7769,4246,3875,3480,8,5565,2204,2042
130,9,7,second,41,200,14654,16395,62,71,67,15517,1194612,18455,4491,5493,321896,445722,4899,6914,5,129,1430,301,868,562,3239,504,435,129,5,1002,123826,2015,-69,-490,-215,146,129,9984,767618,11813,939,198,571,368,1210129,93639006,1446984,109807,19585,65197,44610,7281922896,112551802,8374064,1225526,4861708,3512356,1742617,128756,17751,74261,54495,11368,3181,7240,4128,4003,3347,-166,5186,2054,2074
130,11,3,first,42,200,14603,16310,68,75,57,15295,1160396,18002,4934,4559,354316,361032,5407,5670,-11,125,1439,400,914,525,3107,525,371,125,-11,-375,6716,263,-154,-387,-208,54,125,9493,715348,11077,896,291,588,308,1175691,89657482,1390909,109224,27511,68180,41044,6872617840,106618210,8226706,1852834,5043128,3183578,1656812,127203,27972,77719,49484,11403,3817,7533,3870,3632,3531,286,5428,2105,1765
130,9,7,second,42,200,14713,16418,67,78,55,15295,1160396,18018,4842,4449,346238,356528,5362,5562,-12,122,1455,397,920,535,3120,517,404,122,-12,-393,10290,200,-113,-439,-215,102,122,9291,702766,10924,921,249,579,342,1175691,89657482,1391684,110820,27127,68777,42043,6872617840,106641670,8375984,1807750,5097012,3278972,1657632,129466,27308,78487,50979,11663,3556,7553,4110,3919,3518,38,5428,2125,1985
130,11,3,first,43,200,14750,16316,60,81,59,15509,1193198,18487,4405,4799,320338,386728,4902,6082,-1,119,1461,328,894,567,3306,481,401,119,-1,394,66390,1180,-80,-423,-192,112,119,9204,707066,10984,882,211,546,336,1208707,93455482,1447956,112537,21905,67418,45119,7261268236,112499122,8606738,1416960,5045044,3561694,1745981,132704,21030,77457,55247,11769,3227,7458,4311,3872,3338,-111,5302,2156,2155
130,9,7,second,43,200,14366,16311,51,73,76,15509,1193198,18571,3690,6173,264116,496500,4036,7760,25,127,1406,275,853,553,3337,398,510,127,25,2483,232384,3724,112,-385,-73,185,127,9863,760616,11796,908,145,539,369,1208707,93455482,1454639,108363,18006,64426,43937,7261268236,113027236,8290914,1132086,4827692,3463222,1762023,128634,16984,74671,53963,10872,2538,6761,4111,3243,2698,-160,4693,2068,2043
130,11,3,first,44,200,14584,16379,60,80,60,15367,1171514,18176,4341,4908,310726,397502,4775,6212,0,120,1427,343,885,542,3152,477,400,120,0,567,86776,1437,-77,-399,-178,101,120,9249,708228,10987,877,195,536,341,1186881,90954490,1411315,108983,23174,66362,42621,7006347676,108728088,8261078,1524026,4935940,3325138,1690510,127474,22737,75824,51650,11113,3118,7077,4036,3383,3051,67,4975,2102,1934
130,9,7,second,44,200,14573,16445,61,76,63,15367,1171514,18196,4403,5116,314546,411336,4829,6462,2,124,1505,395,951,554,3224,524,437,124,2,713,96790,1633,-87,-441,-202,115,124,9519,725882,11291,961,253,608,353,1186881,90954490,1412848,114785,26954,71226,43559,7006347676,108844770,8688726,1796104,5290810,3397916,1693904,134475,26884,81496,52979,12341,3804,8029,4312,3827,3595,209,5711,2318,1994
130,11,3,first,45,200,14593,16423,66,72,62,15448,1184282,18343,4830,5120,349718,419166,5358,6520,-4,128,1408,328,866,542,3223,517,421,128,-4,290,69448,1162,-96,-494,-231,135,128,9950,768884,11878,938,200,567,371,1199730,92487070,1432405,108447,21621,65179,43268,7170221644,111042844,8295790,1365794,4865516,3430274,1722701,127735,20351,74624,53111,11042,2994,6970,4072,3950,3225,-231,4982,1988,2084
130,9,7,second,45,200,14467,16349,67,67,66,15448,1184282,18340,4889,5421,353058,441516,5434,6868,-1,133,1461,312,886,575,3204,527,467,133,-1,532,88458,1434,-60,-419,-173,113,133,10310,794574,12302,994,189,591,403,1199730,92487070,1431999,112453,20635,66810,45643,7170221644,110998786,8593732,1307530,4994860,3598872,1721268,132758,19612,76902,55856,11565,2771,7138,4427,3382,2867,-96,4916,2222,2205
130,11,3,first,46,200,14627,16376,63,75,62,15458,1185206,18386,4644,5072,338884,411174,5192,6425,-1,125,1398,263,830,568,3191,462,426,125,-1,428,72290,1233,-36,-407,-159,123,125,9716,750058,11617,888,151,519,369,1200664,92512642,1435047,107530,17400,62679,44851,7163370124,111113410,8208608,1107730,4694314,3514294,1726966,126905,16282,72210,54695,10696,2426,6543,4153,3021,2520,-94,4452,2091,2062
130,9,7,second,46,200,14769,16369,72,60,68,15458,1185206,18344,5288,5537,384462,446634,5883,6966,-4,140,1422,352,885,537,3238,555,450,140,-4,249,62172,1083,-105,-459,-212,107,140,10825,831096,12849,1005,243,622,383,1200664,92512642,1431843,109499,24042,66895,42604,7163370124,110872174,8370706,1598710,5015794,3354912,1719792,128878,23515,76738,52140,11062,3137,7047,4015,3496,3087,50,4961,2086,1929
130,11,3,first,47,200,14530,16180,60,72,68,15452,1183658,18348,4440,5505,325222,441734,4997,6880,8,128,1378,330,858,520,3226,428,472,128,8,1065,116512,1883,44,-348,-88,132,128,9945,766956,11877,900,196,552,348,1199110,92273272,1430104,106206,22929,65100,41106,7133869756,110550464,8118116,1551748,4893188,3224928,1715746,125634,23381,75449,50185,10244,2600,6444,3800,2932,2592,8,4474,1970,1830
130,9,7,second,47,200,14531,16376,58,75,67,15452,1183658,18353,4299,5435,315062,436874,4837,6822,9,125,1428,329,883,545,3230,432,463,125,9,1136,121812,1985,31,-382,-113,144,125,9734,751936,11659,895,154,529,366,1199110,92273272,1430900,110016,22692,66922,43094,7133869756,110640778,8406072,1523608,5025746,3380326,1718395,129967,22920,77436,52531,11090,2829,6975,4115,3065,2756,73,4809,2166,1949
130,11,3,first,48,200,14566,16416,69,73,58,15305,1162522,18070,4959,4717,352874,379932,5412,5934,-11,127,1473,440,951,522,3205,580,397,127,-11,-242,27058,522,-183,-506,-281,98,127,9676,732806,11346,977,312,639,338,1177827,89962904,1398489,111941,29991,70845,41096,6909213236,107414758,8452148,2000334,5239770,3212378,1673152,130595,29911,80514,50081,12075,4218,8055,4020,4336,4024,194,5899,2156,1864
130,9,7,second,48,200,14669,16349,68,72,60,15305,1162522,18006,4900,4859,349544,389982,5366,6096,-8,128,1373,399,882,491,3100,545,368,128,-8,-41,40438,730,-177,-417,-233,56,128,9759,739526,11462,913,289,597,316,1177827,89962904,1393430,104051,27344,65677,38374,6909213236,107020014,7832852,1837734,4855512,2977340,1660632,120641,27635,74503,46138,10577,3792,7096,3481,3467,3421,371,5142,1954,1527
130,11,3,first,49,200,14743,16416,59,78,63,15541,1197694,18524,4380,5094,322048,408112,4900,6368,4,122,1397,339,870,527,3322,458,403,122,4,714,86064,1468,-55,-361,-147,92,122,9474,730160,11268,861,217,541,320,1213235,93933434,1453093,107766,23422,65951,41815,7306204460,113046726,8247350,1579410,4956412,3290938,1752200,127174,23446,76044,51130,10533,3038,6758,3775,3221,2949,89,4780,1978,1797
130,9,7,second,49,200,14652,16403,51,79,70,15541,1197694,18561,3754,5690,273550,458266,4150,7150,19,121,1417,242,839,578,3262,399,466,121,19,1936,184716,3000,67,-358,-85,152,121,9444,731816,11300,865,126,505,360,1213235,93933434,1456301,109608,15652,63598,46010,7306204460,113317918,8412912,962448,4780038,3632874,1760301,129637,13885,73261,56376,11043,2370,6740,4303,3218,2615,-245,4635,2105,2198
130,11,3,first,50,200,14743,16461,65,67,68,15534,1196468,18601,4790,5533,349750,445834,5421,6942,3,133,1434,311,874,560,3378,477,486,133,3,743,96084,1521,9,-408,-133,142,133,10323,795584,12363,963,208,587,376,1212002,93774502,1457784,110736,21101,66290,44446,7288314832,113292528,8483544,1391992,4985810,3497734,1763537,131356,21005,76941,54415,11296,2893,7099,4197,3303,2894,-1,4930,2169,2028
130,9,7,second,50,200,14795,16326,67,66,67,15534,1196468,18570,4969,5440,364958,437708,5608,6814,0,134,1407,249,828,579,3285,511,450,134,0,471,72750,1206,-61,-431,-179,118,134,10409,802666,12422,961,173,567,394,1212002,93774502,1455195,108882,16199,62776,46106,7288314832,113082458,8358812,1005066,4718314,3640498,1757408,129175,14937,72659,56516,10835,2314,6544,4291,3403,2643,-329,4504,2040,2251
130,11,3,first,51,200,14758,16268,71,77,52,15354,1169208,18074,5167,4233,372300,341104,5727,5344,-19,123,1468,443,946,522,3163,560,368,123,-19,-934,-31196,-383,-192,-443,-256,64,123,9400,713404,11071,928,287,598,330,1184562,90645564,1401586,112018,30664,70874,41144,6969859536,107799290,8483358,2081838,5267000,3216358,1670440,130628,31169,80707,49921,11618,3938,7682,3936,3997,3746,192,5586,2096,1840
130,9,7,second,51,200,14811,16545,73,75,52,15354,1169208,18121,5297,4255,380472,344510,5879,5391,-21,125,1363,344,843,520,3111,522,351,125,-21,-1042,-35962,-488,-171,-434,-240,69,125,9552,724982,11270,873,232,542,331,1184562,90645564,1404856,104210,23324,63246,40964,6969859536,108023522,7908638,1542504,4707590,3201048,1677255,121931,22913,72178,49753,10295,2950,6537,3758,3382,2949,1,4623,1914,1844
130,11,3,first,52,200,14548,16367,65,78,57,15258,1154494,17902,4715,4588,338776,365546,5196,5721,-8,122,1414,424,915,499,3068,499,380,122,-8,-127,26770,525,-119,-393,-195,76,122,9303,704322,10917,879,255,563,316,1169752,88938560,1379292,107130,29481,68242,38888,6794528588,105387730,8052482,2016164,5047708,3004774,1637716,124080,30033,77319,46761,11116,3923,7460,3656,3816,3673,250,5469,1991,1665
130,9,7,second,52,200,14657,16272,68,68,64,15258,1154494,17904,4938,5134,354884,407660,5446,6361,-4,132,1417,385,899,518,3031,527,430,132,-4,196,52776,915,-97,-413,-189,92,132,10072,762544,11807,957,253,603,354,1169752,88938560,1379305,107368,26252,66908,40460,6794528588,105377714,8072870,1752150,4938898,3133972,1636756,124645,26524,76042,48603,11129,3524,7278,3851,3507,3309,215,5199,2079,1772
130,11,3,first,53,200,14631,16252,68,64,68,15341,1167936,18149,4926,5492,353142,439416,5406,6873,0,136,1441,375,908,533,3183,533,476,136,0,566,86274,1467,-57,-463,-192,135,136,10418,792558,12279,1009,263,636,373,1183277,90588030,1407867,109986,25154,67853,42133,6974015304,108399640,8337368,1637550,5030596,3306772,1687497,128896,24449,77406,51490,11363,3314,7310,4053,3929,3390,-76,5254,2056,1997
130,9,7,second,53,200,14600,16418,66,80,54,15341,1167936,18140,4796,4398,345124,355130,5332,5549,-12,120,1453,395,918,535,3194,531,348,120,-12,-398,10006,217,-183,-445,-254,71,120,9194,700254,10881,879,273,570,309,1183277,90588030,1406546,110747,27185,68767,41980,6974015304,108253438,8381884,1833042,5112466,3269418,1683344,129493,27754,78732,50761,11651,3774,7621,4030,3561,3445,329,5406,2215,1815
130,11,3,first,54,200,14788,16422,68,64,68,15496,1191444,18489,5003,5539,364694,446888,5612,6970,0,136,1397,297,847,550,3290,528,444,136,0,536,82194,1358,-84,-426,-187,103,136,10542,811582,12582,972,206,589,383,1206940,93274926,1447552,107323,19905,63882,43441,7244685936,112436926,8188248,1297966,4784204,3404044,1748511,126411,19127,73448,52963,10851,2913,6840,4011,3299,2893,20,4773,2067,1944
130,9,7,second,54,200,14699,16317,67,71,62,15496,1191444,18524,4904,5063,355470,409356,5478,6394,-5,129,1400,331,863,537,3359,500,416,129,-5,159,53886,916,-84,-417,-186,102,129,9967,764826,11872,916,245,578,338,1206940,93274926,1450061,107890,22415,65232,42658,7244685936,112615970,8255870,1477584,4893670,3362200,1753684,127805,22223,75472,52333,10702,3038,6828,3874,3419,3020,18,4831,1997,1877
130,11,3,first,55,200,14726,16362,69,71,60,15354,1171104,18182,4950,4895,352374,395524,5413,6175,-9,129,1438,385,907,531,3213,556,394,129,-9,-55,43150,762,-162,-479,-256,94,129,9845,747898,11588,950,303,622,328,1186458,91063698,1414271,109128,25331,67202,41926,7031470560,109235826,8237790,1623372,4952156,3285634,1699862,127315,24213,76145,51170,11394,3838,7535,3859,4303,3831,7,5555,1980,1879
130,9,7,second,55,200,14685,16448,69,68,63,15354,1171104,18134,4979,5128,356616,413402,5448,6465,-6,132,1448,392,917,531,3172,562,410,132,-6,149,56786,1017,-152,-502,-261,109,132,10107,770018,11913,972,264,615,357,1186458,91063698,1410806,109734,25565,67724,42010,7031470560,108983426,8276216,1621194,4977098,3299118,1691686,127530,23997,76272,51258,11696,4090,7817,3879,4528,4058,32,5807,2010,1869
130,11,3,first,56,200,14585,16381,69,71,60,15273,1157110,18054,5029,4783,362974,377822,5609,5954,-9,129,1406,397,897,509,3178,509,391,129,-9,-246,14848,345,-118,-407,-198,80,129,9812,740796,11563,900,265,578,322,1172383,89280794,1392644,106781,27261,66898,39883,6833861804,106567806,8049568,1835748,4950082,3099486,1664596,125045,27908,76649,48396,10872,3462,7108,3764,3457,3256,206,5083,2025,1739
