n,a,b,orientation,batch,samples,sum_k1,sum_k2,sum_i0,sum_i1,sum_i2,sum_k,sum_kk,sum_edges,sum_i0k,sum_i2k,sum_i0kk,sum_i2kk,sum_i0edges,sum_i2edges,sum_q,sum_e,sum_s,sum_chi,sum_cb,sum_cw,sum_faces,sum_i0s,sum_i2s,sum_q_q,sum_q_e,sum_q_k,sum_q_kk,sum_q_edges,sum_q_s,sum_q_chi,sum_q_cb,sum_q_cw,sum_e_e,sum_e_k,sum_e_kk,sum_e_edges,sum_e_s,sum_e_chi,sum_e_cb,sum_e_cw,sum_k_k,sum_k_kk,sum_k_edges,sum_k_s,sum_k_chi,sum_k_cb,sum_k_cw,sum_kk_kk,sum_kk_edges,sum_kk_s,sum_kk_chi,sum_kk_cb,sum_kk_cw,sum_edges_edges,sum_edges_s,sum_edges_chi,sum_edges_cb,sum_edges_cw,sum_s_s,sum_s_chi,sum_s_cb,sum_s_cw,sum_chi_chi,sum_chi_cb,sum_chi_cw,sum_cb_cb,sum_cb_cw,sum_cw_cw
65,7,4,second,32,200,7195,8320,65,69,66,7659,288560,9011,2281,2747,78214,112174,2387,3554,1,131,908,195,552,356,1547,321,278,131,1,466,33960,1167,-43,-338,-125,82,131,5028,190388,5941,599,114,357,242,296219,11272732,352151,34513,5845,20412,14101,433348696,13542816,1292316,158048,742162,550154,424555,40094,4463,22862,17232,4590,1195,2871,1719,1659,1258,-63,2002,869,850
65,8,1,first,33,200,7201,8325,60,70,70,7722,294174,9204,2099,2916,72066,119246,2219,3781,10,130,891,159,530,361,1641,307,288,130,10,817,47180,1562,-19,-347,-118,99,130,5015,191312,6000,595,91,348,247,301896,11638908,364069,33961,4150,19464,14497,453865740,14195280,1281232,84340,706376,574856,445320,39827,2237,21813,18014,4549,1110,2820,1729,1825,1294,-184,1998,822,907
65,7,4,second,33,200,7370,8374,70,71,59,7722,294174,9135,2476,2476,86070,102040,2616,3205,-11,129,915,194,549,366,1607,349,261,129,-11,0,15970,589,-88,-335,-147,59,129,4952,188110,5821,610,143,371,239,301896,11638908,361554,34899,5531,20215,14684,453865740,14104008,1316990,138808,735884,581106,439555,40688,3841,22559,18129,4705,1277,2947,1758,1814,1378,-101,2089,858,900
65,8,1,first,34,200,7240,8417,62,80,58,7653,288300,9013,2161,2423,73784,99272,2274,3133,-4,120,918,220,567,351,1580,334,251,120,-4,262,25488,859,-83,-339,-151,68,120,4584,173056,5407,585,125,353,232,295953,11265582,352172,34677,6611,20775,13902,433245504,13543920,1291322,181378,749094,542228,424635,40162,5303,23162,17000,4680,1445,3021,1659,1918,1512,-67,2191,830,829
65,7,4,second,34,200,7235,8452,68,75,57,7653,288300,8986,2378,2377,81426,97178,2480,3042,-11,125,898,233,560,338,1566,336,244,125,-11,-1,15752,562,-92,-333,-150,58,125,4755,178604,5522,580,155,362,218,295953,11265582,351211,34055,7256,20655,13400,433245504,13510696,1272606,210462,749410,523196,422800,39374,6170,23053,16321,4448,1384,2870,1578,1717,1384,0,2052,818,760
65,8,1,first,35,200,7235,8288,60,71,69,7756,296172,9298,2112,2873,72978,117288,2285,3716,9,129,893,146,524,369,1688,291,311,129,9,761,44310,1431,20,-295,-73,93,129,4985,190266,6001,602,95,353,249,303928,11719818,367700,34397,4036,19597,14800,456181680,14305192,1306746,93272,722164,584582,449986,40817,2624,22436,18381,4389,925,2667,1722,1518,1074,-149,1834,833,889
65,7,4,second,35,200,7265,8308,66,63,71,7756,296172,9318,2345,2955,81694,120604,2532,3829,5,137,873,120,499,374,1682,308,302,137,5,610,38910,1297,-6,-327,-98,92,137,5300,202298,6361,610,81,348,262,303928,11719818,368734,33590,2928,18564,15026,456181680,14353772,1275714,47592,681108,594606,453206,39791,1026,21057,18734,4281,809,2542,1739,1626,1054,-245,1749,793,946
65,8,1,first,36,200,7295,8344,70,72,58,7629,286820,8922,2457,2430,84618,99890,2574,3135,-12,128,921,253,581,340,1546,364,243,128,-12,-27,15272,561,-121,-353,-173,52,128,4887,184508,5709,607,171,383,224,294449,11198170,348415,34650,7721,21172,13478,430704688,13402620,1288352,218500,761062,527290,418450,39758,6363,23341,16417,4773,1650,3151,1622,1975,1636,14,2307,844,778
65,7,4,second,36,200,7380,8352,75,71,54,7629,286820,8956,2649,2250,91726,92052,2805,2921,-21,129,908,229,558,350,1556,365,245,129,-21,-399,326,116,-120,-331,-161,41,129,4899,183778,5726,610,173,381,229,294449,11198170,349622,34333,7076,20505,13828,430704688,13446424,1281528,203874,742864,538664,421050,39780,5926,22911,16869,4606,1358,2922,1684,1659,1343,15,2052,870,814
65,8,1,first,37,200,7204,8262,60,69,71,7752,296188,9223,2106,3000,72214,124602,2191,3938,11,131,917,144,536,381,1615,317,305,131,11,894,52388,1747,-12,-359,-120,108,131,5106,196816,6129,622,95,364,258,303940,11750522,366283,35243,3481,19809,15434,459766784,14345170,1338490,51754,721316,617174,449065,41236,899,21941,19295,4781,1079,2924,1857,1952,1336,-257,2070,854,1003
65,7,4,second,37,200,7171,8242,54,70,76,7752,296188,9273,1890,3208,64640,133136,1963,4217,22,130,898,152,536,362,1673,275,328,130,22,1318,68496,2254,53,-313,-65,118,130,5098,197776,6180,603,85,355,248,303940,11750522,368184,34468,3970,19878,14590,459766784,14416550,1306364,76876,725868,580496,453697,40437,1771,22231,18206,4574,1111,2869,1705,1738,1268,-157,2036,833,872
65,8,1,first,38,200,7273,8468,60,79,61,7760,296514,9263,2113,2574,72724,106578,2216,3363,1,121,922,191,557,365,1694,308,246,121,1,461,33854,1147,-62,-319,-130,68,121,4687,179302,5579,554,113,334,220,304274,11749176,367242,35352,5605,20709,14643,458439780,14337456,1336680,144950,757742,578938,450071,41319,3828,23147,18172,4856,1376,3085,1771,1845,1451,-75,2203,882,889
65,7,4,second,38,200,7317,8352,66,66,68,7760,296514,9259,2365,2861,83008,118160,2532,3745,2,134,889,149,520,369,1648,312,285,134,2,496,35152,1213,-27,-329,-111,84,134,5226,201168,6277,597,87,343,254,304274,11749176,366980,34247,4109,19426,14821,458439780,14323714,1300998,92258,714204,586794,448785,40394,2407,22007,18387,4391,934,2649,1742,1575,1090,-156,1814,835,907
65,8,1,first,39,200,7116,8223,56,84,60,7676,290026,9048,1954,2491,66874,101410,2023,3181,4,116,919,161,542,377,1533,290,272,116,4,537,34536,1158,-18,-308,-105,87,116,4445,168284,5204,562,104,335,227,297702,11361758,354382,35003,4492,20016,14987,437848748,13655384,1314336,107140,728006,586330,427160,40813,2987,22479,18334,4659,1027,2834,1825,1639,1179,-152,1954,880,945
65,7,4,second,39,200,7326,8412,70,70,60,7676,290026,8958,2484,2518,86532,103558,2623,3232,-10,130,897,201,544,353,1483,351,255,130,-10,34,17026,609,-96,-358,-162,66,130,5002,190090,5855,606,136,366,240,297702,11361758,350913,34093,6011,20069,14024,437848748,13523682,1277874,163688,729294,548580,418930,39144,4601,22177,16967,4531,1325,2880,1651,1805,1386,-61,2052,828,823
65,8,1,first,40,200,7316,8395,73,72,55,7676,290284,9007,2556,2301,87606,94482,2675,2981,-18,128,952,206,570,382,1537,382,247,128,-18,-255,6876,306,-135,-397,-202,67,128,4857,182088,5656,629,145,378,251,297960,11394224,353556,36178,5897,20910,15268,440508992,13668974,1357172,147188,755618,601554,425503,41764,3978,23024,18740,5076,1415,3178,1898,2134,1576,-161,2276,902,996
65,7,4,second,40,200,7176,8382,64,79,57,7676,290284,9078,2234,2398,76296,98926,2381,3099,-7,121,868,167,514,354,1569,317,240,121,-7,164,22630,718,-77,-316,-136,59,121,4632,175222,5480,557,106,328,229,297960,11394224,356034,32940,4746,18925,14015,440508992,13754352,1233436,116918,686492,546944,430926,38284,3300,21151,17133,4280,1105,2654,1626,1647,1218,-113,1868,786,840
65,8,1,first,41,200,7224,8256,55,66,79,7752,296246,9262,1925,3303,66116,135566,2016,4279,24,134,903,115,521,382,1625,284,344,134,24,1378,69450,2263,60,-328,-67,127,134,5228,201682,6295,628,62,357,271,303998,11748886,367308,34620,2554,19276,15344,459029308,14350188,1311290,26564,703652,607638,450246,40670,257,21595,19075,4547,913,2760,1787,1769,1177,-264,1935,825,962
65,7,4,second,41,200,7262,8342,61,73,66,7752,296246,9231,2171,2779,76030,114906,2322,3594,5,127,909,164,539,370,1643,305,289,127,5,608,38876,1272,-16,-325,-107,91,127,4950,190936,5916,594,107,353,241,303998,11748886,366251,34743,4439,19895,14848,459029308,14314908,1312088,98148,724556,587532,447785,40510,2578,22180,18330,4747,1203,2967,1780,1846,1362,-159,2111,856,924
65,8,1,first,42,200,7204,8288,61,72,67,7733,294348,9170,2174,2802,75980,114964,2309,3583,6,128,881,151,519,362,1588,297,293,128,6,628,38984,1274,-4,-326,-101,97,128,4976,190944,5892,590,94,345,245,302081,11615754,361855,33798,4112,19269,14529,451159368,14054104,1279164,90668,704408,574756,438970,39568,2470,21656,17912,4403,1007,2703,1700,1679,1180,-173,1891,812,888
65,7,4,second,42,200,7229,8425,63,78,59,7733,294348,9201,2236,2476,77766,101962,2414,3216,-4,122,882,172,525,357,1640,302,250,122,-4,240,24196,802,-52,-318,-124,72,122,4712,179728,5630,552,96,322,230,302081,11615754,363219,33806,5098,19572,14234,451159368,14112744,1276796,135192,718092,558704,442801,39624,3738,22082,17542,4292,1060,2650,1642,1586,1164,-104,1845,805,837
65,8,1,first,43,200,7248,8345,60,73,67,7733,294380,9192,2122,2804,73530,115144,2261,3629,7,127,892,153,526,366,1612,299,288,127,7,682,41614,1368,-11,-340,-112,101,127,4926,188674,5890,587,78,336,251,302113,11620090,362889,34170,4226,19539,14631,451547152,14103212,1290626,96780,714510,576116,441712,40123,2665,22078,18045,4392,957,2669,1723,1637,1127,-170,1842,827,896
65,7,4,second,43,200,7336,8445,70,76,54,7733,294380,9137,2526,2272,89438,93850,2731,2929,-16,124,899,205,544,355,1609,338,244,124,-16,-254,4412,198,-94,-324,-147,53,124,4798,183288,5660,582,124,345,237,302113,11620090,360639,34526,6246,20259,14267,451547152,14013160,1307896,172792,742550,565346,436325,40292,4966,22728,17564,4621,1281,2904,1717,1777,1367,-86,2062,842,875
65,8,1,first,44,200,7126,8288,48,74,78,7821,301430,9353,1687,3289,58056,136138,1735,4285,30,126,930,112,536,394,1644,252,337,126,30,1602,78082,2550,85,-343,-66,151,126,4976,194194,6020,589,29,324,265,309251,12049714,374116,36038,2376,20008,16030,474585028,14743258,1379446,15620,736574,642872,459351,42660,-48,22581,20079,4830,825,2870,1960,1862,1172,-347,1988,882,1078
65,7,4,second,44,200,7317,8378,64,72,64,7821,301430,9359,2274,2731,79158,114396,2405,3591,0,128,920,156,538,382,1694,337,284,128,0,457,35238,1186,-53,-351,-138,85,128,5005,193554,5996,621,107,364,257,309251,12049714,374388,35658,4085,20100,15558,474585028,14755880,1364410,79728,739688,624722,460331,41948,1822,22478,19470,4758,1109,2907,1851,1920,1339,-230,2054,853,998
65,8,1,first,45,200,7284,8387,62,78,60,7801,299750,9355,2243,2548,79626,106368,2399,3384,-2,122,875,175,524,351,1729,308,253,122,-2,305,26742,985,-55,-325,-129,74,122,4791,185994,5783,561,95,327,234,307551,11943304,372830,33822,5197,19662,14160,468712924,14633988,1290826,137244,727406,563420,458549,39929,3628,22271,17658,4371,1184,2750,1621,1683,1271,-87,1946,804,817
65,7,4,second,45,200,7214,8342,59,77,64,7801,299750,9383,2103,2727,73430,114132,2225,3593,5,123,887,108,500,387,1690,302,285,123,5,624,40702,1368,-17,-344,-119,102,123,4830,187562,5818,587,70,331,256,307551,11943304,373997,34426,2436,18743,15683,468712924,14681956,1319262,25740,692852,626410,461283,40972,332,21336,19636,4403,766,2576,1827,1680,1051,-285,1754,822,1005
65,8,1,first,46,200,7220,8413,62,80,58,7748,295270,9224,2225,2434,78234,100148,2399,3161,-4,120,899,155,525,374,1631,301,251,120,-4,209,21914,762,-50,-304,-117,67,120,4659,178382,5560,552,94,321,231,303018,11657096,364061,34628,4465,19651,14977,452662316,14134270,1313552,110630,723048,590504,442790,40694,3024,22240,18454,4579,1033,2781,1798,1587,1158,-125,1911,870,928
65,7,4,second,46,200,7215,8323,62,71,67,7748,295270,9203,2226,2773,78136,112570,2398,3546,5,129,901,182,544,357,1637,291,286,129,5,547,34434,1148,-5,-300,-88,83,129,4999,190706,5944,577,98,340,237,303018,11657096,363274,34651,5556,20377,14274,452662316,14105410,1312216,154266,750458,561758,440943,40506,4336,22995,17511,4597,1162,2877,1720,1616,1239,-77,2014,863,857
65,8,1,first,47,200,7365,8481,73,79,48,7674,289132,9027,2642,2001,93494,81718,2870,2571,-25,121,910,219,552,358,1572,357,209,121,-25,-641,-11776,-299,-148,-299,-163,15,121,4643,175212,5441,566,141,341,225,296806,11273492,351889,34635,7064,20529,14106,431718032,13470654,1296110,215250,749792,546318,421787,40121,6290,23056,17065,4658,1366,2938,1720,1631,1349,17,2062,876,844
65,7,4,second,47,200,7234,8414,64,82,54,7674,289132,8988,2288,2218,79904,89368,2471,2796,-10,118,890,208,544,346,1522,309,216,118,-10,-70,9464,325,-93,-293,-134,41,118,4506,169272,5267,525,125,320,205,296806,11273492,350361,33922,6698,20275,13647,431718032,13412218,1270802,202934,741600,529202,417986,39170,5913,22704,16466,4432,1271,2805,1627,1568,1273,-2,1972,833,794
65,8,1,first,48,200,7280,8413,67,72,61,7710,292762,9135,2378,2531,82614,103238,2528,3275,-6,128,900,162,528,372,1587,335,268,128,-6,153,20624,747,-67,-339,-139,72,128,4909,185852,5803,603,125,361,242,300472,11535326,359976,34440,4495,19544,14896,447759092,13973782,1300518,103414,712278,588240,437379,40276,2703,21863,18413,4562,1009,2752,1810,1664,1167,-158,1890,862,948
65,7,4,second,48,200,7330,8448,67,77,56,7710,292762,9116,2376,2366,82474,98094,2506,3097,-11,123,883,186,529,354,1592,334,240,123,-11,-10,15620,591,-94,-337,-154,60,123,4742,180568,5603,574,133,348,226,300472,11535326,359176,33760,5508,19629,14131,447759092,13941166,1272436,145068,716562,555874,435730,39265,4020,21938,17327,4421,1187,2757,1664,1628,1239,-52,1921,836,828
65,8,1,first,49,200,7214,8390,59,82,59,7702,292564,9105,2090,2484,72616,102748,2203,3254,0,118,943,193,568,375,1596,294,266,118,0,394,30132,1051,-28,-304,-107,79,118,4574,175364,5457,560,94,327,233,300266,11544392,359321,36051,5581,21013,15038,449138432,13981684,1361410,141402,766472,594938,436851,41908,3781,23370,18538,5027,1265,3132,1895,1837,1399,-134,2212,920,975
65,7,4,second,49,200,7222,8335,64,72,64,7702,292564,9117,2216,2680,75118,110140,2292,3488,0,128,912,224,568,344,1639,338,258,128,0,464,35022,1196,-80,-358,-155,75,128,4896,185258,5780,596,138,367,229,300266,11544392,359680,34658,6660,20891,13767,449138432,13991250,1301486,178532,757520,543966,437403,40302,5064,23281,17021,4656,1450,3013,1643,1944,1518,-68,2188,825,818
65,8,1,first,50,200,7206,8398,57,78,65,7732,294248,9284,1976,2726,67020,112070,2080,3546,8,122,880,134,511,369,1686,297,282,122,8,750,45050,1466,-15,-323,-108,93,122,4702,179090,5626,579,77,332,247,301980,11605288,365993,33696,3524,18985,14711,450215320,14190706,1272588,72906,695272,577316,448912,39844,1938,21624,18220,4360,903,2624,1736,1616,1098,-195,1807,817,919
65,7,4,second,50,200,7166,8333,43,96,61,7732,294248,9208,1503,2527,51574,102574,1562,3227,18,104,874,142,517,357,1618,223,252,104,18,1024,51000,1665,29,-245,-56,85,104,4030,154148,4789,475,75,284,191,301980,11605288,363084,33487,3923,19217,14270,450215320,14082790,1264720,91244,703482,561238,441804,39327,2432,21712,17615,4274,933,2618,1656,1448,1068,-135,1815,803,853
65,8,1,first,51,200,7218,8289,57,68,75,7766,297072,9318,1996,3157,68468,130298,2108,4139,18,132,885,145,524,361,1697,284,317,132,18,1161,61830,2031,33,-325,-80,113,132,5153,198766,6247,601,81,350,251,304838,11783556,369687,34072,3893,19563,14509,460137984,14439108,1295342,84264,720718,574624,454524,40267,2210,22254,18013,4379,924,2668,1711,1617,1108,-184,1848,820,891
65,7,4,second,51,200,7244,8335,64,61,75,7766,297072,9237,2257,3141,77928,129052,2343,4064,11,139,936,161,554,382,1632,354,323,139,11,884,51124,1721,-31,-354,-123,92,139,5398,206980,6407,677,126,407,270,304838,11783556,366574,35934,4338,20578,15356,460137984,14321328,1362056,93560,753370,608686,447239,42017,2222,22980,19037,4928,1141,3019,1909,1965,1376,-235,2136,883,1026
65,8,1,first,52,200,7271,8308,64,78,58,7727,293828,9240,2295,2460,80688,102396,2510,3236,-6,122,866,174,517,349,1687,298,242,122,-6,165,21708,726,-56,-302,-118,62,122,4755,183084,5746,540,82,308,232,301555,11584780,364266,33276,5197,19319,13957,449696992,14138392,1260248,137964,709960,550288,445944,39282,3980,21994,17288,4186,998,2564,1622,1448,1072,-74,1759,805,817
65,7,4,second,52,200,7335,8411,68,75,57,7727,293828,9180,2415,2388,83904,98378,2555,3074,-11,125,873,168,515,358,1621,330,241,125,-11,-27,14474,519,-89,-328,-146,57,125,4803,182282,5629,571,132,346,225,301555,11584780,361933,33505,4918,19198,14307,449696992,14048462,1267074,126404,703976,563098,440324,39323,3574,21708,17615,4239,996,2573,1666,1538,1103,-107,1765,808,858
65,8,1,first,53,200,7299,8329,71,72,57,7662,288976,8943,2495,2389,85758,98292,2593,3094,-14,128,892,224,551,341,1505,370,241,128,-14,-106,12534,501,-129,-371,-186,57,128,4884,184050,5687,611,163,380,231,296638,11307278,350146,33729,6819,20221,13508,435656432,13498768,1257478,189928,729970,527508,419873,38430,5195,22063,16367,4530,1527,2964,1566,1900,1528,-1,2153,811,755
65,7,4,second,53,200,7187,8409,67,76,57,7662,288976,8970,2329,2364,79014,96344,2414,3014,-10,124,932,238,580,352,1546,346,261,124,-10,35,17330,600,-85,-339,-150,65,124,4693,175358,5428,607,187,392,215,296638,11307278,351023,35372,7411,21409,13963,435656432,13526636,1322850,214116,777148,545702,421616,40589,6067,23628,16961,4848,1565,3164,1684,1922,1574,-9,2294,870,814
65,8,1,first,54,200,7083,8417,44,89,67,7777,297432,9292,1553,2801,53724,114802,1633,3635,23,111,887,134,522,365,1649,238,281,111,23,1248,61078,2002,43,-268,-57,100,111,4354,168526,5268,519,48,295,224,305209,11779314,367964,34259,3757,19632,14627,458723328,14329080,1303074,87928,726040,577034,449054,40408,2270,22340,18068,4425,942,2705,1720,1446,1060,-118,1854,851,869
65,7,4,second,54,200,7202,8393,58,79,63,7777,297432,9338,2075,2642,72772,108720,2237,3447,5,121,883,134,511,372,1695,286,259,121,5,567,35948,1210,-27,-300,-103,76,121,4717,181492,5684,545,88,319,226,305209,11779314,369636,34049,3778,19197,14852,458723328,14388440,1293322,90322,709796,583526,452756,40310,2420,21970,18340,4349,938,2630,1719,1488,1063,-125,1795,835,884
65,8,1,first,55,200,7286,8361,73,61,66,7649,288676,9005,2560,2755,88168,112832,2701,3547,-7,139,919,210,561,358,1566,378,276,139,-7,195,24664,846,-102,-373,-168,66,139,5315,201000,6248,654,157,402,252,296325,11324066,353250,34543,6074,20406,14137,438019040,13663544,1283532,157320,732758,550774,427545,39753,4383,22491,17262,4801,1511,3105,1696,1968,1553,-42,2245,860,836
65,7,4,second,55,200,7195,8344,58,84,58,7649,288676,9024,1985,2437,66524,100458,2047,3177,0,116,896,212,554,342,1587,304,226,116,0,452,33934,1130,-78,-308,-135,57,116,4422,166982,5224,530,136,333,197,296325,11324066,353797,33731,6231,20207,13524,438019040,13679628,1255758,165544,727618,528140,428824,38936,4694,22380,16556,4630,1484,3018,1612,1754,1465,19,2174,844,768
65,8,1,first,56,200,7300,8346,57,71,72,7720,293774,9211,1975,2987,67170,121728,2057,3855,15,129,918,149,541,377,1640,302,303,129,15,1012,54558,1798,1,-334,-102,103,129,4962,188898,5912,605,100,360,245,301494,11600614,363727,34996,3784,19896,15100,451110268,14144498,1318312,71598,722234,596078,444911,41027,1843,22334,18693,4730,1105,2918,1812,1801,1286,-181,2051,867,945
65,7,4,second,56,200,7295,8359,68,71,61,7720,293774,9186,2392,2582,82562,107122,2526,3379,-7,129,891,162,523,368,1628,337,273,129,-7,190,24560,853,-64,-355,-145,81,129,4974,189684,5905,610,115,359,251,301494,11600614,362785,34048,4424,19331,14717,451110268,14109344,1285946,101302,705904,580042,442644,39955,2766,21787,18168,4461,1011,2704,1757,1662,1159,-148,1859,845,912
65,8,1,first,57,200,7305,8442,57,87,56,7750,295530,9168,2048,2362,72152,97798,2193,3073,-1,113,904,199,551,353,1617,277,241,113,-1,314,25646,880,-36,-293,-108,72,113,4410,169950,5266,518,99,308,210,303280,11680230,362524,34720,6214,20624,14096,454365132,14109832,1313556,179166,759184,554372,439468,40468,5070,23209,17259,4552,1236,2876,1676,1581,1262,-26,2015,861,815
65,7,4,second,57,200,7215,8436,55,83,62,7750,295530,9255,1923,2575,65704,104940,2007,3319,7,117,898,163,534,364,1668,298,255,117,7,652,39236,1312,-43,-308,-117,74,117,4498,170644,5326,553,122,341,212,303280,11680230,365912,34428,4658,19869,14559,454365132,14237466,1300550,114498,727142,573408,447469,40397,3111,22410,17987,4496,1149,2801,1695,1631,1236,-87,1960,841,854
65,8,1,first,58,200,7258,8288,61,72,67,7722,293748,9101,2159,2793,74900,114262,2316,3577,6,128,907,173,543,364,1552,299,276,128,6,634,39362,1261,-23,-319,-107,84,128,4952,189162,5893,575,81,331,244,301470,11594172,359251,34553,4857,20022,14531,450736416,13968812,1298994,115256,726806,572188,434311,39961,3130,22176,17785,4601,1178,2878,1723,1763,1311,-133,2041,837,886
65,7,4,second,58,200,7331,8363,61,84,55,7722,293748,9165,2133,2305,72996,94832,2232,2992,-6,116,889,195,539,350,1638,322,224,116,-6,172,21836,760,-98,-338,-160,62,116,4438,167828,5224,546,144,342,204,301470,11594172,361697,33989,5775,19968,14021,450736416,14060740,1282234,153002,728536,553698,439995,39687,4277,22362,17325,4399,1331,2816,1583,1867,1430,-99,2043,773,810
65,8,1,first,59,200,7221,8340,67,75,58,7660,288670,9021,2349,2407,80658,97866,2493,3071,-9,125,905,194,545,360,1555,321,259,125,-9,58,17208,578,-62,-327,-132,70,125,4756,178524,5564,580,113,342,238,296330,11277122,352308,34384,5790,20116,14268,433268108,13532084,1287144,157112,730732,556412,423823,39960,4600,22569,17391,4581,1173,2846,1735,1682,1264,-91,1989,857,878
65,7,4,second,59,200,7260,8371,63,67,70,7660,288670,9017,2197,2868,75004,115062,2310,3633,7,133,917,184,554,363,1541,322,301,133,7,671,40058,1323,-21,-322,-105,84,133,5065,190066,5943,623,120,375,248,296330,11277122,352301,34837,5520,20514,14323,433268108,13536846,1303824,152238,748060,555764,424105,40406,4361,23045,17361,4647,1222,2924,1723,1630,1265,-43,2042,882,841
65,8,1,first,60,200,7246,8261,61,73,66,7664,289420,9024,2129,2720,72954,110042,2232,3479,5,127,882,203,545,337,1563,317,268,127,5,591,37088,1247,-49,-308,-115,66,127,4849,182996,5711,585,128,359,226,297084,11343368,353799,33264,6001,19928,13336,437741624,13656164,1240054,162086,719614,520440,427284,38235,4510,21996,16239,4538,1459,2974,1564,1759,1455,4,2157,817,747
65,7,4,second,60,200,7397,8438,74,72,54,7664,289420,8995,2629,2249,91702,91834,2792,2861,-20,128,910,234,562,348,1565,391,230,128,-20,-380,132,69,-161,-353,-193,32,128,4878,183536,5653,621,185,393,228,297084,11343368,352620,34427,7245,20646,13781,437741624,13609710,1287040,211528,749350,537690,424383,39677,6102,22924,16753,4698,1579,3058,1640,1876,1551,28,2208,850,790
65,8,1,first,61,200,7309,8438,64,79,57,7715,293350,9189,2264,2405,78504,99476,2412,3129,-7,121,899,164,528,371,1638,313,265,121,-7,141,20972,717,-48,-319,-123,75,121,4669,177980,5541,578,103,337,241,301065,11577956,362538,34421,4586,19574,14847,450214988,14092630,1301170,108854,715498,585672,442541,40504,3071,22146,18358,4483,975,2705,1778,1580,1118,-143,1850,855,923
65,7,4,second,61,200,7261,8334,68,67,65,7715,293350,9185,2388,2727,82090,112298,2547,3540,-3,133,897,158,526,371,1628,339,277,133,-3,339,30208,993,-62,-371,-150,88,133,5115,194388,6087,616,99,356,260,301065,11577956,362333,34333,4158,19415,14918,450214988,14081852,1298756,85452,707208,591548,441801,40329,2346,21834,18495,4521,1057,2758,1763,1850,1268,-211,1938,820,943
65,8,1,first,62,200,7213,8328,60,71,69,7710,292984,9164,2107,2913,72444,120720,2231,3817,9,129,907,170,543,364,1624,301,293,129,9,806,48276,1586,-8,-345,-112,104,129,5020,193164,6048,594,73,338,256,300694,11560784,361721,34614,4640,20030,14584,449707712,14075700,1303898,103250,727712,576186,441966,40530,2766,22441,18089,4561,1135,2844,1717,1830,1310,-175,2021,823,894
65,7,4,second,62,200,7303,8411,73,60,67,7710,292984,9169,2564,2824,88086,116816,2696,3704,-6,140,920,200,557,363,1659,393,284,140,-6,260,28730,1008,-109,-423,-196,87,140,5388,204902,6400,677,129,400,277,300694,11560784,361833,35071,5649,20490,14581,449707712,14075986,1320242,135800,742386,577856,441843,40986,3828,22911,18075,4718,1351,2980,1738,2076,1502,-151,2143,837,901
65,8,1,first,63,200,7269,8393,70,69,61,7647,287462,8998,2471,2518,85494,101782,2653,3211,-9,131,868,197,528,340,1548,342,240,131,-9,47,16288,558,-102,-333,-152,50,131,4989,187276,5864,582,143,358,224,295109,11194330,350270,32818,6115,19490,13328,428396524,13399420,1221672,177464,707712,513960,420518,38003,5121,21841,16162,4178,1218,2647,1531,1541,1213,5,1854,793,738
65,7,4,second,63,200,7239,8322,74,63,63,7647,287462,8966,2626,2599,91212,104956,2782,3292,-11,137,903,208,550,353,1527,376,257,137,-11,-27,13744,510,-119,-336,-159,40,137,5225,196168,6074,633,156,389,244,295109,11194330,349276,34096,6361,20215,13881,428396524,13370614,1267750,180342,730918,536832,418774,39122,5016,22324,16798,4577,1408,2933,1644,1756,1414,-6,2094,839,805
65,8,1,first,64,200,7195,8333,62,78,60,7676,290530,9089,2165,2522,74034,104184,2297,3306,-2,122,878,192,534,344,1605,287,255,122,-2,357,30150,1009,-32,-294,-102,70,122,4687,178218,5603,542,108,324,218,298206,11424998,357301,33386,5737,19740,13646,443088140,13853416,1253826,154976,719476,534350,434661,38975,4472,22228,16747,4342,1180,2745,1597,1500,1193,-13,1918,827,770
65,7,4,second,64,200,7282,8376,73,65,62,7676,290530,9104,2586,2614,89780,108388,2763,3438,-11,135,894,239,561,333,1667,361,250,135,-11,28,18608,675,-111,-360,-168,57,135,5200,198168,6201,611,148,374,237,298206,11424998,357884,33939,7407,20687,13252,443088140,13875970,1272174,211706,751244,520930,436116,39547,6210,23216,16331,4476,1487,2926,1550,1769,1448,39,2103,823,727
65,8,1,first,65,200,7163,8280,52,72,76,7770,297568,9369,1833,3180,63428,130608,1933,4127,24,128,880,94,499,381,1693,274,331,128,24,1347,67180,2194,57,-329,-72,129,128,5013,194036,6060,605,47,338,267,305338,11824382,372253,33891,1842,18540,15351,462890576,14569468,1289846,3298,680162,609684,460105,40250,-438,21003,19247,4450,759,2633,1817,1740,1085,-326,1823,810,1007
65,7,4,second,65,200,7315,8397,61,73,66,7770,297568,9324,2118,2788,71954,115560,2193,3650,5,127,890,163,529,361,1717,327,266,127,5,670,43606,1457,-61,-384,-159,98,127,4906,187514,5843,593,116,357,236,305338,11824382,370567,34108,4274,19526,14582,462890576,14507168,1291518,86508,710816,580702,456206,40015,2212,21842,18173,4500,1243,2841,1659,2021,1440,-197,2061,780,879
