batch,first_replica,samples,p,axis_sum,diamond_sum,paired_difference_sum,axis_mean,diamond_mean,paired_difference_mean
0,0,2000,0.59174605000000002,-98,-95,3,-0.049000000000000002,-0.047500000000000001,0.0015
0,0,2000,0.59274605000000002,5,18,13,0.0025000000000000001,0.0089999999999999993,0.0064999999999999997
0,0,2000,0.59374605000000003,97,131,34,0.048500000000000001,0.065500000000000003,0.017000000000000001
1,2000,2000,0.59174605000000002,-138,-94,44,-0.069000000000000006,-0.047,0.021999999999999999
1,2000,2000,0.59274605000000002,-28,-1,27,-0.014,-0.00050000000000000001,0.0135
1,2000,2000,0.59374605000000003,76,113,37,0.037999999999999999,0.056500000000000002,0.018499999999999999
2,4000,2000,0.59174605000000002,-101,-82,19,-0.050500000000000003,-0.041000000000000002,0.0094999999999999998
2,4000,2000,0.59274605000000002,-15,30,45,-0.0074999999999999997,0.014999999999999999,0.022499999999999999
2,4000,2000,0.59374605000000003,85,145,60,0.042500000000000003,0.072499999999999995,0.029999999999999999
3,6000,2000,0.59174605000000002,-62,-138,-76,-0.031,-0.069000000000000006,-0.037999999999999999
3,6000,2000,0.59274605000000002,35,-19,-54,0.017500000000000002,-0.0094999999999999998,-0.027
3,6000,2000,0.59374605000000003,136,73,-63,0.068000000000000005,0.036499999999999998,-0.0315
4,8000,2000,0.59174605000000002,-116,-71,45,-0.058000000000000003,-0.035499999999999997,0.022499999999999999
4,8000,2000,0.59274605000000002,-15,36,51,-0.0074999999999999997,0.017999999999999999,0.025499999999999998
4,8000,2000,0.59374605000000003,91,153,62,0.045499999999999999,0.076499999999999999,0.031
5,10000,2000,0.59174605000000002,-135,-119,16,-0.067500000000000004,-0.059499999999999997,0.0080000000000000002
5,10000,2000,0.59274605000000002,6,-19,-25,0.0030000000000000001,-0.0094999999999999998,-0.012500000000000001
5,10000,2000,0.59374605000000003,130,77,-53,0.065000000000000002,0.0385,-0.026499999999999999
6,12000,2000,0.59174605000000002,-121,-100,21,-0.060499999999999998,-0.050000000000000003,0.010500000000000001
6,12000,2000,0.59274605000000002,-32,22,54,-0.016,0.010999999999999999,0.027
6,12000,2000,0.59374605000000003,77,127,50,0.0385,0.063500000000000001,0.025000000000000001
7,14000,2000,0.59174605000000002,-100,-71,29,-0.050000000000000003,-0.035499999999999997,0.014500000000000001
7,14000,2000,0.59274605000000002,-9,41,50,-0.0044999999999999997,0.020500000000000001,0.025000000000000001
7,14000,2000,0.59374605000000003,100,143,43,0.050000000000000003,0.071499999999999994,0.021499999999999998
8,16000,2000,0.59174605000000002,-105,-108,-3,-0.052499999999999998,-0.053999999999999999,-0.0015
8,16000,2000,0.59274605000000002,18,-2,-20,0.0089999999999999993,-0.001,-0.01
8,16000,2000,0.59374605000000003,144,87,-57,0.071999999999999995,0.043499999999999997,-0.028500000000000001
9,18000,2000,0.59174605000000002,-116,-126,-10,-0.058000000000000003,-0.063,-0.0050000000000000001
9,18000,2000,0.59274605000000002,-20,-17,3,-0.01,-0.0085000000000000006,0.0015
9,18000,2000,0.59374605000000003,95,92,-3,0.047500000000000001,0.045999999999999999,-0.0015
10,20000,2000,0.59174605000000002,-98,-111,-13,-0.049000000000000002,-0.055500000000000001,-0.0064999999999999997
10,20000,2000,0.59274605000000002,2,8,6,0.001,0.0040000000000000001,0.0030000000000000001
10,20000,2000,0.59374605000000003,114,114,0,0.057000000000000002,0.057000000000000002,0
11,22000,2000,0.59174605000000002,-137,-94,43,-0.068500000000000005,-0.047,0.021499999999999998
11,22000,2000,0.59274605000000002,-34,25,59,-0.017000000000000001,0.012500000000000001,0.029499999999999998
11,22000,2000,0.59374605000000003,88,126,38,0.043999999999999997,0.063,0.019
12,24000,2000,0.59174605000000002,-55,-49,6,-0.0275,-0.024500000000000001,0.0030000000000000001
12,24000,2000,0.59274605000000002,56,40,-16,0.028000000000000001,0.02,-0.0080000000000000002
12,24000,2000,0.59374605000000003,172,145,-27,0.085999999999999993,0.072499999999999995,-0.0135
13,26000,2000,0.59174605000000002,-79,-84,-5,-0.0395,-0.042000000000000003,-0.0025000000000000001
13,26000,2000,0.59274605000000002,39,19,-20,0.0195,0.0094999999999999998,-0.01
13,26000,2000,0.59374605000000003,130,132,2,0.065000000000000002,0.066000000000000003,0.001
14,28000,2000,0.59174605000000002,-119,-154,-35,-0.059499999999999997,-0.076999999999999999,-0.017500000000000002
14,28000,2000,0.59274605000000002,-7,-53,-46,-0.0035000000000000001,-0.026499999999999999,-0.023
14,28000,2000,0.59374605000000003,115,64,-51,0.057500000000000002,0.032000000000000001,-0.025499999999999998
15,30000,2000,0.59174605000000002,-141,-130,11,-0.070499999999999993,-0.065000000000000002,0.0054999999999999997
15,30000,2000,0.59274605000000002,-36,-24,12,-0.017999999999999999,-0.012,0.0060000000000000001
15,30000,2000,0.59374605000000003,67,100,33,0.033500000000000002,0.050000000000000003,0.016500000000000001
16,32000,2000,0.59174605000000002,-122,-74,48,-0.060999999999999999,-0.036999999999999998,0.024
16,32000,2000,0.59274605000000002,-20,30,50,-0.01,0.014999999999999999,0.025000000000000001
16,32000,2000,0.59374605000000003,96,135,39,0.048000000000000001,0.067500000000000004,0.0195
17,34000,2000,0.59174605000000002,-64,-114,-50,-0.032000000000000001,-0.057000000000000002,-0.025000000000000001
17,34000,2000,0.59274605000000002,55,-1,-56,0.0275,-0.00050000000000000001,-0.028000000000000001
17,34000,2000,0.59374605000000003,157,105,-52,0.0785,0.052499999999999998,-0.025999999999999999
18,36000,2000,0.59174605000000002,-41,-76,-35,-0.020500000000000001,-0.037999999999999999,-0.017500000000000002
18,36000,2000,0.59274605000000002,77,33,-44,0.0385,0.016500000000000001,-0.021999999999999999
18,36000,2000,0.59374605000000003,179,138,-41,0.089499999999999996,0.069000000000000006,-0.020500000000000001
19,38000,2000,0.59174605000000002,-57,-156,-99,-0.028500000000000001,-0.078,-0.049500000000000002
19,38000,2000,0.59274605000000002,44,-43,-87,0.021999999999999999,-0.021499999999999998,-0.043499999999999997
19,38000,2000,0.59374605000000003,155,67,-88,0.077499999999999999,0.033500000000000002,-0.043999999999999997
20,40000,2000,0.59174605000000002,-137,-133,4,-0.068500000000000005,-0.066500000000000004,0.002
20,40000,2000,0.59274605000000002,-25,-32,-7,-0.012500000000000001,-0.016,-0.0035000000000000001
20,40000,2000,0.59374605000000003,76,81,5,0.037999999999999999,0.040500000000000001,0.0025000000000000001
21,42000,2000,0.59174605000000002,-82,-91,-9,-0.041000000000000002,-0.045499999999999999,-0.0044999999999999997
21,42000,2000,0.59274605000000002,11,9,-2,0.0054999999999999997,0.0044999999999999997,-0.001
21,42000,2000,0.59374605000000003,120,120,0,0.059999999999999998,0.059999999999999998,0
22,44000,2000,0.59174605000000002,-162,-99,63,-0.081000000000000003,-0.049500000000000002,0.0315
22,44000,2000,0.59274605000000002,-56,28,84,-0.028000000000000001,0.014,0.042000000000000003
22,44000,2000,0.59374605000000003,64,141,77,0.032000000000000001,0.070499999999999993,0.0385
23,46000,2000,0.59174605000000002,-83,-152,-69,-0.041500000000000002,-0.075999999999999998,-0.034500000000000003
23,46000,2000,0.59274605000000002,12,-59,-71,0.0060000000000000001,-0.029499999999999998,-0.035499999999999997
23,46000,2000,0.59374605000000003,130,49,-81,0.065000000000000002,0.024500000000000001,-0.040500000000000001
24,48000,2000,0.59174605000000002,-102,-105,-3,-0.050999999999999997,-0.052499999999999998,-0.0015
24,48000,2000,0.59274605000000002,7,17,10,0.0035000000000000001,0.0085000000000000006,0.0050000000000000001
24,48000,2000,0.59374605000000003,128,133,5,0.064000000000000001,0.066500000000000004,0.0025000000000000001
25,50000,2000,0.59174605000000002,-156,-58,98,-0.078,-0.029000000000000001,0.049000000000000002
25,50000,2000,0.59274605000000002,-32,57,89,-0.016,0.028500000000000001,0.044499999999999998
25,50000,2000,0.59374605000000003,80,166,86,0.040000000000000001,0.083000000000000004,0.042999999999999997
26,52000,2000,0.59174605000000002,-90,-86,4,-0.044999999999999998,-0.042999999999999997,0.002
26,52000,2000,0.59274605000000002,9,17,8,0.0044999999999999997,0.0085000000000000006,0.0040000000000000001
26,52000,2000,0.59374605000000003,114,120,6,0.057000000000000002,0.059999999999999998,0.0030000000000000001
27,54000,2000,0.59174605000000002,-125,-155,-30,-0.0625,-0.077499999999999999,-0.014999999999999999
27,54000,2000,0.59274605000000002,-8,-72,-64,-0.0040000000000000001,-0.035999999999999997,-0.032000000000000001
27,54000,2000,0.59374605000000003,100,31,-69,0.050000000000000003,0.0155,-0.034500000000000003
28,56000,2000,0.59174605000000002,-98,-82,16,-0.049000000000000002,-0.041000000000000002,0.0080000000000000002
28,56000,2000,0.59274605000000002,16,19,3,0.0080000000000000002,0.0094999999999999998,0.0015
28,56000,2000,0.59374605000000003,107,120,13,0.053499999999999999,0.059999999999999998,0.0064999999999999997
29,58000,2000,0.59174605000000002,-97,-121,-24,-0.048500000000000001,-0.060499999999999998,-0.012
29,58000,2000,0.59274605000000002,5,-26,-31,0.0025000000000000001,-0.012999999999999999,-0.0155
29,58000,2000,0.59374605000000003,106,80,-26,0.052999999999999999,0.040000000000000001,-0.012999999999999999
30,60000,2000,0.59174605000000002,-118,-151,-33,-0.058999999999999997,-0.075499999999999998,-0.016500000000000001
30,60000,2000,0.59274605000000002,-8,-49,-41,-0.0040000000000000001,-0.024500000000000001,-0.020500000000000001
30,60000,2000,0.59374605000000003,97,76,-21,0.048500000000000001,0.037999999999999999,-0.010500000000000001
31,62000,2000,0.59174605000000002,-104,-54,50,-0.051999999999999998,-0.027,0.025000000000000001
31,62000,2000,0.59274605000000002,13,48,35,0.0064999999999999997,0.024,0.017500000000000002
31,62000,2000,0.59374605000000003,123,177,54,0.061499999999999999,0.088499999999999995,0.027
32,64000,2000,0.59174605000000002,-121,-99,22,-0.060499999999999998,-0.049500000000000002,0.010999999999999999
32,64000,2000,0.59274605000000002,-22,-10,12,-0.010999999999999999,-0.0050000000000000001,0.0060000000000000001
32,64000,2000,0.59374605000000003,83,108,25,0.041500000000000002,0.053999999999999999,0.012500000000000001
33,66000,2000,0.59174605000000002,-117,-88,29,-0.058500000000000003,-0.043999999999999997,0.014500000000000001
33,66000,2000,0.59274605000000002,-10,21,31,-0.0050000000000000001,0.010500000000000001,0.0155
33,66000,2000,0.59374605000000003,87,139,52,0.043499999999999997,0.069500000000000006,0.025999999999999999
34,68000,2000,0.59174605000000002,-142,-125,17,-0.070999999999999994,-0.0625,0.0085000000000000006
34,68000,2000,0.59274605000000002,-49,-16,33,-0.024500000000000001,-0.0080000000000000002,0.016500000000000001
34,68000,2000,0.59374605000000003,63,75,12,0.0315,0.037499999999999999,0.0060000000000000001
35,70000,2000,0.59174605000000002,-110,-76,34,-0.055,-0.037999999999999999,0.017000000000000001
35,70000,2000,0.59274605000000002,6,29,23,0.0030000000000000001,0.014500000000000001,0.0115
35,70000,2000,0.59374605000000003,102,128,26,0.050999999999999997,0.064000000000000001,0.012999999999999999
36,72000,2000,0.59174605000000002,-59,-91,-32,-0.029499999999999998,-0.045499999999999999,-0.016
36,72000,2000,0.59274605000000002,53,25,-28,0.026499999999999999,0.012500000000000001,-0.014
36,72000,2000,0.59374605000000003,143,141,-2,0.071499999999999994,0.070499999999999993,-0.001
37,74000,2000,0.59174605000000002,-142,-108,34,-0.070999999999999994,-0.053999999999999999,0.017000000000000001
37,74000,2000,0.59274605000000002,-35,-25,10,-0.017500000000000002,-0.012500000000000001,0.0050000000000000001
37,74000,2000,0.59374605000000003,83,85,2,0.041500000000000002,0.042500000000000003,0.001
38,76000,2000,0.59174605000000002,-176,-155,21,-0.087999999999999995,-0.077499999999999999,0.010500000000000001
38,76000,2000,0.59274605000000002,-65,-30,35,-0.032500000000000001,-0.014999999999999999,0.017500000000000002
38,76000,2000,0.59374605000000003,33,73,40,0.016500000000000001,0.036499999999999998,0.02
39,78000,2000,0.59174605000000002,-82,-140,-58,-0.041000000000000002,-0.070000000000000007,-0.029000000000000001
39,78000,2000,0.59274605000000002,30,-38,-68,0.014999999999999999,-0.019,-0.034000000000000002
39,78000,2000,0.59374605000000003,127,69,-58,0.063500000000000001,0.034500000000000003,-0.029000000000000001
40,80000,2000,0.59174605000000002,-91,-126,-35,-0.045499999999999999,-0.063,-0.017500000000000002
40,80000,2000,0.59274605000000002,21,-20,-41,0.010500000000000001,-0.01,-0.020500000000000001
40,80000,2000,0.59374605000000003,138,74,-64,0.069000000000000006,0.036999999999999998,-0.032000000000000001
41,82000,2000,0.59174605000000002,-47,-118,-71,-0.0235,-0.058999999999999997,-0.035499999999999997
41,82000,2000,0.59274605000000002,80,-19,-99,0.040000000000000001,-0.0094999999999999998,-0.049500000000000002
41,82000,2000,0.59374605000000003,186,94,-92,0.092999999999999999,0.047,-0.045999999999999999
42,84000,2000,0.59174605000000002,-132,-147,-15,-0.066000000000000003,-0.073499999999999996,-0.0074999999999999997
42,84000,2000,0.59274605000000002,-14,-19,-5,-0.0070000000000000001,-0.0094999999999999998,-0.0025000000000000001
42,84000,2000,0.59374605000000003,91,79,-12,0.045499999999999999,0.0395,-0.0060000000000000001
43,86000,2000,0.59174605000000002,-83,-139,-56,-0.041500000000000002,-0.069500000000000006,-0.028000000000000001
43,86000,2000,0.59274605000000002,36,-24,-60,0.017999999999999999,-0.012,-0.029999999999999999
43,86000,2000,0.59374605000000003,151,75,-76,0.075499999999999998,0.037499999999999999,-0.037999999999999999
44,88000,2000,0.59174605000000002,-89,-97,-8,-0.044499999999999998,-0.048500000000000001,-0.0040000000000000001
44,88000,2000,0.59274605000000002,20,19,-1,0.01,0.0094999999999999998,-0.00050000000000000001
44,88000,2000,0.59374605000000003,117,120,3,0.058500000000000003,0.059999999999999998,0.0015
