batch,first_replica,samples,p,axis_sum,diamond_sum,paired_difference_sum,axis_mean,diamond_mean,paired_difference_mean
6,600000,100000,0.59274605000000002,229,57,-172,0.0022899999999999999,0.00056999999999999998,-0.00172
6,600000,100000,0.59374605000000003,1003,835,-168,0.010030000000000001,0.0083499999999999998,-0.0016800000000000001
7,700000,100000,0.59174605000000002,-640,-730,-90,-0.0064000000000000003,-0.0073000000000000001,-0.00089999999999999998
7,700000,100000,0.59274605000000002,109,12,-97,0.00109,0.00012,-0.00097000000000000005
7,700000,100000,0.59374605000000003,916,765,-151,0.0091599999999999997,0.0076499999999999997,-0.0015100000000000001
8,800000,100000,0.59174605000000002,-874,-1257,-383,-0.0087399999999999995,-0.01257,-0.0038300000000000001
8,800000,100000,0.59274605000000002,-142,-502,-360,-0.00142,-0.0050200000000000002,-0.0035999999999999999
8,800000,100000,0.59374605000000003,609,259,-350,0.0060899999999999999,0.0025899999999999999,-0.0035000000000000001
9,900000,100000,0.59174605000000002,-578,-1210,-632,-0.0057800000000000004,-0.0121,-0.0063200000000000001
9,900000,100000,0.59274605000000002,207,-447,-654,0.0020699999999999998,-0.00447,-0.0065399999999999998
9,900000,100000,0.59374605000000003,971,296,-675,0.0097099999999999999,0.00296,-0.0067499999999999999
10,1000000,100000,0.59174605000000002,-1000,-1423,-423,-0.01,-0.01423,-0.0042300000000000003
10,1000000,100000,0.59274605000000002,-241,-654,-413,-0.0024099999999999998,-0.0065399999999999998,-0.00413
10,1000000,100000,0.59374605000000003,501,70,-431,0.0050099999999999997,0.00069999999999999999,-0.0043099999999999996
11,1100000,100000,0.59174605000000002,-376,-396,-20,-0.0037599999999999999,-0.00396,-0.00020000000000000001
11,1100000,100000,0.59274605000000002,361,338,-23,0.0036099999999999999,0.0033800000000000002,-0.00023000000000000001
11,1100000,100000,0.59374605000000003,1112,1117,5,0.01112,0.011169999999999999,5.0000000000000002e-05
12,1200000,100000,0.59174605000000002,-826,-1175,-349,-0.00826,-0.01175,-0.00349
12,1200000,100000,0.59274605000000002,-39,-400,-361,-0.00038999999999999999,-0.0040000000000000001,-0.0036099999999999999
12,1200000,100000,0.59374605000000003,715,309,-406,0.0071500000000000001,0.0030899999999999999,-0.0040600000000000002
13,1300000,100000,0.59174605000000002,-1150,-1070,80,-0.0115,-0.010699999999999999,0.00080000000000000004
13,1300000,100000,0.59274605000000002,-446,-297,149,-0.0044600000000000004,-0.00297,0.00149
13,1300000,100000,0.59374605000000003,280,476,196,0.0028,0.0047600000000000003,0.0019599999999999999
14,1400000,100000,0.59174605000000002,-830,-1079,-249,-0.0083000000000000001,-0.010789999999999999,-0.00249
14,1400000,100000,0.59274605000000002,-59,-311,-252,-0.00059000000000000003,-0.0031099999999999999,-0.0025200000000000001
14,1400000,100000,0.59374605000000003,729,429,-300,0.0072899999999999996,0.0042900000000000004,-0.0030000000000000001
15,1500000,100000,0.59174605000000002,-258,-917,-659,-0.0025799999999999998,-0.0091699999999999993,-0.0065900000000000004
15,1500000,100000,0.59274605000000002,513,-139,-652,0.00513,-0.00139,-0.0065199999999999998
15,1500000,100000,0.59374605000000003,1275,625,-650,0.012749999999999999,0.0062500000000000003,-0.0064999999999999997
16,1600000,100000,0.59174605000000002,-1043,-895,148,-0.01043,-0.0089499999999999996,0.00148
16,1600000,100000,0.59274605000000002,-313,-145,168,-0.00313,-0.0014499999999999999,0.0016800000000000001
16,1600000,100000,0.59374605000000003,500,643,143,0.0050000000000000001,0.00643,0.0014300000000000001
17,1700000,100000,0.59174605000000002,-769,-1265,-496,-0.0076899999999999998,-0.01265,-0.00496
17,1700000,100000,0.59274605000000002,-47,-514,-467,-0.00046999999999999999,-0.0051399999999999996,-0.0046699999999999997
17,1700000,100000,0.59374605000000003,728,256,-472,0.00728,0.0025600000000000002,-0.0047200000000000002
18,1800000,100000,0.59174605000000002,-609,-937,-328,-0.0060899999999999999,-0.0093699999999999999,-0.0032799999999999999
18,1800000,100000,0.59274605000000002,73,-177,-250,0.00072999999999999996,-0.0017700000000000001,-0.0025000000000000001
18,1800000,100000,0.59374605000000003,785,546,-239,0.0078499999999999993,0.0054599999999999996,-0.0023900000000000002
19,1900000,100000,0.59174605000000002,-376,-640,-264,-0.0037599999999999999,-0.0064000000000000003,-0.00264
19,1900000,100000,0.59274605000000002,314,139,-175,0.00314,0.00139,-0.00175
19,1900000,100000,0.59374605000000003,1046,879,-167,0.010460000000000001,0.0087899999999999992,-0.00167
20,2000000,100000,0.59174605000000002,-703,-1104,-401,-0.0070299999999999998,-0.011039999999999999,-0.0040099999999999997
20,2000000,100000,0.59274605000000002,103,-308,-411,0.0010300000000000001,-0.0030799999999999998,-0.0041099999999999999
20,2000000,100000,0.59374605000000003,903,457,-446,0.0090299999999999998,0.0045700000000000003,-0.0044600000000000004
21,2100000,100000,0.59174605000000002,-304,-656,-352,-0.0030400000000000002,-0.0065599999999999999,-0.0035200000000000001
21,2100000,100000,0.59274605000000002,461,61,-400,0.0046100000000000004,0.00060999999999999997,-0.0040000000000000001
21,2100000,100000,0.59374605000000003,1209,857,-352,0.01209,0.0085699999999999995,-0.0035200000000000001
22,2200000,100000,0.59174605000000002,-564,-639,-75,-0.00564,-0.0063899999999999998,-0.00075000000000000002
22,2200000,100000,0.59274605000000002,161,112,-49,0.0016100000000000001,0.0011199999999999999,-0.00048999999999999998
22,2200000,100000,0.59374605000000003,899,852,-47,0.0089899999999999997,0.0085199999999999998,-0.00046999999999999999
23,2300000,100000,0.59174605000000002,-699,-989,-290,-0.0069899999999999997,-0.0098899999999999995,-0.0028999999999999998
23,2300000,100000,0.59274605000000002,74,-234,-308,0.00073999999999999999,-0.0023400000000000001,-0.0030799999999999998
23,2300000,100000,0.59374605000000003,817,517,-300,0.0081700000000000002,0.0051700000000000001,-0.0030000000000000001
24,2400000,100000,0.59174605000000002,-155,-877,-722,-0.0015499999999999999,-0.00877,-0.0072199999999999999
24,2400000,100000,0.59274605000000002,580,-115,-695,0.0057999999999999996,-0.00115,-0.0069499999999999996
24,2400000,100000,0.59374605000000003,1304,614,-690,0.01304,0.0061399999999999996,-0.0068999999999999999
25,2500000,100000,0.59174605000000002,-437,-746,-309,-0.0043699999999999998,-0.0074599999999999996,-0.0030899999999999999
25,2500000,100000,0.59274605000000002,380,33,-347,0.0038,0.00033,-0.00347
25,2500000,100000,0.59374605000000003,1121,769,-352,0.011209999999999999,0.0076899999999999998,-0.0035200000000000001
26,2600000,100000,0.59174605000000002,-466,-1039,-573,-0.0046600000000000001,-0.01039,-0.0057299999999999999
26,2600000,100000,0.59274605000000002,284,-296,-580,0.0028400000000000001,-0.00296,-0.0057999999999999996
26,2600000,100000,0.59374605000000003,1020,452,-568,0.010200000000000001,0.0045199999999999997,-0.0056800000000000002
27,2700000,100000,0.59174605000000002,-965,-1155,-190,-0.0096500000000000006,-0.01155,-0.0019
27,2700000,100000,0.59274605000000002,-209,-360,-151,-0.0020899999999999998,-0.0035999999999999999,-0.0015100000000000001
27,2700000,100000,0.59374605000000003,565,367,-198,0.0056499999999999996,0.0036700000000000001,-0.00198
28,2800000,100000,0.59174605000000002,-582,-1080,-498,-0.0058199999999999997,-0.010800000000000001,-0.0049800000000000001
28,2800000,100000,0.59274605000000002,189,-334,-523,0.00189,-0.0033400000000000001,-0.0052300000000000003
28,2800000,100000,0.59374605000000003,914,388,-526,0.0091400000000000006,0.0038800000000000002,-0.0052599999999999999
29,2900000,100000,0.59174605000000002,43,-399,-442,0.00042999999999999999,-0.0039899999999999996,-0.0044200000000000003
29,2900000,100000,0.59274605000000002,741,337,-404,0.0074099999999999999,0.0033700000000000002,-0.0040400000000000002
29,2900000,100000,0.59374605000000003,1471,1136,-335,0.014710000000000001,0.01136,-0.0033500000000000001
30,3000000,100000,0.59174605000000002,-696,-671,25,-0.00696,-0.0067099999999999998,0.00025000000000000001
30,3000000,100000,0.59274605000000002,75,104,29,0.00075000000000000002,0.0010399999999999999,0.00029
30,3000000,100000,0.59374605000000003,828,801,-27,0.0082799999999999992,0.0080099999999999998,-0.00027
31,3100000,100000,0.59174605000000002,-537,-1069,-532,-0.0053699999999999998,-0.01069,-0.0053200000000000001
31,3100000,100000,0.59274605000000002,281,-283,-564,0.00281,-0.0028300000000000001,-0.00564
31,3100000,100000,0.59374605000000003,1059,455,-604,0.01059,0.0045500000000000002,-0.0060400000000000002
32,3200000,100000,0.59174605000000002,-194,-936,-742,-0.0019400000000000001,-0.0093600000000000003,-0.0074200000000000004
32,3200000,100000,0.59274605000000002,491,-227,-718,0.0049100000000000003,-0.0022699999999999999,-0.0071799999999999998
32,3200000,100000,0.59374605000000003,1184,515,-669,0.01184,0.0051500000000000001,-0.0066899999999999998
33,3300000,100000,0.59174605000000002,-554,-1086,-532,-0.0055399999999999998,-0.01086,-0.0053200000000000001
33,3300000,100000,0.59274605000000002,187,-355,-542,0.0018699999999999999,-0.0035500000000000002,-0.0054200000000000003
33,3300000,100000,0.59374605000000003,940,394,-546,0.0094000000000000004,0.0039399999999999999,-0.0054599999999999996
34,3400000,100000,0.59174605000000002,-574,-1072,-498,-0.0057400000000000003,-0.01072,-0.0049800000000000001
34,3400000,100000,0.59274605000000002,159,-376,-535,0.0015900000000000001,-0.0037599999999999999,-0.0053499999999999997
34,3400000,100000,0.59374605000000003,881,453,-428,0.0088100000000000001,0.0045300000000000002,-0.00428
35,3500000,100000,0.59174605000000002,-471,-630,-159,-0.0047099999999999998,-0.0063,-0.0015900000000000001
35,3500000,100000,0.59274605000000002,285,120,-165,0.0028500000000000001,0.0011999999999999999,-0.00165
35,3500000,100000,0.59374605000000003,992,892,-100,0.00992,0.0089200000000000008,-0.001
36,3600000,100000,0.59174605000000002,-809,-802,7,-0.00809,-0.0080199999999999994,6.9999999999999994e-05
36,3600000,100000,0.59274605000000002,-54,-10,44,-0.00054000000000000001,-0.0001,0.00044000000000000002
36,3600000,100000,0.59374605000000003,658,761,103,0.0065799999999999999,0.0076099999999999996,0.0010300000000000001
37,3700000,100000,0.59174605000000002,-500,-1010,-510,-0.0050000000000000001,-0.0101,-0.0051000000000000004
37,3700000,100000,0.59274605000000002,286,-266,-552,0.0028600000000000001,-0.00266,-0.0055199999999999997
37,3700000,100000,0.59374605000000003,1018,502,-516,0.01018,0.0050200000000000002,-0.0051599999999999997
38,3800000,100000,0.59174605000000002,-835,-1201,-366,-0.0083499999999999998,-0.01201,-0.0036600000000000001
38,3800000,100000,0.59274605000000002,-95,-385,-290,-0.00095,-0.0038500000000000001,-0.0028999999999999998
38,3800000,100000,0.59374605000000003,641,393,-248,0.0064099999999999999,0.0039300000000000003,-0.00248
39,3900000,100000,0.59174605000000002,-548,-1096,-548,-0.0054799999999999996,-0.010959999999999999,-0.0054799999999999996
39,3900000,100000,0.59274605000000002,172,-331,-503,0.00172,-0.00331,-0.0050299999999999997
39,3900000,100000,0.59374605000000003,955,414,-541,0.0095499999999999995,0.0041399999999999996,-0.0054099999999999999
40,4000000,100000,0.59174605000000002,-247,-453,-206,-0.00247,-0.0045300000000000002,-0.0020600000000000002
40,4000000,100000,0.59274605000000002,504,280,-224,0.0050400000000000002,0.0028,-0.0022399999999999998
40,4000000,100000,0.59374605000000003,1279,1001,-278,0.012789999999999999,0.01001,-0.0027799999999999999
41,4100000,100000,0.59174605000000002,-693,-929,-236,-0.0069300000000000004,-0.0092899999999999996,-0.0023600000000000001
41,4100000,100000,0.59274605000000002,73,-176,-249,0.00072999999999999996,-0.0017600000000000001,-0.00249
41,4100000,100000,0.59374605000000003,789,598,-191,0.0078899999999999994,0.0059800000000000001,-0.00191
42,4200000,100000,0.59174605000000002,-647,-977,-330,-0.0064700000000000001,-0.0097699999999999992,-0.0033
42,4200000,100000,0.59274605000000002,85,-223,-308,0.00084999999999999995,-0.0022300000000000002,-0.0030799999999999998
42,4200000,100000,0.59374605000000003,795,563,-232,0.0079500000000000005,0.0056299999999999996,-0.00232
43,4300000,100000,0.59174605000000002,-64,-607,-543,-0.00064000000000000005,-0.0060699999999999999,-0.0054299999999999999
43,4300000,100000,0.59274605000000002,701,147,-554,0.0070099999999999997,0.00147,-0.0055399999999999998
43,4300000,100000,0.59374605000000003,1472,860,-612,0.01472,0.0086,-0.0061199999999999996
44,4400000,100000,0.59174605000000002,-181,-959,-778,-0.00181,-0.0095899999999999996,-0.0077799999999999996
44,4400000,100000,0.59274605000000002,545,-188,-733,0.00545,-0.0018799999999999999,-0.0073299999999999997
44,4400000,100000,0.59374605000000003,1261,558,-703,0.01261,0.0055799999999999999,-0.0070299999999999998
45,4500000,100000,0.59174605000000002,-434,-825,-391,-0.0043400000000000001,-0.0082500000000000004,-0.0039100000000000003
45,4500000,100000,0.59274605000000002,316,-27,-343,0.00316,-0.00027,-0.0034299999999999999
45,4500000,100000,0.59374605000000003,1076,735,-341,0.01076,0.0073499999999999998,-0.0034099999999999998
46,4600000,100000,0.59174605000000002,-357,-822,-465,-0.0035699999999999998,-0.0082199999999999999,-0.0046499999999999996
46,4600000,100000,0.59274605000000002,433,-74,-507,0.0043299999999999996,-0.00073999999999999999,-0.0050699999999999999
46,4600000,100000,0.59374605000000003,1172,645,-527,0.01172,0.00645,-0.0052700000000000004
47,4700000,100000,0.59174605000000002,-696,-1274,-578,-0.00696,-0.01274,-0.0057800000000000004
47,4700000,100000,0.59274605000000002,81,-566,-647,0.00080999999999999996,-0.0056600000000000001,-0.0064700000000000001
47,4700000,100000,0.59374605000000003,830,206,-624,0.0083000000000000001,0.0020600000000000002,-0.0062399999999999999
48,4800000,100000,0.59174605000000002,-652,-828,-176,-0.0065199999999999998,-0.0082799999999999992,-0.0017600000000000001
48,4800000,100000,0.59274605000000002,122,-82,-204,0.0012199999999999999,-0.00081999999999999998,-0.0020400000000000001
48,4800000,100000,0.59374605000000003,864,654,-210,0.0086400000000000001,0.0065399999999999998,-0.0020999999999999999
49,4900000,100000,0.59174605000000002,-403,-717,-314,-0.0040299999999999997,-0.0071700000000000002,-0.00314
49,4900000,100000,0.59274605000000002,350,91,-259,0.0035000000000000001,0.00091,-0.0025899999999999999
49,4900000,100000,0.59374605000000003,1158,878,-280,0.01158,0.0087799999999999996,-0.0028
