batch,first_replica,samples,p,axis_sum,diamond_sum,paired_difference_sum,axis_mean,diamond_mean,paired_difference_mean
34,3400000,100000,0.59174605000000002,-787,-946,-159,-0.0078700000000000003,-0.0094599999999999997,-0.0015900000000000001
34,3400000,100000,0.59274605000000002,-63,-229,-166,-0.00063000000000000003,-0.0022899999999999999,-0.00166
34,3400000,100000,0.59374605000000003,714,598,-116,0.0071399999999999996,0.0059800000000000001,-0.00116
35,3500000,100000,0.59174605000000002,-736,-903,-167,-0.0073600000000000002,-0.0090299999999999998,-0.00167
35,3500000,100000,0.59274605000000002,32,-172,-204,0.00032000000000000003,-0.00172,-0.0020400000000000001
35,3500000,100000,0.59374605000000003,824,585,-239,0.0082400000000000008,0.0058500000000000002,-0.0023900000000000002
36,3600000,100000,0.59174605000000002,-651,-889,-238,-0.0065100000000000002,-0.0088900000000000003,-0.0023800000000000002
36,3600000,100000,0.59274605000000002,63,-146,-209,0.00063000000000000003,-0.0014599999999999999,-0.0020899999999999998
36,3600000,100000,0.59374605000000003,799,662,-137,0.0079900000000000006,0.00662,-0.0013699999999999999
37,3700000,100000,0.59174605000000002,-637,-868,-231,-0.0063699999999999998,-0.0086800000000000002,-0.00231
37,3700000,100000,0.59274605000000002,155,-131,-286,0.0015499999999999999,-0.00131,-0.0028600000000000001
37,3700000,100000,0.59374605000000003,913,627,-286,0.0091299999999999992,0.0062700000000000004,-0.0028600000000000001
38,3800000,100000,0.59174605000000002,-877,-906,-29,-0.00877,-0.0090600000000000003,-0.00029
38,3800000,100000,0.59274605000000002,-162,-115,47,-0.0016199999999999999,-0.00115,0.00046999999999999999
38,3800000,100000,0.59374605000000003,585,705,120,0.0058500000000000002,0.0070499999999999998,0.0011999999999999999
39,3900000,100000,0.59174605000000002,-563,-800,-237,-0.0056299999999999996,-0.0080000000000000002,-0.0023700000000000001
39,3900000,100000,0.59274605000000002,212,18,-194,0.0021199999999999999,0.00018000000000000001,-0.0019400000000000001
39,3900000,100000,0.59374605000000003,1023,832,-191,0.01023,0.0083199999999999993,-0.00191
40,4000000,100000,0.59174605000000002,-350,-863,-513,-0.0035000000000000001,-0.0086300000000000005,-0.00513
40,4000000,100000,0.59274605000000002,434,-109,-543,0.0043400000000000001,-0.00109,-0.0054299999999999999
40,4000000,100000,0.59374605000000003,1187,636,-551,0.01187,0.0063600000000000002,-0.0055100000000000001
41,4100000,100000,0.59174605000000002,-832,-1461,-629,-0.0083199999999999993,-0.01461,-0.0062899999999999996
41,4100000,100000,0.59274605000000002,-70,-684,-614,-0.00069999999999999999,-0.0068399999999999997,-0.0061399999999999996
41,4100000,100000,0.59374605000000003,704,48,-656,0.0070400000000000003,0.00048000000000000001,-0.0065599999999999999
42,4200000,100000,0.59174605000000002,-555,-940,-385,-0.0055500000000000002,-0.0094000000000000004,-0.0038500000000000001
42,4200000,100000,0.59274605000000002,247,-168,-415,0.00247,-0.0016800000000000001,-0.00415
42,4200000,100000,0.59374605000000003,956,545,-411,0.0095600000000000008,0.00545,-0.0041099999999999999
43,4300000,100000,0.59174605000000002,-107,-568,-461,-0.00107,-0.0056800000000000002,-0.0046100000000000004
43,4300000,100000,0.59274605000000002,633,178,-455,0.0063299999999999997,0.0017799999999999999,-0.0045500000000000002
43,4300000,100000,0.59374605000000003,1447,936,-511,0.01447,0.0093600000000000003,-0.00511
44,4400000,100000,0.59174605000000002,-278,-638,-360,-0.0027799999999999999,-0.0063800000000000003,-0.0035999999999999999
44,4400000,100000,0.59274605000000002,462,103,-359,0.00462,0.0010300000000000001,-0.0035899999999999999
44,4400000,100000,0.59374605000000003,1209,855,-354,0.01209,0.0085500000000000003,-0.0035400000000000002
45,4500000,100000,0.59174605000000002,-473,-587,-114,-0.0047299999999999998,-0.0058700000000000002,-0.00114
45,4500000,100000,0.59274605000000002,333,198,-135,0.0033300000000000001,0.00198,-0.0013500000000000001
45,4500000,100000,0.59374605000000003,1047,949,-98,0.01047,0.0094900000000000002,-0.00097999999999999997
46,4600000,100000,0.59174605000000002,-662,-684,-22,-0.00662,-0.0068399999999999997,-0.00022000000000000001
46,4600000,100000,0.59274605000000002,82,78,-4,0.00081999999999999998,0.00077999999999999999,-4.0000000000000003e-05
46,4600000,100000,0.59374605000000003,840,859,19,0.0083999999999999995,0.0085900000000000004,0.00019000000000000001
47,4700000,100000,0.59174605000000002,-969,-885,84,-0.0096900000000000007,-0.0088500000000000002,0.00084000000000000003
47,4700000,100000,0.59274605000000002,-190,-152,38,-0.0019,-0.0015200000000000001,0.00038000000000000002
47,4700000,100000,0.59374605000000003,561,592,31,0.0056100000000000004,0.0059199999999999999,0.00031
48,4800000,100000,0.59174605000000002,-355,-921,-566,-0.0035500000000000002,-0.0092099999999999994,-0.0056600000000000001
48,4800000,100000,0.59274605000000002,415,-155,-570,0.00415,-0.0015499999999999999,-0.0057000000000000002
48,4800000,100000,0.59374605000000003,1183,585,-598,0.01183,0.0058500000000000002,-0.0059800000000000001
49,4900000,100000,0.59174605000000002,-897,-853,44,-0.0089700000000000005,-0.0085299999999999994,0.00044000000000000002
49,4900000,100000,0.59274605000000002,-147,-78,69,-0.00147,-0.00077999999999999999,0.00068999999999999997
49,4900000,100000,0.59374605000000003,560,729,169,0.0055999999999999999,0.0072899999999999996,0.0016900000000000001
