batch,first_replica,samples,p,axis_sum,diamond_sum,paired_difference_sum,axis_mean,diamond_mean,paired_difference_mean
0,0,20000,0.59174605000000002,-434,-368,66,-0.021700000000000001,-0.0184,0.0033
0,0,20000,0.59274605000000002,-114,-76,38,-0.0057000000000000002,-0.0038,0.0019
0,0,20000,0.59374605000000003,226,196,-30,0.011299999999999999,0.0097999999999999997,-0.0015
1,20000,20000,0.59174605000000002,-307,-46,261,-0.015350000000000001,-0.0023,0.013050000000000001
1,20000,20000,0.59274605000000002,-17,257,274,-0.00084999999999999995,0.01285,0.0137
1,20000,20000,0.59374605000000003,291,529,238,0.01455,0.026450000000000001,0.011900000000000001
2,40000,20000,0.59174605000000002,-425,-410,15,-0.021250000000000002,-0.020500000000000001,0.00075000000000000002
2,40000,20000,0.59274605000000002,-133,-132,1,-0.0066499999999999997,-0.0066,5.0000000000000002e-05
2,40000,20000,0.59374605000000003,189,179,-10,0.0094500000000000001,0.0089499999999999996,-0.00050000000000000001
3,60000,20000,0.59174605000000002,-256,-292,-36,-0.012800000000000001,-0.0146,-0.0018
3,60000,20000,0.59274605000000002,38,6,-32,0.0019,0.00029999999999999997,-0.0016000000000000001
3,60000,20000,0.59374605000000003,327,303,-24,0.01635,0.01515,-0.0011999999999999999
4,80000,20000,0.59174605000000002,-220,-253,-33,-0.010999999999999999,-0.01265,-0.00165
4,80000,20000,0.59274605000000002,63,34,-29,0.00315,0.0016999999999999999,-0.0014499999999999999
4,80000,20000,0.59374605000000003,349,350,1,0.01745,0.017500000000000002,5.0000000000000002e-05
5,100000,20000,0.59174605000000002,-349,-241,108,-0.01745,-0.01205,0.0054000000000000003
5,100000,20000,0.59274605000000002,-17,73,90,-0.00084999999999999995,0.00365,0.0044999999999999997
5,100000,20000,0.59374605000000003,283,343,60,0.014149999999999999,0.017149999999999999,0.0030000000000000001
6,120000,20000,0.59174605000000002,-272,-274,-2,-0.013599999999999999,-0.0137,-0.0001
6,120000,20000,0.59274605000000002,43,16,-27,0.00215,0.00080000000000000004,-0.0013500000000000001
6,120000,20000,0.59374605000000003,323,334,11,0.016150000000000001,0.0167,0.00055000000000000003
7,140000,20000,0.59174605000000002,-318,-191,127,-0.015900000000000001,-0.0095499999999999995,0.0063499999999999997
7,140000,20000,0.59274605000000002,-6,102,108,-0.00029999999999999997,0.0051000000000000004,0.0054000000000000003
7,140000,20000,0.59374605000000003,287,417,130,0.01435,0.02085,0.0064999999999999997
8,160000,20000,0.59174605000000002,-264,-409,-145,-0.0132,-0.020449999999999999,-0.0072500000000000004
8,160000,20000,0.59274605000000002,23,-112,-135,0.00115,-0.0055999999999999999,-0.0067499999999999999
8,160000,20000,0.59374605000000003,321,181,-140,0.016049999999999998,0.0090500000000000008,-0.0070000000000000001
9,180000,20000,0.59174605000000002,-288,-323,-35,-0.0144,-0.016150000000000001,-0.00175
9,180000,20000,0.59274605000000002,9,-41,-50,0.00044999999999999999,-0.0020500000000000002,-0.0025000000000000001
9,180000,20000,0.59374605000000003,319,251,-68,0.015949999999999999,0.01255,-0.0033999999999999998
10,200000,20000,0.59174605000000002,-495,-487,8,-0.024750000000000001,-0.02435,0.00040000000000000002
10,200000,20000,0.59274605000000002,-192,-215,-23,-0.0095999999999999992,-0.010749999999999999,-0.00115
10,200000,20000,0.59374605000000003,100,99,-1,0.0050000000000000001,0.0049500000000000004,-5.0000000000000002e-05
11,220000,20000,0.59174605000000002,-221,-255,-34,-0.011050000000000001,-0.012749999999999999,-0.0016999999999999999
11,220000,20000,0.59274605000000002,54,49,-5,0.0027000000000000001,0.0024499999999999999,-0.00025000000000000001
11,220000,20000,0.59374605000000003,338,332,-6,0.016899999999999998,0.0166,-0.00029999999999999997
12,240000,20000,0.59174605000000002,-401,-495,-94,-0.020049999999999998,-0.024750000000000001,-0.0047000000000000002
12,240000,20000,0.59274605000000002,-126,-231,-105,-0.0063,-0.01155,-0.0052500000000000003
12,240000,20000,0.59374605000000003,165,91,-74,0.0082500000000000004,0.0045500000000000002,-0.0037000000000000002
13,260000,20000,0.59174605000000002,-184,-410,-226,-0.0091999999999999998,-0.020500000000000001,-0.011299999999999999
13,260000,20000,0.59274605000000002,85,-122,-207,0.0042500000000000003,-0.0061000000000000004,-0.01035
13,260000,20000,0.59374605000000003,376,181,-195,0.018800000000000001,0.0090500000000000008,-0.00975
14,280000,20000,0.59174605000000002,-446,-342,104,-0.0223,-0.017100000000000001,0.0051999999999999998
14,280000,20000,0.59274605000000002,-145,-48,97,-0.0072500000000000004,-0.0023999999999999998,0.0048500000000000001
14,280000,20000,0.59374605000000003,169,258,89,0.0084499999999999992,0.0129,0.00445
15,300000,20000,0.59174605000000002,-215,-417,-202,-0.010749999999999999,-0.02085,-0.0101
15,300000,20000,0.59274605000000002,27,-123,-150,0.0013500000000000001,-0.0061500000000000001,-0.0074999999999999997
15,300000,20000,0.59374605000000003,331,165,-166,0.016549999999999999,0.0082500000000000004,-0.0083000000000000001
16,320000,20000,0.59174605000000002,-407,-404,3,-0.02035,-0.020199999999999999,0.00014999999999999999
16,320000,20000,0.59274605000000002,-89,-116,-27,-0.00445,-0.0057999999999999996,-0.0013500000000000001
16,320000,20000,0.59374605000000003,226,185,-41,0.011299999999999999,0.0092499999999999995,-0.0020500000000000002
17,340000,20000,0.59174605000000002,-296,-340,-44,-0.014800000000000001,-0.017000000000000001,-0.0022000000000000001
17,340000,20000,0.59274605000000002,-3,-40,-37,-0.00014999999999999999,-0.002,-0.0018500000000000001
17,340000,20000,0.59374605000000003,290,259,-31,0.014500000000000001,0.01295,-0.0015499999999999999
18,360000,20000,0.59174605000000002,-164,-245,-81,-0.0082000000000000007,-0.01225,-0.0040499999999999998
18,360000,20000,0.59274605000000002,114,-4,-118,0.0057000000000000002,-0.00020000000000000001,-0.0058999999999999999
18,360000,20000,0.59374605000000003,393,283,-110,0.019650000000000001,0.014149999999999999,-0.0054999999999999997
19,380000,20000,0.59174605000000002,-71,-82,-11,-0.0035500000000000002,-0.0041000000000000003,-0.00055000000000000003
