n,modulus,batch,k,counter_first,counter_last_exclusive,samples,sum_q,sum_q2,sum_I01,sum_I12,sum_I02,sum_Re_J_S4,sum_Im_J_S4,sum_Re_J_D4,sum_Im_J_D4,sum_q_Re_J_S4,sum_q_Im_J_S4,sum_q_Re_J_D4,sum_q_Im_J_D4,sum_birth_mass,priority_field_digest
50,2i,1,36,9500200000,9500400000,200000,150063,150217,10126,786556,984,-654967.7984,416208.6912,-641611.697536,407460.968448,-488507.237248,310153.380864,-489852.894848,310915.697664,796682,63f61c762e257e95
50,2i,1,37,9500200000,9500400000,200000,163774,163798,2561,646888,261,-541391.13696,344714.27328,-537637.44736,342573.78048,-420405.50496,267659.29728,-420602.81376,267785.09568,649449,63f61c762e257e95
50,2i,1,38,9500200000,9500400000,200000,174708,174708,456,515800,114,-433022.478592,276103.136256,-432445.729792,275735.417856,-347875.7728,221925.3504,-347875.7728,221925.3504,516256,63f61c762e257e95
50,2i,1,39,9500200000,9500400000,200000,183105,183105,0,396794,0,-334215.062912,212743.190016,-334215.062912,212743.190016,-275789.577024,175480.261632,-275789.577024,175480.261632,396794,63f61c762e257e95
50,2i,1,40,9500200000,9500400000,200000,189406,189406,0,294880,0,-248579.00032,158532.34176,-248579.00032,158532.34176,-212456.31232,135501.55776,-212456.31232,135501.55776,294880,63f61c762e257e95
50,2i,1,41,9500200000,9500400000,200000,193690,193690,0,201537,0,-169935.9984,108346.2912,-169935.9984,108346.2912,-148103.0208,94426.2144,-148103.0208,94426.2144,201537,63f61c762e257e95
50,2i,1,42,9500200000,9500400000,200000,196567,196567,0,135090,0,-113907.888,72624.384,-113907.888,72624.384,-101887.2288,64960.3584,-101887.2288,64960.3584,135090,63f61c762e257e95
50,2i,1,43,9500200000,9500400000,200000,198349,198349,0,83500,0,-70407.2,44889.6,-70407.2,44889.6,-64611.0432,41194.1376,-64611.0432,41194.1376,83500,63f61c762e257e95
50,2i,1,44,9500200000,9500400000,200000,199331,199331,0,45944,0,-38739.9808,24699.4944,-38739.9808,24699.4944,-36432.9856,23228.6208,-36432.9856,23228.6208,45944,63f61c762e257e95
50,2i,1,45,9500200000,9500400000,200000,199787,199787,0,21340,0,-17993.888,11472.384,-17993.888,11472.384,-17302.464,11031.552,-17302.464,11031.552,21340,63f61c762e257e95
50,2i,1,46,9500200000,9500400000,200000,199951,199951,0,7740,0,-6526.368,4161.024,-6526.368,4161.024,-6361.1008,4055.6544,-6361.1008,4055.6544,7740,63f61c762e257e95
50,2i,1,47,9500200000,9500400000,200000,200000,200000,0,2303,0,-1941.8896,1238.0928,-1941.8896,1238.0928,-1941.8896,1238.0928,-1941.8896,1238.0928,2303,63f61c762e257e95
50,2i,1,48,9500200000,9500400000,200000,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,63f61c762e257e95
50,2i,1,49,9500200000,9500400000,200000,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,63f61c762e257e95
50,2i,1,50,9500200000,9500400000,200000,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,63f61c762e257e95
50,2i,2,0,9500400000,9500600000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,e064ca5b87f11ed
50,2i,2,1,9500400000,9500600000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,e064ca5b87f11ed
50,2i,2,2,9500400000,9500600000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,e064ca5b87f11ed
50,2i,2,3,9500400000,9500600000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,e064ca5b87f11ed
50,2i,2,4,9500400000,9500600000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,e064ca5b87f11ed
50,2i,2,5,9500400000,9500600000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,e064ca5b87f11ed
50,2i,2,6,9500400000,9500600000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,e064ca5b87f11ed
50,2i,2,7,9500400000,9500600000,200000,-200000,200000,129,0,0,-108.7728,69.3504,108.7728,-69.3504,108.7728,-69.3504,-108.7728,69.3504,129,e064ca5b87f11ed
50,2i,2,8,9500400000,9500600000,200000,-199997,199997,486,0,0,-409.7952,261.2736,409.7952,-261.2736,389.5584,-248.3712,-389.5584,248.3712,486,e064ca5b87f11ed
50,2i,2,9,9500400000,9500600000,200000,-199986,199986,1657,0,0,-1397.1824,890.8032,1397.1824,-890.8032,1313.7056,-837.5808,-1313.7056,837.5808,1657,e064ca5b87f11ed
50,2i,2,10,9500400000,9500600000,200000,-199948,199948,3780,0,0,-3187.296,2032.128,3187.296,-2032.128,2866.88,-1827.84,-2866.88,1827.84,3780,e064ca5b87f11ed
50,2i,2,11,9500400000,9500600000,200000,-199863,199863,6785,0,0,-5721.112,3647.616,5721.112,-3647.616,4932.72,-3144.96,-4932.72,3144.96,6785,e064ca5b87f11ed
50,2i,2,12,9500400000,9500600000,200000,-199713,199713,13998,0,0,-11803.1136,7525.3248,11803.1136,-7525.3248,10285.3536,-6557.6448,-10285.3536,6557.6448,13998,e064ca5b87f11ed
50,2i,2,13,9500400000,9500600000,200000,-199392,199392,27002,0,0,-22768.0864,14516.2752,22768.0864,-14516.2752,19249.4128,-12272.8704,-19249.4128,12272.8704,27002,e064ca5b87f11ed
50,2i,2,14,9500400000,9500600000,200000,-198775,198775,42478,0,0,-35817.4496,22836.1728,35817.4496,-22836.1728,28533.888,-18192.384,-28533.888,18192.384,42478,e064ca5b87f11ed
50,2i,2,15,9500400000,9500600000,200000,-197835,197835,66845,0,0,-56363.704,35935.872,56363.704,-35935.872,44474.584,-28355.712,-44474.584,28355.712,66845,e064ca5b87f11ed
50,2i,2,16,9500400000,9500600000,200000,-196328,196328,99082,0,0,-83545.9424,53266.4832,83545.9424,-53266.4832,63214.704,-40303.872,-63214.704,40303.872,99082,e064ca5b87f11ed
50,2i,2,17,9500400000,9500600000,200000,-194123,194123,140841,0,0,-118685.897664,75670.705152,118685.897664,-75670.705152,87078.545664,-55518.769152,-87078.545664,55518.769152,140841,e064ca5b87f11ed
50,2i,2,18,9500400000,9500600000,200000,-190991,190991,192376,0,0,-161947.341312,103216.521216,161947.341312,-103216.521216,114449.952768,-72933.556224,-114449.952768,72933.556224,192376,e064ca5b87f11ed
50,2i,2,19,9500400000,9500600000,200000,-186741,186741,259062,62,0,-217972.656896,138845.564928,217868.100096,-138778.902528,149965.71904,-95507.93472,-149965.71904,95507.93472,259124,e064ca5b87f11ed
50,2i,2,20,9500400000,9500600000,200000,-180987,180991,343040,280,30,-287641.47328,183733.46304,287315.5968,-183457.3824,190692.73024,-121955.89632,-190760.18624,121998.90432,343320,e064ca5b87f11ed
50,2i,2,21,9500400000,9500600000,200000,-173379,173399,441248,545,50,-368329.776832,235717.656576,367594.680896,-235267.196928,234363.260928,-150026.671104,-234544.155264,150189.821952,441793,e064ca5b87f11ed
50,2i,2,22,9500400000,9500600000,200000,-163654,163700,550896,2806,330,-456891.637632,292484.990976,453313.758592,-290190.176256,277031.049984,-177353.382912,-277451.478784,177571.341312,553702,e064ca5b87f11ed
50,2i,2,23,9500400000,9500600000,200000,-151520,151746,667837,9252,766,-549998.706752,352894.811136,538347.702336,-345414.094848,315142.49888,-202528.80384,-317736.11872,204234.79296,677089,e064ca5b87f11ed
50,2i,2,24,9500400000,9500600000,200000,-136779,137537,796862,24376,1834,-655485.772928,420669.487104,625701.73632,-400614.38976,355288.864768,-227291.572224,-363339.87328,232424.66304,821238,e064ca5b87f11ed
50,2i,2,25,9500400000,9500600000,200000,-118800,120942,910550,56200,3600,-754939.4656,483149.2608,683337.712,-435676.416,363195.432,-231221.376,-384092.5744,245569.4592,966750,e064ca5b87f11ed
50,2i,2,26,9500400000,9500600000,200000,-98109,103363,986438,119728,6566,-836925.465216,536404.850688,682549.51616,-434363.25888,344781.329536,-220227.944448,-397514.125184,254677.696512,1106166,e064ca5b87f11ed
50,2i,2,27,9500400000,9500600000,200000,-74434,86294,1018416,223708,10958,-910193.164416,582907.596288,616588.55488,-391216.61184,288675.392576,-181907.271168,-403023.94016,257948.09088,1242124,e064ca5b87f11ed
50,2i,2,28,9500400000,9500600000,200000,-48221,71779,987136,369648,15640,-967948.29952,620143.88736,476080.755968,-302631.373824,191867.76576,-123253.83168,-410092.536832,264045.336576,1356784,e064ca5b87f11ed
50,2i,2,29,9500400000,9500600000,200000,-19911,62185,871832,557549,19770,-1001123.413184,642897.280512,247078.824768,-158068.852224,46999.092224,-28742.495232,-407710.019584,261692.915712,1429381,e064ca5b87f11ed
50,2i,2,30,9500400000,9500600000,200000,9060,60468,687080,757930,21320,-1010362.06912,646249.82016,-45375.03552,31297.93536,-123251.32096,79890.78528,-438653.90912,279934.94016,1445010,e064ca5b87f11ed
