n,modulus,batch,k,counter_first,counter_last_exclusive,samples,sum_q,sum_q2,sum_I01,sum_I12,sum_I02,sum_Re_J_S4,sum_Im_J_S4,sum_Re_J_D4,sum_Im_J_D4,sum_q_Re_J_S4,sum_q_Im_J_S4,sum_q_Re_J_D4,sum_q_Im_J_D4,sum_birth_mass,priority_field_digest
130,5i_over_2,0,0,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,1,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,2,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,3,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,4,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,5,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,6,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,7,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,8,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,9,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,10,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,11,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,12,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,13,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,14,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,15,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,16,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,17,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,18,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,19,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,20,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,21,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,b4bf81ce0b090928
130,5i_over_2,0,22,9500000000,9500200000,200000,-200000,200000,108,0,0,-76.0473372781065088757,76.6863905325443786982,76.0473372781065088757,-76.6863905325443786982,76.0473372781065088757,-76.6863905325443786982,-76.0473372781065088757,76.6863905325443786982,108,b4bf81ce0b090928
130,5i_over_2,0,23,9500000000,9500200000,200000,-199999,199999,23,0,0,-16.1952662721893491124,16.3313609467455621302,16.1952662721893491124,-16.3313609467455621302,0,0,0,0,23,b4bf81ce0b090928
130,5i_over_2,0,24,9500000000,9500200000,200000,-199999,199999,636,0,0,-447.834319526627218935,451.597633136094674556,447.834319526627218935,-451.597633136094674556,447.834319526627218935,-451.597633136094674556,-447.834319526627218935,451.597633136094674556,636,b4bf81ce0b090928
130,5i_over_2,0,25,9500000000,9500200000,200000,-199993,199993,570,0,0,-401.360946745562130178,404.733727810650887574,401.360946745562130178,-404.733727810650887574,295.739644970414201183,-298.22485207100591716,-295.739644970414201183,298.22485207100591716,570,b4bf81ce0b090928
130,5i_over_2,0,26,9500000000,9500200000,200000,-199989,199989,416,0,0,-292.923076923076923077,295.384615384615384615,292.923076923076923077,-295.384615384615384615,219.692307692307692308,-221.538461538461538462,-219.692307692307692308,221.538461538461538462,416,b4bf81ce0b090928
