# schema=matching-one/p537-aggregate-wedge-mc-combined/v1
# L=8
# N=64
# samples=100000000
# shard_index=0
# shard_count=1
# batches=100
# proposal_p=0.59260000000000002
batch	kind	transition	k	count	sum_q0	sum_q1	sum_source16_0	sum_source16_1	signed_count	signed_source_mid16	unsigned_count
0	landing	12	58	0	0	0	0	0	0	0	0
0	global	-	59	0	0	0	0	0	0	0	0
0	landing	01	59	0	0	0	0	0	0	0	0
0	landing	12	59	0	0	0	0	0	0	0	0
0	global	-	60	0	0	0	0	0	0	0	0
0	landing	01	60	0	0	0	0	0	0	0	0
0	landing	12	60	0	0	0	0	0	0	0	0
0	global	-	61	0	0	0	0	0	0	0	0
0	landing	01	61	0	0	0	0	0	0	0	0
0	landing	12	61	0	0	0	0	0	0	0	0
0	global	-	62	0	0	0	0	0	0	0	0
0	landing	01	62	0	0	0	0	0	0	0	0
0	landing	12	62	0	0	0	0	0	0	0	0
0	global	-	63	0	0	0	0	0	0	0	0
0	landing	01	63	0	0	0	0	0	0	0	0
0	landing	12	63	0	0	0	0	0	0	0	0
1	global	-	0	0	0	0	0	0	0	0	0
1	landing	01	0	0	0	0	0	0	0	0	0
1	landing	12	0	0	0	0	0	0	0	0	0
1	global	-	1	0	0	0	0	0	0	0	0
1	landing	01	1	0	0	0	0	0	0	0	0
1	landing	12	1	0	0	0	0	0	0	0	0
1	global	-	2	0	0	0	0	0	0	0	0
1	landing	01	2	0	0	0	0	0	0	0	0
1	landing	12	2	0	0	0	0	0	0	0	0
1	global	-	3	0	0	0	0	0	0	0	0
1	landing	01	3	0	0	0	0	0	0	0	0
1	landing	12	3	0	0	0	0	0	0	0	0
1	global	-	4	0	0	0	0	0	0	0	0
1	landing	01	4	0	0	0	0	0	0	0	0
1	landing	12	4	0	0	0	0	0	0	0	0
1	global	-	5	0	0	0	0	0	0	0	0
1	landing	01	5	0	0	0	0	0	0	0	0
1	landing	12	5	0	0	0	0	0	0	0	0
1	global	-	6	0	0	0	0	0	0	0	0
1	landing	01	6	0	0	0	0	0	0	0	0
1	landing	12	6	0	0	0	0	0	0	0	0
1	global	-	7	0	0	0	0	0	0	0	0
1	landing	01	7	0	0	0	0	0	0	0	0
1	landing	12	7	0	0	0	0	0	0	0	0
1	global	-	8	0	0	0	0	0	0	0	0
1	landing	01	8	0	0	0	0	0	0	0	0
1	landing	12	8	0	0	0	0	0	0	0	0
1	global	-	9	0	0	0	0	0	0	0	0
1	landing	01	9	0	0	0	0	0	0	0	0
1	landing	12	9	0	0	0	0	0	0	0	0
1	global	-	10	0	0	0	0	0	0	0	0
1	landing	01	10	0	0	0	0	0	0	0	0
1	landing	12	10	0	0	0	0	0	0	0	0
1	global	-	11	0	0	0	0	0	0	0	0
1	landing	01	11	0	0	0	0	0	0	0	0
1	landing	12	11	0	0	0	0	0	0	0	0
1	global	-	12	0	0	0	0	0	0	0	0
1	landing	01	12	0	0	0	0	0	0	0	0
1	landing	12	12	0	0	0	0	0	0	0	0
1	global	-	13	0	0	0	0	0	0	0	0
1	landing	01	13	0	0	0	0	0	0	0	0
1	landing	12	13	0	0	0	0	0	0	0	0
1	global	-	14	0	0	0	0	0	0	0	0
1	landing	01	14	0	0	0	0	0	0	0	0
1	landing	12	14	0	0	0	0	0	0	0	0
1	global	-	15	0	0	0	0	0	0	0	0
1	landing	01	15	0	0	0	0	0	0	0	0
1	landing	12	15	0	0	0	0	0	0	0	0
1	global	-	16	0	0	0	0	0	0	0	0
1	landing	01	16	0	0	0	0	0	0	0	0
1	landing	12	16	0	0	0	0	0	0	0	0
1	global	-	17	0	0	0	0	0	0	0	0
1	landing	01	17	0	0	0	0	0	0	0	0
1	landing	12	17	0	0	0	0	0	0	0	0
1	global	-	18	1	-1	-1	256	256	0	0	0
1	landing	01	18	0	0	0	0	0	0	0	0
1	landing	12	18	0	0	0	0	0	0	0	0
1	global	-	19	1	-1	-1	0	0	0	0	0
1	landing	01	19	0	0	0	0	0	0	0	0
1	landing	12	19	0	0	0	0	0	0	0	0
1	global	-	20	7	-7	-7	256	256	0	0	0
1	landing	01	20	0	0	0	0	0	0	0	0
1	landing	12	20	0	0	0	0	0	0	0	0
1	global	-	21	19	-19	-19	3840	4352	0	0	0
1	landing	01	21	0	0	0	0	0	0	0	0
1	landing	12	21	0	0	0	0	0	0	0	0
1	global	-	22	63	-62	-62	10496	11008	0	0	0
1	landing	01	22	0	0	0	0	0	0	0	0
1	landing	12	22	0	0	0	0	0	0	0	0
1	global	-	23	156	-155	-153	26368	28928	0	0	0
1	landing	01	23	0	0	0	0	0	1	280	1
1	landing	12	23	0	0	0	0	0	0	0	0
1	global	-	24	337	-332	-330	57472	56960	0	0	0
1	landing	01	24	0	0	0	0	0	1	280	1
1	landing	12	24	0	0	0	0	0	0	0	0
1	global	-	25	783	-764	-754	139776	143232	0	0	0
1	landing	01	25	0	0	0	0	0	2	960	6
