batch,replica_first,samples,field_sha256,translation_sha256,ap6_bp0_r1_plus_re,ap6_bp0_r1_plus_im,ap6_bp0_r2_plus_re,ap6_bp0_r2_plus_im,ap5_bp1_r1_plus_re,ap5_bp1_r1_plus_im,ap5_bp1_r2_plus_re,ap5_bp1_r2_plus_im,ap4_bp2_r1_plus_re,ap4_bp2_r1_plus_im,ap4_bp2_r2_plus_re,ap4_bp2_r2_plus_im,ap3_bp3_r1_plus_re,ap3_bp3_r1_plus_im,ap3_bp3_r2_plus_re,ap3_bp3_r2_plus_im,ap2_bp4_r1_plus_re,ap2_bp4_r1_plus_im,ap2_bp4_r2_plus_re,ap2_bp4_r2_plus_im,ap1_bp5_r1_plus_re,ap1_bp5_r1_plus_im,ap1_bp5_r2_plus_re,ap1_bp5_r2_plus_im,ap0_bp6_r1_plus_re,ap0_bp6_r1_plus_im,ap0_bp6_r2_plus_re,ap0_bp6_r2_plus_im,am6_bp0_r1_minus_re,am6_bp0_r1_minus_im,am6_bp0_r2_minus_re,am6_bp0_r2_minus_im,am5_bp1_r1_minus_re,am5_bp1_r1_minus_im,am5_bp1_r2_minus_re,am5_bp1_r2_minus_im,am4_bp2_r1_minus_re,am4_bp2_r1_minus_im,am4_bp2_r2_minus_re,am4_bp2_r2_minus_im,am3_bp3_r1_minus_re,am3_bp3_r1_minus_im,am3_bp3_r2_minus_re,am3_bp3_r2_minus_im,am2_bp4_r1_minus_re,am2_bp4_r1_minus_im,am2_bp4_r2_minus_re,am2_bp4_r2_minus_im,am1_bp5_r1_minus_re,am1_bp5_r1_minus_im,am1_bp5_r2_minus_re,am1_bp5_r2_minus_im,ap0_bp6_r1_minus_re,ap0_bp6_r1_minus_im,ap0_bp6_r2_minus_re,ap0_bp6_r2_minus_im
94,282000,3000,f19318b7d989d07cd74025ab833954201d0822f92b6705a4199580f800d81e11,c885aa864b3aeabbbeddc2f008324e430f2ffc7cae576b0093bdcea772e667a3,4.581540286525061,0.23018242412440706,5.87845971347494,5.241852349277327,1.7557043651750466,-7.929632250973102,2.7842956348249444,-0.6949333524356436,1.0802631123499273,3.569303126575481,-0.440263112349925,-1.947325137366231,2.9853480842246687,4.598063717269864,-4.12534808422465,0.8965545448696706,4.05448930340022,-4.307564850873815,8.705510696599779,-7.236082162020862,-1.7996747752497653,0.3196787123223599,3.1196747752497718,1.3541807563571107,1.6646592471496906,-0.24016392251567398,-4.864659247149694,-1.567903469707841,3.6836689101502818,6.547081425237467,9.676331089849713,-5.574560503870293,6.14862965722441,0.8529619931893392,-6.328629657224408,-4.782724729500377,2.338560213449754,7.308736414821384,-2.938560213449755,-3.9997964971563094,-3.7763932022500133,2.0302701956760005,-4.223606797749973,3.0948348796906204,-4.910557280900013,-4.899472003411068,-5.089442719099999,0.4417851149496972,-0.23623058987490675,-0.1157463350510256,1.776230589874905,-2.2796058400351167,-0.13809610115019735,-2.006449478466333,-4.341903898849802,-0.2411648613753395
95,285000,3000,61cfb0fd8ef2ac6f3192c520028d4792e4ace722a0bd4bdfb8dce1b096455b92,5ce7b514c3a746d93dd7698e380d332994fcd33a1be962192876fabade450647,1.2135757415498263,-4.025619092085299,-2.4535757415498343,-3.0137005367883396,4.247314095474774,2.0686947809515384,-0.6273140954747708,-6.239431216326038,0.11268590452523139,7.527818256888771,4.987314095474774,0.9197566478433983,-0.868691769624715,-1.4275266408993477,5.168691769624709,6.4779755857461,-3.6110835055998654,6.026208972405153,-0.7489164944001361,0.20200351705776537,-4.210495168499708,-4.729341841740664,2.050495168499706,0.33663889252587303,8.417283039274617,-1.675169714657113,0.3227169607253768,-0.3518613748276781,3.273413129174706,-2.760934623926135,-2.8534131291747102,0.5542923438095185,-1.345611196574596,-0.22937264757661746,7.285611196574587,-4.137316544397315,2.3733126291998974,1.34789370628656,0.2266873708000926,-13.834853904416661,-4.0727864045000475,-4.141865896566155,-4.9672135954999606,-3.506129902736379,2.5960295899252857,-1.0091799185355832,8.543970410074719,-0.8339999352664953,5.729016994374942,-0.1318967387067406,4.610983005625053,-4.550231120538667,11.081315561749648,-1.152559563923086,3.478684438250366,3.6512472460255863
96,288000,3000,b68f0a6d85a0cf0afe6f3accc9ae4a1ad062eabdbbf94384558444ad890f08fa,9a5acf7cec2031895af965c6428cdd1ab4ec38817066f9f884dca78fd86517b2,4.511571342725212,0.7561046985554088,9.028428657274796,1.4136144045751766,5.148328157299979,-0.6308773345429614,4.611671842700026,-1.0207809700224482,3.642391735975138,-0.6800201772517982,6.817608264024853,-1.3665915843917835,-0.8144271909999191,-1.2030126526095555,0.9744271909999174,3.9880773008633232,3.0532121292250864,-7.342538630422327,4.886787870774919,4.820075358410486,-1.141640786499874,-1.3985830845852347,1.541640786499874,-0.9695181047881725,4.417407264075221,0.03685015948027172,9.202592735924776,8.276753111320051,0.6742645786248027,7.0295292927942405,-3.5742645786248013,-2.016858428781664,4.489280106724871,7.832583794027292,1.850719893275128,11.570161239565374,3.59724465170011,4.279695250925139,5.922755348299893,-1.1402668806945158,-0.21967477524976436,6.909542912692344,4.699674775249766,-5.140254540162682,-0.3272135954999583,2.5598139009219416,0.5672135954999542,-5.673037351599832,-3.3194116628998365,-0.12491805689447953,0.07941166289983881,2.498878844414368,-4.174589803375036,-2.9354959929592876,-4.845410196624968,4.494537047941649
97,291000,3000,ee67bc4354602bfa3008de8d1f509bca073eb93a1567d0359b8998ab5a039ecd,8b104120a17d570bbf2dde85bbd23c567f10e996235ae126035da5dd092e7f43,5.915379140424817,1.3383396598193644,2.0246208595751796,0.30140828614120446,1.7319970674502594,1.3113979812245922,7.188002932549756,0.6001960803271357,-6.962267511174552,0.8733524418959426,2.742267511174543,-1.6683091776509609,-2.2739009663000616,0.7626559284435941,-3.526099033699946,-1.9995889414601768,-5.006563145999496,-4.936012855773373,5.726563145999484,-4.943255717403255,2.2087538820250243,1.0085613042996449,2.6112461179749826,-4.94942462266771,4.294953415699766,7.765243542643051,-0.5349534156997737,-3.7176595760559024,-1.874101966249682,4.027812132116502,4.8341019662496825,-8.8138941126142,-1.7473140954747755,-5.299975751517753,3.127314095474775,-0.01603225884960857,-5.3655490841742965,4.504209239214937,9.7055490841743,-3.6301651655773015,4.0492801067248765,-1.1322872600225922,1.4107198932751221,-0.8049382341462823,6.545348084224663,-2.122195813517355,-0.5653480842246652,-2.5207707014104623,-2.0519349550499553,-0.5259222744309991,-1.0680650449500433,3.8282379447021486,8.768366544874487,-0.2178446135955085,-2.188366544874482,6.647295970868717
98,294000,3000,428a2a9fbc8831e32672793583f8c71e5670b83ba9789802641296ab19944241,63b5db9bdcf9dbb39d15989056b2354c15d865a562a9b2bf2b52f912f77e8890,-0.6300073313743622,-1.591223717487675,13.010007331374347,-4.400682569886713,3.4206267246746633,-0.8132271619361691,-3.600626724674675,-5.23418203572337,-0.19718253929980703,6.056271612385033,3.9171825392998056,-3.2492420896294036,4.229605331475111,-3.4456953156586514,6.510394668524896,0.13108696215893476,-1.0605262246998515,0.3737532318237758,1.9805262246998605,-3.922283585068943,10.887940820149451,-0.04802375904306805,-1.0079408201494382,3.6504374694777866,-6.437484039224252,-0.8844530239529671,9.617484039224232,1.3460099733733222,7.692499567324321,-1.71471338359842,-6.752499567324314,4.986156637341878,1.3177087639996636,3.2724441926031322,-5.837708763999667,3.126517072766124,-2.8449223594996247,-0.21858137263754474,5.204922359499619,-6.7067296190867856,-4.452623792124928,-6.223280812670338,-2.8873762078750667,0.20193049955200082,2.504984471899923,4.369309683929181,0.8950155281000753,2.5426625584065627,1.191408730350096,-0.3408789375767509,3.248591269649896,-5.573132113086549,4.9859364213248245,3.8644694899464818,1.2740635786751764,3.0192508278168604
99,297000,3000,969142e35fe07e989016067b420386c65b34cbd495d9f52badaf5f95b5e75dde,fbdae4b64a343b4cfc910db29dd107ad588f5a1398f08d80f87a3043e71a011c,6.294527690974725,-1.4997985690761546,0.5254723090252673,-3.1875702740797953,1.0820665112249195,-5.337899867363459,-0.6620665112249111,7.531057363079973,7.911284505549508,-1.7293623789646302,-2.9112845055494887,-2.645998065422915,-3.1762305898749066,-9.107632085201436,-1.1637694101250966,-2.1064277344853704,1.8333126291998973,1.4018221907764443,-0.31331262919989766,5.387661324308226,2.2823296235748405,1.2049415128231298,-0.9823296235748437,1.1127065878638025,3.0860990336999428,7.19753943193922,1.8339009663000543,-2.5438997868784363,5.532298567374692,1.5605424632718525,-0.9522985673746929,2.0685036186396695,8.32030149992443,0.9815466081991014,-3.620301499924437,7.5988529565937,1.8320354550247682,1.0348113511527222,-3.132035455024766,1.2178528102876318,-0.23177234267483954,-0.2783973454793462,3.2117723426748395,3.0874738732546483,-0.6636689101502831,-2.2338932658293653,-6.656331089849724,0.7223024829544891,1.6925232921501117,3.238332669884241,4.107476707849901,1.0550836550532097,6.249380606699694,-2.628228108671599,-0.3693806066996845,6.209059269228188
100,300000,3000,5d246eb7efdfdf2c93a170fdbad4b329d2f090b764d943dcafb5104bd32f7d2d,1a0b15ca78d35a34c572182956f4cf109f49911f8b4a8e63f9215fd460edcc9c,4.419899500025196,-1.3706404671307968,8.400100499974815,-4.842658847148291,-1.2410524493997117,4.4472049206402735,4.841052449399724,0.11986823529579843,1.3615402865250614,3.3736596770940444,2.6584597134749397,5.344569242057741,0.08705098312484469,2.0342009336089073,-3.2670509831248378,1.0469128720694238,-1.973900966300059,-3.3640605033265176,-3.22609903369994,0.3392593844811493,5.460100499974817,-2.3127164238943543,1.4798995000251949,-5.530040030836065,5.933049516849965,-3.228851640922802,5.306950483150022,-2.941856060535609,3.4599378875996933,1.5576126641986106,-2.979937887599698,0.542072678086712,2.0023917359751495,-2.3934233148725776,5.177608264024845,2.9369243837430323,7.561741286474683,3.0586033344462944,0.8982587135253104,-4.523598749061851,1.2990864381496046,-2.2318913881100215,-7.019086438149606,-6.426403413393864,0.6708203932499424,2.250662283721009,-0.6708203932499344,7.3317473554832535,4.686787870774904,-1.489698925878792,2.853212129225077,0.709081878372012,4.762917960675018,1.4069450298808959,4.897082039324993,-4.913502384541341
101,303000,3000,243dda1c0505368b6449880d24ac7286a371bf1dda9de2a1782f58acb1ba8046,734ed983ce83a3f007e1565254a0f3c6160d9f898ec3119633548bbc64eedf6e,-0.3159674775249801,-7.277982143099809,0.1759674775249709,-5.917514336672144,-0.16678787077490864,3.4198727207296487,1.6667878707749129,4.163948915874122,1.6365942021996454,-4.4857476507219145,-5.876594202199655,1.64379682869959,-3.993838853899761,-5.2661735359168205,1.193838853899753,-0.8363111201037999,-3.508366544874483,-0.32542016566273874,7.44836654487448,3.163558394558255,5.463606797749983,-1.086574685816831,5.016393202250024,-0.19838208624282155,6.159674775249768,-0.20867289175205142,1.24032522475023,1.868811286419214,-4.666988870724538,2.8420689668284305,5.126988870724536,1.4410565525997856,-4.443707297724791,-3.004528814944879,-0.01629270227521004,-0.7528655923641984,3.29272429209974,-1.986677643995679,-2.252724292099744,-2.9101738674601183,4.9656733089749,-2.230153690208322,2.774326691025106,3.35326922838746,6.084295634824953,-1.0281419764584372,5.05570436517505,2.9395448756982985,5.783018460649818,-8.02517929962939,1.936981539350185,4.81876511243284,2.0992106629502136,-3.3333792491107066,6.660789337049781,2.671438335728183
102,306000,3000,1b40920093654df5601f39c44f0f11c01162ac27bf127ab455caa02ccff93c05,7dec5cabe914f4832b1fcd5bc94ffb6f12ff90aafded0f6c829128f7ff13684a,-5.143343685400045,-5.686139811376192,-6.216656314599949,4.266592791148777,-5.625510696599792,-5.316008010367356,-0.9744893034002163,5.283943492668148,-5.599249050524723,6.048910605949043,0.25924905052472585,-0.940574548474059,-1.8616407864998796,-2.2312727738740907,0.8216407864998758,-0.6429788554596607,4.7722985673746905,0.00979033607939106,-1.7122985673746947,1.0049398734847068,-3.8425927359247756,3.328638734629986,0.9425927359247744,-1.7280521329869913,2.130657780874822,1.6551615905742478,-1.67065778087483,-12.12033168313011,1.2975077640500392,-1.1412678195541828,2.1024922359499607,-0.7053423027509702,10.32397041007473,4.5237899113737114,4.37602958992528,-1.620285418607889,2.4144271909999153,0.7919087918756761,0.6255728090000893,-6.5553703530273575,-0.535278640450007,-8.621753949141592,-0.6247213595499965,1.1905288070691213,-1.988490769675092,3.026921141370814,-3.9115092303249104,-3.281424752134721,7.1695816066493085,-1.38729134021634,-7.409581606649301,-5.326107653564722,3.1624301235496635,3.322278667053678,-4.082430123549655,-2.9937375400058173
103,309000,3000,6b3960b99746b5d9f7b29c5ccbafca8c836781644b077220fb6938fdbd56b978,56841ad4ff51d54208e54a421e942053e3d8751a568e344ad98e6e2b589f1a7f,-0.9802631123499234,3.317656297379056,0.54026311234993,5.520249694756676,-2.129705831449921,-4.929725805702818,-0.4302941685500766,8.571919474691054,0.05501552810007612,5.211480402179477,1.6649844718999256,0.32935090359565217,-2.747515095424398,4.219451826159273,10.08751509542441,-1.8083766993414823,-0.899249050524729,-4.274336122208495,4.959249050524735,5.980305235887514,-4.6903325561245905,3.9823358475229433,4.030332556124595,5.720751803524921,-0.14216701119973177,-0.0829450583097614,5.582167011199732,0.4744682468848527,3.3194737753001475,4.01189801807299,6.36052622469987,4.056682670924845,-0.6548529157249566,4.674148238573482,0.19485291572496022,0.9435773650530659,3.698359213500113,1.4799085897993942,6.381640786499874,-1.71402175185672,8.177019926924698,1.7102821762356686,1.6029800730753065,-1.1510581556335784,-4.3198995000251905,-4.582723090161949,-8.3001004999748,0.2695349307538557,2.572623792124917,-2.284846823945678,1.0073762078750739,2.846309011879304,3.0023917359751464,-1.320997154992122,6.177608264024849,-6.284024706866034
104,312000,3000,67f17d58c42ca3faa960f3245d1dd9f9159a13cbd251d258f447563bdef30784,9805537b0ed3c6ca85fba2d323fa7a3981b82f13af310cf34e3c0e7ae8e3e00e,4.6977087639996595,2.108165432387082,-2.4577087639996633,0.6720405565798764,-3.1419660112501004,3.6984612285208573,-5.378033988749895,-3.6024137104347225,1.4140014662748726,2.0323902182014373,-1.3140014662748671,3.516730015363579,-0.04652475842498505,0.9827387093706427,0.26652475842498424,-0.6543887446346608,10.097283039274592,-0.9867875921096523,2.002716960725378,-4.868290279765414,2.3807509494752774,9.382098692747874,8.239249050524739,1.0668758688519355,0.25698153935017776,-4.6130950372598,4.103018460649813,0.8290682584739127,-1.6552786404499993,4.93015325762688,-1.7447213595499895,1.8903938362973405,1.0909208932247472,-5.606743166375616,-4.23092089322475,-3.5177309542232447,1.356230589874908,0.9801182174153664,-0.6562305898749097,0.7108925937794823,-7.603219460599453,1.5894860195859633,4.20321946059945,-5.3789900718945995,2.478459713474939,-4.197869276281144,1.1815402865250595,-3.3304494500374515,-2.907476707849886,-2.1747689247292685,-0.49252329215011303,-2.6058357822456726,6.34990683139954,2.5725340360745728,-3.309906831399545,-3.1416665375621626
105,315000,3000,73c1cb1ab54541a51d1d8cb8d41e8d7a18e4348c0a8643d743f788df78539520,a5707dcd089209b400ae824662a23490b617f7ca97631e5033944255d1d88c4f,3.9150155281000814,0.9721385967434487,5.52498447189993,-2.7638644229993727,-7.514628190949546,-2.688589678243569,2.2346281909495342,-2.0296515814400644,2.088428657274795,-0.7845477854396854,-2.428428657274783,4.246702811872018,4.279512162874651,3.7355025503129857,-3.0995121628746483,-0.0045493521688439315,2.441803398874991,1.7744563389344448,2.2181966011250087,-2.530870344607827,-7.2161684774746115,-3.9114923101298773,1.2361684774745971,-2.9431663065132407,7.884697634724211,-0.9020318183924209,-9.064697634724206,-7.812575669944428,-0.6173451516749225,-1.3272390777623397,1.0373451516749228,0.020890918136424325,1.7197368876500754,8.920041273897699,3.240263112349922,0.6235893456127363,-1.6489164944001309,-5.311194478380882,-4.511083505599864,-7.9089324951485445,6.191872842649652,3.1043159086520595,-1.2318728426496537,-3.9170426011583936,-2.667739820199821,-0.3172493826789501,1.267739820199815,1.9594266582829414,9.331284505549494,0.6692289023127294,-1.4912845055494923,3.9360046590812496,3.968916494400143,0.46074717287254513,6.83108350559987,1.1259271924462737
106,318000,3000,d7381ad670f952675ab2a8f3e7f4c25982966ff586c0364c35b73126cd5b8d96,f2f92d7d5ed3baa64dd7f1744a9433f20021d1df0dab3311cef0d032d940ffb8,-6.038560213449758,-3.841340404478518,-0.7614397865502464,6.300484417639699,-5.836005865099489,1.14107665724232,5.076005865099489,5.384231055805154,-1.9088543819998283,-1.3123989200842585,1.6688543819998316,2.9741568678470314,1.6423917359751439,3.5986741348136784,4.817608264024861,1.0674944830878743,0.921540286525062,4.098582652003809,2.218459713474944,6.2131811694729615,1.5985218258752434,3.658608252461577,6.741478174124757,-1.156107977232263,2.1936762415246385,-3.4755667933266654,-5.453676241524643,-1.0965561842080906,3.543606797749977,-5.811676482506617,3.0963932022500242,0.9820470776289401,1.8771441517252923,1.4051343144734216,8.182855848274706,-2.443685241247189,-0.4350155281000782,-4.311996058236566,-2.0449844718999244,-3.4009836803125584,7.576206865049111,-4.18564961055834,-11.296206865049095,0.9880978380872988,2.2098063314247343,-0.08992374012201874,-3.4698063314247394,-6.574641718068168,1.5965558146251386,-3.051742797440147,4.50344418537486,4.002107681993596,1.6798373876248833,-0.6842602223026774,-0.7798373876248853,-2.2103818557376655
107,321000,3000,2f3a0e1f01ce6faf22db01bd6fcb5796328cdb4d4901e4234e5ead40c873f1e8,a8e416a7e2d36cdca45b6de48e7217823e8361cff8e2073d177bf3d20776e3c5,-3.2753791404248127,1.1881724949314818,0.6153791404248156,-6.941343250573923,-3.4171825392998088,5.824205455347383,0.6971825392998072,6.228212489462912,-7.995843252724378,-3.6919099986326667,5.375843252724372,0.18921036439936104,0.22573542137520186,4.0620417996414995,4.474264578624801,0.8281403371200101,5.386826258349425,0.8199695541362216,-6.866826258349424,-2.857910063366168,-3.8859364213248218,1.4384360606445203,-0.17406357867517663,-1.4767876284142845,2.1423917359751496,4.843277461384215,5.317608264024856,4.412784090803408,-1.1184597134749408,4.039222021291506,0.17845971347493586,-5.5998826293694455,-3.79957427527495,2.5431630278364032,-2.8604257247250446,-6.156486158016283,-0.6369194269498795,0.5277329898384705,1.9569194269498795,-6.298055087996314,0.7941640786499854,0.5325916491252852,0.5258359213500057,0.32915974128378006,-0.43203545502477003,-8.052930754771966,4.532035455024768,4.013017101738768,-1.8520975674250673,1.5468213892595555,-3.327902432574936,3.111485752776182,5.799210662950223,-0.554983975551216,10.360789337049791,3.7051306032151423
108,324000,3000,79a6e0be5452f7d0076f5c8016b915188c27da008c7b3ff4ba637fae4708abde,5c89a6160414a4a3d24c4ccbb01abfc88ce767df518ffc8e041723c62ea18209,9.211284505549484,-1.7755754226002285,-1.6112845055494913,-1.4653777392392868,0.9314087303501004,-4.053871016657703,2.9885912696498984,-2.0322720733953368,0.8890169943749439,-3.771233626127483,-0.22901699437494952,-4.275955675304104,0.4357043651750516,6.443864063027207,1.4642956348249503,-0.6439067768135647,-1.2999378875996959,6.353557998281463,5.139937887599694,2.139229011226631,3.8910835055998647,0.6104868858363731,1.0289164944001308,-2.0936345818269775,3.3665247584249856,3.846508370883304,3.05347524157502,3.218442690607474,5.724233522424652,-1.1171377952265509,-1.7442335224246457,5.040039994531428,7.822167011199728,-1.873051331470092,2.097832988800269,-1.0524631630979344,-2.46731409547477,-1.0509617548084371,2.4073140954747694,-3.48847809079117,3.006199533674758,1.8565916206964097,-2.226199533674759,-4.109874396372705,3.8879024325749323,-0.38054075132416404,2.412097567425072,-7.805715132938279,1.3939630787003587,-4.518048458033346,9.08603692129962,-2.8974537323074863,-1.0240325224750213,6.5078470634141246,-1.5159674775249743,2.6551697872663684
109,327000,3000,efc1f2d0acb21fbad19d1f1614239dc20a12e938c0da906fbc1ef07d1340ed92,8909c2e74a122590da1d247f3aaf0ef01fc3fef2ded9751aa8bc4bee38de216f,0.7983592135001277,1.2106829661635055,3.481640786499873,-3.4050325630515705,-0.7465247584249844,0.29454774913505705,-0.4334752415750134,-0.81684859275111,10.02036361232476,2.729252430850647,4.519636387675258,0.6878816531176191,3.070882505650241,2.344899086399676,8.169117494349765,2.500689559821831,1.806362146049868,0.08294505830976232,-0.9663621460498703,-0.4744682468848509,2.356331089849716,1.1525595639230832,-3.6363310898497194,-3.651247246025579,-3.553900966300057,2.670009944944451,-4.806099033699939,-3.5545811137035113,2.8317723426748396,-1.7778866074375257,-0.6117723426748358,2.7916158781419544,0.5490791067752546,8.535879091758588,5.870920893224745,-2.242491500737227,2.491934955049956,4.634486424826059,1.5080650449500443,-1.2890056547986632,-2.034001466274874,-3.566609617114451,0.6940014662748658,-11.667445986123388,2.307151483099652,-5.0120973770769846,-5.027151483099653,-4.990278537586654,0.2357043651750445,-7.7150997610745575,1.2642956348249528,0.4891172422510652,5.2328869044748565,2.2564037370613894,2.1471130955251465,2.8140082045678785
110,330000,3000,48faa38d95e9df47958d1c14a9321fea5bf393a3f72509d1a882281dc26d0268,fd41408bc649582dd1ce3909934b85bcee9606cedb731a188961bc19d59225fc,-0.8558669775501648,1.1806203261836246,-4.344133022449839,0.04621304363559872,0.81888543819998,-3.7777848560156726,0.4611145618000122,-0.8627523292687452,0.8501315561749622,3.9911982622484405,0.08986844382503445,-1.9494451598916733,0.18839026970027478,-2.824180865271011,6.0916097302997425,10.609241369685073,-6.93298740444968,-0.48575999125374825,0.13298740444967322,4.273644490466794,2.084984471899922,-2.791925185259929,0.47501552810007663,-4.669598886404623,0.6378713763747842,2.729634755474383,-4.057871376374781,-8.669895852990749,-5.958033988749896,3.969306405252341,-3.721966011250106,0.2976687105201671,6.705448584199478,0.8982922427713679,-4.3854485841994855,5.1816089245114645,-2.401176674200319,-3.6066537554855964,-9.198823325799697,-4.542251499866729,0.5612150617748284,1.452348296968687,-3.061215061774836,-7.198658515604981,0.3479645449752352,0.8975554837293331,5.312035455024756,-8.172416665444048,7.1298063314247235,-5.479586942149591,1.4501936685752623,1.975886369056615,3.317445651649728,-9.803184051873018,-2.317445651649734,0.03977995855351194
111,333000,3000,ae09b120ca4b4197e67d1a0f1419ef05cab276184544119fc7991c17b21853fb,11b31b8675dc78532465b4161b91d53f4a4d7cde7c17f8520c74d2cf0e0835ad,9.608892769574341,-2.8745609364517226,-4.3888927695743405,-1.3034183605526655,6.042329623574848,5.318746647128741,2.777670376425154,0.9213762009390014,0.44435774722525595,1.2594434842486137,5.85564225277476,6.298555557426141,2.7670509831248458,-4.524790850233392,-0.5870509831248436,5.1946383667820655,-6.886625258399795,-2.65366837897687,-2.5933747416001998,1.1463176411528644,-0.37921066295021705,-2.328557520432098,-4.940789337049791,-4.908953032372503,0.6689164944001358,5.599764484563354,3.53108350559987,-3.5313790107297853,1.8898684438250437,5.629945269349336,2.6501315561749634,0.5879764146043476,1.7240325224750228,1.2862670180372884,2.2159674775249694,-1.570833268781081,-4.497120426899511,-3.1703007867583084,6.057120426899511,7.7666719334267995,4.6918728426496505,-4.2036107296215315,-2.731872842649651,1.1872897008779144,3.5496053314751124,2.1496379615419645,5.830394668524886,0.43480643313743905,3.4510835055998696,7.451233266155325,0.5889164944001264,2.6599103017470846,-0.26088983702459934,-4.958905651629134,8.280889837024588,0.8782111011827495
112,336000,3000,83b23dcc62c34e1ce8bee649b4d3192e53a7c3c7cad20f30f1882f5f8f907c67,d4499ff27c0c14380fb2924424a23277c04ac59e1039f6181cca5ffd775bda41,-4.810394668524882,-9.641224673186388,-2.529605331475108,1.1387654724050111,-0.7012150617748326,-0.837239041457699,2.9212150617748285,-3.4089633009844804,3.9443961347997702,-6.206629939584786,-1.0643961347997641,0.685379305968449,-3.5219038988498053,-9.179785868572152,0.6819038988498017,-4.20137256228999,-7.133939353874571,4.869909832861027,2.0339393538745685,1.222284017650376,2.981114561800016,4.478887113715765,3.3388854381999806,-1.1223057616313337,3.770557280900009,5.248403579165501,3.9494427190999915,-3.64338577015977,-0.768428657274783,6.137906424717163,3.7484286572747876,-3.0410696673071858,7.184295634824951,2.683849163762849,6.155704365175043,2.9730377841812623,-1.239999999999998,1.3029178911228414,-1.2399999999999993,-1.0873844623646338,-5.9528247920745505,-6.618234269748498,3.5728247920745533,-0.0947372721084934,6.068103432524561,-6.926621237701962,-3.3681034325245656,-5.805507577242168,4.150069443774661,-2.7760840887221816,-3.0500694437746607,-5.290685884868184,-4.169906831399533,4.767693409510438,5.489906831399548,2.578584796532925
113,339000,3000,8492ca6fe43235cd53dd0ab8a01d12d047bdca2308bb0792995a9fe468ca35aa,a656955aa8db80304d2228f3e7ff85541fcd3411ce57850a4e7acf2a1cdeb227,10.637283039274624,-1.4007031071106828,2.542716960725379,-1.3914132404611208,5.791447117924604,1.2994146051139888,-2.5714471179246035,11.422850856244976,-3.9783976010746334,-0.5151309994919337,3.7583976010746407,1.2588248700126772,3.97888543819999,-4.269595607727779,3.621114561800022,5.036919033146316,-2.068792269599529,-4.119855894763954,7.948792269599517,1.817357258873067,1.3575077640500366,-1.55056096488059,2.1624922359499634,-5.7424524982091585,-1.8221048987994273,3.3283294275120223,10.342104898799429,-4.6197644119541,1.7259985337251291,4.348418765792767,4.454001466274874,1.2154234806442257,2.0253718090504553,0.9499374326293839,11.774628190949542,-3.4084628315546466,7.61013155617497,4.864050234714539,6.849868443825038,-1.830577863455544,11.224922359499613,-4.552351143064112,3.1750776405003776,-0.2899983969662113,-0.18095194942490195,0.5262315815489655,1.9209519494249043,-0.936525665735052,10.171447117924604,0.23318524070341312,1.8085528820753891,-5.481206495245202,0.28376941012509826,9.566568542666529,2.2962305898749067,5.702172070225801
114,342000,3000,b3fc30982a05ca15a3f8ff547ba6ee84b21313e2de301e496d0293247643559c,d8697271ad3edd147ec792202d479338b5678eda7b9b4a8f0a0a671736ca98bb,-7.802793735874416,-1.674742262733032,4.942793735874412,10.110451936160699,2.9555417527999306,-0.13382559892031054,1.5244582472000596,-9.651015009265777,-2.0260369212996374,2.7297529002804826,5.666036921299649,-1.0992948209694737,-4.705773808949707,1.3979644703492982,1.4657738089497128,-4.813906453146037,3.681741286474677,-4.134887214753905,-2.981741286474687,3.5429800622166545,-0.4798373876248833,2.945595636156649,1.9798373876248878,-0.5978848954898356,-2.19872282582487,-1.9135229217653051,0.6187228258248622,-4.389581987829673,1.9901315561749644,-1.5145205819481253,1.2298684438250362,1.4297648082308794,-1.8882660448996726,-2.485967546949866,5.088266044899675,-2.2724359959110063,7.610007331374363,2.515529717499908,-6.030007331374368,0.6083668633109316,2.4809519494249,0.8006981890953975,0.3790480505750981,-1.976077531368478,3.8037072977247965,5.247284495499736,-0.6237072977247954,-7.639633854006881,-1.6060990336999403,7.646185083895066,-0.3539009663000575,1.834081149464379,-6.590332556124597,1.7544933421519322,2.1303325561245945,4.817027414531136
115,345000,3000,c10b6e30520a62232e4dea630d4baf16e0ece90a230fc0eb870a5cd3f993620c,17ac01d0a3acfa730e1f48bc8802597e8fa6ea787a93bb4a3850e91c033022c2,3.7977708763999694,1.7483244368874722,3.0822291236000305,-1.1275467455418773,2.2653718090504524,0.1864717276379803,12.014628190949528,-2.513409694974489,-6.322430123549662,0.09766707118174067,0.9224301235496541,-5.091803329195534,-2.052461179749809,2.984447673356278,1.9724611797498133,0.5301623194818803,2.443343685400054,-3.536001380404406,3.516656314599947,2.914222750199131,-2.823018460649822,-4.037720613001998,1.0230184606498152,0.23835320710819596,-3.2561684774746094,-6.837006804697907,5.196168477474596,-2.122578138141093,7.441052449399722,4.083123880089798,1.3589475506002868,-2.523509338171833,2.7552786404500194,0.08375483485756478,2.844721359550001,0.6300675579951569,3.6671130955251465,-5.379681703636311,6.752886904474856,4.876579207555295,4.9419038988498025,0.790098076468206,0.738096101150199,-4.0855532097332015,1.4861611461002437,0.9949583750934426,6.673838853899759,3.664158543490089,1.0015402865250609,-1.8846523829569617,2.2984597134749394,0.41241410671151535,-6.69446557857443,-4.799684909703894,5.514465578574431,-4.2281230785729
