kminus,kplus,count
31,89,1
31,92,1
34,100,1
35,64,1
36,78,1
36,82,1
36,92,1
37,66,1
37,70,1
37,79,2
37,87,1
37,89,1
37,94,1
38,69,1
38,72,1
38,75,2
38,79,1
38,80,1
38,82,1
38,83,1
38,84,3
38,86,1
39,66,1
39,69,1
39,72,1
39,73,1
39,75,1
39,80,1
39,84,1
39,86,1
39,88,1
39,89,1
39,91,1
40,54,1
40,69,2
40,71,1
40,74,1
40,76,3
40,77,4
40,78,1
40,79,2
40,81,2
40,82,2
40,83,2
40,84,1
40,85,1
40,88,2
40,89,1
40,91,1
40,93,1
41,53,1
41,63,2
41,65,1
41,66,1
41,67,1
41,69,2
41,70,1
41,73,2
41,74,1
41,75,2
41,76,1
41,77,2
41,78,3
41,79,6
41,80,3
41,81,3
41,83,3
41,84,3
41,85,1
41,86,2
41,87,1
41,90,3
41,91,1
41,93,1
41,94,2
41,96,2
41,97,1
42,57,1
42,62,1
42,63,2
42,64,1
42,66,1
42,67,2
42,68,2
42,70,2
42,71,1
42,72,4
42,73,3
42,74,2
42,75,1
42,76,5
42,77,2
42,78,5
42,79,3
42,80,3
42,81,1
42,82,2
42,83,2
42,84,3
42,85,1
42,86,2
42,87,2
42,88,2
42,89,3
42,90,4
42,91,3
42,92,2
42,93,1
42,105,1
43,47,1
43,58,1
43,63,1
43,64,2
43,65,1
43,66,1
43,67,1
43,68,2
43,69,2
43,70,2
43,71,5
43,73,2
43,74,5
43,75,3
43,76,3
43,77,10
43,78,9
43,79,1
43,80,2
43,81,3
43,82,1
43,83,8
43,84,2
43,85,2
43,86,6
43,87,2
43,88,4
43,89,3
43,90,1
43,92,2
43,95,1
43,98,1
44,56,1
44,61,2
44,62,2
44,63,2
44,64,3
44,65,5
44,66,1
44,67,2
44,68,1
44,69,4
44,70,1
44,71,2
44,72,6
44,73,8
44,74,5
44,75,7
44,76,8
44,77,13
44,78,12
44,79,7
44,80,6
44,81,8
44,82,11
44,83,7
44,84,5
44,85,7
44,86,4
44,87,2
44,88,1
44,89,1
44,90,6
44,91,3
44,92,1
44,93,2
44,94,1
44,95,1
44,97,1
44,98,1
44,100,1
44,104,1
45,52,1
45,55,1
45,59,1
45,60,2
45,62,3
45,63,3
45,64,4
45,65,3
45,66,4
45,67,2
45,68,5
45,69,4
45,70,5
45,71,3
45,72,14
45,73,9
45,74,11
45,75,18
45,76,8
45,77,11
45,78,11
45,79,9
45,80,10
45,81,8
45,82,10
45,83,9
45,84,4
45,85,5
45,86,11
45,87,8
45,88,7
45,89,5
45,90,5
45,91,9
45,92,3
45,93,1
45,94,4
45,95,1
45,97,2
45,98,1
45,99,1
45,102,1
46,51,1
46,56,1
46,58,3
46,59,1
46,60,1
46,61,1
46,63,3
46,64,3
46,65,2
46,66,6
46,67,9
46,68,5
46,69,6
46,70,7
46,71,9
46,72,8
46,73,20
46,74,11
46,75,11
46,76,16
46,77,16
46,78,17
46,79,16
46,80,16
46,81,16
46,82,15
46,83,21
46,84,17
46,85,9
46,86,13
46,87,7
46,88,9
46,89,4
46,90,7
46,91,6
46,92,4
46,93,3
46,94,1
46,95,2
46,96,1
46,97,1
46,98,1
46,100,1
46,102,1
47,48,1
47,54,1
47,56,1
47,57,2
47,60,4
47,61,1
47,62,5
47,63,5
47,64,6
47,65,2
47,66,5
47,67,7
47,68,13
47,69,15
47,70,14
47,71,12
47,72,19
47,73,18
47,74,11
47,75,23
47,76,18
47,77,33
47,78,15
47,79,20
47,80,22
47,81,25
47,82,17
47,83,23
47,84,19
47,85,15
47,86,14
47,87,16
47,88,8
47,89,9
47,90,8
47,91,3
47,92,4
47,93,4
47,94,1
47,95,2
47,96,1
47,97,2
47,98,2
47,103,1
48,52,2
48,57,6
48,58,2
48,59,2
48,61,5
48,62,3
48,63,9
48,64,5
48,65,5
48,66,10
48,67,11
48,68,10
48,69,10
48,70,22
48,71,19
48,72,19
48,73,15
48,74,28
48,75,41
48,76,32
48,77,39
48,78,30
48,79,28
48,80,32
48,81,23
48,82,20
48,83,26
48,84,23
48,85,20
48,86,14
48,87,23
48,88,20
48,89,16
48,90,7
48,91,9
48,92,4
48,93,7
48,94,4
48,95,3
48,96,3
48,97,1
48,98,2
48,100,1
48,104,2
48,105,1
49,52,2
49,55,1
49,57,1
49,58,3
49,59,4
49,60,7
49,61,9
49,62,7
49,63,9
49,64,16
49,65,10
49,66,14
49,67,15
49,68,31
49,69,20
49,70,16
49,71,27
49,72,29
49,73,29
49,74,38
49,75,42
49,76,39
49,77,38
49,78,38
49,79,48
49,80,41
49,81,44
49,82,40
49,83,30
49,84,29
49,85,29
49,86,25
49,87,21
49,88,19
49,89,14
49,90,9
49,91,17
49,92,9
49,93,13
49,94,6
49,95,4
49,97,4
49,98,5
49,99,2
49,100,1
49,101,2
49,102,1
49,107,1
50,51,2
50,52,1
50,54,2
50,55,1
50,56,2
50,58,3
50,59,4
50,60,7
50,61,4
50,62,7
50,63,11
50,64,11
50,65,20
50,66,16
50,67,24
50,68,23
50,69,31
50,70,42
50,71,55
50,72,50
50,73,47
50,74,46
50,75,49
50,76,53
50,77,53
50,78,57
50,79,71
50,80,57
50,81,39
50,82,57
50,83,47
50,84,45
50,85,36
50,86,55
50,87,45
50,88,35
50,89,28
50,90,16
50,91,24
50,92,18
50,93,12
50,94,10
50,95,5
50,96,7
50,97,3
50,98,3
50,99,1
50,100,1
50,102,2
50,104,1
51,52,1
51,53,2
51,54,2
51,55,1
51,56,4
51,57,7
51,58,7
51,59,5
51,60,8
51,61,9
51,62,7
51,63,14
51,64,16
51,65,26
51,66,20
51,67,26
51,68,33
51,69,46
51,70,44
51,71,44
51,72,68
51,73,59
51,74,61
51,75,80
51,76,68
51,77,68
51,78,84
51,79,74
51,80,98
51,81,73
51,82,68
51,83,74
51,84,70
51,85,53
51,86,60
51,87,49
51,88,49
51,89,38
51,90,21
51,91,24
51,92,20
51,93,20
51,94,19
51,95,19
51,96,2
51,97,4
51,98,4
51,100,2
51,101,1
51,103,1
51,104,1
51,105,1
51,110,1
52,53,6
52,54,2
52,55,5
52,56,4
52,57,5
52,58,7
52,59,6
52,60,8
52,61,14
52,62,15
52,63,20
52,64,25
52,65,25
52,66,39
52,67,48
52,68,51
52,69,67
52,70,58
52,71,75
52,72,75
52,73,102
52,74,76
52,75,92
52,76,89
52,77,111
52,78,112
52,79,116
52,80,106
52,81,89
52,82,109
52,83,101
52,84,86
52,85,78
52,86,85
52,87,52
52,88,47
52,89,48
52,90,41
52,91,23
52,92,25
52,93,17
52,94,14
52,95,10
52,96,8
52,97,13
52,98,9
52,99,6
52,100,4
52,101,2
52,102,4
52,103,1
53,53,1
53,54,3
53,55,5
53,56,7
53,57,7
53,58,10
53,59,12
53,60,15
53,61,21
53,62,29
53,63,33
53,64,37
53,65,63
53,66,45
53,67,50
53,68,78
53,69,75
53,70,90
53,71,94
53,72,124
53,73,124
53,74,130
53,75,114
53,76,153
53,77,134
53,78,146
53,79,161
53,80,149
53,81,115
53,82,127
53,83,129
53,84,115
53,85,110
53,86,76
53,87,71
53,88,74
53,89,52
53,90,52
53,91,33
53,92,39
53,93,28
53,94,25
53,95,22
53,96,9
53,97,11
53,98,6
53,99,3
53,100,5
53,101,4
53,102,3
53,103,1
54,54,2
54,55,7
54,56,7
54,57,11
54,58,15
54,59,19
54,60,18
54,61,32
54,62,31
54,63,34
54,64,56
54,65,48
54,66,64
54,67,69
54,68,78
54,69,102
54,70,105
54,71,142
54,72,133
54,73,142
54,74,177
54,75,190
54,76,193
54,77,184
54,78,195
54,79,208
54,80,196
54,81,166
54,82,144
54,83,173
54,84,142
54,85,131
54,86,118
54,87,113
54,88,101
54,89,74
54,90,51
54,91,59
54,92,48
54,93,40
54,94,43
54,95,24
54,96,17
54,97,9
54,98,7
54,99,7
54,100,6
54,101,3
54,102,3
54,103,1
54,104,1
54,106,1
55,55,1
55,56,13
55,57,14
55,58,20
55,59,30
55,60,41
55,61,26
55,62,43
55,63,53
55,64,76
55,65,75
55,66,66
55,67,97
55,68,115
55,69,131
55,70,154
55,71,174
55,72,180
55,73,204
55,74,218
55,75,225
55,76,252
55,77,226
55,78,245
55,79,262
55,80,225
55,81,236
55,82,250
55,83,217
55,84,193
55,85,171
55,86,157
55,87,158
55,88,141
55,89,92
55,90,84
55,91,69
55,92,52
55,93,57
55,94,34
55,95,30
55,96,23
55,97,17
55,98,21
55,99,12
55,100,11
55,101,4
55,102,3
55,103,2
55,104,4
55,106,1
56,57,23
56,58,31
56,59,29
56,60,33
56,61,58
56,62,56
56,63,76
56,64,86
56,65,118
56,66,96
56,67,144
56,68,165
56,69,180
56,70,194
56,71,226
56,72,255
56,73,283
56,74,294
56,75,310
56,76,338
56,77,319
56,78,335
56,79,345
56,80,307
56,81,312
56,82,293
56,83,267
56,84,237
56,85,212
56,86,192
56,87,171
56,88,160
56,89,129
56,90,118
56,91,119
56,92,69
56,93,64
56,94,51
56,95,38
56,96,25
56,97,20
56,98,14
56,99,10
56,100,7
56,101,7
56,102,5
56,103,2
56,104,1
56,105,2
56,107,1
56,111,1
57,57,4
57,58,36
57,59,38
57,60,65
57,61,62
57,62,83
57,63,95
57,64,133
57,65,142
57,66,166
57,67,172
57,68,215
57,69,254
57,70,266
57,71,310
57,72,346
57,73,366
57,74,389
57,75,374
57,76,401
57,77,449
57,78,426
57,79,393
57,80,371
57,81,420
57,82,376
57,83,355
57,84,290
57,85,307
57,86,245
57,87,245
57,88,214
57,89,179
57,90,159
57,91,130
57,92,103
57,93,88
57,94,73
57,95,54
57,96,39
57,97,24
57,98,18
57,99,23
57,100,16
57,101,11
57,102,8
57,103,10
57,105,1
57,106,2
58,58,8
58,59,56
58,60,87
58,61,93
58,62,85
58,63,134
58,64,148
58,65,220
58,66,209
58,67,229
58,68,263
58,69,319
58,70,332
58,71,364
58,72,433
58,73,462
58,74,470
58,75,492
58,76,552
58,77,527
58,78,548
58,79,556
58,80,568
58,81,533
58,82,497
58,83,451
58,84,469
58,85,362
58,86,346
58,87,276
58,88,248
58,89,196
58,90,195
58,91,163
58,92,116
58,93,104
58,94,89
58,95,59
58,96,52
58,97,36
58,98,27
58,99,24
58,100,10
58,101,11
58,102,6
58,103,5
58,104,6
58,105,4
58,106,2
58,107,2
58,110,1
59,59,7
59,60,94
59,61,124
59,62,163
59,63,210
59,64,194
59,65,223
59,66,270
59,67,317
59,68,396
59,69,412
59,70,439
59,71,498
59,72,520
59,73,622
59,74,600
59,75,672
59,76,663
59,77,678
59,78,706
59,79,706
59,80,730
59,81,640
59,82,659
59,83,544
59,84,518
59,85,464
59,86,401
59,87,404
59,88,341
59,89,290
59,90,221
59,91,187
59,92,146
59,93,112
59,94,90
59,95,80
59,96,43
59,97,46
59,98,45
59,99,23
59,100,22
59,101,16
59,102,10
59,103,7
59,104,4
59,105,5
59,106,3
59,107,1
59,108,1
60,60,11
60,61,180
60,62,181
60,63,224
60,64,261
60,65,316
60,66,367
60,67,393
60,68,484
60,69,527
60,70,574
60,71,620
60,72,694
60,73,776
60,74,829
60,75,849
60,76,836
60,77,911
60,78,913
60,79,855
60,80,862
60,81,827
60,82,814
60,83,710
60,84,666
60,85,611
60,86,542
60,87,442
60,88,391
60,89,387
60,90,310
60,91,247
60,92,218
60,93,148
60,94,125
60,95,87
60,96,84
60,97,63
60,98,42
60,99,28
60,100,19
60,101,16
60,102,11
60,103,9
60,104,6
60,105,7
60,106,2
60,109,1
61,61,25
61,62,272
61,63,285
61,64,350
61,65,346
61,66,484
61,67,560
61,68,602
61,69,738
61,70,781
61,71,829
61,72,878
61,73,1016
61,74,1020
61,75,1046
61,76,1104
61,77,1123
61,78,1174
61,79,1127
61,80,1090
61,81,1042
61,82,925
61,83,954
61,84,826
61,85,730
61,86,674
61,87,521
61,88,486
61,89,440
61,90,356
61,91,263
61,92,252
61,93,182
61,94,149
61,95,129
61,96,77
61,97,79
61,98,56
61,99,40
61,100,32
61,101,19
61,102,9
61,103,8
61,104,5
61,105,2
61,106,3
61,108,2
61,109,1
62,62,44
62,63,385
62,64,451
62,65,551
62,66,600
62,67,677
62,68,789
62,69,871
62,70,982
62,71,1062
62,72,1176
62,73,1235
62,74,1318
62,75,1363
62,76,1365
62,77,1373
62,78,1392
62,79,1436
62,80,1294
62,81,1279
62,82,1180
62,83,1088
62,84,996
62,85,948
62,86,846
62,87,694
62,88,609
62,89,533
62,90,459
62,91,348
