N,first_rep,second_rep,samples,p0,p0_se,delta_cos4,P4_S,P4_S_se,P4_D,P4_D_se,P4_S_prime,P4_S_prime_se,P4_D_prime,P4_D_prime_se,A_S_N1,A_D_N13_8,A_Dprime_N5_8,A_Sprime_N5_4
425,"16,13","19,8",10000000,0.59274659299139725598968798,7.86336404762967e-6,-0.892899653979238754325259515571,-0.0000925411854850829794383879341398,7.30291808819988e-5,0.000055807388791131831989334313802,0.000144462971955205,0.00211918596671453452020916768145,0.00211260505052701,0.000943227239743266511793861137513,0.00188186700924953,-0.0393300038311602662613148720094,1.04189442411481890137864300645,0.0414342436621786904963880361957,4.0893589390610414937373536361
