N,first_rep,second_rep,samples,p0,p0_se,delta_cos4,P4_S,P4_S_se,P4_D,P4_D_se,P4_S_prime,P4_S_prime_se,P4_D_prime,P4_D_prime_se,A_S_N1,A_D_N13_8,A_Dprime_N5_8,A_Sprime_N5_4
325,"17,6","18,1",10000000,0.59274628894638250894632565325,7.57505782138026e-6,-0.76345562130177514792899408284,-0.0000631743097443464353525119931296,0.000101577531111694,-0.0000613745558633032924608365975971,0.000169337740230332,0.00240213143620454847607937018841,0.00216571056521553,0.00228792856513621569551212386439,0.00217610770456469,-0.0205316506669125914895663977671,-0.740966927427931536279845473363,0.0849903389360641042433718543505,3.31475144047045759806362123639
