batch,samples,sum_L1,sum_L2,sum_D1,sum_D2,sum_product_LL,sum_product_L1D2,sum_product_D1L2,sum_product_DD,sum_four_LL,sum_four_L1D2,sum_four_D1L2,sum_four_DD
0,1000,2004302,2004302,1351337,1351337,4023899956,2726986742,2726986742,1911739295,436030,293961,293961,201508
1,1000,2003888,2003888,1358810,1358810,4021816444,2740320254,2740320254,1929243190,435708,295821,295821,204818
2,1000,2001857,2001857,1344670,1344670,4014407061,2712479523,2712479523,1905027298,434786,291863,291863,201556
3,1000,2004617,2004617,1360328,1360328,4024713265,2744261001,2744261001,1932809792,436464,296808,296808,203974
4,1000,2006337,2006337,1359245,1359245,4031365155,2743834017,2743834017,1928461741,437242,295798,295798,204248
5,1000,2005484,2005484,1356106,1356106,4028590970,2738797980,2738797980,1927660508,436052,295652,295652,203112
6,1000,2006969,2006969,1361853,1361853,4034354595,2751722685,2751722685,1943967905,437562,297099,297099,205810
7,1000,2000003,2000003,1335745,1335745,4006454533,2689767270,2689767270,1872020597,434376,290582,290582,197522
8,1000,2004333,2004333,1358733,1358733,4023832657,2741783265,2741783265,1934186127,434606,296184,296184,204268
9,1000,2000152,2000152,1346927,1346927,4006903710,2711977279,2711977279,1898732965,433692,292906,292906,200512
10,1000,2007000,2007000,1357648,1357648,4034908168,2745213683,2745213683,1938888570,437114,296343,296343,205842
11,1000,2002819,2002819,1345610,1345610,4017238075,2711947485,2711947485,1893573890,435382,291557,291557,200456
12,1000,1999100,1999100,1335112,1335112,4003057598,2688648784,2688648784,1876401334,434064,290155,290155,199844
13,1000,2002109,2002109,1344661,1344661,4014826993,2710655708,2710655708,1895937439,434816,293142,293142,199478
14,1000,2006133,2006133,1355268,1355268,4031340483,2738198322,2738198322,1931126762,437400,295061,295061,203566
15,1000,2007631,2007631,1361237,1361237,4037015919,2751164986,2751164986,1937805733,439050,297123,297123,204576
16,1000,2006944,2006944,1370735,1370735,4033972036,2768073970,2768073970,1958917367,437456,299138,299138,208004
17,1000,1999762,1999762,1333832,1333832,4005188346,2684752563,2684752563,1863042090,434598,290287,290287,197794
18,1000,2003429,2003429,1351577,1351577,4020362357,2726493918,2726493918,1914903461,434880,293427,293427,201154
19,1000,2006755,2006755,1369264,1369264,4033600117,2765555504,2765555504,1955390520,436808,298224,298224,206198
20,1000,2001395,2001395,1341972,1341972,4012168863,2704750100,2704750100,1888919000,435066,292360,292360,199540
21,1000,1998547,1998547,1340004,1340004,4001019613,2697461950,2697461950,1885013362,433804,291595,291595,200374
22,1000,2004514,2004514,1357542,1357542,4024562784,2739661928,2739661928,1933644518,436272,295302,295302,204498
23,1000,2003255,2003255,1345251,1345251,4019639765,2714702840,2714702840,1903751467,435486,292791,292791,200814
24,1000,2007982,2007982,1360731,1360731,4038146406,2748686928,2748686928,1932623579,436900,297014,297014,205568
25,1000,2002765,2002765,1345443,1345443,4017432385,2712392161,2712392161,1897153021,434366,292052,292052,198934
26,1000,2002753,2002753,1350339,1350339,4017120615,2721496314,2721496314,1906182109,435256,294482,294482,201764
27,1000,2000348,2000348,1345757,1345757,4008036562,2710124690,2710124690,1893652585,434240,293254,293254,200992
28,1000,2003726,2003726,1353760,1353760,4021056300,2730129530,2730129530,1916589630,436264,294118,294118,202806
29,1000,1998401,1998401,1325234,1325234,4000061391,2666740144,2666740144,1841484438,433912,287875,287875,193752
30,1000,2004663,2004663,1355184,1355184,4025018713,2734612410,2734612410,1923188100,434246,295505,295505,202436
31,1000,2006972,2006972,1365542,1365542,4034040386,2757750640,2757750640,1946268024,435848,296898,296898,206434
32,1000,2004176,2004176,1359700,1359700,4022924568,2743169626,2743169626,1937055156,436350,296414,296414,204854
33,1000,2002646,2002646,1350377,1350377,4016995946,2722584252,2722584252,1910057271,437762,293854,293854,202358
34,1000,2005578,2005578,1355880,1355880,4028499378,2736593747,2736593747,1920627954,435834,295778,295778,201536
35,1000,2001498,2001498,1347053,1347053,4012373460,2714118530,2714118530,1899104299,433680,292801,292801,201978
36,1000,2006475,2006475,1360342,1360342,4032620499,2747914786,2747914786,1935358598,436196,296151,296151,204390
37,1000,2005994,2005994,1355169,1355169,4030386682,2736898016,2736898016,1923274515,437530,295832,295832,203746
38,1000,2002823,2002823,1347500,1347500,4017838115,2717926841,2717926841,1908260502,435356,294478,294478,203572
39,1000,2002647,2002647,1350143,1350143,4017380675,2723584326,2723584326,1912135079,434956,294070,294070,202750
40,1000,2007731,2007731,1362474,1362474,4037225361,2752892321,2752892321,1940124550,437276,297469,297469,204488
41,1000,2004981,2004981,1362017,1362017,4026726117,2749039363,2749039363,1937313921,436136,296343,296343,203904
42,1000,2003176,2003176,1345525,1345525,4019344448,2713672830,2713672830,1895116017,435352,292797,292797,199736
43,1000,2003612,2003612,1353838,1353838,4020392208,2729164465,2729164465,1915871994,434652,294786,294786,203758
44,1000,2002850,2002850,1349618,1349618,4017898082,2720726468,2720726468,1906728220,436384,292633,292633,201816
45,1000,2000016,2000016,1335541,1335541,4006413046,2689106217,2689106217,1866175119,434272,290743,290743,196992
46,1000,2002108,2002108,1340150,1340150,4014892710,2701036270,2701036270,1881172902,434720,292090,292090,198614
47,1000,2003849,2003849,1350553,1350553,4021529771,2723509081,2723509081,1908326781,436152,294571,294571,202348
48,1000,2000226,2000226,1342384,1342384,4007303124,2702975409,2702975409,1886307782,434010,291310,291310,198500
49,1000,2005606,2005606,1358861,1358861,4029008358,2743522852,2743522852,1930650675,435810,295420,295420,204474
50,1000,2006948,2006948,1356045,1356045,4034243394,2739422267,2739422267,1924796577,438868,295745,295745,202932
51,1000,2000368,2000368,1330491,1330491,4007722952,2680002929,2680002929,1859527425,434326,289360,289360,196328
52,1000,1999580,1999580,1339399,1339399,4004965312,2697524592,2697524592,1885751373,434140,290981,290981,199018
53,1000,2000821,2000821,1340070,1340070,4009974707,2699935063,2699935063,1879946702,434820,290506,290506,198366
54,1000,2002464,2002464,1352761,1352761,4016009712,2726808192,2726808192,1916325611,434848,294321,294321,200944
55,1000,2006472,2006472,1352180,1352180,4032007242,2730645847,2730645847,1912252806,435644,295002,295002,201324
56,1000,2001260,2001260,1343781,1343781,4011495642,2707656028,2707656028,1893896973,434640,292312,292312,200620
57,1000,2002243,2002243,1348720,1348720,4015339919,2718075292,2718075292,1901464058,434780,293549,293549,200582
