batch,samples,sum_L1,sum_L2,sum_D1,sum_D2,sum_product_LL,sum_product_L1D2,sum_product_D1L2,sum_product_DD,sum_four_LL,sum_four_L1D2,sum_four_D1L2,sum_four_DD
58,1000,2003081,2003081,1340191,1340191,4018989919,2704191320,2704191320,1888656317,434672,292525,292525,200216
59,1000,2009575,2009575,1366760,1366760,4045016631,2764845141,2764845141,1952475574,438858,298479,298479,207298
60,1000,2006881,2006881,1367202,1367202,4033948133,2762222818,2762222818,1957391164,437198,298618,298618,208042
61,1000,2006139,2006139,1360636,1360636,4031310795,2748412865,2748412865,1939313410,435116,296968,296968,204570
62,1000,2002609,2002609,1356597,1356597,4016767675,2734550289,2734550289,1923723737,436154,295796,295796,202886
63,1000,2004559,2004559,1369865,1369865,4024556173,2763723971,2763723971,1961503545,436460,298241,298241,207548
64,1000,2004213,2004213,1353898,1353898,4023339669,2732233733,2732233733,1920780374,435010,296060,296060,204312
65,1000,2000418,2000418,1340248,1340248,4008014534,2699509182,2699509182,1884374356,434056,291509,291509,199526
66,1000,2002716,2002716,1341522,1341522,4017098716,2704521221,2704521221,1885639648,435280,292343,292343,199828
67,1000,2004325,2004325,1350170,1350170,4023370155,2723672723,2723672723,1910536228,435242,294486,294486,202096
68,1000,2002009,2002009,1345506,1345506,4014545241,2712562352,2712562352,1901436094,435112,291820,291820,199654
69,1000,2002446,2002446,1349330,1349330,4016043508,2720078248,2720078248,1908942434,435014,293396,293396,201900
70,1000,2000519,2000519,1344141,1344141,4008253927,2706500045,2706500045,1892138955,432738,292475,292475,198116
71,1000,2007646,2007646,1345459,1345459,4037151036,2720146310,2720146310,1899149417,436410,293950,293950,201600
72,1000,2005177,2005177,1351431,1351431,4027303113,2728344725,2728344725,1912627985,436122,295057,295057,202268
73,1000,2004617,2004617,1354465,1354465,4025430093,2734370946,2734370946,1922496009,435442,294718,294718,203218
74,1000,2001660,2001660,1345193,1345193,4013101188,2710766044,2710766044,1895697175,433700,293169,293169,199528
75,1000,2000532,2000532,1335069,1335069,4008605846,2689699961,2689699961,1873360015,434178,290336,290336,198064
76,1000,1998087,1998087,1326378,1326378,3998829475,2669272149,2669272149,1854488236,433600,287494,287494,195348
77,1000,2004890,2004890,1357932,1357932,4025677902,2739738568,2739738568,1925698488,434170,295600,295600,204902
78,1000,2003987,2003987,1343216,1343216,4022576987,2710985876,2710985876,1896580174,435092,291784,291784,199910
79,1000,2002602,2002602,1346572,1346572,4016657886,2714281270,2714281270,1898031300,434404,293431,293431,200180
80,1000,2006180,2006180,1354555,1354555,4030912950,2734662598,2734662598,1916105813,436260,295325,295325,201390
81,1000,2001660,2001660,1352959,1352959,4013543716,2727577923,2727577923,1920423375,435700,295158,295158,204074
82,1000,2006011,2006011,1361201,1361201,4030403105,2747718186,2747718186,1932357485,435810,296185,296185,204010
83,1000,2006186,2006186,1355965,1355965,4030701396,2736780722,2736780722,1917238171,436980,295629,295629,202780
84,1000,2004576,2004576,1349239,1349239,4024949822,2723320532,2723320532,1907831919,435544,294912,294912,201130
85,1000,1999497,1999497,1346487,1346487,4004775515,2711969517,2711969517,1902880199,434758,292202,292202,201900
86,1000,2005152,2005152,1362479,1362479,4026902024,2749651332,2749651332,1936533645,436860,296922,296922,204522
87,1000,2006701,2006701,1363399,1363399,4032819657,2753178309,2753178309,1940826643,437458,298477,298477,204806
88,1000,2000790,2000790,1338622,1338622,4009458378,2696661723,2696661723,1881233796,433744,290303,290303,198226
89,1000,2007061,2007061,1363475,1363475,4034683953,2754779734,2754779734,1946101615,437352,297813,297813,205760
90,1000,1997823,1997823,1337788,1337788,3997379321,2690188234,2690188234,1873109172,431362,289984,289984,197206
91,1000,2001807,2001807,1341791,1341791,4013527681,2704305497,2704305497,1890374769,434332,292136,292136,201598
92,1000,2005587,2005587,1368815,1368815,4028657721,2762880033,2762880033,1957511559,436754,298337,298337,207516
93,1000,2002483,2002483,1346497,1346497,4016373039,2714595011,2714595011,1901479733,434872,293028,293028,201608
94,1000,2005037,2005037,1357721,1357721,4026638053,2740291756,2740291756,1927304623,434272,296405,296405,202786
95,1000,2001214,2001214,1351012,1351012,4011447572,2722152443,2722152443,1911041968,434206,294273,294273,202304
96,1000,2002373,2002373,1349284,1349284,4015461841,2719405349,2719405349,1906044426,434268,294258,294258,201578
97,1000,2001730,2001730,1338447,1338447,4013875866,2699564917,2699564917,1885232817,434082,291273,291273,199990
98,1000,2001027,2001027,1354347,1354347,4010592341,2728152335,2728152335,1919512137,436740,295307,295307,203542
99,1000,2003530,2003530,1347304,1347304,4020611316,2717919535,2717919535,1901456884,434858,293580,293580,200156
